days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,5.0,100.0,200.0,60.0,2807.0,0.05,0.05,10.0,0.05,1156.0,1146.0,1147.0,1180.0,1129.0,0.6857810304435356,0.5554809234246927,0.8274325140574228,1.582460360309488,0.6921895797338893,0.6554421442311098,0.7904573719801583,0.8345520761885233,1.356356759750153,0.0984859569889843,1.75188992322986,1.773604697883457,1.8562146003917936,1.5102132675697169,1.045911406306123,1.6485550883099558,1.5822972692836936,1.1962010821383586,0.1701991462089421,0.4471316871651356,0.1548253165759012,1.2670187853186985,1.146990467867557,0.498310571416366,1.1120750940456423,1.9457635318667168,1.0062777193403798,1.3787328880880667,1.9379852394853063,0.9088677215755046,1.725499597042004,0.0,0.4915315205072852,0.6293347177147115,1.899418987819724,1.6535651894084489,0.4121244069583368,0.8445811737170519,0.2934478700104352,0.7348470628063821,1.8731255675793568,0.1117820696092475,1.4648906708203135,1.3185745501996882,2.414682330553504,0.7981514573098907,1.2253965806848548,1.6907473326254094,0.0,0.2304859540894381,0.0,0.9917643990119313,0.0,0.9789137828810588,1.5418359322552009,1.9179153734195773,2.454368072461386,0.8648432774105955,1.7708780338737138,1.0217368923752654,0.5200712477241085,0.4859803854167527,1.7228459387970376,0.8998912967785092,1.982333708872681,1.4777434454763938,0.0,0.8010350755627159,0.6785197892556311,0.3308686977115191,1.6263875429344068,0.1077869074674804,1.9616771957536232,0.6158143672694628,0.0,1.2277783716124164,1.303548162951615,0.0,0.0,0.7141449584634132,0.0,0.4841667118670817,0.0317086428707058,1.8191630100239693,0.0041853287823734,1.2637807178665306,0.4906921358447302,0.912498228000636,0.8629166494442391,0.7271150774928665,1.0759119498840668,0.8893209793732021,0.0,1.1870636490357205,2.340042680297901,0.3447236997860732,0.6198411713211835,1.579713096381292,1.2049133814437902,0.4037055071137787,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,1253.0,0.05,0.05,10.0,0.08,1145.0,1197.0,1217.0,1145.0,1195.0,2.9245423113797937,2.1979939769560395,3.5425496684663957,5.648599386596771,3.038669846812492,3.31391029167472,4.128386058113393,3.276795890396278,4.956535437842662,1.7467760798841807,6.3208807100787805,6.532224688153461,7.106182129434476,5.490939712308544,5.175091617679516,5.889209800929099,5.892582842229593,4.547372497847984,1.5638672832901337,2.011620965829591,1.2720338439621814,4.968183303421231,4.14389084311444,2.555227597617229,4.088726772792607,6.499179727464982,3.812091517660606,5.819236425140638,7.358095156562167,4.299195523476119,7.007531652807439,0.0,2.728898527079921,3.3187148532009934,7.065482965732868,6.431447567087376,2.263864107000152,3.408522825953325,1.7509028966469882,3.099297847507059,6.995082527446851,1.1602690265995297,5.597451487185131,5.108710483649841,7.803607827316192,3.128814179696341,5.126832566980381,6.150566569211218,0.0,1.3037352194050258,0.3105323302789471,3.913139970805037,0.4956219537525301,4.265402870962174,4.995169785304698,6.916433803557002,8.237521539550144,3.1843955460005677,6.074719765329509,4.24882026371529,1.5748758503115643,2.152367760974672,6.482177807380486,3.340763800804439,6.860501540505302,5.333436614227046,0.0,4.096949059006715,3.1529443484736976,2.622106797868203,6.205935253288279,0.7372835212251903,6.814864306445822,3.127785684568928,0.0204063524781155,4.426664862933073,4.591641345038641,0.0,0.0,3.155170586022233,0.1507423530030074,2.7462218473553146,1.0465889605398155,6.352118898736685,0.2963367375062167,5.677967509756005,2.305144693598712,2.859903865181128,4.391335180201003,2.559989834030934,4.264758805471333,2.8433305026798186,0.0,5.034764950941697,8.013182097081295,2.0776023075254453,2.6506800677392217,6.214690231904582,4.524427917560957,1.2940040561082,,,,,,,1.22
,,,,,,,,200.0,60.0,798.0,0.05,0.05,10.0,0.13,1169.0,1125.0,1135.0,1191.0,1105.0,7.200093352675916,5.88816738407877,8.619358589367723,11.700235402096965,6.86193982792352,10.19452133668164,9.907666954685258,8.98942264094855,11.14056804700622,4.981731946608998,15.108788014359352,12.855076997355642,15.032189086168945,14.206724467788767,12.7365714197182,13.697142851506683,13.537402686693705,9.375704065386705,4.941453589720747,5.394521841683191,5.121121068105053,11.926406589679669,9.38449117115256,7.661944472958541,10.58618065305868,15.034169187941124,8.167790351137343,13.811452286172017,17.10096169431651,10.00595787065615,16.429344278219954,2.1153582190258517,7.197347233636295,10.262140516728165,16.27018125212635,15.04914416841794,5.358503489526988,7.880945895122755,7.491782236712179,8.066451748452797,15.085583725782396,3.825737891586093,11.900233077637274,13.854727862936524,17.170060306587754,9.076861779597262,11.9525984446906,12.514007840770612,0.0,4.747815761818735,0.8039860374565522,8.644356712321462,2.6893880333665443,10.368780054683516,11.72635424417138,16.449824305087894,17.798317656224015,9.46331009571314,15.357257043050993,9.669656119765444,5.682225706411921,4.956336058272966,15.018860103395308,8.071690826538763,15.122701786032508,12.373307904668351,5.151192368675081,10.815646015919612,9.281720981974216,7.340159825273911,14.555105153823373,3.513828463157471,15.816920611014377,7.719506274316711,0.9818411802234894,10.929737561638769,9.943539738439306,0.0,0.0,9.183938057250067,3.2158626211263286,8.686698433889484,4.713513104249306,14.281563834032491,2.682965966236738,12.674678542596045,6.219860316298298,6.471240994974932,12.43733640937178,7.522786908246886,10.58083413313409,7.272511982541221,1.5952965252350149,13.117270885413422,16.449418419715762,5.712741558865062,5.341669286251197,13.916598573658469,11.641458852112676,5.086219833923488,,,,,,,1.26
,,,,,,,,200.0,60.0,1599.0,0.05,0.05,10.0,0.18,1234.0,1187.0,1129.0,1180.0,1096.0,12.82109234123838,10.859337983217724,13.71091963185815,19.64053439776506,16.457756706636395,16.77317644271702,18.386166435196355,15.51633636309557,20.952237926028005,12.44525342574082,20.021285441809045,20.941282452438784,26.963562288428424,27.004154776859732,22.30355339472517,22.18067526934268,22.007578164178096,17.641476098202688,12.180952495841549,9.769735516787351,10.932131402700248,20.78577813666673,17.783843539274432,11.575783174692276,19.750685974685485,26.305154388333087,14.83491802865718,22.117702322622723,27.705233816346475,17.163346833578487,27.178298228466613,4.600252548971183,11.832336075706827,18.91549782280839,23.805882742404545,26.00560857900902,10.339743484775417,15.510880703403792,17.169346840121705,16.912419501911522,26.52783453269782,5.072065779129321,18.9791017793645,22.861308892317236,28.51742174552174,15.852429455157768,24.02904851918307,20.447101225183275,2.406695480700451,10.549729872114469,4.424996048842645,17.8046816169407,9.394570891218054,16.709692342026386,18.762349005082392,25.911811274766475,29.22466953716027,19.006117181038466,24.162275725873275,14.551245840384183,11.284737294232002,5.539265464142492,26.820883534222908,17.66595865560331,29.212365041899872,21.121825354717632,9.83707182758864,23.40026184057332,14.425388171342393,14.570057681269189,22.739730091572238,6.589279956201062,27.764432846784832,13.55349515737428,4.454377936704256,15.98328114915676,16.767415032742708,0.0,3.775321389428577,15.412648372382709,5.627060210226016,17.386474027391262,11.676724201403374,25.008077429653717,5.5615794791522335,21.899169489034488,15.563598784030418,9.422792541844927,20.512106584060632,13.292406716532565,19.46161282828672,15.05329855179075,4.943837843025054,24.48411046620492,27.49493509037131,11.51144387152848,14.635310837402494,25.94846886866801,20.612301247408325,12.050028288889427,,,,,,,1.2
,,,,,,,,200.0,60.0,1008.0,0.05,0.05,10.0,0.23,1156.0,1144.0,1113.0,1208.0,1157.0,21.514489286554777,17.66558816297409,19.998509056661906,19.342005175539157,23.560588734081705,28.78016970149922,20.89681961358312,21.0280470936253,29.87216160400285,22.038633274681708,23.22884110734632,25.31779514191926,36.86129821121668,36.1058272532854,33.02057879885747,33.649963341883,25.14802865308081,26.01252224987951,19.183173821231215,13.93372148479134,16.635719240219338,28.659352469750704,24.680364808775597,20.18504478693904,26.491270611047437,35.71793323144156,18.043068502317634,25.248940492885787,33.675731920871264,25.19116061268032,32.817944748321906,9.989052595547443,14.091782461797075,26.58699439510216,31.414393835953287,35.84808477772516,17.890392896385553,22.452833865647797,20.00862777234852,25.004006815094176,34.565572438036405,7.717418495044323,27.71435178827875,32.962814020894896,38.37543542626784,24.38930472287301,33.10099647567907,28.4471480229886,9.565708116183863,16.43501184035521,11.433856091980676,25.275642318618992,17.700035528966236,24.94122596159948,23.45007069479537,33.672266251958064,41.17046914987,26.62436072490904,33.50720171030628,25.295560788390304,16.785586508935257,10.297380391481228,32.71435038729654,20.30760870609906,37.78886269955759,31.782796833366483,17.34266634280695,32.985748674635595,22.249368734439592,22.17707069906444,26.61871162559366,8.159100396251484,35.94079572101813,20.41893939326081,13.5454542583879,23.05499957652415,23.26829847938206,6.28263305799463,12.168378717870375,23.753003532462508,12.081101629422268,24.255810117972047,18.49170992382557,32.31497311254115,10.99530927081165,27.470754813145454,26.28931119805889,14.755895472646111,26.960681484027933,22.060280335601,27.20648988109161,19.6494671087112,7.948233549352027,31.642495760898903,40.70431454266617,17.969004291602047,18.642529082629785,34.830598125929626,21.67810111984157,19.733568698579774,,,,,,,1.12
,,,,,,,,,,,,,,,1161.0,1148.0,1185.0,1137.0,1182.0,26.23808763094481,20.30903533322801,22.4465086340222,18.80658154128791,24.57282685265842,29.41613526968934,25.79443133939472,20.796808703290203,29.15447686287764,23.50059922959044,24.773720297870952,25.063889937091865,35.06728800790057,38.34337895917484,33.26477141904603,33.16869809344107,26.354117338633856,27.660347283633048,24.510694072849795,17.55987599106315,21.86973512415557,31.50972486533075,27.493055463177758,24.73426918963735,25.720206205857835,33.31355268915271,20.159056393439837,26.505990140462032,34.757036745086026,28.00097296204559,33.66847804902485,12.17682760046473,16.037452725527288,27.34653950356885,32.0250572521043,37.77855194399781,18.66697811002217,19.79626978045801,23.26084250750876,26.000193506871906,35.77336247199941,9.313841296272749,32.46981022590552,32.90414239443176,36.054431665407655,23.848951533327536,32.47345353564694,24.55307899030381,17.40789740479811,17.25758421355219,15.760994754250328,24.99751235971632,19.5718700549325,24.66619804939147,26.486404886441854,35.21341720579786,44.7567274119254,29.789551075153124,39.72742266913573,23.6210064183908,16.332978990245543,16.360542933551102,30.5574702692954,20.794216508670537,36.24895419473148,34.86158497004592,21.32330210238727,34.5657527784447,25.993500764989943,21.016804783819524,23.92304667564312,10.727330420874605,32.837377305429136,23.7936341998068,20.37871630531906,25.583199693338702,27.22795085662242,12.853197973410037,16.964526004002654,27.03589196464965,17.840300094420705,22.54751938286541,24.45028544693559,34.63762085852302,13.96452473636418,25.640335765680483,32.71291950583527,13.00868467169198,24.69912664794202,27.35060711319362,32.5846098581602,20.940997578510736,14.559842625317726,33.19992129441084,44.04181001781225,16.337212209485006,19.41272072997654,34.04952661266628,21.454709397062945,23.98911038441048,,,,,,,0.8
,,,,,,,,,,,,,,,1152.0,1157.0,1179.0,1123.0,1124.0,26.830108327091715,25.988105069809706,25.04141535855919,25.953846015535547,31.92311546025004,36.25684194123338,31.55726086161256,26.65556912258233,31.478178768799637,27.41946717648783,32.103684160137945,23.6354275439569,32.425675132547205,42.73466371043693,34.0150499849524,34.84151730919805,31.3756460229802,34.828957488458016,27.69179197477367,26.623229482385465,26.35336450389828,34.49342492995429,34.18486800083998,29.862840720273564,28.935319968098703,35.12819607198804,24.47930598814545,29.53755589154786,40.782759829261934,31.454764509053614,32.04310496044555,16.00746707585069,21.91015855819296,31.46001042281948,35.27030883422081,44.21291690480929,22.461920894984427,18.97907484857227,27.651672070883794,32.00719966944885,38.090694700220766,14.2206783336872,35.4687504185108,36.07209549475254,35.41383136100472,27.03257282513889,31.42686202994181,23.5327868586654,23.45082621948999,18.838495266294338,17.28024639934475,29.584613493019354,22.28353543177517,30.848533953012076,28.263698315523605,43.06302886383711,46.04437774645283,36.30486889829361,39.003144123936096,27.60642543364836,21.9783075069496,20.444206424000797,32.00518456626527,17.062228740231095,40.63435083175081,35.65466905759942,21.94942266743405,40.546459807028,30.223399077959392,25.61469180338786,27.668234313062715,16.34725225924842,35.57307665879225,26.12586907897418,22.778592088094303,35.199183277596106,35.03566447656134,23.149493558786443,17.09370152419711,35.67575577696771,19.74945131265394,25.734682602720444,34.903435896205856,40.43518907211768,19.57399954287062,30.927468504442192,38.70905959141378,19.433752983068867,24.77984864862099,30.236829761119598,36.84541854056794,26.257283852774396,23.80777031308056,36.54312883381875,42.08269461568886,19.76440833743844,29.17636542389243,34.89346291951692,26.934627492762612,27.885794022236404,,,,,,,0.74
,,,,,,,,,,,,,,,1214.0,1138.0,1193.0,1150.0,1150.0,28.142377422939735,26.507984142567285,28.91902052044194,27.86315338984043,37.75886410194453,35.89092963759724,31.6523965016735,28.29482025868175,29.541964566521685,28.00586790010557,26.94627937210363,24.545889667671883,27.43109786802832,46.50404683956053,33.113898409066906,33.908106405988235,32.77577522476495,33.64223002446319,25.580165085870657,29.02448630456318,26.48471030418035,32.00197474158476,37.87052997754425,28.254763831989187,26.07775302445127,28.55348458229152,27.746707226067965,27.746106088500305,42.53607359120938,27.66177100192659,33.816707791802585,16.375626175431155,19.23210430108503,32.805820848555335,36.10562313039933,45.59776328883403,22.8135271634477,16.954571202527976,25.48739641468279,32.36228570673207,34.91399096058771,20.11874027978933,32.954613805842484,32.35780014943867,34.17157433957975,24.43369204263041,31.90348900868363,24.49276006956129,26.094901505310094,22.901246022985447,23.52585715031136,28.469345584163804,23.074751872061626,29.74430205728184,33.25828863024703,44.151992425824616,40.14997200143271,35.38323434126619,38.29465992604678,26.87780818295108,18.751363615676983,20.709387445238967,31.93572652172744,17.80603657047797,41.84748671001251,36.42055075683066,21.954525658314317,41.86791388698768,30.43640074690699,23.12602690935585,26.44569190424725,23.087138600665927,32.87994886048129,26.451050824921985,25.050191646507507,36.59122760234778,33.93844128862081,21.36722680104132,18.75258614297455,38.00579796870407,22.33557967797088,25.6803607370536,45.538365199537935,33.00520741559353,22.32749817707564,33.08552201659856,36.0503785395474,18.379173151397023,28.576065092548266,25.063488357093647,34.54839937502242,27.00029383180239,25.163422812748024,38.693072397915095,42.883077635133645,25.823258355902126,32.1041811860995,37.72770564165137,23.27039918623372,31.266132925009487,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,24.96053170550228,21.35567153507905,23.818789449916142,21.991283043425643,30.0736881496566,26.228665555409712,21.07157475107963,30.424527735892937,26.189713900637617,24.453989281052635,23.45797344931087,18.470972941182943,24.995287587171568,37.61908087266253,27.945041942931866,28.61069269214264,20.46145299196998,30.27614091008376,19.22237320863961,23.53354691361598,20.33736283064838,29.175936049444207,31.27963440044247,23.721588594215515,22.873498900319035,20.544259059466253,19.448208850197155,23.26214609663208,34.487917744455984,23.977412168006687,28.853803690951292,16.211362741104942,14.819687801294654,26.422378621002014,32.57506637908951,31.31202257876205,16.061995671527846,16.66258132316591,21.123322191495628,28.803397495442645,28.055858746419396,14.559732035902307,26.704983894167786,27.213201236772584,30.010241873491484,19.90582286413648,26.91434546722048,22.09500721769854,20.52742662649353,22.64331655651223,22.97210931156205,20.47359847955911,20.789736387065176,23.6272149659381,22.063882086975163,33.99397970522257,31.56311565433005,26.555075226510933,30.986519000226835,29.620208276445293,18.98294075758131,17.390155627037153,24.540114454956758,18.57396585321192,28.628609622978598,24.816186294097488,21.848308339254768,36.62139623441335,24.87909371003976,18.6254645101504,21.596211203778168,22.0051986667504,29.534021667030125,25.31513902788524,21.066420416540783,30.042613619581687,26.562538518567568,14.939668149117685,16.74572247267153,31.500838249685053,22.88068552174663,21.565075336452946,38.38391020890862,27.760324747511877,17.501282914481735,25.61988815190257,30.67380137257438,19.790565422611117,23.52876399030742,23.95202437282063,30.313214689790723,20.453770175061827,15.518240825905528,34.70608728762276,34.99386908713218,27.5827687761865,25.301189763670145,33.9720914829776,19.896567324413343,25.887872996641903,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,15.83832354786372,14.5649881879017,15.610920750866686,15.91141905173378,16.7568424701325,16.154994137663355,8.910561157144,20.33531685936285,15.95185235864151,16.280733127426437,12.079957509076213,11.293675400089937,12.739795372589732,18.5946820202218,16.1989969026656,12.691310565083482,7.686988882786611,13.928539464837565,11.052350168850444,14.206050313497196,13.2376237780767,15.66493941692097,18.221426127896176,13.382903944099432,14.896020695563749,14.3441221811461,9.903548392670988,14.521492363851554,18.39943497375542,14.495467641710125,14.443847733687356,12.315547597786114,9.396321326340193,17.19546800701691,19.08605686862392,18.617566365159,9.814246417087222,10.692144784404976,13.95306123615818,19.71906970187948,15.511830781463626,10.286359195123204,16.309585571603723,18.44474611135035,20.05954289132965,12.997085154470152,17.087460073995747,13.96811952872001,11.909726445722464,17.70931088326657,13.43201524138034,14.246003573894384,12.954805322416954,15.494305804933902,13.64164788150164,19.222587660350577,19.797333539020958,15.719798057921688,18.394923509300376,17.946874923414303,15.414410818955991,11.130435245839232,14.49252210866775,15.888071793800677,16.728559055443455,12.698781630858145,14.989796916171548,19.610711001957945,12.019891715966883,10.472889215784308,13.187162970372457,12.235531023539908,15.149516551825688,13.828528209038303,15.645672647441396,14.874612329463378,15.712590866035104,8.165860495042661,11.704903048939922,18.77886138318788,16.53531673347815,13.614854806918736,21.577427240536156,14.460232266488092,13.400162053499246,13.176166964175165,19.647861655798668,12.889593995878336,12.46897541990768,15.336634812984563,18.554185742353905,13.117058646189864,11.588400969286512,20.653664362573323,18.96076263171747,13.507878480716496,15.074519525426227,19.897207858105723,12.350703344205687,16.354032929113856,,,,,,,1.02
