days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,5.0,100.0,200.0,60.0,1848.0,0.05,0.05,10.0,0.05,1141.0,1186.0,1230.0,1205.0,1150.0,0.2019316702864707,0.407008968154297,0.6707035923966592,0.8715007966284651,0.9224721986631036,0.1656927885662975,0.5802735909639234,1.570354229029856,1.909692187766344,0.4016540369126912,0.6991275353686699,0.4856133663494826,1.0995736522699295,0.4987587564211037,1.8272205805989228,1.855307972599005,2.0300996104077726,1.2102355062065178,0.1138509146177613,0.0,1.0449165187865164,1.75608696304813,1.5576760873509223,1.0573893910383312,0.9009072386151156,0.3386783357684443,0.0,0.0,1.082780370021852,0.0,0.0,0.3278410267276986,1.3968474521372132,2.056109836764258,0.6495436308252273,0.0,1.6478602074493067,0.8521642790032997,2.037446380368157,0.0,0.970197532364486,1.4348032493865914,0.0,1.3521104158466968,1.1667623316154048,0.4468471473248157,1.1880089521589263,1.2620669264958342,2.2266506856709394,1.8370888675805557,0.4444522620254246,1.919563991525375,0.6521534589883629,1.855569512223028,1.7593034291184753,1.0077879571478865,1.1144652245039637,1.0476445846905935,1.188116665071928,1.7869228741831926,1.7491595120521963,0.0,0.5934651456680677,1.316618987619007,2.144579396918631,0.9456372392219268,0.0,0.0,0.2569150767007762,1.790039287925674,0.0,2.206689283272036,0.7378315990297448,0.0,2.503707364721693,2.5784686321323407,0.5539806608217384,0.0,1.765832915707918,2.5374462956217867,0.0,0.4615444178410028,0.5483229127651561,1.779826825744464,1.00395875922056,1.6153887078822615,1.682458095689252,2.510630845374308,0.9774272735101714,1.594340722179009,1.1370865336594795,1.8476524657084776,1.7576451642951614,1.1483085216023177,0.8969435852723259,0.6745713462309446,2.154603739954073,1.809008532041124,0.8814838163783336,0.8177351425871596,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,1850.0,0.05,0.05,10.0,0.08,1130.0,1164.0,1111.0,1143.0,1128.0,0.8188664519473283,2.0219410749553512,2.3341133103966265,4.381315204462837,3.9233248925247786,1.5600636278198543,2.455674625504089,6.07500887931492,6.136828731292889,2.000915699770073,2.4684857385952723,2.7687433179465417,4.691677499339492,2.314531825001008,6.927962557705266,6.038894594233806,6.786552110757197,4.945033890752179,0.8199124937916844,0.0,3.8210908280851177,6.497505086469424,5.56973232520066,3.978570423931347,3.3715649424124434,2.038780369739157,0.0,0.0,4.557539775468273,0.0,0.0,1.6967149001365542,5.265470575934911,6.941742560308563,2.973941740370141,0.0,6.424457074449697,4.1995839314608645,7.683069058157853,0.0,4.351149610452036,5.915883584489889,0.0067363728995406,5.565782623420412,4.0190293039249365,2.307664470145599,5.013362793581988,4.591775676830362,8.994600457271481,7.285021266692818,1.831863924906974,7.080478866895071,2.9283878945799726,5.960725278666462,6.088532265050535,4.060397294117015,4.594635168447862,3.849944387771968,4.759918428997408,6.500558568845275,7.071531862726937,0.0,2.2707844892676263,4.821327408394763,8.189970045357509,3.6519331166244777,0.5387617266017406,0.1684174749160973,1.6222227090473471,6.142695569306662,0.0,7.9545557565269185,2.71673989602598,0.0,8.500917157010806,9.46948591893526,2.680757801508727,0.1850647728737855,6.8191954136390445,9.11506886241248,0.0,1.5748454008696742,2.1864793266103386,6.910834997163152,3.952386030084692,5.517310907694856,6.261757617765196,8.715258468113978,3.4214036191956527,6.082118105236119,5.098133442277198,6.728391188824888,5.9162716099653885,3.6717385676757326,2.9373402499012577,3.708280091104932,7.676970018503587,6.343112403480925,4.047406905444922,3.2763427914820245,,,,,,,1.22
,,,,,,,,200.0,60.0,1575.0,0.05,0.05,10.0,0.13,1172.0,1161.0,1199.0,1150.0,1188.0,3.042617839671793,7.0639917275044,7.062120260810193,11.334267072884202,10.342603734043722,5.289192326499491,5.474403499169722,14.877702217077822,14.086663965670002,5.2266343483700615,6.024386197936222,8.300347689776446,12.55859311372349,8.21232581477647,16.187620611833232,13.380312098587783,14.940120836299826,12.918939682495449,4.963742225157217,0.0,8.788466153466652,15.888051546913346,14.22551605907364,10.759641028863864,10.51946825865668,3.941611914723322,0.5241724767345046,0.0,12.0874223467786,0.0,0.0,5.310735793433166,11.62148472352561,15.46587876080867,8.429696552324966,0.0,15.495464816352223,10.23003793974291,18.172250141146662,2.158580839069575,10.605755130890968,14.24954287948274,1.8188278492155583,13.425005265793107,10.573513510860684,5.822095062625752,11.321801435245437,10.700966734944036,19.06681663745683,15.721512682875588,3.849521169026946,15.78802257527597,7.910184088035601,11.73124739683503,15.269328731624634,10.618519932062547,11.166800432609705,11.174300410103314,11.571647891028151,14.237134699928976,15.822674106984692,0.0,5.548089420457313,10.874270768761535,19.3216188215592,9.719649682898584,2.444341515182761,1.1348064382111578,5.2151246525608,15.117783426532975,2.1235716834005114,18.767030531228365,7.410160549579129,0.0,17.8471767720093,20.28339608524565,7.144418935547487,4.550800220294757,15.086333196053449,20.783418880893198,2.8638824991647915,4.182756822680491,7.944423284294707,14.986006347920965,10.322174114401903,15.624103363937076,15.395332612845776,19.019671443779377,7.640543231830503,14.595346899811968,13.05718864976207,16.683599929611145,12.122196796993096,8.808655411203674,8.394865166829051,10.611814679503093,17.828268685954615,15.355994874799016,9.24489281152437,8.516904284612451,,,,,,,1.26
,,,,,,,,200.0,60.0,708.0,0.05,0.05,10.0,0.18,1176.0,1136.0,1157.0,1131.0,1090.0,7.662670298930658,15.879655988351445,13.189851767276611,21.040527917960485,17.327467113034455,13.1813005646058,15.826991480923652,23.939430519938185,24.98359531694744,8.991622238825478,11.794345562338952,18.973583337491565,23.6392360277341,13.391294212316502,30.08085265138046,23.62817302922807,23.979883515486428,22.14434242066349,12.18761037489217,0.0,16.66565959580671,26.592496847945696,26.823068584232587,19.54705400028105,19.964386641544618,13.213826527923056,6.319266504478835,1.3612787947582088,21.683018024912613,0.2599729182365209,4.187690634769633,8.843750708044167,19.160134772223465,28.235473682009196,18.28526159405844,0.5469015825337338,26.63974089728641,21.588282880002307,31.31749276023222,8.58354464117874,17.845555217853786,23.25983531281545,5.368976721485607,20.61686673963206,19.79193407417958,14.240557888555369,18.72013110841484,17.839432369437425,29.52056027256604,22.735675520914786,8.352515849774994,27.837119889368825,13.300080120305768,18.885190328304372,28.07339670295421,17.301342376907183,18.4859037309459,21.78425130260844,19.90014946092363,22.625750472478742,25.505918911763903,2.906585842803542,12.99363856452927,20.16606661997877,29.35464438857625,15.829893157037263,7.589168088389874,6.125923597009613,10.27094952992388,28.10556828272533,5.705154546942352,31.29605198885864,12.398671800521797,0.0,27.113815390250775,31.960167323528985,13.31370661961986,10.021901378702651,23.078041581808836,32.14721973094135,5.1334453655743015,12.614240867888588,17.2299073988232,23.55656543657417,19.167050391388063,28.217568275584384,24.666470408967324,31.69220161298471,13.874272537648007,24.980872357588936,22.156944138786468,28.7408179828621,19.70961465099478,16.49647591158406,17.943568186278792,17.0990093587497,28.10546436554833,23.063757264345128,18.08060087190305,18.955270919098467,,,,,,,1.2
,,,,,,,,200.0,60.0,1639.0,0.05,0.05,10.0,0.23,1154.0,1181.0,1145.0,1170.0,1212.0,15.29317932228998,23.38027331829351,21.398746234836818,29.896712848683887,23.189052211449923,21.74974034007433,24.363397735029928,33.166694537519994,33.97126290709894,15.41312691574048,19.170312577953545,27.432109385117755,30.05086058034994,19.942450698076318,41.83071401259311,31.262954702899425,30.84281260328081,28.80538471756272,13.892315887377736,3.563247401438277,25.8465343484602,31.605018899263104,34.36499332308481,25.17589820100977,26.574333491421022,22.415643451289117,15.305868192274769,5.708973042831805,21.863656311419064,0.0,11.722980924670145,13.89935205487868,27.224231251818416,37.580022883786526,25.62433731750957,4.108930259349691,31.25509162479469,29.152701454895396,39.41781386595693,15.729952488846912,19.50506377437614,29.945668438114488,13.248396612466962,23.416876844572776,30.06554818219376,24.110962916897225,24.80733222050246,24.611710875052665,40.94282483067904,31.652862826393285,13.92569627775178,35.14541215978069,16.98898231185602,28.584530550283084,37.31431208403275,23.20799402840444,26.458661233509105,32.32339673756428,23.128049208092943,27.28674544684642,35.66977293636981,9.906787084528087,21.282143558963384,26.65037400336912,39.97424455197399,22.92904782846251,18.582088879123077,10.33572312233856,20.189663248209648,36.65467789854521,12.77894439262625,40.82536720228046,16.596038473322,6.108002411705596,33.061497834954864,36.266637375113845,22.12086189192013,19.668045607873445,28.643604534186256,37.86186308393794,11.8109130080508,20.484672960077507,27.3560844869864,30.884013542530223,27.89521767917429,33.92220816730384,27.986072234394456,41.036779399955535,17.681512507425527,34.96060744476502,29.580016862269986,38.79685370348799,28.922972263388075,20.685043191714453,22.13961170382512,23.476925687144256,32.25656849209428,31.049774601783888,24.833800970558507,27.56816049964516,,,,,,,1.12
,,,,,,,,,,,,,,,1125.0,1199.0,1120.0,1094.0,1092.0,18.133261647242524,27.056801732736076,23.882813396216054,28.65124518846276,20.74850545462389,23.841264066348703,24.166175827485343,32.715044689280994,35.50407780552158,14.242786534164315,25.61723934856599,28.276319918273938,29.384156195363783,27.681361621363603,41.60377637534685,27.264237402129694,30.56741232555903,26.536118203677024,15.3920284995007,5.583603946463605,28.359316876670416,30.980307246352965,32.36920394242893,27.246824029538665,28.895061555071013,26.89638590289639,21.926787270196705,8.00806766592324,23.27481492837544,9.313294878893029,14.06331862382934,16.991559426950094,31.502668601119243,30.226330431543182,27.292310064644912,6.209325862281976,34.03688545390013,30.14479317824753,37.91113837270517,19.884140088961843,21.466017411506154,33.0389301703599,17.89186403733018,27.55497878679899,29.75231205773842,27.446401978647742,28.270802937340648,32.065235041108814,39.30748973213871,31.74524629909256,16.37945202787477,30.89663361404177,18.190384070690808,28.721528562626016,40.07464275707328,23.982992865934623,30.332688013249985,37.924590447372445,27.697209405300736,29.03509208369836,34.260349769766925,15.104740394026429,15.960431111765356,32.5874500075714,42.866152291473725,24.175927301221734,24.48407927197035,10.443544531830453,20.316691817055048,34.25866424458876,15.13689799771069,42.91781655568726,17.327040041698876,10.682321726557069,36.17171933573244,38.38299999337715,21.610167610758765,20.8224753166019,31.737659695930347,34.76532608014169,16.48044332818622,26.234344642254968,28.431791011749144,35.21632800592147,31.008286729214525,30.418759344393223,23.098962417429124,37.98236589780956,22.8743443197639,36.98204957290613,28.67529367381029,38.014111959576354,30.02688170923551,24.336868754392945,21.31939245934804,19.46325795226696,33.06326091167701,38.57282290353019,25.80553762220558,35.32634302274556,,,,,,,0.8
,,,,,,,,,,,,,,,1198.0,1159.0,1127.0,1138.0,1110.0,21.495177041521583,28.70588724811451,25.06241267656429,28.6060657597448,22.5675422717528,31.338777456299624,29.941579377876653,34.74197885035162,37.59968076020356,19.26965292252313,25.830609935270104,24.1882768884382,31.268411510082256,34.57880064724642,40.76808595962781,30.26631903519273,32.780278466154684,33.86688350692965,17.63348090198255,15.812212739459603,29.256912627572195,30.145609568947915,29.41600339695875,31.76514287197866,36.27415301048222,29.09168969515633,27.221772185807115,12.873073483771243,26.291504079014395,15.533414084162434,22.91340627739261,25.43126744355372,33.16222332990767,28.96871526445799,26.72692828886772,12.413828222985812,34.106105957470206,33.773570180963645,45.70446687838852,17.623148747836964,25.26079574442717,34.58551199408629,21.161489214302243,29.87529974877767,26.975432987355376,29.17490774528504,29.305297563674973,34.48014624263074,40.01424317412334,33.090850326706004,15.164405066108268,31.794410087982776,23.30087601196045,30.779068070281006,38.21058716602365,28.91562690686509,34.15469390259231,37.295407930280746,24.75363526133712,23.86688367494753,36.436280156491016,14.697073888686988,17.879524755320613,34.88970584325183,47.06286808052536,31.01562777826951,30.464571350934925,17.160007813328452,22.101476825544403,45.009877104787,19.887304898138638,43.80541830112917,23.19872653278196,17.27092223698846,41.71644009586002,34.67590190206377,25.69510809168106,25.524034669201622,28.48461324144914,40.61230672406767,19.031071074400973,27.17143991020338,28.10453653850917,34.74846697025084,32.932311708095675,27.18461520594674,22.755988153110955,42.57867112754324,29.65607848043651,41.222259011262814,28.95853203885971,36.6384104270785,30.009647860600587,24.54376242233913,25.551277877628227,23.59052618157153,42.64182661874887,45.66362131501347,30.942962917376494,35.080462021409,,,,,,,0.74
,,,,,,,,,,,,,,,1114.0,1118.0,1165.0,1165.0,1148.0,21.85074856791294,32.13747043729464,23.45831943780509,30.52967675881525,23.707534912476685,31.571780879768397,24.14774514651916,34.19344091887097,34.83512517759919,25.31895098560962,31.76120049750613,25.4119355281704,29.80103389893745,38.951408109828016,39.649302795670906,28.83003467642675,29.282781758602525,40.647792215442905,23.521215322259653,17.256474404301805,24.645018278811083,28.090749533140787,25.42152477206569,30.99672946486946,36.1545562946708,34.20766889971791,28.04081892176756,14.625783277448924,27.30646591763089,19.64518503461402,23.640236468837745,30.64281195284973,29.41451040906775,32.940403921158094,30.057023617922983,13.389001705253747,34.360790733961444,26.259496453279567,45.663011020303685,16.179282090433407,20.080722003646084,32.847524646725944,25.122054957670983,30.618245942851235,29.66385675228076,29.97134674343016,24.06529399262368,30.87897187840733,35.847898657954,28.212186104850872,21.69739434283707,33.67447843535205,27.995329005495144,34.091253264121406,37.97975537990695,36.5577930921741,34.91708164008249,36.62788941025654,22.18159343892897,21.98930043440764,28.4363163306725,19.86031331461705,19.948539623633124,38.062124808962,44.65995174534148,29.086973952567774,33.42955219322238,21.81857753321304,18.9233518728139,42.364836608200974,23.23348256994668,41.32393757032553,22.289705769399653,21.235955290264517,42.723061173205664,32.14329118764514,27.745018138961093,27.234013182996694,25.46223460089408,46.51017210923263,22.09751591676958,26.0493132029254,26.93556634907856,35.82137804946922,29.373585044492284,27.145405285662097,28.439776359226716,35.117498568419656,30.726526729193104,38.81415281154504,32.86345946171004,34.20204589397208,33.84798643066423,26.736200257275204,24.87231439734581,28.115549155515165,43.66886185463819,41.720842173664686,28.980689406572143,34.956043644544536,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,21.597389686705995,24.77332155975988,20.957359991989176,26.51372213945465,19.890340668741167,25.69969328979688,23.08621307601314,30.84873488401517,29.685029698295107,22.10503232442262,29.31214648247307,17.310707016937503,22.9828666348946,31.70988950311934,33.35920842633109,25.610707030800132,26.358379098450424,33.51425548389167,23.85642315741633,14.601533298136754,24.07507721305831,19.039467572334782,19.03798625468645,21.489472209081637,28.115800257095845,29.213161164723857,20.86226079523686,14.377197820935628,21.8676807937735,17.225251521071673,20.664226804015563,25.96849307585612,23.861630496105192,24.08720159042744,24.758273455123977,13.551819249379315,23.458375830430604,21.042045883514643,34.60868355056419,20.17098554004192,16.711192781171103,28.313264908339043,22.04395092351941,23.20465382519671,28.297736578909955,27.04310635493203,18.50180080234168,26.67086281495773,26.65004711555196,24.18889045023157,16.24438210985296,26.948716093606954,23.10725809319843,28.15746091966603,31.033577739467702,30.958984781557785,24.46849053092524,27.356769472430464,18.458418326337892,18.76843030623389,21.07551934702418,20.00425334870201,19.8120325906635,34.69143178835268,37.19578235717344,24.225922615166944,28.83706460316741,15.63350801584444,16.568367165614063,34.907085337986324,18.37316145168564,32.5101017310131,20.09326763866936,20.507934788642835,36.647966508869466,26.69658726757917,23.343802675932928,21.798074722946183,24.161716998426694,38.39081805609575,19.872284525675024,22.46453490063794,24.5001558849028,27.391443463475312,27.703655966076628,24.949403418873228,25.828531662202643,27.088517902634795,25.43729959838414,29.843784576077304,31.152038272627813,25.73685921632376,29.13003984704327,25.244775184999764,21.923113896961823,24.501944081729476,31.9845390984547,33.71223540954284,17.18400328987519,25.614239983502664,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,14.492994777534756,12.475164675301926,14.703192730403236,15.472853963631124,13.270655077442052,16.883142840422014,15.335507592594206,16.825234216549575,15.125318264611929,12.419194837751933,20.384880156491462,9.923822350288674,13.96759833216048,20.116189714431663,20.3287660264697,16.66650990389357,17.83118885302325,19.725515567385443,12.982177118333713,8.386397232565812,17.01820622978167,11.141914943882965,11.511952863995043,14.063090671542785,16.303257776862306,16.843560930383592,12.9625702624606,11.026917186438922,11.03076057338226,10.535229676700933,13.744637502243254,15.327920003034484,17.21296139109184,13.58101581366951,13.242091531548883,9.787543560975164,12.727820295777583,11.771350290316798,21.20233756947577,14.031063207361582,11.366741693569908,17.6156737400767,13.491167507646471,12.73460485135242,16.64813610400283,14.290170771745109,12.914975023863969,16.14738429199079,16.080663299576162,14.055104438454968,10.439521507768006,16.542542995014152,14.04436154503468,16.288614944203992,19.52556940893896,19.659990174137853,11.080874180294629,13.50939024104221,13.85991263294186,10.384416164224543,13.28920294250365,11.40859369707591,14.185527196349565,22.06247289875874,23.431646082625324,13.342044687420136,15.371956915295849,9.1278735337897,12.494717259809011,19.870248368874663,11.957432877742583,19.38281867192181,13.636423734834082,13.919511230274916,19.80267667285451,15.325217410291463,13.768179545033586,12.971133508851311,13.221012953233068,20.7257262385414,13.839292920993834,14.749772886088596,15.529302250603434,16.80621679344332,16.43219308386677,14.001053791529785,15.680376858942251,12.740771684029152,14.882218237762013,18.61340582201225,16.7218149389376,17.54096165164193,18.33589532120108,14.48721564123654,13.760329413875947,14.65149839054511,16.114698224478445,21.329040016942223,7.639046610635564,11.835387056081355,,,,,,,1.02
