days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,5.0,100.0,200.0,60.0,1853.0,0.05,0.05,10.0,0.05,1129.0,1162.0,1164.0,1145.0,1145.0,2.27,4.12,3.14,2.06,8.25,3.82,4.09,0.92,8.7,4.32,6.16,2.94,1.15,3.37,5.81,2.61,4.98,0.0,6.32,6.29,6.06,2.64,0.0,7.27,3.57,5.17,5.94,5.93,4.81,0.0,7.95,4.52,2.12,6.4,4.54,1.63,4.88,3.27,2.65,1.29,4.65,3.62,1.25,2.2,2.8,2.8,2.75,3.15,9.09,6.73,3.67,0.0,4.03,5.15,2.52,0.68,8.88,3.26,3.96,0.19,0.48,2.28,1.34,2.81,3.7,0.02,0.1,1.72,1.73,5.31,2.97,4.58,1.85,5.27,1.0,2.84,1.42,0.0,4.11,5.04,3.68,0.23,1.34,2.42,2.23,8.11,3.6,1.32,3.19,1.13,2.16,3.71,0.83,4.7,3.22,4.25,3.51,1.86,3.16,3.01,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,705.0,0.05,0.05,10.0,0.08,1171.0,1159.0,1180.0,1119.0,1166.0,8.33,13.49,11.95,8.08,28.95,15.48,15.53,5.76,30.73,16.5,24.07,11.67,8.06,15.65,20.65,9.75,18.3,0.0,25.48,21.72,24.07,8.41,0.0,22.91,12.99,18.28,24.08,19.46,17.16,0.0,29.76,18.07,10.01,23.79,15.79,5.96,16.27,10.13,8.76,5.89,18.05,15.16,7.28,8.93,14.66,11.46,10.47,11.68,31.64,21.86,15.63,0.0,14.73,19.91,11.02,6.2,31.91,14.17,16.09,1.57,4.48,11.39,4.58,12.13,13.15,3.62,3.38,9.07,8.93,19.75,10.79,15.52,7.68,19.85,5.0,12.38,4.78,0.0,16.64,20.68,12.44,2.48,6.86,11.81,8.66,27.48,11.86,7.78,11.42,4.49,9.76,12.74,4.72,17.73,11.07,15.05,12.63,7.95,11.93,13.12,,,,,,,1.22
,,,,,,,,200.0,60.0,1201.0,0.05,0.05,10.0,0.13,1135.0,1140.0,1125.0,1174.0,1177.0,18.31,33.49,29.08,19.11,65.35,33.02,41.02,13.55,66.69,38.63,60.01,27.75,22.44,31.77,45.18,24.75,46.06,3.08,55.62,49.56,60.63,20.2,1.12,46.13,29.77,46.24,59.86,45.34,44.67,5.32,68.07,41.18,27.73,54.79,39.07,16.33,38.68,25.45,18.66,20.36,35.46,33.38,23.18,20.89,45.25,25.86,25.95,24.39,77.27,50.5,38.51,4.48,32.71,49.38,30.6,22.06,73.06,38.29,43.96,7.42,16.63,26.91,15.31,33.44,32.12,12.51,16.1,24.77,23.0,51.48,29.49,41.84,21.49,45.82,18.72,34.43,10.01,2.75,36.3,49.82,30.14,9.92,17.9,29.66,26.22,58.24,28.88,19.6,32.14,13.08,23.01,34.49,16.07,38.58,31.58,35.68,30.43,29.32,30.14,34.56,,,,,,,1.26
,,,,,,,,200.0,60.0,1698.0,0.05,0.05,10.0,0.18,1141.0,1116.0,1146.0,1166.0,1166.0,30.47,58.9,48.32,38.19,117.16,63.43,73.87,14.37,96.73,63.39,99.08,44.64,45.83,63.97,85.92,45.29,85.94,19.62,93.92,83.75,104.42,46.69,20.23,75.08,51.82,75.98,92.94,79.74,79.43,13.54,112.17,71.19,48.9,93.52,68.86,40.95,72.21,41.11,29.59,42.07,72.75,65.38,42.84,39.09,69.99,46.67,44.07,47.61,136.24,85.13,71.14,16.09,61.72,71.67,60.5,46.87,110.05,76.57,69.89,17.39,34.35,50.92,30.43,66.61,54.74,18.08,33.43,46.94,41.04,92.59,46.5,72.54,35.01,79.55,27.71,60.47,27.54,4.25,70.66,77.46,59.04,34.11,32.72,46.23,43.29,94.09,57.72,33.32,60.36,27.17,45.62,69.38,43.38,65.61,58.91,71.45,58.12,55.05,50.5,54.14,,,,,,,1.2
,,,,,,,,200.0,60.0,551.0,0.05,0.05,10.0,0.23,1139.0,1179.0,1171.0,1140.0,1181.0,51.27,71.55,67.28,52.33,143.28,83.22,98.8,18.98,116.41,92.11,125.06,59.39,68.97,76.12,113.93,66.27,122.17,42.75,115.2,102.15,135.35,77.26,30.51,109.22,64.83,105.78,125.03,105.85,111.18,12.51,145.24,98.76,81.99,137.95,89.53,69.96,89.31,76.71,43.92,63.57,90.57,93.02,44.98,55.6,87.29,74.21,58.1,64.99,181.68,102.94,82.96,31.83,84.33,98.65,87.02,75.98,134.25,88.54,100.64,43.06,53.1,68.24,42.28,81.23,82.5,24.67,61.63,60.5,65.93,116.04,79.5,107.16,53.36,107.67,35.47,67.01,39.71,26.45,84.79,88.19,91.4,54.86,46.1,65.32,70.11,124.11,83.19,41.7,81.14,45.12,71.49,84.33,66.23,88.64,87.15,98.72,89.45,67.4,70.48,64.8,,,,,,,1.12
,,,,,,,,,,,,,,,1182.0,1179.0,1201.0,1170.0,1120.0,69.79,80.3,81.98,65.73,151.1,104.09,108.13,22.23,116.39,104.2,133.71,71.07,70.31,86.6,121.39,80.24,125.69,70.77,124.83,95.4,136.51,83.09,45.66,118.54,72.43,121.83,120.23,109.03,125.99,5.1,149.2,106.72,99.59,128.37,80.53,76.0,88.7,90.38,50.41,75.98,88.52,109.29,64.03,58.82,81.14,81.91,75.08,75.87,167.97,90.83,79.03,39.86,88.96,104.13,108.35,81.16,139.31,85.2,100.4,59.38,57.76,70.81,38.2,90.05,85.33,33.24,73.93,65.33,85.95,112.11,93.67,104.07,54.89,98.31,48.68,72.47,43.32,29.11,98.33,101.11,96.01,70.91,67.95,68.37,84.67,129.33,84.22,51.24,76.55,61.55,80.17,93.73,60.11,110.05,82.99,95.69,88.17,72.6,70.18,78.43,,,,,,,0.8
,,,,,,,,,,,,,,,1158.0,1128.0,1121.0,1221.0,1191.0,87.28,87.93,89.95,82.22,162.36,121.55,113.93,29.37,125.82,103.03,149.51,84.1,81.56,101.66,121.71,97.52,122.05,79.53,120.17,101.64,139.29,85.44,53.42,121.03,99.68,136.18,115.95,121.68,150.85,26.33,170.4,97.82,107.95,127.07,77.06,75.8,98.86,99.23,46.62,88.97,88.41,121.8,76.12,72.07,84.61,91.31,75.39,77.27,155.41,92.53,74.89,62.08,98.3,118.12,112.69,88.41,142.58,101.06,104.42,71.89,68.96,76.78,48.33,109.64,84.91,51.21,69.09,67.65,101.53,112.75,110.29,100.89,55.13,109.56,72.11,67.84,81.47,54.98,111.12,115.95,108.52,74.84,81.48,83.32,79.62,145.48,75.14,62.13,74.76,69.7,91.93,99.28,86.22,118.99,82.58,106.44,99.02,89.13,82.77,89.24,,,,,,,0.74
,,,,,,,,,,,,,,,1179.0,1121.0,1174.0,1150.0,1121.0,80.47,85.78,70.64,90.09,143.77,120.21,111.16,47.39,113.67,88.66,141.37,76.74,97.8,101.0,118.42,117.03,133.34,71.83,99.1,101.99,139.55,83.52,53.59,108.16,106.57,122.35,113.76,116.31,130.83,48.36,162.32,106.47,106.53,132.17,90.77,76.55,114.93,112.48,67.64,80.46,86.91,117.22,61.35,76.95,77.32,78.54,66.84,87.23,134.51,84.06,75.61,61.71,95.5,110.76,103.75,81.09,136.26,106.4,96.95,76.77,81.13,81.16,61.0,121.63,78.65,80.0,73.46,60.61,105.21,92.32,117.71,85.38,58.81,110.03,70.88,63.98,71.35,73.66,98.4,117.58,96.16,65.35,98.58,79.5,88.87,145.15,72.23,80.44,71.63,74.22,89.56,107.04,107.84,110.45,93.58,92.12,97.95,94.34,84.75,92.66,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,74.58,71.87,63.1,71.5,111.41,90.25,82.43,58.02,96.47,84.02,114.68,63.56,64.64,80.44,88.91,91.95,100.52,54.93,77.78,70.21,113.7,80.69,42.08,103.29,89.67,98.04,106.56,101.38,103.3,39.78,120.42,96.53,90.18,110.35,72.33,64.21,96.65,97.15,65.82,71.91,58.85,103.47,53.32,68.22,72.9,63.17,55.87,66.37,100.58,59.6,79.7,61.54,75.5,72.19,73.48,72.48,105.49,86.0,81.23,63.91,66.78,73.88,52.68,97.17,66.98,76.22,75.16,51.81,93.15,76.12,94.67,64.25,65.87,94.06,53.65,55.36,58.88,57.41,70.98,104.43,72.56,54.98,80.56,71.26,82.11,113.99,69.07,63.18,59.59,81.93,76.78,81.45,86.26,86.01,84.06,75.23,77.12,58.76,77.97,78.21,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,38.04,37.92,42.54,46.12,64.48,55.05,48.63,37.05,54.5,51.56,74.99,36.15,43.55,39.52,52.26,49.72,52.99,33.71,53.68,54.75,76.16,40.9,23.34,61.47,45.39,56.8,66.44,60.75,59.14,33.31,67.12,54.18,51.43,56.01,44.69,35.81,52.46,58.17,38.13,44.27,35.01,60.39,35.1,41.2,40.02,43.12,31.56,39.78,52.97,32.47,41.76,38.41,43.59,43.35,37.41,37.21,70.09,47.98,45.68,39.11,37.28,39.25,36.57,55.77,37.58,44.67,43.68,33.11,60.12,42.45,51.11,33.78,48.84,52.89,30.09,40.07,33.01,37.28,45.81,58.34,42.41,34.33,42.86,38.93,48.8,64.08,40.2,39.13,37.75,55.19,35.29,50.9,51.25,47.14,46.5,42.2,40.2,40.0,48.89,42.07,,,,,,,1.02
