days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price,energy_offer_price
4.0,16.0,8.0,64.0,480.0,60.0,5.0,100.0,200.0,60.0,128.0,0.05,0.05,10.0,0.05,1133.0,1178.0,1147.0,1133.0,1138.0,0.6996253744072707,1.7491493984054898,0.0,1.5839754732431326,1.1225734305301402,1.2501624397909108,1.4664128050722107,0.989665241684306,0.6173853178906825,0.531125252431244,2.254106844984487,0.5143930465626556,1.3721307722574765,1.5500690253437996,1.5378720258077672,0.8231955322024918,1.6573057190959433,0.9818832339867696,1.544791619715038,2.217117448301156,0.0,0.0,0.9728003979922182,0.9663908169779252,0.2070235117552706,2.280038139252258,1.4385447130385232,2.0921274202953573,2.187741712826364,0.984299128249416,1.2174302805157418,0.0015860098984946,0.166026201735837,1.737130502171007,1.4276598969713303,1.4790426964908476,0.3480525164918842,1.9059699801473056,0.0,0.1072647422762878,0.0,1.1089604339629464,2.9733535338214248,0.1954496888335546,2.7458492464520483,0.8527312932817801,0.7587270754540525,1.8726470027758253,1.877049135875193,1.019746999979196,0.3116339772219211,1.0293279489168137,0.5076797982394639,0.2023405272274351,2.126942712843196,1.1714649616344852,1.0167249667048628,1.7538667278968916,0.8506758612453991,1.5696229782802291,2.316492645757738,0.0,0.5921258160077686,1.3994079642286708,0.5833047821682021,1.423602511051968,0.966083141885174,0.687086775407137,0.3880390872847277,0.9421653147409844,0.7787803894770593,0.5418014545241091,2.608373762643315,1.0261532688429709,1.3820492257437351,1.015180087524439,0.0,0.3680375872175514,0.2890985149617548,0.7926707610250963,1.6531964965594892,0.9987749228650112,1.421269471737492,2.230246748034473,0.0,2.2873722500977767,0.4989969696732128,0.0,0.5134885745502151,0.3915788757862586,1.7498010388087035,0.4122105928191822,0.2267013206091326,0.0,0.5553686514721183,0.9640083496768356,1.093115659918326,0.3590073793852872,0.0,0.8166181707332215,100.0,250.0,250.0,0.95,0.95,0.95,4.8,4.779
,,,,,,,,200.0,60.0,2207.0,0.05,0.05,10.0,0.08,1137.0,1141.0,1139.0,1149.0,1142.0,3.3067318245438777,6.607594643955912,0.0,5.756000396633176,4.203219384160666,4.359686701746785,4.8389949287342455,3.766011294778993,2.89878932439665,2.315695439752914,8.008043823273708,2.650137137312093,5.760962458896907,5.503899979872541,5.853049104733142,3.883969857227021,6.052935116393986,3.62225550132364,5.179961700802869,8.061933873239482,0.8440762368233563,0.1729520058241229,3.8846331484578345,3.582888575590676,1.905530812454037,8.310759045784645,5.825061771778016,7.824324638346361,7.739669434707338,3.813162962189189,4.42785036320825,0.5260866222521678,0.8856139362519553,6.2173367056992985,5.079539378078634,4.863902790798956,1.5031768346171597,6.727962906829172,0.0,1.3504089838294884,0.0,4.686095646285803,10.538349160560053,1.6316779805332606,10.138564380718869,3.428045452303444,3.282808967387772,6.587955663119321,6.148244043112631,4.401445845747298,2.1532664859680595,3.890723215981384,3.119070328329609,1.1260634137013534,6.9213700460898,4.9924240746788335,4.389997527106606,6.363589051097303,3.407518128598371,7.188393072432042,8.557327941161375,0.0,2.6687853052988304,5.3945205379259935,2.230370489488386,4.912242354017211,3.835341623331743,3.685706627680228,2.0144999726583346,3.6074704549476655,3.207018488379576,1.9071587869380624,9.30077041164824,3.717011253590631,5.375400023526819,3.4307955385760387,0.0,2.268213116504781,1.727350778473817,3.608918016481333,6.457818133517833,4.186032401733578,4.821894182422213,7.191314640824739,0.0,8.226090962490682,2.155227495935975,0.1069185377753143,2.18825098018396,1.1815875224029335,6.096811456829963,1.4562124290003733,1.3901536445658356,0.0,2.7833962735222197,4.062965301842091,4.48089609160343,1.4588546198017838,0.1415937220874581,3.3031084187707123,,,,,,,6.1,6.079
,,,,,,,,200.0,60.0,485.0,0.05,0.05,10.0,0.13,1154.0,1144.0,1128.0,1128.0,1159.0,9.098421020276428,14.67362308472068,0.0,13.391066121544808,11.564827718135312,10.480095250357143,11.470260610754268,8.778355886813745,6.808263538554406,7.543787548075453,18.351392953341545,7.295918200209705,14.519972542427013,12.185130785694636,14.10542236928258,10.455535956485278,14.471117397476828,9.079823291143246,9.95332180347708,18.102726626893173,5.306142202977579,0.7218067712299692,11.146765034788944,9.10437818583144,6.621397837178433,18.215168776039214,13.361398869277307,17.625170804867736,16.71523885972402,10.040843155490665,10.599060609507818,3.955333161122195,3.202902291041529,13.958951054070424,10.92641582640119,10.160309279234848,5.336660693463841,15.12196729775917,0.9710877962554254,5.33004222164442,3.0692917250695677,11.76586076743668,23.08374361988994,6.093598641016234,21.8828204908635,8.033110414708915,9.36696077751594,15.402602113951328,13.47370473691823,10.153228559843384,6.50359812543272,10.862322538792306,8.042095898163913,4.3415011589409005,15.665640294187533,13.450993535845848,10.907416991020312,15.005406966611115,9.20891042880072,18.522676710200628,20.15141965773057,0.6707185133515403,8.282500978147208,14.090310886482635,5.182869353676213,10.147330173849202,10.383799086818488,8.51667876429577,7.034490709365741,7.450029996879818,7.641239946906772,4.738714393727249,21.76908843335266,8.353310641686232,11.031909520836638,7.387583537869139,0.0,6.023828787629693,4.979231122765303,11.412651911534388,15.57331331289733,10.69057102975469,11.701269165241586,14.417390963453018,0.0,18.538883620829903,6.890445276631196,2.8097755459195395,8.075176310352353,3.69117676019449,12.869722729754852,5.574216685806944,5.4947594252389775,0.0,8.27537135067454,10.958190291971912,10.147706576057963,5.696356759314658,2.4508669177373044,8.797542662406347,,,,,,,6.3,6.279
,,,,,,,,200.0,60.0,458.0,0.05,0.05,10.0,0.18,1158.0,1129.0,1107.0,1070.0,1153.0,16.560872034675967,23.219856895711256,0.0,21.250254117891465,18.931445479410723,19.648636989651123,19.9510825270784,16.060675559992447,15.338978757483734,17.420208535295114,30.577604380956213,13.10351150268791,26.13305950472249,19.93782128656377,23.53153175569691,19.453337196771532,26.390554841564057,18.81947526014663,18.42170299012635,26.89567413074678,13.586190934819108,2.1346639598745742,18.282757142825204,17.153066124587383,13.279487127615884,29.403721178140096,21.32747850301353,26.771148494564795,26.90368333169577,16.182228155795897,19.120865747029622,7.165771530053124,7.564785438324291,23.57112452220012,19.18195720296009,17.301640645893045,8.961705232742,25.128279226553083,6.403702731205102,8.383892711871749,5.391037503964556,19.21391456100802,35.27814699508696,11.254631659952622,34.383263394637694,12.891421747568144,17.90069466376346,30.88467585222304,21.78297004284402,17.739402897463968,15.99849566917118,14.611878132564152,13.440086085596915,10.54233506546444,26.716737100460904,24.22069517330958,20.51870326834285,26.63506649352905,14.831226675655424,29.577035854952467,33.99461546809063,4.214632308030573,14.899814504779822,23.64139586689683,7.94662928263965,17.513777567083054,20.052917790883484,14.168832355316496,15.813271913713145,10.601042392014476,13.738361720596904,5.510565409377652,33.58867804799987,14.400554615772124,16.12151802044487,14.648574836334056,2.119808559557123,12.385873954349227,8.994008048722511,17.37362785528482,26.72654955474989,20.79060443907048,18.02533573428156,25.687075927316386,0.0,29.90090394933037,13.410131365385592,8.663059347997129,14.584425695866823,8.769913490567895,22.105665759206342,11.227185083731076,8.989613860141993,2.996316639716544,16.02165649431757,17.704796589669222,16.2727695148818,13.589050067241915,7.920425908849653,17.45739432981574,,,,,,,6.0,5.979
,,,,,,,,200.0,60.0,2410.0,0.05,0.05,10.0,0.23,1140.0,1146.0,1146.0,1191.0,1132.0,19.90023201339416,34.9287061202274,1.6473494255532932,29.8320571433764,28.952484739240337,23.786402082485807,26.031126967688508,24.750277262683216,23.20195654726175,28.651142422484572,36.64441529520768,22.314729390412666,30.97461531852333,23.65345662660933,28.5102778600273,27.30557087272427,33.8640616583024,25.30185726624852,18.66624048558552,33.94515506596607,15.67583541806899,7.757639426802976,27.087220432828563,24.985844788836985,17.140228559423345,35.397942433152494,26.18576703005947,32.693031037731565,34.07018916666975,25.024786884398157,28.84684630171599,14.987632225298023,15.337121279261313,29.926650037415243,29.7750244118202,23.475241612064675,12.502874863124225,35.47003664290003,11.099770775223854,15.88880571114149,9.970808060508304,20.24179696820445,43.218943531699686,16.184227749411324,37.43193442296213,22.191268929815163,24.27866260186824,41.33173473025101,31.28960389014857,31.31045690128822,23.38902642914369,19.01279827505892,17.98706696758211,14.38796810119148,34.69926147161856,30.31344688235996,25.63987262134117,36.36548258414343,25.293267354217026,37.75312578466055,44.179472064390914,8.943251630244314,23.87418037172924,32.26697946022305,11.960640638974954,25.25678127519184,25.394070866547903,17.488055369495125,21.597855612220258,11.97241219719787,20.205306437821623,7.225958381818404,41.356835906314906,17.831434708559257,24.27539088222996,21.99210013333247,4.49664530784275,17.5109587287285,17.342270832157116,26.77094271071539,34.714275961518766,30.598151065757943,25.04265179211857,37.07561937891866,2.608963051834876,32.88911683014929,18.14365221517209,15.69254416880804,17.33556835836997,14.772397220634586,29.4303486578061,18.240663253746167,12.981412362750842,15.607069313707909,18.467478000543363,26.20412358643615,23.53206544791129,25.078401839930788,16.5029154882171,25.62195095395277,,,,,,,5.6,5.579
,,,,,,,,,,,,,,,1161.0,1118.0,1126.0,1180.0,1154.0,20.940152260818653,37.23768124255495,5.790989110258973,29.06731886569019,31.048704943502948,26.41266422111921,31.48216383877692,26.6214399755522,26.687996033216358,27.823025227311582,35.077847252223535,24.01693158325547,31.464213344079763,29.38120256010619,27.185004068164325,28.33088678960325,32.04790745560485,26.67797645834744,17.996468427745445,33.93334210969388,15.842312995637744,16.580670442850334,26.70794610712266,27.67267692218236,16.704933626635555,40.8123585405461,26.67554379602693,35.19211094504241,36.49688722147866,29.319684482485453,27.731120863964183,14.568273381282085,14.31871614031139,30.408678541788216,32.96839327270105,25.443519914874564,11.37974258468008,33.85999913201184,13.633832319859174,15.189891744420684,12.889290343816064,22.1706750807121,42.83497378321243,19.39487403295796,31.7271107835556,25.79884757685496,24.064728065994952,42.42267409894104,30.501701630083677,32.701080722159745,23.47962341156382,22.724515175415497,21.57561040890216,17.417306270952796,34.139680757144,30.385687932453383,27.00676110188253,38.7678512607719,31.23413582125974,32.97424886150124,42.161312155910544,14.061984527391491,25.93176579840663,30.99886736075348,15.509461445439452,31.366581928007783,26.6331829337467,23.249223443270875,20.53992648735835,11.248200527437604,26.37111135909227,10.854042826818867,41.72674080157459,16.790332158464643,26.01779243740871,24.753763789726463,5.283284598535733,20.26911474169473,21.01948902522205,29.908722881871213,35.28537009379398,36.394577207366986,26.52255876917224,40.79375453650061,8.347634361708788,31.463072565844257,22.94955883572154,17.011300315396447,17.246905745728935,20.133550609513545,28.63419131520203,23.1713034523563,14.374463100814774,22.502190144617188,21.022373081433624,26.848647780261665,29.99945024307751,26.628580130384425,23.643534313302816,32.23699994719286,,,,,,,4.0,3.979
,,,,,,,,,,,,,,,1150.0,1136.0,1150.0,1164.0,1149.0,20.442506117041724,38.15041263760197,9.347984701205604,28.57834520153321,36.305267394137424,27.73516979552426,39.49553744715723,24.71081049979685,27.154550012716317,37.95854110655751,34.21378559152126,30.430637815431044,29.803271213649086,32.63999020856482,26.6640345051712,30.75209487021305,32.606441140353056,30.3915221350115,21.37433430176979,38.33170795530099,18.823116781697543,23.698545393702133,26.261038976694817,26.629773901979775,14.458455280752608,43.13912900897802,30.827546427430647,31.786121625841016,36.66144037764577,34.76564849845387,27.912760899215638,17.601204239938987,12.605866193274192,35.71982969209267,30.840590811078638,26.345649960402817,17.846552284562737,37.7405068939771,20.60812165373112,17.31583487017389,20.024017589022765,24.11497349466456,44.454398454128246,23.44269874725945,33.33179313492128,31.65625353420658,29.80575499975085,41.71575588720118,34.80925956040711,33.25095239514278,27.160816301152146,26.193728466997865,25.44419481805472,18.994117487188557,30.80914345755897,33.667127634734214,34.57206076239232,42.8464135032844,38.32078729629541,34.041968608180014,46.4240711189339,22.644009919716552,30.518915619807423,32.695177534887776,23.20017322716849,38.19947445795248,29.94006592742504,31.3991403180076,20.544984922306718,16.54470839677677,27.84111214939753,14.7598398705132,50.18160855470682,15.558687813239798,28.693081707347226,30.80092886676774,10.028366205893263,23.052907079555062,24.20277361871624,32.99515990702675,35.08321477571833,39.192549217206896,24.412163462800606,44.05682192055481,10.20680189437455,34.65089212124682,28.369370021183485,18.30281916628752,24.769095704180398,21.68640841585907,32.01738422880107,31.70068667507724,12.828890901377571,23.499146450272985,24.571555389220624,30.431645800935293,35.982740342424954,28.542178433384606,32.6686452602828,33.607479467527554,,,,,,,3.7,3.679
,,,,,,,,,,,,,,,1154.0,1112.0,1196.0,1142.0,1130.0,19.371985592631155,40.51396586498645,8.037937960880406,30.647569606511247,34.958109055009274,27.396057433827316,43.37414955477367,26.43482222474637,29.02636892185288,43.79462496185701,30.42011109711465,39.33981246962382,31.41735712314642,35.95222773561384,29.246702233437155,22.68107712021575,31.921298996913944,31.510757467447476,21.191688213922696,35.53847346696576,18.898536455930078,28.878174517838023,28.45066878210215,23.4129247929468,18.874794452551484,41.94225185192135,32.94468110716069,25.56132101595949,37.0505591991265,34.77570563176178,26.82200340489255,18.5868551144153,16.35695587676763,33.449987601492104,25.463827158181324,22.62426943034003,18.225167953275037,36.54773620806871,27.99592766934539,20.644628713668745,17.103979700169624,22.97199894791665,45.44377996908947,24.436571600281194,30.43160048958149,32.824394158632515,30.83865769669708,38.490362064232905,35.21832765532788,32.59919264650509,29.623668833556312,26.59718661465772,26.30610344143753,21.37095394130849,25.773704610120827,34.10603616615323,35.39791339482605,35.02458148486238,35.895367325732906,36.90927745577896,48.95318824371214,24.63093789648776,32.308278536919005,30.00276431147384,21.72250025467745,29.54450951823374,30.69961921608042,33.33472846488279,21.369356490297072,20.80323446789108,32.30805676147729,21.69870806771642,45.75514216034448,19.341896945609516,30.850314203415607,34.97627209989065,13.004645475006695,24.37468169430317,31.20806375102349,33.53684054870329,34.44905854401555,36.54812448883561,23.727412356829294,45.13044329647348,8.550327440891419,33.76590110836782,29.59195360806259,20.284815250925792,28.897880948369416,16.871046012147364,34.382262486815044,32.34954263411075,15.39870852459522,24.25202672640191,24.560116789595565,31.060245711339963,33.21714337161082,31.96466149247143,35.29155654200621,32.30927670280505,,,,,,,3.8,3.779
,,,,,,,,,,,,,,,,,,,,18.083666938265218,30.21186441121082,6.264115031436845,32.609777295399184,27.19226149391388,26.017136822147734,36.07322088154651,19.53018019855812,23.232993946523614,32.21085309847545,23.820108621947185,35.58854949072613,24.38864093047277,30.66738608825743,25.721967681891574,21.072272082076985,23.15277017466761,26.64324677460062,15.170695504743998,25.717721631015657,13.2341298008727,27.679427748205622,21.98521396092425,17.069580801130403,12.478648191155326,36.6220515179573,26.543176564911352,18.958327138040403,30.645498932664328,33.94059332127565,20.239879887994327,15.248523817626271,13.945263515883427,31.654078316042987,22.81659722013913,24.294998601314344,19.34274550159834,30.66888555012432,26.50073689758145,21.94946203602783,15.890315721459348,21.151041546047345,35.876636050334035,25.83227471815905,21.44714119228765,25.820977805861173,22.473150881737897,26.74140685122679,24.54037503018303,22.328952886405705,22.91511690690537,21.49105011250073,23.555369616718757,19.804077395486782,20.738007770423987,29.4858533103704,26.532023860970128,29.948842013993744,30.2471793781082,34.272812499876935,37.933096648599886,24.4672409772941,26.79074028150577,20.26526197271027,18.179268229161902,23.683726253920312,29.785021256780556,26.7526876503712,20.726874040304843,22.13445940779728,28.39569132538785,20.122390318376517,35.60944771177379,19.69848719580432,24.971195339084225,33.527973900343326,12.268002049603949,18.23515224383381,24.287367531784497,26.88515490600073,26.385511402880983,30.337642952615845,21.986380116842287,35.79019041646746,10.613981699869276,30.60775424328089,25.92760162895337,22.659333991501747,22.53858732437012,18.52823965043585,32.211455063369804,25.215600267089677,13.488057417883107,21.47801869187392,17.952586272409103,21.10640989076222,25.39676010227605,28.489517022825723,29.72402859982153,26.449635923086877,,,,,,,4.5,4.479
,,,,,,,,,,,,,,,,,,,,14.067287469673843,16.94061196172037,4.216299976866544,20.36134663080854,18.760989716941427,16.61175746272467,19.11050506019778,10.37006554847797,15.85681243580748,16.550494624823973,12.79247215305222,18.93193367290876,14.679286576925133,18.0952666604684,14.93950220302261,13.248440581163978,16.042377939099183,15.94386600979404,11.844047884027166,13.261573406032792,8.818617776371994,16.7688993655855,16.340128141248424,11.720743099284318,8.892868431553943,21.530337987658328,15.680137037964196,11.318527679894078,18.44449596086237,18.004857935549836,13.910054990651906,9.834798075440837,11.755421737601592,17.45710715132592,15.683974140074053,15.69404770320941,12.140561590070808,18.917761527063217,18.12035759304621,16.42071750852794,12.224767189314726,13.605848045867202,21.43884097540741,15.172981326937162,10.346083575805183,14.345133555061032,14.150919641383055,17.039918612101854,14.409488949804755,13.393949076368386,15.556786946313036,14.11649760055622,15.68341377656906,13.8247463934993,12.908125137539889,16.26025122077013,14.580538184736245,18.259964901870852,18.782943315260443,22.573220934876677,22.18611022758835,16.335030586219062,13.847349308052223,12.409795561274576,11.938599662655529,13.34551509388201,15.58251671960323,16.062326049242436,12.313297034780357,14.912951491673205,15.94145112408491,11.285708711412164,18.41483363779292,12.76994346748608,14.444412079171364,20.78218481615238,6.300167277273186,13.23556981980058,14.800004454477698,17.125488802759293,16.57930551324483,16.433275680716253,13.97673040235028,21.243697690878,8.272955412350228,18.43009518108197,16.9201587859733,11.40164180825369,10.470552030216275,10.437929594090916,19.44945439229723,13.194920457205098,10.47131539339516,14.563966332363584,10.012140912617369,11.798733185633584,13.38624324038474,20.05291055758999,15.656165308142048,17.84604185286649,,,,,,,5.1,5.079
