days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,5.0,100.0,200.0,60.0,887.0,0.05,0.05,10.0,0.13,1138.0,1130.0,1144.0,1161.0,1126.0,0.0,1.8,0.0,2.68,6.94,4.66,5.66,1.64,3.88,5.3,5.07,3.52,7.69,3.99,0.84,0.0,0.96,5.66,6.0,2.76,0.07,3.37,3.71,2.94,2.93,1.28,5.0,5.76,1.66,0.85,3.72,6.0,5.46,0.34,0.0,6.87,5.66,6.47,3.34,4.83,4.17,2.12,5.88,1.12,0.81,4.56,0.0,4.37,4.34,3.34,1.77,0.0,3.88,6.74,3.37,3.26,0.0,1.42,2.78,6.03,6.35,1.18,0.67,4.29,3.64,0.0,1.21,0.0,2.34,0.11,2.74,1.26,8.31,4.94,0.8,5.62,6.23,4.86,0.77,2.56,2.01,2.45,3.39,0.57,2.02,0.0,2.95,2.34,2.99,0.0,3.52,4.58,4.31,5.57,2.2,1.13,4.0,0.22,5.2,3.19,100.0,100.0,100.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,936.0,0.05,0.05,10.0,0.13,1184.0,1185.0,1156.0,1172.0,1101.0,2.0,8.97,0.0,11.21,24.81,19.76,19.64,9.43,16.09,20.34,20.28,13.45,28.02,16.51,4.45,0.33,3.73,19.61,20.41,10.36,2.93,14.85,14.45,12.8,13.1,3.35,20.15,21.23,5.43,6.5,16.07,22.42,19.84,3.94,2.29,25.22,19.43,23.32,13.72,16.32,15.12,9.2,23.07,7.5,6.43,14.7,1.66,19.02,16.2,13.65,7.44,0.0,14.57,24.14,12.58,12.34,0.93,7.02,9.91,20.9,24.17,6.81,4.71,18.75,13.98,0.0,7.91,0.0,11.51,4.5,12.75,6.7,28.6,16.78,4.09,21.75,23.41,17.45,5.69,11.11,9.58,11.28,11.75,3.28,10.1,0.0,11.99,10.46,10.88,0.0,13.98,16.52,17.23,20.04,9.37,4.17,16.95,4.97,17.35,11.04,,,,,,,1.22
,,,,,,,,200.0,60.0,844.0,0.05,0.05,10.0,0.13,1202.0,1120.0,1179.0,1208.0,1160.0,9.38,22.21,0.8,26.91,52.79,47.6,38.25,28.92,35.93,50.39,43.73,39.29,64.71,32.47,15.13,5.86,10.14,44.13,41.95,25.05,14.65,37.58,34.49,32.83,40.59,10.59,46.64,49.74,21.52,17.33,37.56,52.45,42.65,18.83,9.15,58.93,44.5,51.88,34.72,38.67,38.54,19.25,45.81,27.24,25.11,37.4,5.54,40.57,37.37,30.38,16.14,5.97,35.11,52.42,33.9,26.4,9.3,20.3,23.64,45.75,57.4,21.8,20.02,45.4,36.38,5.95,24.3,0.0,28.59,15.13,32.78,11.29,63.97,36.98,14.49,52.0,50.7,39.73,13.7,29.11,29.06,31.57,30.62,11.36,25.86,10.65,34.17,25.46,32.28,0.0,33.13,38.53,45.7,47.86,23.47,16.76,41.14,16.71,41.81,23.69,,,,,,,1.26
,,,,,,,,200.0,60.0,155.0,0.05,0.05,10.0,0.13,1081.0,1118.0,1138.0,1160.0,1117.0,22.46,44.74,10.31,52.04,84.31,81.35,65.73,53.85,53.73,76.91,78.23,64.69,106.22,58.32,38.51,18.05,24.42,65.79,70.21,35.54,33.62,56.9,64.9,62.09,71.99,23.11,81.39,74.01,45.71,33.38,65.84,85.44,72.64,43.5,16.01,100.1,70.39,76.68,57.82,65.04,72.67,35.01,77.39,56.27,48.72,63.64,22.55,61.41,65.1,46.73,31.14,22.55,67.67,81.02,67.46,54.16,21.36,36.16,32.19,68.06,94.21,48.96,35.55,81.92,65.73,12.15,50.67,9.02,49.89,33.98,58.58,32.96,98.4,61.79,34.33,80.13,73.03,68.4,26.31,53.68,63.66,53.97,60.82,27.62,62.85,30.63,59.9,45.85,71.93,0.0,59.36,60.67,92.06,80.32,34.14,34.37,71.29,32.28,73.81,48.97,,,,,,,1.2
,,,,,,,,200.0,60.0,1049.0,0.05,0.05,10.0,0.13,1154.0,1157.0,1146.0,1213.0,1061.0,35.09,67.64,22.66,70.4,111.11,117.86,86.69,78.25,81.32,106.53,93.51,89.49,133.64,73.86,62.24,23.45,45.67,104.67,80.38,52.82,48.14,66.78,91.34,86.86,104.86,41.59,103.21,95.63,70.65,54.06,97.93,118.96,99.14,63.67,22.13,115.04,97.65,87.29,79.78,95.0,101.87,48.28,107.56,76.46,66.3,84.88,49.96,84.1,85.8,63.46,55.17,41.8,91.98,104.35,97.24,78.51,51.09,63.44,47.07,98.23,129.31,77.36,50.69,121.1,79.88,32.25,67.31,24.5,64.34,56.31,86.95,53.06,123.0,74.17,52.39,102.23,98.66,92.05,40.8,65.66,86.41,74.75,88.21,51.96,95.44,55.56,88.63,77.09,108.81,15.07,79.35,78.92,113.55,90.7,51.09,44.51,88.62,41.68,89.76,63.97,,,,,,,1.12
,,,,,,,,,,,,,,,1144.0,1129.0,1137.0,1145.0,1137.0,46.9,78.93,38.05,84.59,111.38,110.92,91.2,80.19,101.76,89.59,94.95,94.08,134.33,70.47,67.7,38.6,45.88,103.31,81.52,62.28,48.48,73.96,95.29,95.91,109.07,60.88,109.05,82.64,85.2,74.65,101.37,125.79,104.75,59.74,31.5,117.97,100.88,84.35,74.77,114.78,101.45,54.62,115.56,82.32,67.09,91.32,59.05,90.86,74.39,72.94,62.11,47.18,84.47,117.05,100.82,77.99,68.49,79.22,60.71,96.11,138.27,81.68,64.13,120.29,94.01,55.78,69.26,42.57,66.33,60.65,88.27,60.19,118.83,71.39,57.17,101.5,101.01,100.54,48.84,65.77,92.21,69.78,92.87,49.95,103.3,65.49,85.96,82.69,107.42,41.6,70.17,72.0,109.65,98.12,60.53,60.45,95.49,31.35,90.88,62.34,,,,,,,0.8
,,,,,,,,,,,,,,,1161.0,1103.0,1141.0,1179.0,1220.0,63.22,87.12,63.66,98.19,128.16,113.62,94.95,88.34,110.29,94.71,107.04,109.07,129.39,81.39,75.98,64.29,61.83,103.95,96.22,74.07,57.6,93.49,110.42,114.55,113.22,64.87,113.68,106.09,90.39,101.59,112.31,127.25,132.45,80.85,39.6,132.9,115.94,87.33,83.66,127.19,118.87,65.3,117.39,90.3,79.59,101.32,56.79,114.71,89.12,78.73,75.55,55.68,85.46,133.6,114.51,81.08,77.44,72.29,80.67,93.22,136.88,100.14,95.49,125.33,110.46,59.33,66.89,51.69,77.89,64.14,113.6,88.86,117.03,86.05,55.16,106.0,105.53,117.81,55.5,69.33,105.76,71.15,91.51,59.81,119.63,74.64,89.34,100.15,112.65,54.53,80.77,90.58,109.87,115.24,65.89,75.61,88.9,39.63,84.4,74.02,,,,,,,0.74
,,,,,,,,,,,,,,,1123.0,1149.0,1138.0,1125.0,1145.0,65.57,95.02,57.54,109.54,131.55,106.87,79.93,73.46,90.01,89.57,111.1,111.28,111.63,104.82,70.16,72.93,79.32,100.45,73.85,78.02,51.33,97.24,99.64,109.08,125.75,77.14,102.27,100.15,96.61,89.32,110.02,117.49,143.38,83.66,52.66,112.1,136.87,89.96,84.81,127.2,117.23,62.56,113.54,86.65,87.01,114.43,56.69,118.14,100.07,58.37,107.68,65.82,84.07,133.34,113.86,76.81,89.8,67.12,84.14,94.42,127.49,100.24,93.09,136.27,96.87,71.85,66.8,41.36,67.92,59.4,117.88,98.65,107.22,85.98,70.09,111.46,105.01,109.89,59.36,67.91,102.21,67.24,98.03,66.4,121.23,62.14,81.02,108.01,107.23,73.31,85.23,101.73,114.34,113.42,74.93,73.68,79.81,50.88,94.05,73.02,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,52.72,75.96,52.67,86.64,116.57,79.6,56.33,61.35,76.02,71.17,88.9,88.21,89.06,97.92,73.32,68.27,66.0,89.8,74.66,71.35,48.33,81.12,68.02,81.05,102.17,73.85,80.13,81.56,75.33,66.39,91.59,88.25,127.15,92.33,45.78,104.66,104.0,67.77,73.93,100.88,97.26,45.59,101.16,87.37,71.7,98.28,47.76,93.12,88.95,48.34,86.78,45.63,76.18,107.37,93.21,64.54,88.39,61.34,58.24,85.26,106.73,91.26,62.15,124.52,80.15,59.16,60.77,41.71,61.85,46.81,87.84,87.48,81.74,76.38,58.73,98.61,77.15,99.97,58.34,63.72,84.39,43.98,88.03,73.14,92.49,60.63,63.91,95.84,89.46,75.17,80.27,84.7,102.19,90.91,71.7,70.95,69.64,51.36,76.88,63.78,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,40.81,39.86,28.06,58.55,60.7,34.83,33.54,43.74,42.1,40.97,59.58,44.22,53.6,57.55,43.44,44.47,39.4,57.35,43.29,46.86,39.06,45.08,40.11,49.5,54.33,48.61,44.53,44.75,36.47,49.71,53.68,50.66,71.26,55.62,25.86,61.21,56.25,38.95,39.12,58.23,52.35,26.29,58.02,47.74,41.7,59.21,32.81,49.16,49.3,31.58,52.31,29.07,48.68,69.26,53.1,39.44,59.32,46.11,38.66,48.85,64.9,54.93,28.47,73.02,56.46,42.73,48.16,19.85,42.32,34.36,47.67,47.63,48.3,52.54,34.95,59.55,53.2,53.41,35.21,41.03,54.78,28.9,52.22,45.03,57.01,36.36,37.01,54.39,50.09,40.67,48.92,48.87,60.78,52.59,38.69,54.37,38.9,43.32,47.55,39.83,,,,,,,1.02
