days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,12.0,100.0,200.0,60.0,824.0,0.05,0.05,10.0,0.13,573.0,545.0,527.0,571.0,575.0,560.0,562.0,542.0,560.0,561.0,567.0,536.0,1.94,4.48,5.61,5.07,0.48,0.76,0.0,6.38,3.87,4.7,3.8,3.34,3.55,2.03,3.47,0.97,0.0,1.01,5.64,4.38,0.5,1.76,3.24,4.12,0.18,1.54,6.03,1.9,8.39,4.84,1.55,0.0,5.41,6.67,2.71,3.72,0.0,0.0,2.29,6.44,4.91,0.0,0.03,5.61,3.58,1.26,4.34,5.43,2.06,0.71,0.31,2.96,3.83,2.87,5.81,2.69,1.35,0.02,6.8,4.5,3.62,2.29,1.15,0.0,0.0,3.52,0.0,3.42,2.36,4.36,5.07,4.39,7.53,1.91,2.55,5.22,2.66,0.0,0.17,3.59,0.52,5.71,1.65,5.72,8.42,3.74,6.27,3.21,0.23,2.57,3.99,5.08,0.0,1.3,2.69,0.0,3.52,6.03,4.15,2.99,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,371.0,0.05,0.05,10.0,0.13,555.0,568.0,559.0,580.0,574.0,563.0,571.0,573.0,562.0,533.0,560.0,569.0,9.96,16.12,22.14,18.9,5.98,4.84,4.15,23.07,15.16,17.33,15.06,12.4,14.55,6.71,13.53,6.93,1.76,4.03,20.72,17.0,3.4,8.82,12.88,15.34,1.47,4.84,21.4,9.01,30.85,20.7,5.86,0.0,20.31,25.69,10.88,16.68,0.0,0.0,11.04,20.84,19.7,0.0,3.77,18.89,13.18,4.36,17.68,20.91,9.77,5.72,3.53,11.06,14.58,11.98,20.21,12.61,7.07,3.48,23.46,17.47,14.3,9.99,7.43,0.0,0.0,13.79,0.57,11.48,12.3,16.39,19.32,16.25,23.67,7.73,11.05,20.22,12.23,0.0,4.13,12.52,3.85,19.9,7.83,18.59,28.42,16.96,21.66,11.22,2.34,10.91,16.31,18.18,0.0,8.25,13.24,0.0,14.23,24.52,18.19,12.02,,,,,,,1.22
,,,,,,,,200.0,60.0,189.0,0.05,0.05,10.0,0.13,590.0,546.0,550.0,570.0,544.0,570.0,581.0,558.0,559.0,557.0,567.0,581.0,32.69,40.43,50.94,42.79,17.99,14.7,17.25,54.65,31.46,44.0,36.97,32.77,36.24,19.8,32.02,21.61,10.5,14.61,44.22,40.16,13.82,22.31,30.61,35.13,4.1,15.0,48.48,27.09,68.08,45.28,17.96,3.96,47.2,56.94,27.0,40.3,6.1,0.0,29.51,42.66,47.19,0.0,12.03,41.34,28.87,9.0,37.35,49.69,28.03,14.2,14.18,28.7,37.89,34.3,49.42,31.59,24.44,9.77,54.98,36.1,41.23,24.77,20.13,4.16,2.29,37.79,8.91,26.5,35.3,36.19,41.84,36.32,58.79,19.79,31.2,46.2,34.12,0.0,15.45,23.85,15.38,48.52,20.12,42.25,60.61,43.89,48.68,28.62,10.34,28.39,34.71,40.25,2.07,18.75,29.67,3.1,37.06,55.1,46.8,35.08,,,,,,,1.26
,,,,,,,,200.0,60.0,539.0,0.05,0.05,10.0,0.13,575.0,527.0,556.0,550.0,554.0,577.0,562.0,542.0,582.0,534.0,556.0,570.0,64.57,66.95,81.01,70.11,34.25,23.69,35.14,85.25,57.2,74.55,69.03,61.15,55.17,44.2,56.18,35.72,24.12,28.83,73.49,65.13,25.73,43.03,61.0,55.88,20.98,24.98,70.24,54.04,111.9,73.33,44.23,23.03,87.09,86.23,48.32,70.05,20.22,10.87,44.03,71.93,80.68,9.6,28.65,69.72,43.57,26.67,58.57,92.08,55.85,37.01,33.95,49.15,62.25,62.72,85.57,60.88,40.91,20.06,88.19,64.62,69.21,52.56,44.54,16.95,16.34,73.77,26.09,54.13,63.91,61.92,68.97,61.66,99.6,38.91,52.14,73.86,70.59,0.0,26.0,50.35,36.68,86.62,35.6,67.42,102.01,75.43,68.43,48.99,33.65,51.97,59.13,64.01,13.52,39.4,40.91,21.6,72.72,90.2,74.1,62.52,,,,,,,1.2
,,,,,,,,200.0,60.0,94.0,0.05,0.05,10.0,0.13,551.0,569.0,547.0,530.0,516.0,559.0,556.0,560.0,563.0,580.0,550.0,557.0,83.5,94.66,111.18,89.1,38.94,42.77,59.22,111.13,92.14,91.76,98.97,80.93,76.09,66.23,82.06,58.87,37.54,45.59,92.23,75.32,51.94,56.78,83.1,83.89,43.29,40.34,94.31,91.19,138.95,98.03,49.84,53.66,111.61,101.19,60.19,103.22,43.89,39.39,66.2,104.33,92.87,25.72,55.55,77.81,48.64,44.3,66.67,108.9,87.17,65.63,55.12,80.02,74.63,96.79,103.24,83.28,50.57,34.77,123.45,82.1,83.08,81.81,76.04,21.19,29.37,92.57,49.33,56.53,91.2,97.61,102.27,79.27,126.92,55.1,65.59,95.88,105.05,12.32,46.26,73.81,59.13,110.45,62.3,91.17,119.34,98.39,85.44,69.45,63.11,81.76,83.42,75.32,13.49,67.77,48.38,50.1,95.2,120.91,90.98,90.76,,,,,,,1.12
,,,,,,,,200.0,60.0,793.0,0.05,0.05,10.0,0.13,549.0,560.0,543.0,559.0,570.0,564.0,538.0,558.0,569.0,555.0,605.0,554.0,96.96,105.7,121.73,95.99,37.61,47.06,83.69,113.68,93.34,75.64,101.57,68.51,84.65,87.28,94.65,64.45,47.01,45.32,92.79,84.25,62.85,68.6,94.6,97.88,54.15,50.22,107.05,104.66,152.98,97.0,60.35,61.93,110.24,103.55,60.94,109.77,65.58,53.62,87.09,106.85,99.66,37.87,63.92,85.29,45.9,37.75,78.98,107.72,97.87,77.41,70.73,92.95,75.16,104.47,101.64,64.55,61.2,44.04,126.02,90.93,78.22,82.73,75.76,29.13,38.37,93.78,69.79,62.24,99.75,99.92,87.41,81.31,131.52,47.81,70.52,93.01,117.65,18.35,66.76,82.08,67.39,106.54,70.05,92.86,106.74,94.11,90.46,65.54,76.29,83.69,96.05,85.39,30.26,71.35,67.52,38.31,96.24,121.96,93.29,92.96,,,,,,,0.8
,,,,,,,,200.0,60.0,1739.0,0.05,0.05,10.0,0.13,579.0,554.0,560.0,587.0,577.0,574.0,573.0,546.0,596.0,561.0,535.0,575.0,104.72,126.6,124.2,115.91,44.55,55.03,101.61,112.9,106.57,100.71,114.48,78.54,96.01,90.19,92.71,80.3,55.83,44.26,98.86,89.7,60.78,97.61,99.55,106.18,78.28,62.0,115.43,111.14,152.47,101.13,73.99,88.12,112.66,104.22,75.8,119.16,69.38,80.96,90.97,104.05,110.02,53.36,77.04,94.59,52.54,56.36,93.18,103.53,116.48,79.7,73.38,90.68,100.39,110.89,110.14,75.19,72.83,44.21,128.27,105.06,91.49,91.18,79.94,49.59,43.17,96.89,64.52,87.19,116.5,99.39,107.39,90.87,148.76,50.63,76.23,98.63,119.49,46.42,82.77,96.71,66.52,115.46,74.5,88.13,106.47,86.86,109.89,78.31,70.7,88.71,96.15,86.99,44.36,78.63,75.86,54.71,120.31,114.01,95.4,107.1,,,,,,,0.74
,,,,,,,,200.0,60.0,14.0,0.05,0.05,10.0,0.13,575.0,576.0,555.0,577.0,549.0,540.0,558.0,560.0,573.0,556.0,566.0,584.0,97.39,119.82,105.3,101.94,61.77,68.6,101.54,109.98,99.05,108.62,123.12,86.72,86.05,83.76,83.68,88.39,57.22,54.73,83.77,101.74,50.18,105.17,85.18,99.97,69.71,73.57,107.56,114.43,138.76,90.77,69.67,69.38,105.51,94.46,78.85,98.11,63.99,91.07,106.3,104.69,99.88,57.98,66.76,96.42,63.02,76.25,91.69,99.55,111.57,85.19,69.25,88.85,98.57,115.43,102.08,67.75,83.44,57.43,127.76,103.58,97.3,84.13,80.15,43.1,52.13,97.89,70.79,83.98,113.09,93.63,99.59,103.32,145.35,59.3,99.89,107.58,100.98,48.25,85.79,97.84,63.61,104.17,82.76,94.84,108.57,81.44,120.3,72.63,71.16,91.74,75.21,90.25,37.66,72.06,73.82,63.83,126.53,111.22,75.05,105.94,,,,,,,0.76
,,,,,,,,200.0,60.0,760.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,85.37,89.29,78.62,92.64,52.2,53.45,56.2,89.25,72.04,78.46,88.78,64.02,63.15,64.97,58.28,70.24,54.06,50.81,76.91,90.28,42.44,83.94,73.12,72.93,67.61,59.89,94.72,101.58,98.73,88.24,65.3,56.8,83.38,78.59,60.03,85.96,54.42,70.23,86.98,86.96,88.24,54.44,70.38,81.95,60.69,74.16,81.69,81.76,91.39,72.51,65.19,82.31,105.05,110.75,74.24,68.25,82.11,59.98,87.55,80.43,74.02,62.23,70.92,38.46,44.18,88.47,62.14,65.07,84.69,72.55,66.21,82.35,108.29,51.36,83.5,85.29,70.68,43.33,80.54,81.02,59.56,78.66,76.47,67.25,74.37,63.43,85.52,72.53,70.09,74.37,59.26,77.51,29.19,70.12,58.83,44.48,106.46,84.78,64.18,84.55,,,,,,,0.9
,,,,,,,,200.0,60.0,1335.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,47.54,53.35,46.04,58.83,40.34,32.07,29.35,60.57,48.19,43.42,41.27,40.08,38.43,49.54,34.01,42.69,25.99,32.32,49.2,60.01,25.07,47.02,47.11,39.32,40.49,34.22,52.87,58.94,50.79,55.5,34.41,33.2,41.66,43.33,36.22,50.1,30.0,35.86,57.17,53.56,49.97,36.25,41.7,40.86,35.15,47.16,49.91,41.94,48.81,40.44,49.81,48.0,56.72,58.23,43.1,41.27,53.05,37.6,47.29,39.46,42.57,36.2,37.4,31.83,27.17,54.29,44.06,42.74,52.93,49.13,34.96,50.58,64.24,36.63,49.82,46.68,48.36,37.98,42.45,46.34,36.71,40.87,43.45,35.54,43.84,41.62,46.51,41.41,37.13,43.02,31.89,42.89,27.6,46.85,35.74,24.51,58.43,48.74,44.61,46.92,,,,,,,1.02
