days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price,energy_offer_price
4.0,16.0,8.0,64.0,480.0,60.0,12.0,100.0,200.0,60.0,508.0,0.05,0.05,10.0,0.13,572.0,566.0,568.0,570.0,532.0,559.0,564.0,546.0,567.0,567.0,568.0,555.0,0.0,0.0881526932964884,0.0,2.042752995433028,0.238824600260471,0.0,1.2221270368649813,0.0,0.192601978367601,1.2966710745304026,2.3040247460465104,1.9961243248464615,2.445205128175508,1.6071599511586403,1.958306922764444,0.204243163628679,0.0,0.0,0.0,0.7453296741563873,1.1432684517354457,2.100422351136329,1.7107464424340482,0.0002682363157651,0.6727872893321992,0.1660686410949672,0.0,1.0016151742966668,0.0,0.4942529254669083,0.0,0.2151051023374999,0.7828926020440541,1.5264864584563678,1.8964670278806888,0.7399819402493253,2.4667873149686264,0.4138652896383525,1.4609354267989216,1.8730780229635275,0.2723046328186966,0.8659967899832456,1.2218352981735074,1.0874909970026152,1.1258350329016222,0.0,1.3921617752538586,0.4142631199645823,0.0735918793994176,0.3070038187240227,1.3020127524262286,1.6188874209696154,3.020912706015636,0.5543666473252044,1.367182790694092,1.6976828679392415,1.646778613365623,1.1083944520475362,2.139122719411989,2.194502164409424,0.7392883804830042,1.9343081234644464,1.9802292520682032,1.2401633654965762,1.3745679341255586,0.8761920002748276,0.754005073449546,0.710087565111908,1.120887591410597,1.8356417249570411,1.567876430395333,0.4922659295491041,1.4346441125008074,0.6238496186833913,1.6738777121473296,0.0,1.312454522517665,0.5383505235480568,0.4924177344307825,0.4274904540934749,1.4847895546614276,0.2890208674384775,0.0,1.912602225998093,1.139358821350747,0.984199841149543,1.9947229157438715,0.0,1.003866282228244,0.4400849200891849,0.1579086509895747,0.7326503198936761,0.5099551217345968,1.6893711810809071,1.507637422376956,0.2547933075108729,0.7337848725638404,1.770342642194989,1.0507576400976713,1.615564075524107,100.0,250.0,250.0,0.95,0.95,0.95,4.8,0.0
,,,,,,,,200.0,60.0,521.0,0.05,0.05,10.0,0.13,570.0,540.0,557.0,527.0,568.0,546.0,572.0,551.0,537.0,574.0,562.0,544.0,0.0,0.8691362086364465,0.0,6.916798318033035,1.5702872403524903,0.0,4.556208775008126,0.0400513764769216,1.3290491968433598,4.72507244453009,7.935077828327374,6.504297766352005,8.822192219048445,6.552783265517313,6.260245197064627,1.7400428424213703,0.3847150520829201,0.903134335052163,1.0789894641440712,2.695350466138477,4.764334932349888,7.744845975097919,6.292176791464614,0.9124459010009612,2.151750052912674,1.2513997335272309,0.0,4.271325258781133,0.0,2.8086506193763574,0.0,2.2079647993890923,3.391083996865694,5.92419708258624,6.905188972288997,2.724340382323281,8.41830123467442,2.117182413148804,5.178776632120971,6.854028205320041,1.6074416882474498,3.735019624170647,4.828711516142461,3.6815488196932815,3.8696767281290256,0.0,5.1478186060002615,2.233938496578337,1.6103140705401269,1.5412175577832388,4.351062516489073,6.824205342197384,10.21344066563494,2.6658113165663,5.166917406083394,6.6680233972223455,5.647648400383331,4.304856912127184,8.22420066993988,7.649424956489824,2.911177330177069,6.931062003435137,7.52274334162713,4.516331518211912,5.366939965108768,3.5110371721639253,3.47846897205773,3.059767789004367,3.91783738720916,7.093228948147452,6.59575309650474,1.8969143399996984,5.437313315614379,2.276220220853181,5.944096581349806,0.0,5.160817480771447,2.381688809374855,2.0853764839809275,2.105159848532127,6.1184069653571465,2.1208111774032536,0.3645922035436464,6.833315307570541,3.765053615642846,3.396368797750652,7.210838700017558,0.0,4.0682750908805625,2.47960933041664,1.010438591712135,3.6765418348553336,2.150224376136139,6.54059889740324,5.31564161475319,1.3423005930260166,3.097645158953046,6.826767048587324,4.023769433825687,6.008502631620077,,,,,,,6.1,0.0
,,,,,,,,200.0,60.0,1332.0,0.05,0.05,10.0,0.13,566.0,526.0,547.0,544.0,542.0,540.0,565.0,540.0,565.0,543.0,552.0,558.0,1.9383379964952077,3.138610023913861,0.0,15.75379386744829,5.182965005772029,1.2733691758399013,11.407937412065865,0.8466078883996131,4.993761331202706,10.506377069262369,19.458871482106463,15.338318178784412,19.38567794968793,14.80379145532421,11.880277280584162,6.281362262396549,2.3039500722511463,5.8224474142387965,5.049151404935099,6.477214304033685,12.27354383361629,18.73613863819728,15.29570895824962,3.6088126497864312,4.977967100302553,3.590625078463349,0.0,10.96480847271386,0.3896095736998817,8.626557839114206,0.0,5.328533352182616,8.048945520153787,13.36019030938289,16.886423089216358,6.544417984167973,19.763842610252183,7.055094261317603,13.115756266565352,15.53452825922676,6.162543051119458,10.605967140409556,13.246145938751726,10.090820278533265,9.054044729493926,2.0969205244428446,12.80558131577763,6.051620841490182,5.405710887439723,3.826907573457894,10.087163358832903,14.936151000380208,22.31556947777937,7.10768428330316,10.965713551065416,15.50685935844937,11.88709839122664,10.58003909537475,17.562702658570842,16.385587750301575,6.690794348726178,16.323169656847355,17.5715104660618,10.58872628550402,11.830199465927889,7.514907472643042,9.866180064470294,7.366510220718472,9.462832059855405,17.975482910742194,16.13804191841195,4.440062636512603,13.890681848128583,6.075071827059812,13.5141594169535,0.0,12.90562457931648,6.395731312046788,5.458640295823031,5.52701511213211,14.5342214547031,6.967444315741107,3.782590802506861,15.710109084045868,8.635417363489474,9.924423413746249,17.833551294209286,0.0,9.65695575478737,6.249774546441881,3.1536944231528743,11.760547639421848,9.317209415638136,14.222033411639048,13.93069859912667,5.079513740992809,8.439715924833893,16.53767215457571,10.592893144470484,13.139763453192709,,,,,,,6.3,0.0
,,,,,,,,200.0,60.0,1995.0,0.05,0.05,10.0,0.13,584.0,567.0,558.0,594.0,566.0,560.0,585.0,606.0,548.0,563.0,565.0,570.0,6.875663563811756,8.37752736090188,0.0,27.833677428096685,8.436435235884453,2.444996765536847,22.11946352362609,2.8167918297619483,9.508728718838125,20.48172956416643,30.915781713751016,26.099522405873,28.77135545670725,20.859025093570875,18.803911638774828,8.815404914352357,8.263349460089948,10.956193306739996,8.754684418473076,9.998455734066033,23.81288145437628,33.57213680963627,26.36669223673596,10.87844579109625,11.08539340074645,9.737971369696044,5.656001105268484,19.3890609872082,2.763754956043412,14.266752169741396,0.0631953800885329,12.422231596705322,16.996682527274725,23.14958523432569,31.796539064465367,10.791942577480876,31.917533753346312,9.87020984642232,23.705261965212863,24.49406625817837,13.127197612876207,20.491779592517105,20.38316484855229,16.74384720877164,15.98955776145327,4.643999792117439,21.93269845049745,13.235516930018592,11.308451305883002,10.231348322661148,19.772519705149158,21.31130481439424,35.352479469226495,12.059010829171475,13.82267423026298,26.55465049306609,22.641294493127987,18.792023073970263,29.19827401054021,24.920387753866592,15.387464738447896,25.75802980572779,28.56624581613701,18.94364725677643,20.9252860804682,15.664692031441806,18.04717263439739,14.467941939154066,14.945043560995066,30.95914899327585,28.22338746151146,7.875063330394607,21.786415380444804,13.67779463862838,21.36656346740277,0.0,21.89532925697447,11.731969149403962,13.066188474020478,11.335412002910733,23.463353635824117,13.691580175030976,6.088129876688128,29.883994784205537,15.299952013242049,20.03226447749937,29.1976607265349,2.3744166970358416,17.09973766644921,12.766352359953494,8.667681129657153,20.502308319714224,16.01584572683468,22.16166438031409,23.182405208863308,10.131287041973923,18.10997354378324,25.850557717192707,19.01134841953736,21.233449334217823,,,,,,,6.0,0.0
,,,,,,,,200.0,60.0,1572.0,0.05,0.05,10.0,0.13,561.0,515.0,567.0,571.0,578.0,550.0,578.0,566.0,557.0,538.0,544.0,595.0,10.087923686420014,13.06146834937018,0.0,36.42794988192002,10.064534614768167,3.722187668067295,33.87526448837448,8.83222132979194,15.106039053743752,29.22812532342196,32.1826275887864,30.606041783214224,40.812912544622016,30.298479555543555,24.23330265899157,12.704428793465514,14.002907973380418,17.41758146760847,13.150740918792591,15.54261222716758,32.89890413944129,39.03059087574746,32.61494487892824,14.0120460354957,18.78660118308684,15.572782185596246,15.207162419261628,27.61774429934513,6.779410901508898,14.40109400259824,4.249057594409544,20.63981571455756,24.77558030910591,30.041817506520545,43.93690387995688,18.2633646117277,38.83891562084271,17.827391295915458,27.835511631266424,35.79023832221715,19.928586805957977,28.79051621847437,30.116740286113007,24.903564608342403,23.065299263222432,12.967998934471648,28.787017202910448,20.77061688859752,19.10372514772337,16.88848734034842,22.32628845432081,31.818802960009084,40.77706927292172,15.55933714127274,18.979449163135087,37.53670527140923,33.43460375920208,24.48676619390024,36.89449675059022,33.6603805889411,22.42346663696,31.185007095045396,38.00677751975553,26.726651761687524,27.558599980148564,25.42313413855746,23.18661228227169,20.165070936550645,20.16359189133427,37.82422819052675,35.19263531364775,9.662117409911035,32.65720522434924,21.637245929440606,27.07782544224383,0.0,30.578033384059346,13.58532336340259,22.372359043435228,18.988056033703018,29.31205432702008,22.3194491253618,9.820756114788889,39.25953002979197,23.08009941093116,27.59960208654888,40.15102898322445,10.258250664724144,24.215330924113186,18.74318827081016,16.735810470421644,32.31285607284835,21.03264539606264,28.019196114288093,29.77272862859425,13.322941795404624,24.76311751929461,30.07166790087651,27.320969104439115,28.685829450172285,,,,,,,5.6,0.0
,,,,,,,,200.0,60.0,1404.0,0.05,0.05,10.0,0.13,555.0,566.0,563.0,581.0,557.0,572.0,571.0,541.0,565.0,557.0,537.0,561.0,11.522805453263302,16.331391224498585,6.728189692722427,37.87104662760783,13.2358349117978,6.566568522166056,35.430268027430465,14.456240071095635,17.624031496020173,32.2362796112218,35.35574375016996,29.82253643557043,38.88941536322545,32.70998465487349,28.094977891009798,17.419682291911712,14.351332921101053,20.52009795294808,16.22744422215183,18.764751289991565,39.57963818851475,35.41351973455617,31.08815405506108,15.561861421031647,20.51925083556566,19.87586236795982,16.218910261791688,32.73021876452468,12.35356798530142,17.708434631065813,4.0619917965525865,25.35097246976892,28.169248357873386,30.10291784452384,45.916477783174486,20.788768791982847,39.101579507202814,23.247762820299386,26.65087703693341,36.69608005324064,19.06224427572072,30.3757603424136,31.4601151996914,25.52468522414912,21.41990892791289,19.08941401205952,26.16723631422217,26.36954261651369,22.51198779360925,18.885266113551264,25.052450703755245,37.32453153263854,38.699186506031296,19.84549332212277,20.643366328501354,36.87357386691536,35.85311990460054,25.17085949117693,40.65290051458614,34.43226163764168,24.26559443813175,33.92660164367977,37.09013471186989,24.96038324879676,27.464575776942585,21.94559075476421,25.953528444998,22.6151922918838,23.94826222303452,40.415187047600426,37.1166625889745,13.656092352514108,34.50060924216203,24.66610669268396,28.3906579609684,9.226896413888756,34.54851857787973,13.974554216497346,23.953240644715425,21.60385251118285,31.91836925091116,23.353329881463168,11.199543566202207,41.163704125898825,26.482098290957826,28.253623272054377,36.21680826640543,13.022760784157454,24.83670459194301,24.25173795337074,19.25498373278289,31.34397945229394,22.961776358475493,22.70021232738684,30.120119072985037,14.116258625407296,23.213653932088537,28.53630419289426,32.19211888093526,28.75340768956414,,,,,,,4.0,0.0
,,,,,,,,200.0,60.0,557.0,0.05,0.05,10.0,0.13,568.0,554.0,573.0,560.0,548.0,578.0,537.0,541.0,585.0,553.0,530.0,557.0,19.144170938396023,19.7401580073655,7.363316522483965,38.37435491382896,24.230341388915104,16.873840695862143,35.4477575049666,21.62904026157605,18.864936324067777,39.690372358679,35.614428277388896,38.951379110566045,38.99090858725541,34.7823117592319,25.767114144135995,22.12077401984469,16.027957368796766,30.710656035230603,25.092173136744137,19.54535197228677,40.989362219655234,42.39380041230869,35.66937807516495,17.435796557717378,23.370267860744715,26.018207235351426,19.842223745886336,34.25201697854883,17.356737662001517,19.2804861191705,14.047464413204487,29.243573285532086,32.4935180807157,34.70085792926286,46.695627662579184,24.12194122747237,38.68593281597025,23.00790634128066,27.37393673779977,39.11452402522958,19.81992460570628,34.90754120668047,37.35048565148393,27.479806483898624,17.32989142138338,26.0341131353928,33.4364353034418,26.47215026922606,24.608898750113475,21.20391167731449,23.028549503076835,39.13447784119221,39.43132097101355,24.52101810559954,21.17329302141276,43.9571092006641,41.89886264425335,24.46138399455646,46.81276367477561,32.68561816045283,26.393634191991755,41.24833032610455,40.86719149310928,28.08393207791096,31.276787566174423,26.48612663665913,27.40354887642013,24.807173033734184,31.68982690605593,44.31283128643458,33.29703273507917,16.034094882006606,37.780712579745774,29.1645364318432,31.043636400075226,10.191867543717178,38.185639291938166,10.16251458405388,30.291394470076543,18.629666804018445,33.24446692080417,26.073755569330743,15.382388133718534,41.678684732901885,27.906989521844245,28.076352883769363,39.48409515146467,20.61349938162552,25.83305958102145,30.51739924483381,25.67614187725837,34.70944894392177,19.840962707289595,26.40579329597064,34.38174039987504,20.459520147368405,21.54414201221304,30.90927178360964,36.80948240539336,34.89339234168944,,,,,,,3.7,0.0
,,,,,,,,200.0,60.0,406.0,0.05,0.05,10.0,0.13,580.0,565.0,561.0,556.0,555.0,555.0,573.0,540.0,565.0,564.0,547.0,578.0,18.46659994606145,23.644523948818502,10.855614250304267,34.88521178975285,29.993365031529144,22.439054855382786,36.99325489070781,17.36808498409441,18.7082225076447,38.0417611197198,35.53500270581137,36.18556905622653,35.756742350893475,31.51983855648229,26.00106232176103,24.040639726801352,16.94868038311173,34.306855563066165,19.442801550368216,18.301015226571877,36.09395488504384,41.87444769719707,29.699447003630155,14.322002773825153,23.217763085644066,25.234717155363647,23.478485622356928,30.84133683233521,18.979370514270705,23.581725448441063,16.534288812157495,33.17235498190484,27.06693792545178,38.06760937045868,44.5872533809997,28.84712492068596,33.0796598036055,23.285210250403452,29.944751923913696,33.59005493930079,24.900371601106546,34.83842852593082,38.17106630664354,27.235546559056694,19.60548997863309,24.392349679009097,34.4392310772138,23.38033790629457,22.66395036805536,19.07351058789565,22.937893536278708,39.76620904407552,38.0744249453054,27.510236792724616,25.97090983070928,41.74192057327068,41.09125300530027,31.35997866204756,43.12058521917124,34.54047220621437,24.15307089890788,34.69328966979657,40.29455470768241,32.142773352353856,34.11657998684969,30.841261229504088,25.98722871364628,27.70222320433224,29.90466323709376,44.4165934877031,34.3187958657157,16.164328836030737,34.767574293554034,26.365946924728444,28.05883191692024,12.362014893190398,34.40531555812357,10.765354886940496,32.39983111099046,26.792857894958978,33.111550839074404,30.36212438395479,21.41167516927448,38.680305893302325,26.873616413115748,27.783148693926798,36.19079301562791,20.862854318248203,20.563359318901824,26.15757889694652,26.19131590096336,33.415049283809424,20.352309614077207,25.82873239030697,28.74555340110344,22.28923660128971,22.559117413341205,29.505232013570325,31.939791731659614,32.71290346778881,,,,,,,3.8,0.0
,,,,,,,,200.0,60.0,88.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,18.870047873071737,25.022444758368994,14.031110816507391,27.21439723086864,27.071806138005904,17.90319696335753,31.006770617335818,12.906968562222582,16.577830358197225,25.51772858868581,25.603608063131865,27.87835398755009,31.42602274873053,25.357300287467684,20.05422149423865,19.42866136568626,14.025301840615477,26.79750954106658,12.415188215891778,13.035492231024442,28.587238513983536,39.55155014185509,26.71687447517384,13.708480145080406,19.4547339500889,22.893931152362,21.05584367815122,24.173806552690525,20.104394873010737,23.51214028156309,15.2572676958948,29.03932277812238,18.736607017726524,29.517424803302728,36.75704333324984,30.73186722824906,24.54545326398389,19.32306689111428,27.369193283692816,27.128247138126444,20.206187016229755,24.274720902808504,32.14906474678771,24.40650519920795,21.165595876759248,19.103256434990268,29.54714442117584,21.583714776153005,18.155229768144387,18.96837434238189,21.36988972743264,31.8257544544118,29.47337883256898,21.9113269498804,23.703814341585066,34.58416906344407,37.71202162615449,25.43182906579757,31.622674963576745,28.760598631378425,23.067320720400943,31.731669580851484,35.991157392605245,27.622636157716613,27.1911543603329,29.24507402741161,20.9729863604329,20.59734148391284,26.57616158399399,35.577018692795015,24.15246764982776,12.51445083530706,28.44910639556783,21.55834840138131,23.95220500183687,13.400480575780588,25.51752824476013,14.332638703767554,31.10595281318937,20.539902123344877,26.29554674437737,24.61365542674,16.240250634611904,29.199212017876494,25.08842488676341,22.228582293781194,27.558604138086068,20.99541998373478,12.295655765908528,21.737171176282395,17.627115643362007,26.635205292488173,17.811199986883867,21.079986294699417,22.980963002624723,22.32953372842747,21.076347588921223,23.231087281431098,25.785179459341133,27.20074119729943,,,,,,,4.5,0.0
,,,,,,,,200.0,60.0,274.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,11.056651513122151,14.863278235665184,11.396801069355874,14.802557559076002,15.192072827459528,12.188783700304947,19.163657264273557,9.131806356232325,9.18490400221614,14.662426845966976,17.199785335511,15.12799189743284,18.02673087506255,14.456431590409428,11.851299140751124,13.249415370153375,9.585905669475087,19.50340544616184,7.320438360095317,9.697392887212176,17.093123994458633,20.91341784214058,14.635366728924476,9.926521313464766,12.231571064344273,16.134239705601466,12.443050739558492,12.976320143500509,14.026240064584666,16.142015305393898,8.7684019435844,17.410432571294372,8.468545845273244,16.842407214182792,21.7321460104108,18.02624434981636,15.83175828635005,14.049119769103742,16.5879759790094,13.28187820720682,11.776197420047442,14.21198715885622,21.032274957402837,13.425487219064966,13.832649648957188,13.065859141339471,18.01491387624262,14.683680316205676,12.929886842236908,8.888952251948867,8.787949614830081,16.88137999948216,18.120581748125066,12.762477865236118,14.898883064329228,18.499010102445272,17.971927035305747,16.025925062130757,19.14913656511816,16.08085471835752,13.892136517612078,15.997136079607312,20.97262908285492,18.36900389769608,14.913546842153842,17.830820082494842,11.7641467848614,13.52737782995733,17.272502369454134,18.286201228866823,13.341203795685775,8.02523634772109,14.012708730367113,13.827452134575632,13.60080715039795,8.609988958110764,15.41333051690295,9.909751899217676,17.711337855053436,11.896459905325187,15.535719121402638,13.129110474177706,11.609232120303544,17.745852909953687,16.240012165463025,13.388562752773916,14.07913696327047,14.074757096472355,10.549165482906322,13.70410491862579,10.255198014017685,16.711745074853777,10.65425419194492,10.459436848538424,15.380167124546348,13.410638474158365,9.653008439442477,16.087945991736042,13.86332233793013,15.274781357767758,,,,,,,5.1,0.0
