days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,12.0,100.0,200.0,60.0,1686.0,0.05,0.05,10.0,0.13,561.0,549.0,567.0,555.0,552.0,562.0,562.0,568.0,532.0,571.0,566.0,557.0,0.8928307491748977,0.4431609917514977,0.3881317845922646,1.1740986738347257,1.7790667440883747,2.1174728973060537,0.8562398270959855,0.0,2.282488640325467,1.5459789183475108,0.5761939219464354,0.3883024073938106,2.0436204569970595,0.8896938862524517,1.774501157303439,0.5832489488473263,0.4320318493354486,1.8873688233975183,0.0,2.422920858217022,0.848887065643062,0.0,1.3316213939621129,0.5580200171615729,0.0,1.517839285048976,0.4282286394611276,1.7269753894295383,0.6493973658274761,2.1081285472651734,0.6109703360113753,1.174382443424138,0.99468811428278,0.4691696701004729,1.6687732725074065,1.7743240537102791,0.5973480046342265,0.6969459785724736,1.7066705581338506,0.8997184589286424,1.7645593093714769,1.7592996026855796,0.8652906380389392,2.3245828026375355,0.8420321827596099,0.5333560079476913,0.6313853360433723,1.1052040328307924,1.7603628287368387,0.0,0.9886914946552524,1.7763343856641909,0.5588018929093781,0.0680874813162579,2.255297651478754,0.51353813255845,0.6824870246514956,0.0,1.0592856794708725,0.0,2.114273896849667,1.192649372857946,1.074608378454677,1.2305813451944128,0.7379651121582931,0.0504858002814528,1.6512940205598032,0.9744643617157812,2.115041327609453,1.0978855328987438,0.0,1.590314651462843,0.5051473448675529,0.8467562468056486,1.7481397452396572,1.0970320669489104,0.9018781533612296,2.260613771011151,0.2897813010527493,1.123468396394837,0.6296835224589052,2.2363821178671417,1.4278292599700595,0.3651972105475225,0.894401601232563,0.9292954757403362,1.894878150874736,0.5735599216770403,3.009305541355349,0.8854612530272619,1.919243458433303,1.7568144953608034,0.4009231296544034,0.5266443474967795,1.5146219689753888,0.8281882608154014,0.7709744562684031,1.3741112383456051,0.7244835077985344,1.2350314255749484,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,1391.0,0.05,0.05,10.0,0.13,579.0,562.0,543.0,568.0,540.0,593.0,536.0,575.0,577.0,559.0,572.0,560.0,3.5701046332795485,2.3089561521601345,1.843387710023641,4.634266204384136,7.08773988777668,7.581835769490109,3.478626020138454,0.0,8.598297431340736,5.9242511710563885,2.717095876542296,2.143387696566496,6.600827098620071,4.388166385395,6.155656594575736,2.767381917586431,1.6426250439537933,6.855433941092291,0.0,8.851973828542057,3.519930810523148,0.0,4.650826803477107,2.753232395894728,0.0,6.039211328326662,2.146398087635357,5.264389850258792,2.966039526760772,7.239261624918573,2.838664213330192,4.453989392176808,3.6828169745378014,2.421843302450676,6.12870228676328,6.236642815031141,2.691207654004165,2.5230746337288017,5.843193759081684,4.093104467111093,6.4670523464738086,6.941358107450862,3.81909265762647,8.997194188754476,2.9452433563133766,2.734713441102807,2.420558253809194,4.835330125534659,6.613805501517273,0.1425212932554012,4.482344446476985,6.744834043952375,2.675433430167464,0.9001210084431457,8.788895400486764,2.0852227050672427,3.397550094779208,0.0,4.331371325891507,0.1812541619173577,7.925726669706699,4.35433184522825,4.307817967920723,4.981924005743928,3.063283594883428,1.66567540017434,6.294406238721403,4.427027028520391,7.424734737393651,4.07260588586351,0.5101561086880335,5.637914984041547,3.013233651307697,2.634685483111946,6.23549921193688,4.785952320744226,3.699820423911577,8.137024001837512,1.5084413118351443,4.57223235252664,3.035870937344008,7.58864389624714,5.747753176069768,2.025717894712056,3.450283890976149,3.985760373566943,6.450370088394964,3.02017227394055,10.461341278048977,3.353085704272132,6.6369931774324105,6.787216021735105,1.834445679530786,2.61081756196314,5.490431076248914,3.480333972476567,2.9864669905972123,5.570863076936651,3.094275285487678,4.841599047968175,,,,,,,1.22
,,,,,,,,200.0,60.0,707.0,0.05,0.05,10.0,0.13,561.0,568.0,582.0,550.0,568.0,544.0,543.0,556.0,569.0,571.0,575.0,562.0,7.946898603753243,7.0239515377435735,6.725338802783178,11.200510428548627,15.557533689550796,17.655632181008777,7.978486543063354,0.0,20.038169033048625,12.821514521049869,6.564124033292069,6.557595794308567,18.075253370401207,12.180686079455986,15.481547462546136,7.122782721674181,2.593673707978601,16.602587182492236,0.0,20.18089046665971,8.802791723735213,0.0,9.754988899433032,7.831982666867555,2.7724695140236566,12.761178485745855,7.337236647770855,12.236988051741076,8.23609983720945,17.363714733232204,7.897615702607993,10.398939064005924,9.339940450474495,7.216252890271284,14.467290583564774,15.433494661909483,8.167424597103485,6.846726615713019,13.62647165837833,12.12411032964897,15.359359771970864,15.5896367615628,8.523578900550438,21.024301536076283,8.579223067263941,10.035003290650288,5.9783049179220775,11.9259681043238,16.034290733165562,4.379164968812088,11.217978261678748,16.625691277742234,7.458132496193071,5.511419272475825,19.652217075558475,6.957517173387099,9.199735305088597,0.0,11.49340806635708,0.3712231786819198,19.472268964926435,10.455278471356488,10.782876683474411,10.385613791640075,8.990661209467586,4.049438192889142,14.57971594648328,11.99069251109368,17.131252006636313,10.766280558093266,3.4968243299145296,13.27675231875535,8.282945076033158,6.740375444014184,13.92320346022036,10.61956711985487,9.903758702010604,17.97555573319004,5.1018314359717305,11.424329939826968,7.403548764972575,17.659930320054052,14.165385342195762,8.461309876763934,8.94002114695969,11.264176366152691,14.88036875259461,8.331986574688816,21.1718857139428,8.25782373719555,16.597670288686544,16.315894283259745,6.339452505637224,7.49990801857937,13.419390976849556,9.50586334814699,7.704217132856838,11.494415469087349,7.095525527325384,12.435966935973736,,,,,,,1.26
,,,,,,,,200.0,60.0,235.0,0.05,0.05,10.0,0.13,565.0,570.0,530.0,566.0,576.0,563.0,543.0,575.0,567.0,562.0,571.0,548.0,16.906118910239876,16.441699120323698,15.869316725503806,19.159834825589357,26.433185764735565,28.61615937488793,16.040258506798025,6.272542390804164,31.116854637974157,21.983338874355383,12.750310893089909,11.626049279479256,30.16614134269326,20.028395009047355,24.26602581036609,14.4457613819647,7.014741018578607,31.777138722685777,0.4799732497276419,34.282573516888746,16.899560162337096,0.0,16.174600170278474,14.443837103510162,6.12884521448411,20.593017801639743,15.58141494373474,22.85099420488336,16.441312767121318,28.540123285172072,13.191257159869952,15.711694195405023,18.545539426029443,16.500507468149607,25.68315970273929,25.340938152312606,14.773304401166383,11.05027229501863,22.88127106728337,19.878615811340204,24.184971543189217,27.27421722509179,14.907905164665554,31.294993079710437,15.515696438526568,18.26055292363288,12.625900468298015,19.709460574588768,25.961092747960816,8.45935324699735,20.261770495411938,25.15496315064473,13.603521512702905,9.759437161329998,32.519599638569616,13.539348217483608,16.42990781271359,0.0,20.81413790794464,4.98348650537586,31.758713732100578,22.53315081081721,18.22256990514994,16.994546702323127,16.512879250480964,8.687892598908915,23.016330522988945,19.825881719011964,28.064500296917387,19.202504801049628,11.305178117977384,25.2870925299609,13.780125109049104,15.553457338565106,22.03534839111929,16.588561999875218,16.641521776325437,30.089621086536184,11.192042250540553,19.7807964110892,13.156160475561528,27.33207292439589,23.33915086459164,16.443751047419983,18.06718144657457,20.51884004139802,27.918825108428862,18.85359394318296,34.45632337358295,17.61173057813968,26.696369922625337,29.790996959988647,14.1556903739319,16.04740509920782,26.04283225069885,15.1951891999221,14.20490344099242,19.54624602159834,11.60144259822052,19.454926948617217,,,,,,,1.2
,,,,,,,,200.0,60.0,889.0,0.05,0.05,10.0,0.13,540.0,562.0,551.0,546.0,553.0,554.0,558.0,555.0,549.0,562.0,574.0,578.0,19.349696980497345,28.06658852175613,21.615656879010423,27.594813809709684,35.924970199944774,35.890840107960365,19.353004325284765,11.239393959380957,38.09405062247379,29.02399178926184,20.459556317884807,16.848585199858128,39.38058525117941,27.53882926138579,31.18769057142919,19.0181537237886,13.374743926757349,40.34974050058901,6.4087549384229225,41.60982898425899,28.52312467379085,1.1919045753640471,21.37314819266501,22.65028052851359,10.377973627565016,29.34327332646056,26.714150082786908,30.01638050322673,23.10539172682734,41.77384365071581,19.813309392674515,18.29641532178613,25.42011418783523,23.18889244751908,33.172878004035645,33.59113627659369,18.614091249487952,19.254898026891087,30.377877728478342,27.137426624586773,31.1409229210871,35.90044775070181,24.00646868165321,38.5120624646716,22.967862957396328,22.832631544187176,17.389491867899025,25.03869668359388,31.738876938682843,16.743314009737638,29.19038696849819,33.10618753337775,21.415604754027218,18.254187782748875,45.73822397132171,20.151386859272776,19.223545136962727,4.357717823859458,31.010899412859636,10.067313258715854,41.35840564710268,29.880792430233228,20.681147573591968,21.400656831206664,21.00116020078122,9.80207291996448,30.249735912072907,25.748166918944072,32.2759685831621,28.978462052751976,16.52778376519598,32.27397371921419,19.28533501458965,20.832767139492343,29.430768179567828,24.083645445368784,24.010195330386114,40.12178656694199,16.88500515543769,23.750132767592884,28.772679066120908,36.464150399832526,29.649146961673523,19.291419151117296,25.263889666071165,28.50637921766892,39.31373144774602,28.253110954107303,47.50661320206736,23.1370895096611,31.977717163455484,41.067338967345655,24.640324020228224,23.7796122840962,37.19992896180201,22.51280005555237,20.508329366560595,27.87947911641127,18.19647635977525,22.467887289869868,,,,,,,1.12
,,,,,,,,200.0,60.0,1398.0,0.05,0.05,10.0,0.13,562.0,567.0,547.0,548.0,535.0,567.0,559.0,593.0,551.0,562.0,565.0,564.0,17.345684978274896,27.119855922649933,24.66068702626592,28.2312125285048,38.14892251270638,37.90105863409208,19.330663998140416,10.941435980048226,36.995136840506326,37.53203547793972,23.927624050221063,21.49903310925748,40.05756506620141,24.355202036402464,34.5233094036269,18.685296247384336,15.596228311182298,35.40507512563233,9.523714459236144,39.6119817005148,31.49148305579154,5.665451405963721,19.69352256348738,27.419436975209823,19.13737347832064,28.239327105762627,26.13666994742465,34.11865116575333,25.75411512245241,44.95686185648199,21.335829853498044,17.20232941889219,26.454476872647987,28.962640834676925,39.09752319328371,35.228293661216725,17.770653569042274,25.746270645358106,32.90836041138378,22.500694275341512,32.92883501758348,37.95586287051777,24.74862442799527,35.362136101643834,27.53339861116739,22.649651434463248,24.293516950080296,25.71686418977157,30.91799184489788,21.96819081801626,27.963836173307342,34.460980004515434,26.3149331326088,25.331663477030183,48.47605333161211,25.536330402969305,14.3993950528004,9.99649896674316,32.023224211205495,14.562464319742858,42.10371341681868,29.803613894952345,23.101229463584826,23.155038181042357,21.49626640555273,12.66311006275561,32.81208911039901,28.82061999783104,35.51480514885195,29.92418237824941,19.431415207957915,29.64110041266212,25.065157789064457,19.6979073325468,33.37794601293337,23.92041491454412,27.383668795633454,35.51831200731988,19.744732548070164,28.16525811363827,24.020565618905465,34.77165770445677,31.04891883760766,18.356493250646025,26.214751009362733,34.2670837582258,43.74428344906962,30.5712904678351,51.067946141819085,28.541407690135376,35.03056817271,37.76832605686688,31.42451620728406,29.322020697911373,34.61252161804708,24.609903087763904,21.08872290818472,32.51542946726474,25.219496668211743,21.566921795203644,,,,,,,0.8
,,,,,,,,200.0,60.0,2662.0,0.05,0.05,10.0,0.13,555.0,573.0,559.0,558.0,561.0,532.0,559.0,560.0,553.0,546.0,560.0,553.0,23.65188957408804,25.974782145679196,26.94661230045763,31.504679284086976,40.64790524037328,44.12285181628218,23.673067407594605,17.92393255474059,41.48472569240289,38.70673723065515,25.830839139036005,19.984129796394924,36.9457646682625,28.07585829567138,34.0144877120243,22.247396526637257,22.071076295977832,33.981737103496584,9.094479540956955,39.81636263755535,34.78430492656433,10.815591957974933,21.98278013156191,30.80297188336055,15.718966961858072,28.86582582231879,25.668769624305178,31.659906183782034,30.544247920098577,46.5519132102922,22.980152449997057,24.1797962082414,32.3094479503082,34.5717350354838,36.75512820483386,41.93354167141817,23.64195816785233,23.387231935303024,35.537756468379044,23.216168085517992,31.782810776846752,40.51080565291247,22.05564330390486,37.74114688289269,27.057038947344648,29.122040549093075,28.103224162187825,26.875138552037207,35.841286401690155,30.62170287970847,26.54779765628864,36.959933465805605,24.64933649410846,31.079402969465384,50.69548590736089,30.565022924256624,17.18926943717967,16.030105529346102,36.58191560587946,17.98806296536037,39.73795550036966,33.79565440086735,20.80099829105343,26.069418733169623,29.476181134486414,23.34086389051236,35.86209922174048,32.00390826409938,36.7000981489311,30.299514110898333,23.63699138683466,28.20188167085947,25.18542115580002,23.31104378621304,39.811246132513325,22.7563319082853,28.12167391995192,35.60105503757956,26.03218987032963,31.24123672497015,30.727131838583684,36.01594563234559,32.34574406900007,23.771250707602697,34.39292286324619,36.933574163114486,45.66535398395404,32.95335197559071,50.43295457076225,28.38662399237122,34.72473210228656,36.29364106000593,39.47596891088105,33.47774066472173,34.59950768002232,33.918726807150684,21.433585042007103,31.775717386170207,24.643051881409747,24.806503130247165,,,,,,,0.74
,,,,,,,,200.0,60.0,1412.0,0.05,0.05,10.0,0.13,553.0,566.0,549.0,529.0,566.0,533.0,547.0,567.0,562.0,553.0,538.0,566.0,27.557639209458745,25.18897231008985,29.74191777205006,30.096782194906368,36.92914112779422,50.34986002967759,26.86998682050208,23.914353635844687,44.925038285567695,35.43515450405459,26.997351681351343,24.12809428498496,37.63672460531012,21.36759320924582,31.126039051566963,24.20288947330482,24.1406716685249,28.8778958284172,13.810778696632523,34.88925715802314,36.30778865375842,12.522181127110764,20.55030866496829,33.98200245529979,15.807396927943312,24.19255590209067,29.47697591999656,29.03586333758602,28.735847194369335,42.245319753688825,16.490474529197378,24.813767474679413,37.85563149618913,31.333115184821686,31.36897029725743,38.02157682122268,22.422759832423417,20.78160840034136,36.881670146894514,25.44954073299339,34.62016776158763,33.10464333367614,23.655846110773773,31.624089876410768,22.20579380778045,29.52944954339624,30.95770952190861,27.888391961819107,33.69911100522054,31.289590055291026,23.871958137937085,33.855130631152264,23.466115438386105,34.461125477688455,49.42831112047215,31.878183914761838,18.423220374397054,17.35023570578397,35.14936962943979,15.844975349967696,32.412202055401266,34.03362311694337,27.290375529362144,29.69227892585237,34.33212295919218,27.847629239712667,36.2148189597313,31.55343225950065,36.307762836993206,26.732827846848693,22.61299188659557,23.272434838161423,25.77057089417482,24.76823741532409,38.72100196326228,22.716727285615534,28.779288152015983,39.889125382039374,33.60153302959348,29.63046413039505,35.71869608718674,32.05638316623007,33.07422699527464,18.628832217955708,35.161458346360966,34.01923347233607,43.61718774080943,30.8639867848532,44.4322722790359,23.865829837484583,26.674568657289814,34.20812725242528,42.53811846944863,38.88937667244428,30.85560564827276,38.33667155359407,22.136224162481057,26.79533046747745,27.776678597414698,25.66489752047851,,,,,,,0.76
,,,,,,,,200.0,60.0,836.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,25.786506342591306,24.43627849301494,23.696479549433555,19.76049328530151,29.252574957584287,41.13416175242081,19.540478755612995,19.89818631004375,35.50317147944549,27.14166662312915,16.29106157392868,23.768464111659608,29.120667594620365,19.826442875316676,22.305526098760293,23.022404234038767,24.177640985120423,27.44937601351467,14.028825845363174,27.493763153159573,31.830804779869027,15.437088484515652,23.682666242516127,32.53136594177052,14.030715472861372,24.54686736649084,30.30450695815844,25.25936367141708,24.275673726505595,34.811054334397404,15.375315384734256,19.347534484796014,32.77974130263666,25.135248022239605,22.78928832515492,31.26849846166655,18.629792395703195,20.48414771241828,32.64622141126489,20.22375843643384,29.876596897348385,23.724330032298344,26.29914962296604,22.51012811958811,19.39324559472009,28.75280121760308,25.415722295035952,25.426510853410367,25.096846594278222,29.9395789866974,19.807545221824757,32.37965320395405,23.594331127456464,32.197573930361976,34.44174268573792,23.720522036172696,14.211448859449774,16.546981474293922,29.878186250449023,12.966338660210422,26.45868280899848,27.95509279535821,25.17860173866817,22.290385517964257,28.21778174917493,27.11162078036045,28.46107569033992,25.81788601853974,30.33558273862202,22.300430090093094,19.367285406286992,18.29839166520671,22.53875092956231,20.212515176948617,32.812237634108406,19.36040616917176,22.73350609726061,27.931993280961542,29.27267068408525,27.727332145691204,29.684614813978307,23.604849965944418,29.382962840823968,22.08280983785784,28.57424465045042,24.03393038915313,33.78089934107701,25.94582889857053,33.77153141674667,17.401293524518245,18.4315696757374,28.25361690058341,34.72243984821116,35.33048961648962,21.65813271687848,32.79238661979154,20.88063173030145,23.349170966614324,22.23568925557841,24.354669580126963,,,,,,,0.9
,,,,,,,,200.0,60.0,2198.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,15.479472844421242,13.04825178029063,13.209457963919894,11.72257696466069,16.259614551255968,21.37114888947964,13.620323786537249,13.1763294273895,19.657350021779923,16.055983793748318,7.6902461659666015,14.804670896251368,16.423474346497958,13.100331527623135,15.720336168947387,14.995628099821834,14.818514041551664,15.301131478749728,8.142681798726409,15.97534100606682,18.41898299871738,11.14012785507732,17.248279297498357,18.72707138508149,7.713000604974379,15.705815364969428,17.6316507174716,15.16593347065636,14.089940247526291,19.67993956304582,9.604224038128397,9.789188957035291,19.851055108965777,14.4850641266458,14.08709876047572,15.59917592736893,13.223464746907805,11.000150104244543,15.984688555984384,11.53495571888466,15.91198993512079,12.737570053994585,17.49755656415076,12.487584956424572,11.953922885706747,16.199340120694956,12.420075832411772,16.18615045269208,17.169251793143154,15.26242920234684,11.960059723581129,19.28495540733491,15.45558181761256,18.577963335695667,17.960544715553027,12.05176242450269,8.426569816559606,11.716939690032172,13.888130611891594,8.645985998094085,18.641301286847664,15.93022311169874,11.931168872809446,12.755221453573654,18.46887890777551,16.774165761650885,14.839734740578953,16.764667379565548,18.73881538044432,12.09759952725607,12.62425619831459,8.07125372110017,12.487165983095617,11.801628037274035,19.159032865283145,10.623859241618508,13.983781884307888,17.75127383058536,16.677472942194267,16.743793687614005,16.12013404701391,12.509789453470315,19.131629449993387,14.924451384646964,16.524302938029848,16.404279339578245,18.993961720863343,14.945163741558543,20.316622657128207,10.58051014989305,11.256460252342832,17.542869793469656,23.16337247824733,20.813488480254456,12.735844003592575,22.3649192299493,13.92756648481483,14.97695942452362,15.73484474195707,14.450008499522651,,,,,,,1.02
