days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
3.0,16.0,6.0,48.0,480.0,60.0,5.0,100.0,200.0,60.0,1701.0,0.05,0.05,10.0,0.13,1543.0,1519.0,1524.0,1570.0,1483.0,2.71,1.02,2.92,1.44,1.52,5.23,2.54,5.61,2.41,5.69,6.39,3.84,3.41,1.82,5.72,5.47,0.0,2.25,1.58,3.32,2.01,0.0,6.78,5.71,2.67,1.42,6.15,3.59,0.0,5.59,2.53,5.38,5.51,3.12,4.94,2.43,2.58,2.83,3.06,4.1,4.55,1.41,4.02,3.93,0.26,2.74,0.6,3.92,5.66,3.66,0.83,0.0,6.6,0.0,0.99,1.7,2.52,2.9,3.92,6.02,4.13,3.52,6.0,2.93,5.88,4.94,0.0,6.61,0.53,2.01,3.07,2.87,6.08,5.39,1.82,0.81,0.71,2.45,3.65,4.88,4.45,0.84,7.07,4.07,3.42,4.5,5.54,2.3,2.02,2.08,0.87,3.18,2.92,1.38,2.05,5.39,6.37,8.69,2.22,6.14,100.0,100.0,100.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,485.0,0.05,0.05,10.0,0.13,1537.0,1460.0,1539.0,1550.0,1557.0,11.62,4.39,10.44,9.83,7.67,16.89,10.78,21.31,8.49,20.96,22.41,14.23,13.54,5.67,20.99,18.93,0.0,8.4,7.66,11.58,6.93,0.0,24.56,19.91,9.58,6.72,22.27,14.7,0.0,20.99,8.14,19.32,20.47,13.85,21.03,9.1,11.92,10.86,10.42,15.94,16.91,9.24,15.02,14.65,1.28,11.98,4.47,13.84,21.4,16.34,4.77,0.0,23.54,0.44,4.99,7.43,8.24,10.84,12.93,22.12,15.33,12.08,20.13,11.49,19.7,18.14,0.0,24.93,3.15,10.39,11.75,13.38,22.22,18.24,7.69,5.94,6.18,9.81,15.11,18.3,15.52,5.08,25.05,15.12,11.54,16.56,20.94,12.13,8.81,7.84,5.65,12.88,11.2,8.16,8.5,18.96,22.86,30.0,7.86,23.25,,,,,,,1.22
,,,,,,,,200.0,60.0,1728.0,0.05,0.05,10.0,0.13,1453.0,1484.0,1466.0,1522.0,1627.0,27.72,13.59,29.42,28.81,21.73,40.35,29.05,43.43,17.26,48.39,50.74,34.53,32.03,14.17,47.18,39.84,0.0,25.94,17.3,27.34,17.24,1.06,47.44,48.27,23.51,20.89,50.72,35.19,0.0,49.44,18.0,44.17,49.85,36.29,48.36,26.7,30.67,29.05,25.41,37.07,33.31,27.53,33.37,30.57,6.01,32.34,17.03,31.47,52.08,37.8,12.98,8.32,56.24,8.11,10.71,22.88,20.59,29.43,29.54,51.84,37.14,28.33,49.39,28.4,46.43,45.25,0.0,58.47,10.36,26.5,24.85,38.35,50.01,35.37,21.03,15.7,15.98,25.24,41.02,45.07,31.14,15.6,55.73,32.63,27.74,36.78,49.54,31.25,25.4,26.73,19.23,30.48,27.21,26.99,24.19,47.59,54.44,65.71,18.52,47.21,,,,,,,1.26
,,,,,,,,200.0,60.0,3267.0,0.05,0.05,10.0,0.13,1478.0,1504.0,1427.0,1592.0,1519.0,54.3,25.64,60.14,54.15,48.86,64.01,52.62,70.46,26.39,80.52,80.0,53.51,60.18,24.21,79.07,71.34,0.0,48.29,32.71,49.5,32.93,8.75,70.49,86.41,47.24,33.24,76.82,66.71,0.0,75.83,43.8,73.94,79.38,55.9,86.5,45.97,59.33,42.22,39.12,58.19,63.17,50.92,63.12,53.38,8.82,60.16,30.7,56.13,89.69,71.43,34.97,8.68,86.42,20.23,21.62,45.49,38.89,53.9,52.3,96.34,68.33,46.79,80.39,49.62,82.87,76.46,0.0,98.3,26.46,56.07,45.4,66.08,87.36,57.09,39.04,43.28,35.05,42.92,77.76,73.33,43.19,31.19,86.71,66.85,51.99,55.04,73.47,62.38,42.5,46.98,44.51,57.37,50.27,48.17,38.83,78.68,87.19,111.77,35.09,69.83,,,,,,,1.2
,,,,,,,,200.0,60.0,1824.0,0.05,0.05,10.0,0.13,1446.0,1604.0,1615.0,1530.0,1501.0,75.42,32.57,78.89,74.69,78.61,88.24,79.03,91.06,42.8,107.17,103.88,65.89,87.75,30.74,103.41,109.72,8.71,65.57,53.1,76.2,53.97,23.92,89.87,107.59,67.45,55.4,92.03,81.41,18.02,97.47,53.59,99.0,99.45,67.36,101.73,63.99,94.16,51.43,59.53,75.88,93.3,62.12,86.14,76.49,24.22,78.22,46.51,90.65,97.53,99.51,59.97,17.64,102.15,40.17,21.37,70.79,48.73,79.08,82.1,136.36,88.79,73.59,116.86,73.84,112.91,92.65,9.73,136.31,53.1,90.23,68.94,89.79,101.04,77.43,62.67,68.46,48.35,57.23,111.19,89.18,65.61,47.87,129.16,90.94,72.05,70.46,98.69,85.0,56.04,69.91,66.21,84.1,74.72,72.31,49.6,95.7,120.65,137.37,50.61,88.72,,,,,,,1.12
,,,,,,,,,,,,,,,1484.0,1604.0,1447.0,1634.0,1544.0,77.41,41.19,72.04,71.12,85.66,101.73,88.13,97.57,62.81,105.22,112.69,73.15,95.76,42.74,105.3,109.97,20.08,74.48,55.37,97.07,74.69,37.55,92.15,99.61,73.87,58.33,86.59,75.15,20.4,105.02,62.72,86.6,94.54,77.88,92.78,70.67,108.97,74.13,72.17,73.01,92.68,75.9,98.12,74.56,40.67,74.01,57.31,102.65,97.68,97.66,64.39,29.94,108.03,50.89,23.87,62.13,51.13,82.03,80.92,143.42,84.42,85.56,116.99,94.57,110.71,88.04,25.15,140.01,57.08,84.76,71.75,95.0,91.08,83.84,77.69,70.8,63.76,57.72,108.2,93.19,74.83,62.19,132.21,110.83,82.14,74.64,111.62,108.77,63.22,63.31,61.46,80.33,91.63,82.23,65.91,95.24,126.78,126.33,66.04,93.09,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,84.0,47.8,66.16,72.2,107.49,110.87,88.67,92.48,96.4,96.82,118.05,86.8,101.33,65.79,106.49,113.33,34.69,86.96,62.76,105.35,96.07,48.48,114.53,98.08,82.02,65.91,100.38,76.37,24.95,139.15,72.52,88.14,108.41,91.68,99.06,79.21,102.75,75.07,79.5,78.24,110.54,98.43,106.86,82.13,60.52,92.21,62.02,107.76,101.25,97.25,72.63,41.27,113.87,66.12,41.09,63.41,53.82,92.49,91.79,150.8,85.81,90.98,109.68,105.52,112.59,98.93,31.59,152.07,70.86,81.36,69.67,105.02,92.97,87.94,85.68,72.44,69.29,60.9,104.61,103.82,74.97,78.92,138.49,123.47,76.97,88.16,113.61,109.0,63.67,65.11,54.22,95.24,97.23,95.94,84.86,99.04,123.77,111.92,67.85,102.47,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,84.13,68.7,75.2,93.15,98.5,82.15,79.71,83.4,108.29,108.11,100.78,85.44,103.95,91.94,112.7,113.36,45.16,99.08,74.59,95.1,88.02,52.34,104.09,98.74,76.05,81.22,106.19,64.79,43.03,137.23,64.8,86.05,124.87,78.52,97.84,82.56,97.91,80.44,86.91,78.42,113.16,101.69,95.47,84.1,67.3,96.9,48.49,104.08,96.75,108.9,55.5,49.52,97.44,90.71,56.88,71.86,65.49,79.94,96.94,141.16,80.22,98.05,79.11,91.05,108.58,102.65,49.03,148.72,65.32,75.11,84.72,77.29,108.24,83.82,89.59,83.39,55.37,59.89,106.47,97.2,92.19,74.11,131.82,142.55,71.28,93.62,100.12,101.3,59.27,61.33,43.31,84.53,90.83,94.97,87.98,94.09,104.64,103.12,59.97,99.63,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,77.89,62.8,60.98,70.39,78.25,67.34,70.05,64.99,88.08,82.64,88.13,75.68,100.51,85.11,86.5,101.29,39.28,84.1,73.42,79.41,72.26,39.58,83.6,74.06,75.51,70.12,88.77,54.9,47.95,105.17,54.97,63.49,101.84,58.69,75.92,67.89,81.72,70.78,78.35,81.79,76.18,77.22,86.5,73.72,64.21,86.42,47.73,78.65,90.85,90.84,57.03,55.31,76.75,71.02,44.58,64.16,54.35,68.68,86.57,103.97,68.2,88.92,65.63,86.46,81.88,80.72,57.7,112.44,55.05,61.08,78.9,69.06,96.69,63.06,84.2,77.73,49.42,40.57,85.69,90.32,78.3,58.96,106.69,112.41,65.38,91.54,69.4,84.77,46.09,59.0,58.99,72.04,83.56,89.15,82.71,85.8,90.97,77.16,54.32,92.87,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,50.36,41.0,37.18,42.79,48.68,39.0,46.38,30.22,48.2,45.89,58.17,35.47,58.67,54.58,54.64,63.68,26.64,57.47,49.86,47.61,46.47,32.76,45.05,39.64,45.83,51.02,49.35,39.54,32.3,62.96,33.33,43.29,57.94,34.28,40.55,40.27,45.0,44.06,40.47,43.64,33.45,45.55,49.53,46.02,43.36,55.73,26.78,43.88,47.01,52.26,37.04,38.08,47.32,48.39,34.08,43.13,41.32,46.82,50.03,48.05,46.98,53.2,34.29,50.04,53.67,43.46,37.52,63.72,35.8,41.53,52.06,35.99,54.44,36.27,53.71,53.88,33.34,28.97,44.89,54.14,52.76,40.15,62.88,55.18,46.9,49.32,38.17,58.85,31.57,33.51,38.52,41.79,49.86,55.43,52.85,56.25,54.66,38.94,26.34,55.31,,,,,,,1.02
