days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
3.0,16.0,6.0,48.0,480.0,60.0,5.0,100.0,200.0,60.0,1194.0,0.05,0.05,10.0,0.13,1519.0,1560.0,1530.0,1542.0,1508.0,0.0,5.81,4.11,4.14,0.0,9.31,0.0,2.89,2.28,4.51,4.4,0.0,0.62,0.72,2.62,5.21,6.01,10.0,0.0,1.83,3.96,2.88,1.23,0.0,1.16,4.09,3.77,0.35,1.73,0.0,3.89,5.84,0.6,3.24,1.1,0.0,6.33,0.0,3.41,4.9,6.26,5.23,6.18,0.26,3.48,2.7,1.07,2.46,5.9,4.02,0.0,5.12,3.99,2.45,6.08,3.23,4.27,4.21,4.75,2.32,3.47,4.46,2.12,4.44,3.69,8.07,2.26,4.44,4.61,5.34,1.09,11.85,4.73,3.8,4.02,3.98,2.9,3.46,0.36,4.91,1.54,0.0,2.96,0.88,5.12,4.38,1.25,0.6,4.38,6.22,3.42,8.37,0.25,0.73,1.11,4.16,6.99,5.88,2.48,3.95,100.0,100.0,100.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,1989.0,0.05,0.05,10.0,0.13,1575.0,1518.0,1458.0,1481.0,1523.0,0.0,20.24,14.34,15.65,0.0,32.5,0.29,12.61,10.76,16.26,17.48,0.2,5.7,6.78,10.58,18.67,21.17,33.59,0.0,7.72,14.75,10.56,6.75,0.0,5.53,15.14,12.54,1.95,8.06,2.2,15.85,21.22,3.0,11.85,7.68,0.0,21.66,0.55,12.39,18.41,23.17,17.74,19.73,3.53,10.62,11.49,5.4,10.47,20.14,14.86,3.08,19.49,16.05,8.18,24.11,12.42,15.16,15.58,19.33,8.75,12.56,17.62,10.05,16.82,12.62,29.51,9.19,15.1,17.09,19.03,6.25,40.53,16.79,14.16,17.0,14.86,11.1,14.14,5.32,18.77,8.72,0.94,13.63,5.18,19.32,14.37,5.61,4.56,17.07,20.75,13.12,30.54,2.13,4.85,6.36,15.59,25.48,21.72,8.52,15.11,,,,,,,1.22
,,,,,,,,200.0,60.0,1193.0,0.05,0.05,10.0,0.13,1587.0,1514.0,1492.0,1503.0,1532.0,2.97,48.9,32.84,35.65,1.12,74.41,8.35,27.62,34.39,41.13,41.69,10.57,14.25,21.28,27.81,43.2,51.62,72.34,0.0,25.98,32.79,30.49,18.62,5.34,18.62,38.59,25.45,7.96,23.12,8.36,38.83,47.15,9.48,24.78,23.86,0.0,44.49,8.18,30.31,41.8,52.12,42.92,48.16,14.39,23.01,23.23,20.25,29.18,48.68,38.61,10.73,43.98,36.75,25.94,55.27,26.04,33.21,38.97,43.4,26.62,25.6,39.67,19.82,36.82,32.75,61.98,28.47,38.21,40.7,48.53,18.89,91.93,35.77,28.61,41.51,39.68,29.25,36.46,13.91,45.16,17.13,7.12,34.12,14.35,50.61,34.3,16.83,14.28,39.07,45.34,30.58,70.17,13.42,17.64,17.71,34.16,60.44,48.9,24.8,36.74,,,,,,,1.26
,,,,,,,,200.0,60.0,1131.0,0.05,0.05,10.0,0.13,1608.0,1449.0,1538.0,1508.0,1488.0,18.98,77.74,49.57,59.24,15.02,123.1,8.64,48.84,58.59,72.07,65.79,30.38,26.9,35.0,54.74,72.69,89.87,102.07,1.83,54.57,65.36,56.6,29.88,12.91,43.47,62.3,50.06,20.92,51.37,26.43,64.03,77.13,30.53,45.34,50.77,6.2,73.41,19.17,58.65,74.58,76.24,73.24,83.59,32.85,41.28,41.06,31.81,54.26,82.15,72.31,20.62,64.23,65.15,55.76,91.5,42.31,66.34,61.92,79.56,59.45,50.56,60.85,36.53,59.93,57.91,92.49,50.96,61.76,65.06,86.47,40.21,148.65,61.75,56.62,73.63,65.81,56.19,61.1,26.12,75.97,43.44,22.66,54.02,26.3,90.08,57.78,29.97,38.36,67.53,60.42,54.06,108.71,20.7,41.25,35.18,59.63,91.45,80.59,43.14,64.46,,,,,,,1.2
,,,,,,,,200.0,60.0,582.0,0.05,0.05,10.0,0.13,1634.0,1517.0,1525.0,1541.0,1471.0,52.08,102.85,72.58,79.17,33.45,152.67,11.71,73.47,69.79,105.56,91.04,52.2,63.15,51.52,65.51,97.61,109.97,129.05,9.34,77.56,92.52,77.21,36.42,38.96,72.92,80.85,68.81,40.02,77.26,30.13,85.72,104.7,34.68,68.72,81.27,16.8,101.96,40.1,76.51,97.6,95.36,103.53,100.93,53.4,65.53,53.57,49.76,65.74,99.82,97.23,38.86,85.49,90.56,69.72,98.89,62.9,100.85,72.97,96.55,75.56,63.05,92.04,68.66,79.45,76.57,109.13,67.38,90.22,96.32,112.34,60.18,191.18,81.46,70.72,116.11,84.67,87.98,82.86,40.69,101.52,52.26,48.68,91.0,38.01,104.03,91.93,52.56,65.3,95.55,71.2,65.19,139.71,34.93,73.42,49.96,76.67,120.22,99.37,65.85,83.33,,,,,,,1.12
,,,,,,,,,,,,,,,1540.0,1556.0,1547.0,1488.0,1511.0,71.95,106.02,72.14,74.13,48.19,158.83,33.61,91.16,73.28,98.38,82.47,54.93,87.24,63.64,60.91,90.31,104.54,137.39,0.51,88.64,89.15,67.78,45.98,63.47,87.97,88.88,64.39,34.87,66.35,30.26,91.9,110.18,44.88,68.1,98.37,38.49,111.65,62.81,94.54,108.23,96.43,103.1,116.17,56.03,92.1,64.83,72.93,48.71,112.49,102.0,49.63,73.85,92.99,84.4,103.6,48.54,114.81,69.86,101.02,82.33,68.89,97.91,76.84,83.45,87.72,104.5,78.49,103.95,96.65,119.88,62.19,179.89,94.47,77.95,121.75,97.32,104.79,86.04,47.22,112.97,74.74,48.56,100.23,39.98,105.12,117.14,54.05,84.31,91.35,87.04,62.85,151.67,34.46,75.7,49.67,78.68,114.75,85.75,73.43,96.43,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,84.39,118.06,77.52,87.66,53.86,142.29,45.17,95.8,86.25,103.49,85.41,63.59,89.52,59.86,82.9,86.47,104.97,146.69,18.99,102.72,82.64,73.0,44.6,71.97,104.6,88.24,75.87,28.1,72.39,42.49,89.49,95.19,68.86,81.42,99.24,53.47,115.7,79.5,100.06,107.0,94.66,129.24,127.54,57.92,91.75,74.7,82.72,64.79,119.41,129.41,66.87,88.47,93.04,96.81,105.67,62.64,125.63,82.43,118.59,78.09,62.38,112.36,76.72,98.73,102.34,103.39,84.98,113.78,111.88,138.53,65.09,175.06,110.86,83.38,141.69,101.6,100.05,89.3,49.56,118.15,83.46,43.56,93.55,55.3,100.01,141.85,66.53,85.61,106.95,90.28,61.62,151.5,43.75,71.34,66.85,76.34,119.6,97.28,87.64,111.62,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,99.92,102.02,64.53,87.23,63.84,132.41,58.84,80.66,83.66,105.32,84.96,66.18,95.71,52.72,92.28,83.32,107.33,125.4,31.6,105.34,76.2,51.77,30.86,80.29,113.34,86.12,70.58,29.98,77.63,51.25,77.66,94.31,80.57,80.09,96.48,67.68,101.45,63.01,95.16,112.39,84.91,114.84,118.14,68.41,84.5,85.42,96.48,63.96,121.02,129.64,74.47,92.5,77.37,91.79,100.18,74.86,113.05,89.73,117.04,77.15,58.83,105.27,82.45,93.12,92.63,105.95,103.49,108.17,123.09,113.33,69.76,153.79,89.33,93.02,134.65,91.11,112.68,109.16,42.79,112.34,88.73,55.91,100.13,49.48,103.2,131.24,72.86,84.39,88.62,97.31,60.45,153.53,62.86,62.86,85.5,72.03,106.76,102.25,98.94,107.23,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,87.41,73.11,57.9,69.5,62.27,110.5,61.26,73.3,68.58,64.61,74.04,67.38,74.76,50.73,83.14,78.34,81.79,104.03,38.75,89.03,63.92,49.88,35.31,86.11,97.89,78.69,61.9,28.77,60.53,45.53,62.77,78.34,75.42,60.84,72.78,70.65,86.87,49.39,71.02,102.23,74.61,90.62,93.58,60.46,64.16,74.81,86.56,54.1,98.63,101.01,63.13,71.15,58.77,68.53,78.02,57.99,93.05,75.9,98.01,64.92,57.37,103.31,66.06,75.08,78.52,71.87,107.26,89.91,96.53,81.15,49.67,125.55,66.58,84.78,111.82,81.25,84.8,83.22,34.44,88.2,60.51,59.39,91.02,48.35,95.6,104.39,74.14,76.56,72.8,86.4,50.02,128.99,50.3,47.44,87.41,62.12,80.97,83.27,81.35,88.76,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,55.94,49.15,42.92,47.31,37.35,57.62,43.16,46.11,45.3,31.96,39.07,31.55,44.1,34.85,51.23,53.45,52.85,52.59,22.31,53.08,36.48,27.24,30.13,54.97,50.15,36.09,38.54,16.15,30.12,28.32,43.65,47.68,50.51,33.62,39.46,45.29,46.51,36.96,50.47,55.24,45.59,49.67,62.53,30.29,39.3,43.25,45.51,35.48,53.54,55.97,40.87,39.15,36.85,42.49,44.01,38.06,51.76,40.61,54.36,40.37,34.52,65.47,39.16,38.84,49.72,48.19,58.75,52.11,46.4,51.42,31.04,68.66,33.35,50.83,64.83,50.63,45.37,41.42,19.41,57.0,34.28,40.76,50.2,33.66,59.58,65.11,47.23,48.05,47.51,43.44,36.34,68.43,34.87,26.6,45.15,35.7,47.86,46.27,46.65,49.85,,,,,,,1.02
