days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
3.0,16.0,6.0,48.0,480.0,60.0,5.0,100.0,200.0,60.0,2468.0,0.05,0.05,10.0,0.13,1548.0,1569.0,1587.0,1614.0,1540.0,3.45,3.32,1.83,7.39,2.49,3.06,2.15,5.31,3.1,2.02,3.1,2.26,0.0,5.93,4.16,3.03,1.15,3.34,1.14,6.46,0.0,0.0,4.19,0.6,0.0,0.32,3.11,2.39,4.17,0.0,1.08,5.87,2.84,4.56,0.59,5.03,0.0,4.42,3.68,5.28,3.84,4.98,1.69,5.46,3.66,0.92,1.65,2.39,6.34,0.24,1.82,3.23,1.53,6.71,2.88,4.9,2.88,3.03,1.79,3.99,0.44,6.17,2.16,3.93,2.75,4.8,6.67,1.3,2.03,7.36,2.62,7.35,5.84,1.61,3.47,2.71,4.29,7.79,2.7,3.46,0.0,0.98,7.43,3.47,3.26,6.53,3.31,0.83,1.04,5.35,1.61,0.41,1.29,5.42,2.18,3.11,1.0,3.93,6.84,5.12,100.0,100.0,100.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,693.0,0.05,0.05,10.0,0.13,1612.0,1553.0,1587.0,1616.0,1482.0,15.04,14.21,10.69,25.59,8.31,12.24,6.54,19.56,12.59,8.33,13.6,9.47,0.0,21.95,17.69,12.85,5.73,13.89,8.86,21.01,0.45,0.0,15.44,4.64,1.85,2.35,11.97,10.45,13.94,1.96,3.79,23.14,12.91,15.6,4.0,18.4,0.0,14.79,13.41,15.76,12.62,18.32,8.22,18.83,16.79,4.95,9.29,10.66,22.75,6.31,7.68,14.21,8.44,25.02,12.93,17.87,9.32,10.93,6.8,15.78,4.11,23.36,6.1,15.3,12.19,16.85,23.81,7.98,7.26,25.3,10.53,28.32,22.45,9.17,14.06,11.38,16.99,26.1,12.28,12.14,0.0,6.69,25.5,14.54,12.16,24.02,12.3,2.7,3.88,20.45,6.47,3.44,5.2,19.42,10.25,13.21,7.1,15.59,24.05,18.25,,,,,,,1.22
,,,,,,,,200.0,60.0,1011.0,0.05,0.05,10.0,0.13,1520.0,1483.0,1576.0,1503.0,1555.0,37.81,30.6,29.78,53.71,22.4,32.11,12.58,50.57,28.47,26.34,30.35,24.54,7.56,48.73,45.11,27.54,24.48,33.91,25.02,46.44,8.18,0.0,35.23,16.92,14.6,12.44,32.01,27.23,33.01,9.16,6.57,49.74,32.58,36.74,16.11,36.87,0.0,33.43,36.14,31.62,32.71,37.88,20.97,42.71,39.97,19.24,17.11,26.5,52.89,21.93,19.13,31.03,24.18,57.43,32.59,44.14,22.53,24.52,19.13,43.87,13.3,49.59,15.48,38.28,33.69,39.91,53.47,20.69,19.22,59.13,28.23,57.2,49.33,26.25,33.25,27.53,41.99,58.57,31.64,27.35,1.39,26.45,60.78,32.75,29.86,54.12,28.88,13.95,12.03,44.23,14.98,10.24,16.11,44.3,30.35,30.21,17.91,38.87,51.29,42.13,,,,,,,1.26
,,,,,,,,200.0,60.0,212.0,0.05,0.05,10.0,0.13,1576.0,1539.0,1596.0,1530.0,1537.0,72.42,62.4,47.62,89.25,47.09,58.54,26.63,86.81,54.93,43.17,55.81,47.2,16.05,84.46,90.36,42.4,44.8,65.14,45.41,91.59,22.52,0.0,57.95,35.58,45.2,31.15,67.21,50.13,54.53,24.53,20.14,79.05,58.62,65.22,30.32,69.86,6.7,56.38,57.0,59.23,48.28,62.94,45.69,76.05,69.16,41.07,31.42,51.18,86.02,44.22,33.13,62.14,42.23,99.64,56.22,70.62,35.6,45.92,40.63,77.26,31.36,75.97,28.47,76.97,54.28,63.01,85.16,29.8,45.85,101.58,54.85,94.73,82.23,49.27,59.17,52.35,74.91,100.94,63.87,53.34,20.28,51.52,106.77,58.94,61.74,81.89,42.24,24.82,30.88,72.38,30.49,25.26,34.72,76.61,55.29,56.01,25.44,70.95,71.77,65.07,,,,,,,1.2
,,,,,,,,200.0,60.0,256.0,0.05,0.05,10.0,0.13,1581.0,1571.0,1545.0,1568.0,1526.0,95.03,98.85,73.92,118.86,70.89,80.4,46.58,110.69,70.32,51.46,73.45,69.73,28.24,114.41,114.18,62.32,68.14,92.14,59.82,118.27,45.93,11.79,81.05,53.77,75.49,42.24,81.33,59.03,79.24,52.47,31.67,106.06,75.66,72.81,50.03,99.14,36.74,76.16,66.56,81.85,71.07,76.86,51.3,104.67,93.53,62.75,43.48,66.14,103.57,67.19,63.19,85.66,57.35,137.03,65.93,92.53,46.43,59.14,50.5,100.25,55.12,102.04,60.24,108.96,68.23,73.16,111.11,41.78,73.59,127.2,75.01,111.71,109.7,69.92,82.63,64.43,104.37,133.19,87.97,67.5,26.61,75.26,132.68,76.66,72.31,113.25,61.95,35.51,50.57,76.94,57.83,41.69,51.12,101.22,81.96,72.12,37.27,87.02,92.55,76.05,,,,,,,1.12
,,,,,,,,,,,,,,,1486.0,1497.0,1477.0,1543.0,1638.0,100.49,103.06,74.31,129.75,71.35,85.28,49.8,108.61,76.82,62.62,75.27,81.6,50.05,129.43,124.34,59.37,76.4,87.76,71.69,124.09,68.03,49.98,78.93,55.02,90.12,34.85,76.91,59.44,81.0,73.18,41.04,110.94,73.59,71.67,69.15,96.73,49.33,81.98,65.01,83.79,75.68,77.36,60.99,108.39,100.67,67.4,59.97,61.17,104.75,64.94,69.65,85.24,67.18,135.92,66.87,87.05,55.04,76.18,64.59,95.76,78.67,106.06,69.4,124.5,78.24,74.24,105.11,41.56,90.37,132.56,79.64,100.67,129.74,78.55,93.45,54.55,97.57,128.86,89.71,76.45,35.21,81.4,137.95,76.97,81.26,112.67,66.48,42.97,53.78,75.42,69.28,55.19,58.24,89.54,86.86,59.46,45.23,83.64,104.12,81.18,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,114.62,104.35,80.36,118.2,73.85,88.37,57.27,114.15,67.87,63.76,90.33,100.22,54.37,139.92,147.01,59.77,97.96,96.04,84.88,133.13,65.76,78.62,69.18,71.16,100.14,39.65,83.56,78.65,93.82,87.59,42.72,118.42,83.1,81.45,82.31,108.8,58.23,91.36,84.74,95.16,94.37,87.32,76.09,109.26,112.85,80.2,61.38,84.98,116.56,57.12,60.6,101.54,88.56,151.92,75.06,104.55,73.36,94.07,69.75,102.82,82.61,101.21,62.87,129.13,88.81,80.34,129.53,51.86,103.15,137.53,110.36,112.62,139.89,100.12,88.7,71.55,110.21,143.49,91.3,79.64,43.1,90.93,146.84,79.27,91.93,119.15,82.98,48.51,57.33,70.99,79.75,50.78,67.97,95.64,91.9,66.98,49.38,86.85,102.32,87.06,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,106.16,92.76,71.82,111.93,77.2,89.04,66.82,113.39,71.47,81.79,97.74,98.97,53.92,150.71,145.04,76.12,93.65,98.07,89.07,131.35,81.1,71.77,60.04,88.49,96.38,39.87,88.17,70.27,69.05,93.57,52.53,114.8,81.8,88.52,96.08,121.53,64.52,96.8,87.85,93.87,109.17,99.79,90.11,109.12,116.62,81.99,66.27,93.68,115.96,57.76,60.86,95.88,100.63,147.4,84.5,112.42,86.42,104.45,87.82,96.42,75.96,82.38,46.22,113.98,101.22,83.5,124.27,67.33,105.66,120.19,116.3,106.5,120.03,93.98,102.0,78.27,114.57,116.53,104.92,90.7,42.24,101.78,133.73,79.07,101.27,109.17,87.74,46.54,59.32,85.6,83.0,46.78,75.38,92.12,88.74,73.01,56.39,87.67,107.19,88.8,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,94.45,64.7,59.9,96.86,65.77,77.41,65.58,104.35,76.08,69.81,78.48,84.8,47.61,117.31,105.33,67.72,80.58,70.05,84.87,100.69,65.17,60.66,49.99,82.74,72.06,39.32,74.52,57.29,66.21,65.24,47.57,75.83,70.52,70.98,89.66,116.79,62.84,79.66,65.08,74.16,91.62,81.06,81.0,96.2,83.68,77.49,52.85,65.99,104.58,56.86,50.16,78.96,73.8,117.5,71.74,96.16,66.37,82.42,78.46,80.14,58.39,73.83,43.74,86.23,85.75,69.06,85.05,65.76,97.79,87.59,106.54,83.28,81.78,68.7,79.9,75.75,95.16,106.43,95.11,70.69,38.96,91.59,113.23,79.2,97.95,98.29,72.15,44.54,50.73,81.83,71.92,27.31,79.24,69.93,62.41,59.24,46.39,79.62,87.24,79.02,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,53.87,40.11,37.76,70.39,30.81,44.12,46.37,62.4,40.83,47.34,41.88,49.49,25.75,63.73,55.56,45.61,53.78,44.95,45.59,48.92,40.22,28.12,41.72,49.44,47.08,26.66,41.25,30.49,41.1,33.3,35.78,46.29,44.98,45.8,54.85,70.51,41.22,56.64,38.98,44.14,52.83,45.06,42.28,57.83,47.46,52.39,36.15,39.46,57.34,47.71,25.04,44.98,51.82,67.18,46.54,49.52,45.77,54.68,41.92,46.13,37.67,47.72,26.03,55.92,50.95,38.07,50.54,39.34,59.98,49.24,59.91,39.07,52.27,46.46,44.67,52.81,49.0,69.82,53.73,44.64,22.04,52.92,67.27,48.02,52.42,56.95,40.79,26.68,27.34,48.37,40.48,18.5,47.24,41.13,36.13,29.74,28.47,49.39,57.42,49.1,,,,,,,1.02
,,,,,,,,,,,,,,,,,,,,14.16,14.29,12.75,21.1,9.42,14.81,15.83,20.34,14.73,14.99,14.04,16.18,10.76,19.35,17.22,14.12,15.81,14.83,16.23,13.49,15.25,10.68,13.43,14.56,15.65,10.9,14.17,12.76,17.53,12.43,13.44,16.22,15.99,15.08,17.85,22.07,13.12,17.86,15.31,15.02,17.71,16.37,13.01,16.57,16.31,17.51,12.21,14.34,18.48,17.26,11.14,14.66,18.39,19.53,15.21,17.81,16.92,20.91,12.25,13.65,13.62,15.45,7.13,18.52,16.87,12.88,15.73,15.0,21.27,19.17,19.72,13.37,17.94,16.08,11.69,18.09,16.71,22.94,16.22,14.79,7.37,18.33,23.22,17.98,15.24,18.72,14.12,10.61,9.15,15.4,13.7,7.36,14.99,11.72,13.08,11.73,9.95,18.7,20.15,13.39,,,,,,,1.08
,,,,,,,,,,,,,,,,,,,,5.3,6.43,5.09,7.2,4.04,5.86,5.58,7.01,6.97,5.97,5.3,6.66,4.41,7.53,6.57,5.92,5.77,5.85,7.81,4.59,6.33,6.0,5.63,6.0,5.84,4.18,4.8,4.4,7.44,4.96,4.33,6.77,6.97,6.44,7.1,8.73,4.76,6.81,6.09,6.7,7.51,7.14,5.07,6.44,6.91,6.72,4.67,5.8,6.33,6.7,4.71,6.03,5.9,8.51,7.42,7.33,6.66,6.98,4.24,5.66,6.23,6.03,2.43,7.08,5.93,6.56,6.77,6.7,7.43,8.14,8.31,5.68,7.47,5.81,5.73,6.26,6.42,9.98,5.52,4.98,3.63,7.16,9.48,7.1,6.31,8.15,7.02,3.8,4.81,6.6,5.57,3.37,6.56,4.72,4.87,5.0,4.12,7.06,7.99,5.83,,,,,,,1.18
