days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
3.0,16.0,6.0,48.0,480.0,60.0,5.0,100.0,200.0,60.0,695.0,0.05,0.05,10.0,0.05,1551.0,1549.0,1596.0,1622.0,1503.0,3.35,5.67,0.66,0.64,5.54,3.81,6.11,3.21,1.91,0.6,7.12,2.3,0.87,2.85,0.0,2.97,4.67,0.0,3.61,1.17,3.45,3.13,0.81,4.12,1.12,0.56,1.15,1.72,0.0,2.9,3.24,5.85,3.89,2.84,0.0,0.0,6.32,1.6,5.88,1.46,3.65,5.36,1.87,0.0,1.12,0.0,7.22,2.88,1.27,6.42,3.58,6.29,0.99,0.22,1.46,0.83,1.68,2.93,3.78,6.33,4.0,1.33,7.08,4.66,7.95,2.76,1.56,0.0,2.42,1.13,2.9,3.63,5.21,3.94,5.3,5.45,2.0,4.35,1.43,1.42,2.73,0.42,2.28,4.89,3.84,3.36,0.0,2.37,2.66,2.84,1.49,1.98,1.99,2.11,6.44,0.38,2.31,0.82,3.31,0.0,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,1362.0,0.05,0.05,10.0,0.08,1493.0,1496.0,1634.0,1582.0,1575.0,12.02,20.29,5.6,3.32,20.71,15.23,22.78,13.39,9.36,6.79,26.48,9.22,5.56,10.99,0.0,13.37,15.59,0.0,14.27,8.48,13.37,13.06,4.31,16.21,6.36,2.33,7.41,9.25,0.0,12.34,11.98,22.65,14.62,10.4,0.0,0.0,23.78,8.42,21.48,6.8,14.97,19.65,8.97,5.03,6.65,0.0,25.62,11.79,6.47,23.62,14.88,21.63,8.06,1.12,5.8,4.71,8.31,13.1,14.67,22.58,16.56,8.79,25.27,16.59,25.22,12.67,8.87,0.0,10.0,5.41,13.96,13.62,20.12,16.14,20.32,21.21,8.99,17.13,6.76,5.38,11.63,3.51,8.9,16.58,14.33,12.37,2.57,12.05,9.76,10.38,6.19,11.05,9.0,7.72,22.9,2.68,10.6,6.06,15.0,0.0,,,,,,,1.22
,,,,,,,,200.0,60.0,1501.0,0.05,0.05,10.0,0.13,1458.0,1489.0,1482.0,1576.0,1494.0,27.06,48.12,12.03,15.7,50.72,34.78,50.1,37.42,25.58,25.18,60.76,26.9,17.05,26.84,0.0,34.45,33.58,0.0,36.49,32.46,31.76,27.94,14.81,38.55,17.75,12.43,20.03,25.24,0.0,28.76,28.74,54.68,36.17,21.14,0.0,2.94,53.0,25.83,47.27,21.65,40.23,46.03,24.72,15.89,23.31,0.0,57.17,30.7,16.02,54.46,35.13,51.15,28.14,6.07,20.25,18.12,18.69,28.51,32.94,48.57,41.92,28.45,53.83,33.61,58.55,31.35,21.28,2.97,24.89,17.77,33.0,35.32,42.29,37.4,48.98,51.3,27.1,43.41,19.52,17.72,29.15,20.94,26.3,41.76,33.68,24.08,15.05,29.59,29.0,30.07,16.87,33.24,23.48,23.73,55.45,12.81,25.44,20.19,34.45,0.08,,,,,,,1.26
,,,,,,,,200.0,60.0,921.0,0.05,0.05,10.0,0.18,1621.0,1599.0,1588.0,1483.0,1520.0,47.82,80.74,28.91,47.21,81.11,58.66,83.81,67.69,59.79,45.17,98.75,46.5,39.32,55.95,20.29,66.55,60.14,0.8,58.6,64.66,51.23,46.25,30.66,63.93,32.22,31.97,45.08,51.21,10.26,47.15,58.86,96.55,65.15,43.0,2.12,12.11,87.06,48.46,73.26,46.69,74.23,83.66,48.49,25.14,31.59,0.0,94.22,54.18,23.75,98.8,53.32,86.97,54.02,18.36,43.11,42.48,38.71,42.79,61.53,67.22,67.96,53.19,83.28,56.72,102.01,56.32,41.21,6.89,45.67,37.82,57.39,58.78,65.14,62.56,77.64,73.85,50.63,75.99,50.34,42.17,48.38,40.72,49.65,74.53,60.43,41.32,33.82,60.1,51.71,57.27,23.23,62.24,47.31,42.32,78.83,36.7,46.26,31.37,57.44,2.79,,,,,,,1.2
,,,,,,,,200.0,60.0,904.0,0.05,0.05,10.0,0.23,1459.0,1510.0,1459.0,1554.0,1599.0,68.31,101.28,58.49,76.3,109.16,79.98,104.04,92.72,77.88,63.05,124.64,60.94,63.84,73.76,46.69,100.31,68.96,17.9,69.56,75.42,69.26,64.06,42.25,77.5,36.45,40.81,66.42,69.93,33.3,83.04,95.22,119.03,102.46,58.09,12.19,27.45,123.57,57.86,96.25,75.75,86.31,107.06,55.44,38.77,40.87,9.41,120.97,58.27,30.33,136.61,70.36,110.95,92.1,34.18,68.66,69.8,64.67,70.71,76.82,93.26,80.58,74.18,112.29,73.84,122.98,65.59,69.71,20.69,67.76,53.86,85.1,77.65,82.09,75.76,106.88,91.4,72.55,104.25,75.48,70.15,52.82,52.47,51.24,99.16,89.86,59.06,39.69,73.35,66.8,83.47,35.39,91.53,70.67,56.15,93.27,70.97,58.57,52.02,75.47,14.34,,,,,,,1.12
,,,,,,,,,,,,,,,1534.0,1574.0,1536.0,1536.0,1543.0,65.37,113.01,77.23,106.6,124.59,77.92,108.26,91.76,81.1,61.18,114.07,72.03,67.98,76.53,39.61,101.97,88.85,37.97,63.87,81.58,82.39,68.52,47.64,76.15,33.29,51.5,70.25,79.8,41.77,90.06,117.09,104.22,103.67,63.08,20.51,36.55,127.4,59.61,92.65,74.41,92.78,108.78,61.45,57.24,48.96,12.92,107.27,79.09,51.08,139.8,75.42,116.39,94.58,47.73,80.42,81.27,57.83,63.8,74.0,96.73,78.64,73.69,125.83,82.43,106.01,77.92,76.45,36.37,73.45,61.5,96.28,63.79,79.29,88.35,108.68,90.25,85.99,108.35,83.97,72.4,44.79,72.14,46.48,93.84,90.25,66.0,61.25,80.84,63.39,82.77,51.69,88.46,78.97,70.47,83.83,85.02,47.12,69.89,91.97,32.74,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,77.66,120.4,85.9,107.52,122.08,84.45,133.03,86.13,85.78,80.44,109.69,83.75,66.87,85.67,41.71,99.94,105.19,53.57,69.64,86.74,88.19,77.09,68.2,97.32,67.27,66.72,88.92,92.54,39.34,91.2,125.02,117.31,124.42,69.57,41.41,49.04,134.75,66.55,95.27,98.43,96.76,97.82,63.52,69.92,54.88,0.0,99.74,88.24,71.99,152.24,74.66,129.47,95.39,58.47,92.39,100.42,58.46,58.85,107.51,110.69,97.19,71.26,129.22,84.96,119.72,66.6,100.42,56.48,68.72,78.07,116.22,82.73,84.2,98.11,109.44,93.86,79.92,103.99,101.59,66.79,45.81,88.29,45.07,90.63,90.58,82.28,76.58,86.82,69.67,99.49,71.44,82.34,90.15,65.05,88.48,92.41,52.4,72.01,104.86,32.57,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,87.96,106.91,94.08,96.23,108.48,69.13,128.75,78.91,73.37,82.27,110.75,90.49,66.4,82.36,42.4,111.75,94.19,72.67,87.21,80.37,84.1,89.69,69.06,116.32,78.72,65.39,89.29,94.8,42.43,83.07,120.61,130.25,118.97,85.19,57.32,48.6,119.51,65.58,93.1,98.95,90.18,105.04,42.98,76.5,70.29,4.64,106.41,89.57,73.64,138.02,76.79,109.53,96.28,69.56,108.67,92.59,58.23,52.36,97.44,90.16,99.86,67.36,139.75,84.45,117.18,72.86,106.72,43.73,63.83,79.36,110.38,87.6,83.32,96.77,110.13,96.09,71.59,94.57,101.31,57.63,53.23,95.77,62.93,91.69,84.07,80.92,80.92,103.89,63.52,92.83,77.93,68.62,91.86,83.79,84.92,84.43,62.45,85.74,105.54,40.46,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,79.04,93.82,90.05,79.56,89.64,67.79,96.2,83.03,63.45,69.1,83.6,75.09,56.76,76.43,44.6,101.59,72.96,63.63,74.04,60.89,67.91,81.29,44.72,89.53,74.1,50.73,80.83,76.32,58.16,70.44,96.67,106.99,85.72,64.98,50.36,51.86,83.68,70.79,80.5,80.07,77.35,94.27,28.52,53.11,61.79,15.76,82.56,80.96,49.71,96.14,64.93,89.6,77.69,58.96,102.32,73.14,59.0,51.45,89.54,64.46,66.19,57.93,102.39,87.59,91.63,62.71,84.03,41.83,45.64,65.85,95.7,62.77,73.83,86.78,86.87,82.47,61.75,72.5,78.92,53.04,45.93,76.9,70.01,80.61,65.44,60.32,67.47,84.11,65.03,80.83,58.45,52.25,72.64,62.11,60.48,53.46,56.55,68.83,76.27,41.94,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,46.71,55.86,56.37,42.69,49.44,42.32,50.36,53.1,45.41,31.19,49.38,47.41,40.99,46.92,21.99,53.89,43.84,34.55,46.62,34.72,44.2,49.96,28.76,53.69,52.41,35.29,50.36,38.66,38.18,38.39,55.24,61.74,51.35,44.35,29.58,45.14,51.22,46.93,44.83,42.48,47.69,51.03,27.42,35.1,38.24,20.9,43.11,44.39,34.96,60.93,39.58,50.15,48.82,34.31,56.13,44.33,35.36,24.38,62.45,39.97,39.81,32.01,51.18,52.67,47.89,42.88,48.08,29.95,21.27,42.88,59.83,43.2,42.11,55.98,46.98,48.19,39.04,39.33,54.11,35.03,35.19,52.49,45.88,49.68,34.84,38.34,38.56,47.91,39.51,47.9,38.48,37.45,41.32,36.91,40.21,34.67,34.83,41.22,46.53,23.01,,,,,,,1.02
