days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13,D_14,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price,energy_offer_price
4.0,16.0,8.0,64.0,480.0,60.0,15.0,100.0,200.0,60.0,1480.0,0.05,0.05,10.0,0.13,457.0,456.0,439.0,437.0,425.0,445.0,458.0,466.0,451.0,447.0,442.0,437.0,469.0,434.0,433.0,1.3436867692889982,0.3478776129307142,0.5643330184749071,1.0770581333301124,0.1168803872408291,0.2967743082974595,0.0,0.0,0.8408418321058939,0.0,0.624563932435485,1.2912213620789843,1.4310966764381683,0.622166964704056,0.9805096914500556,0.674264653942616,2.420273662990597,1.2306864077016952,2.1979068779820747,0.7936101963267572,1.8261785951944176,2.890289254669013,0.936604431370412,2.102952240652183,1.0895584887097007,0.5991452045083605,1.3763020083984476,0.21676056621031,1.385994733927596,1.1931578082535843,1.0805431792217028,0.9415908568227722,0.6784149575330498,0.3259083744271847,1.6416759372960423,1.3562476077735033,0.0,0.0,0.8969810753313963,1.3617754158173163,1.0171598142297702,1.067696552075238,0.7440590315268123,1.253801609008519,1.7108850061655816,1.541801947523873,0.0,0.0,1.3251076595382418,0.4132459688565861,0.7872572842595551,0.9201241796505302,0.5968959787017551,2.0595545418754373,1.2086389741414172,0.0,1.21582206362573,2.2410453883389416,0.9769490818107368,0.4110799907298105,1.93757440193584,2.255907605513653,0.0,0.4959370300007784,3.295289214604922,1.5107185484807388,0.6057772430097519,0.0,0.9320404208791132,1.879702105583711,0.5879309813117768,0.5079756025047673,1.9244005547524736,1.6482039066787004,0.0,1.5537826685025231,1.0153636736971126,1.0760965694088962,0.0,1.2977678009804072,0.525213948599651,0.383730801529523,0.1947984655434117,0.9039808143203346,1.2965743904607323,0.0,0.264209057827829,1.3582850597036429,1.6973812992903925,1.2324746827489468,1.170585198036996,1.5251827816500023,2.2029040206242136,1.8878710889593973,0.0,0.7332108994118312,1.8061857848307443,1.7386816631512645,0.5014676657912909,0.5296191010863505,100.0,250.0,250.0,0.95,0.95,0.95,4.8,0.0
,,,,,,,,200.0,60.0,434.0,0.05,0.05,10.0,0.13,436.0,459.0,445.0,444.0,447.0,440.0,451.0,452.0,466.0,436.0,448.0,450.0,455.0,475.0,450.0,5.359587756025867,1.4437393026788068,3.3026088090300707,4.476897816625207,0.8902262396619403,1.5876685912704462,0.438121080217301,0.0,2.638600151395633,0.0,4.003774762900173,4.636479408943205,5.557619725968124,2.6005790328034637,3.8270287936277887,3.307364363872709,8.526415354875075,4.376847319864008,6.909846924104314,3.4949696734755937,6.054397656488147,9.828493164074777,2.8156309650126725,7.1903973275020086,4.091416234733409,3.067914703241396,5.396408594882768,1.8667187851521645,4.7733810975589215,4.811717024165462,4.143161685699076,3.538599000493532,2.8049129871767047,1.8236079783168264,6.246684297245371,5.151860598195432,0.0,0.0,3.027790480832757,5.219486144410238,3.1505410172942665,3.80231316726386,3.541656205789322,5.183335903184588,6.371751036976493,6.33963646956947,0.6807630476130773,0.9403610149048108,5.673416130949664,2.1313695192340365,3.312920934426314,3.0740188248628435,2.964403237030405,7.6017592450229134,4.894816204777857,0.0,4.611139561261755,7.901610169329732,4.606733739181621,2.2085652829734146,7.095006336183189,8.464864250622888,0.5582434963748439,1.7586960197849129,11.198887322285128,5.042822923505505,2.852096194531695,0.0,3.567467454199487,6.974416945762652,2.991057100896377,2.377393675316141,6.909016279652988,6.524038419687494,0.0,6.00846235107137,4.49814583042129,4.018787613293698,0.2603766305178783,5.233831324299168,2.5970918272182617,1.584474995241917,0.8279232817344555,3.255805274683458,5.093361951663416,0.0,1.5694420752334857,4.669198325300627,6.2491866060239945,5.032787799761758,4.647528289801803,5.861614092559544,7.882960052878358,6.598411170339075,0.0220516997336646,3.2849846328307004,6.75458322266287,6.523225527759553,2.266692421625896,2.710786132122406,,,,,,,6.1,0.0
,,,,,,,,200.0,60.0,1175.0,0.05,0.05,10.0,0.13,463.0,463.0,467.0,437.0,448.0,467.0,448.0,444.0,437.0,429.0,475.0,437.0,418.0,440.0,447.0,14.40808670504002,5.713230855639448,11.245055498730846,11.41891660601114,4.403188744479351,4.735518196132324,2.395239320814534,0.0,9.83496186692078,0.0,9.677838150961112,11.675112804245805,15.021468832322087,6.597288292675168,9.1794951132432,8.791969240495218,18.936242814158483,11.251981514258098,13.230347111437371,9.289318071720214,13.53621691724851,24.096876716076853,6.700168772224284,15.47303889495454,10.930019802630508,8.643619112793798,12.607034879266802,6.046235016882751,10.241577875115864,9.980168830822151,8.972690126909518,7.782614754577254,9.102830475503538,5.022313408248422,14.259574373020117,10.943946420777412,1.1443457652750475,0.0,7.334143665162529,13.161655669242938,8.679231262272468,9.83836571202014,9.309103813942494,11.32387119579602,15.622697991298818,14.85575002977562,2.3235000504037884,1.931995278549874,13.223487051641545,6.084241257620009,8.60460428300404,8.816482231676188,6.810762085762374,17.027837722296198,10.358610742173973,0.0,11.45995856142001,17.862312866558206,11.765334030257776,6.647839734840682,15.970455649574296,20.618264380275846,4.223289420382205,3.806136447586893,25.57559844696094,10.817997598446432,7.868618974018176,2.556969666375115,7.62665909094662,16.825991174103752,5.89664276707823,9.002730244438538,15.289630707893531,13.008232372143896,0.0,13.13149828659804,10.41257477932052,8.321089953973743,1.5431192388495052,12.82126372615635,8.550915241712149,5.037269442214633,2.5497715283630296,7.55257397146827,12.140764560834024,0.0,4.447418435595042,11.09976545572942,13.881606653216354,13.41257344633328,11.082211827625386,13.650229098638915,16.309325255213338,15.097953846060005,3.757760007284189,9.525117974968577,15.04440244713921,15.72332615930018,7.204724598841398,6.146082149347709,,,,,,,6.3,0.0
,,,,,,,,200.0,60.0,602.0,0.05,0.05,10.0,0.13,437.0,464.0,440.0,470.0,437.0,460.0,453.0,450.0,436.0,460.0,471.0,454.0,450.0,454.0,434.0,26.19785835780511,11.569191465069004,21.537989884819392,20.25067499027678,9.507042827859053,9.25013063007833,8.203403553412299,0.3592630388774132,19.75947192845237,0.0,18.61747172353205,21.86993744592734,23.21610892442583,11.079088937193204,15.69179931697368,15.65137151708691,32.64384979176935,17.01652417107519,19.93724051255328,18.81906803742816,22.6672448999202,38.803918316790686,14.008033712431804,26.53131035449056,21.219287543724832,18.16644813783188,20.73847160601095,12.486472084953691,17.13870838597185,19.55601030584834,16.64721770971461,14.685423242373624,12.655995915862691,8.307624511382002,25.646222169353468,19.5770469491771,5.283266800340004,6.944737539107701,13.476724247083052,23.19579301295911,15.47042696178643,17.744749771184964,18.78214865044742,20.51960228303607,26.313674813816657,27.04021244430561,6.408115258864396,7.421795840192518,22.9585045164767,12.39534027098325,18.11552397660961,18.305302704190588,14.032999087954645,28.944071549840533,16.656760213785056,0.0,21.307895888766755,31.433317817758944,21.85197849609643,9.572930628514277,26.307806934621915,35.079327777741675,10.335659223159386,5.82083760817811,41.0666467289938,18.824290270967325,12.772446412695428,7.851553434859701,13.814241752294745,27.750812037661163,7.691151930561407,15.65057963756852,24.38166816514547,20.116711953830823,3.23076774314408,23.741746975626683,16.25218084707215,13.935975316580498,5.643393454162679,21.800626331281244,17.204744958960926,9.8956011301658,6.7151255446052165,10.877343411451989,23.02389762455995,1.6669858328614413,9.468244591020694,19.055847335735237,26.7382421168589,24.59880441891193,20.55552619962685,23.52007441519218,29.114254511000816,25.60661879579843,8.03196515228429,16.32458898994515,25.69682786869467,28.338143870506656,10.721863167376997,13.743752747670516,,,,,,,6.0,0.0
,,,,,,,,200.0,60.0,1035.0,0.05,0.05,10.0,0.13,438.0,446.0,445.0,454.0,462.0,450.0,447.0,443.0,426.0,472.0,456.0,443.0,429.0,445.0,445.0,37.652964946655096,20.0967777893939,30.045282856037552,29.38619983360492,16.885109626838236,13.512523292969608,16.95124002191679,7.225845802925787,26.37617889146132,0.2456089418321316,20.473116056103997,26.31835018706176,28.12407505035531,18.12946952751836,27.474285138170824,22.045802128616398,45.57981668725408,22.71152324904448,24.480520598635287,21.667927015480227,25.593045040132637,47.2670596708724,20.5130891834065,36.86581192865129,23.749971879470184,24.59489577834787,30.986136142942723,18.038513189019888,25.88527846804552,29.50373659535404,24.605973010822822,22.62745386191145,19.61905403707835,14.942639448679651,34.91300054951216,26.025546789759403,13.28113580650172,11.063393102159663,23.16455929340932,29.395250518064564,23.76952572315459,24.5565062483287,28.520714859528184,26.258068850399383,30.5919340677515,36.31082646094242,14.688745535820722,14.633484966975669,25.36714898063801,16.233322446253815,25.756392468747254,24.16874115999271,18.778576461588187,41.27485945050896,24.983384380384383,4.532814414386571,29.362438267084023,38.941182540639566,29.5693039260848,16.653825809973917,34.536418268298455,44.212035489715454,14.40509951762474,7.594077689163617,54.94368139714949,26.77014287721734,18.056886406349765,18.784758922068885,23.250400851791134,36.59408648065197,15.0158884363631,21.4379173524427,27.03273035645509,28.91456813515903,11.773741037090849,31.092222244707955,22.916011573509245,22.519212322008507,10.050011327100478,26.57533978177578,27.42248322767348,15.796053773652558,10.993798966018472,15.383754669971422,29.21015622052539,6.92660106418102,14.12486217384512,26.609629243383733,33.06229990935735,31.241292766843458,32.275435062440025,28.99133366976125,42.61522406782448,29.698982200676987,11.98187481167401,21.60818115205903,36.46709611053768,40.76542364524503,15.267313252189616,18.62108034168658,,,,,,,5.6,0.0
,,,,,,,,200.0,60.0,822.0,0.05,0.05,10.0,0.13,447.0,446.0,452.0,441.0,443.0,456.0,449.0,432.0,459.0,451.0,448.0,446.0,436.0,444.0,445.0,42.275431134832886,22.58653573543223,30.18786044783201,31.529019858315102,16.530657537154184,17.94631073389353,23.72059018709891,9.417484545668572,28.372023619404462,2.8843119516177174,26.182767937762883,26.75406862946107,29.91687931894377,22.2222481944156,27.830214577121037,26.70156078696037,49.089381664317486,29.3613969657078,29.189009208257104,23.693488208087423,24.70271380917516,48.06569280892923,19.45160891871585,39.9870781944616,24.169072444355425,27.75959386489852,40.076465075034726,18.52728642405667,27.687289042619387,32.95778738723765,31.814333012062264,26.851172052403378,21.81995647566538,18.91215224641894,34.8582419799473,24.90642071340688,21.360137204132755,13.692939121084471,27.547406952198,31.60747050238488,28.495268282179737,24.41631086127125,30.614599851417577,31.1688039133406,31.13581401300418,42.39562644145823,16.907412729866234,19.67281585749972,26.033190434448414,18.90319548428307,22.690715503465675,27.92485949674691,21.595696897187857,39.29735911853575,31.388139722899563,12.207036887304625,29.3861316948726,39.28095771693767,33.5841996913192,18.888956441243625,32.81801787129013,42.77975334024067,18.89406151629091,7.841136214593792,57.907125644987694,36.62996023711647,22.299304358313087,23.899800812964006,25.14558310844564,35.92724134973496,17.8053334981082,19.788280415487293,28.983135918239004,34.54397282959305,15.463998542408229,32.71428442704192,25.18787132288613,28.57174109536923,11.534939646189624,30.257848378664637,30.796535717600715,14.411275287686935,12.291077370328733,22.45530393482253,35.85751990904396,13.266439067448555,16.80558504922684,25.040759316548318,32.9661634578248,28.3485968909915,29.71584018935396,34.71270095784984,39.25792254357486,23.88147410753182,20.171882227198903,27.44467618014292,36.725665743381214,39.88937398620814,16.417605572743245,17.557304863706,,,,,,,4.0,0.0
,,,,,,,,200.0,60.0,989.0,0.05,0.05,10.0,0.13,466.0,442.0,448.0,453.0,449.0,455.0,460.0,443.0,435.0,434.0,444.0,434.0,439.0,444.0,442.0,41.56793061841984,20.51701927083872,27.99050407417147,30.499761681517423,22.74125965128757,23.33336322916618,28.45818207630302,14.31961153633597,29.821926380616222,6.522434517209851,26.666745623437308,31.35730934607837,31.931462145595894,22.59283567023748,30.93371004301411,31.24433145359095,56.118327968102186,33.252526356348284,31.69134285039357,29.342191074522816,27.75286688383899,50.9773400935492,25.85986998523628,43.37363018955196,26.979028333023543,32.703272242319514,50.07000887298621,19.33795458314401,28.192015683655416,32.951966455642854,36.594226045461255,30.675799277489094,24.62665636824432,20.21255293394207,45.56023853030811,23.234231586560213,19.464645826786608,16.990223296845848,27.333927458282314,34.4693322455347,34.86097252001512,28.78107364604185,32.63655929324275,32.27294888097284,30.04740238890474,44.98376678152898,22.149760669980783,21.814252741383616,28.900726168683462,16.55396570428038,24.209872159305085,29.91844976301589,27.215114399584827,38.76755103045652,35.43325214725084,16.59641341741617,32.32143238226432,48.92307696203791,30.990543131157565,21.39430271413809,38.01954999307178,45.20252740714152,23.360487485250648,10.463627679553191,58.52486210527309,37.59222177425448,26.96271631239496,27.792262177533075,25.645914031750014,38.85002059126296,17.72650926228784,20.138771719010915,30.393723416665757,35.3835262039886,22.495234375463685,36.582646038504805,29.37526340508644,28.55699009439766,11.390975741646578,26.708631279898643,34.19223884132062,19.18051056280437,21.28747763843515,30.28519065473221,39.48729810266349,22.27529565358164,25.25966439455587,28.98397120484358,35.8869189135218,29.31571508196458,30.060105954200147,39.76150483572595,34.40409708284457,26.88388689650684,26.82163451175185,29.06747968432543,41.822867921358096,45.39916500882328,19.446961496056023,17.841370582938374,,,,,,,3.7,0.0
,,,,,,,,200.0,60.0,467.0,0.05,0.05,10.0,0.13,442.0,437.0,444.0,452.0,462.0,438.0,435.0,448.0,452.0,451.0,451.0,446.0,452.0,443.0,453.0,37.28791327719508,19.715572129022565,26.641667939047675,29.47934486605049,21.14494594891385,29.025586632717875,26.35556430605907,16.866690168847747,28.804863296077176,11.692938084910017,26.966373367934423,31.2574708913698,29.400781364898457,27.34960008592616,34.103969367005455,27.212321663788934,50.47899674148727,29.32075198986072,34.43119710612449,31.21408836654028,27.735455538563333,44.07623957175888,29.141672050152444,39.74364203942697,26.458340100284367,32.268702733561064,46.86953739228467,25.23384206084316,24.410170519154654,27.474513967049223,32.17595728140408,30.581665823087487,29.37891375750556,19.064582541601805,42.358904305675786,20.77405430203049,16.044807782271384,17.514576411394113,28.861658162905407,30.792046228189456,36.99633060901441,31.934720882527973,33.08067223506243,36.780080587364886,27.006731861958283,39.8332251273208,21.361237932807608,22.85185583569598,29.29548738898737,20.77578748568838,22.675494952036654,26.6289053325692,30.98220771856817,34.10415972126348,31.828893073068656,19.40100833204372,37.51798208836214,47.09157348915336,27.99544366194819,24.43483945359609,40.32119522936305,45.90560665240525,22.3636584840532,15.10863439079336,45.72076134551792,33.21311594278024,23.45280031160973,23.33798432931776,26.92959121149879,40.11008378573393,23.24366175536903,23.04161733473859,29.47411716543594,28.874897641579786,24.65457385888838,35.64541643879206,33.4325737144173,21.07377810827751,16.18556133909812,20.82095852069769,32.62987940252486,19.32016457408054,20.86793610036828,27.71630666628161,36.91001415074089,26.689742334085068,23.00377660125961,27.428495874858083,35.280846274277366,24.919793627716444,28.485799659530176,36.60020608572261,29.13649166624602,25.01823239389975,26.317805158173385,31.874672398094745,42.57336718963465,46.65130043827854,23.047522136164936,13.272141302901856,,,,,,,3.8,0.0
,,,,,,,,200.0,60.0,1081.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,28.80024145129587,19.2290325407897,18.461084247643296,26.038404778577892,16.023847442496184,24.54481300473975,20.44759904245973,14.598512649032036,25.739416311311658,13.31282504875164,22.561662363243123,22.710153613899227,19.625941480895296,22.31357255941375,29.21620773757305,19.84837197785336,36.94606788368739,27.672367092623663,27.944790317423752,27.39879432818396,21.377977558558214,34.39904163629721,26.0468605152178,30.65976453466184,21.507583475451,28.784914852610545,37.9020110762466,21.41515335941581,20.49713537886541,21.891171126954827,25.325802085614384,27.913992192445225,22.502194889588303,17.1626310744993,31.41834301712195,21.10101144365048,16.810784061285506,19.30956883527352,21.869712923223545,25.623556980825835,31.41260721201295,22.570944798371585,26.675486206277377,33.02725160635639,23.245222198331035,33.632879044229334,20.562745160624704,21.372197262230443,26.44561252708371,19.927105051410585,17.216880918794935,20.13848977186776,21.64993370816358,28.94529311835009,31.45734356156396,19.33559091288769,24.989870280290376,34.96785417056057,22.5450431711644,23.14076907767097,32.071177407743924,38.662047264033625,19.423711493842973,16.292882567468514,37.02810058947902,27.7747918067201,23.948135429045514,17.75617452686551,26.086618821087463,28.098404798190103,17.563617359044425,21.09340402358374,28.33540297576249,23.57487169114743,22.948043214119227,28.09396671243622,26.235579192215187,15.703797201538457,15.932136609324049,18.98948796392487,27.348101715695243,16.74259824111784,20.989938326014236,27.345129555219096,33.1545852732818,24.273299500447592,22.921117420732788,27.147173083568436,28.84125639166381,22.52671026123952,27.130706894399538,29.585808496056607,21.85850651015226,19.71029862719187,19.8902122553511,21.01765269407527,33.51766718321879,36.32291105207895,17.716305490440142,13.032145326069694,,,,,,,4.5,0.0
,,,,,,,,200.0,60.0,284.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,16.343736317048293,13.0320661062981,13.318417034312644,17.09611540933617,11.022743230673417,13.932667480549432,11.77329774746492,8.359297257978348,18.146216453064024,9.345968458125215,15.575902129534327,14.78619834673226,9.104155344194057,13.22818877121398,18.04549387134892,14.334458455484716,20.676957447906965,17.25345546094884,14.475178669910877,16.76353913061867,12.252207790655604,19.232681128054384,15.891212908502888,17.31882775702459,12.998717933371566,20.042182317678066,21.775738938803613,13.747146061994275,12.906123188445251,12.74582130548361,15.860208200123491,17.29604582778334,13.379046617616664,11.51759497281214,17.842950542667634,9.058346271994786,12.0504953856855,12.944049555720085,13.358306570028486,16.734696029673938,19.68867668787389,14.560194683691634,13.246446663180055,16.61972629940443,17.5616889514585,19.045163155121607,13.22553132598033,11.397594174995495,14.66168260428274,12.948351081463622,9.483009162198142,12.624668996126358,13.61236226355183,16.19203042636286,18.985137788379014,11.201485697024868,13.600321344875343,17.869301403186977,13.39072493427508,12.808064617197662,16.817436407677206,20.75899592984232,8.336185640956828,13.543214086314284,22.778701027487056,17.48258957041881,12.938316108401724,11.78990062498383,16.82606899103941,14.747452568341796,8.461245985626249,13.686881317947645,16.249536895696206,14.498325403032895,14.45177368195124,16.089040399544444,16.153566132157415,10.133875251769394,10.186411622107878,11.66297419791942,16.582538984707003,8.894572714619454,12.553106178637352,16.464266842293142,19.291757978597246,15.0324163035419,18.407705885802287,16.453869850155378,15.264660536055986,12.497906677932493,15.11226797374016,17.056243200882555,11.859918526922298,12.04466435923589,10.121771650733292,13.01261787509715,21.960984377068097,21.80529314600173,12.067868275181784,9.277245810074248,,,,,,,5.1,0.0
