days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13,D_14,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,15.0,100.0,200.0,60.0,1440.0,0.05,0.05,10.0,0.13,445.0,449.0,440.0,433.0,438.0,469.0,438.0,445.0,446.0,441.0,444.0,441.0,440.0,427.0,454.0,0.8389389303941622,1.7118790875550212,2.6112968904551384,1.1624572848251593,1.4456845338304456,0.5380791196577687,0.965111587638758,1.7781568726614876,1.2909408836713738,1.1134856806259348,0.5035751474050149,2.2761606529232417,0.1275795331713605,1.0976141969146749,0.0596843830327339,1.7149220676422408,0.0,0.9539932911289064,1.7093965290061504,0.5112794035868933,1.7508720811516798,0.749773146414431,1.1598993376444675,0.9385093168263604,0.4762798987884382,2.1641959514735443,2.392409386173603,0.0,1.280255930208433,0.7290554830144846,1.2451980951739463,0.8384449962544472,0.0998320528420356,1.0038234487976117,0.468183449875156,1.6306593804523086,0.2880909353801807,1.2658479329609815,1.2376943498807642,0.5126257403785006,1.6742636909956676,0.4630663889971727,1.440196627818204,0.7871056820997568,2.611046276133968,0.3239278268187625,1.1374323734443144,1.9676253053320252,1.4251668238855326,0.29946360734349,1.3417550266502063,0.6864675244840452,1.6865480865617948,1.4487823805228388,1.2421541262400957,1.6491754756835704,1.5191322024402232,2.167065737102594,1.7092450465937263,1.6245444538220914,1.7174027889355088,1.9872722504522988,1.356985552941992,0.0,1.906482174905992,1.2743215460472834,1.3720898252286051,0.965613288161778,2.272280304516366,0.9709693345353034,1.2630858157729286,1.380731026259843,1.132481316353961,0.1806653589613089,1.3353823654759858,1.7140060662073604,0.0,2.1531576288506167,2.051992601989456,2.1205692499096083,1.0256966970996906,0.6008571731071711,0.8055334689035616,0.5393192399161431,0.908984726808657,0.0819481568580897,1.329277660446273,2.127822561518657,0.2517180993962898,1.4273403625630037,0.8721153710192182,1.0815864581970676,0.9209899493428816,0.5802424116624618,1.3080373728620804,0.8552414686573903,2.497724521374993,1.1168146476073126,1.5227717419839024,2.2878670986266663,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,28.0,0.05,0.05,10.0,0.13,458.0,450.0,451.0,445.0,443.0,465.0,431.0,445.0,445.0,456.0,462.0,431.0,442.0,437.0,463.0,3.544336245759789,6.3431845049392175,9.268414374021344,4.750503091115683,5.498996663476019,2.097654397723611,3.765426086066144,6.043017108659974,4.419610448635996,5.503076716678287,1.2136437639568878,7.947236725046996,0.7625241415809056,3.4246540683205864,0.5481184880369283,6.8880356927341655,0.7141432879924903,4.139138359635175,6.257515961371692,2.236564216171926,5.962763095595273,3.591010545571005,4.238355266249289,4.045813840126832,2.470360181356269,7.977645212258704,7.899408689753661,0.6910624913039229,4.826684966174464,3.3635862340272293,4.930803289196668,3.055628832381285,1.280438382422934,3.673096978045872,2.598818685460205,6.083555060042164,1.267557386849658,5.523698519971022,4.81291741513942,2.3378256868681686,6.050495036644236,1.8126114088059275,5.891998127927216,3.310418267976199,9.341939274737484,2.2167332572389347,4.290587871186414,7.043726470265115,6.2278835923285705,1.678670347272409,5.09484590709992,2.9712272703348392,6.288591529382688,5.818478460979917,4.847790462647787,6.313684943682953,5.555922541569307,7.764925646645717,6.309248154809067,5.749945388459042,6.486680250408039,7.795424422356347,5.308452404411755,0.0,7.544679050027135,4.668853583002143,5.408013001291968,4.811163370849228,8.459003703380631,4.308413337928135,4.43991128533992,5.147724018830642,4.472734428792927,1.7483255309869228,5.937611388970508,6.906241404864771,0.0,7.858017278609525,7.005398297590029,7.981774928050733,4.3772471893616025,3.0510689731934644,3.892379612752389,2.3951115817251623,3.4009455062193106,0.9620708694102812,5.045188292986748,7.835008947960372,1.4506563230097265,5.09634012021974,3.7203796892437575,4.726009762427002,4.714105797061142,3.2313355513804565,5.598738606841269,3.1728699805442595,8.815282653187692,4.091523111948668,5.859357195721774,8.530549243860943,,,,,,,1.22
,,,,,,,,200.0,60.0,531.0,0.05,0.05,10.0,0.13,449.0,443.0,438.0,440.0,437.0,446.0,435.0,433.0,435.0,471.0,453.0,430.0,452.0,450.0,455.0,8.772591629065726,16.777847465833034,21.133276214208053,13.653309171104569,13.211142608808794,6.460232371066263,10.331508049177476,13.803564503693195,10.768821411449768,15.049792787265188,6.229951722230709,17.530275921645227,3.172692425073156,8.0000956916399,3.599992607601903,15.227928404826407,3.1107459392110828,9.957584814804983,14.71879258390464,6.890010333415667,15.689880914436714,9.730271755802274,11.045939751817448,10.287113624900064,6.544231945396891,17.693081867412424,17.3598498942646,1.5400231251707652,13.29286115188545,9.29913380220871,12.665156822424184,7.205460331651939,3.998017179999529,8.173830809639776,8.057766735143733,14.999503127105982,2.719407479345856,12.551038414969726,12.709449272283011,5.969296120119063,14.00683607050334,6.936206950849563,15.921854436685992,8.135813397625745,21.30416715000054,7.119021186369334,10.653041644527326,16.897894356307862,14.810790115045895,2.6258699508207983,10.950338989055597,7.6770402899994465,14.02943403709306,12.954188126488654,11.258660797902069,15.148352596526149,12.36953431881476,16.380834546326604,15.894446271732424,13.236320722666871,14.670202483067936,17.10523541670524,13.08384750614579,0.9274744245718858,17.38862940369217,9.624459172524784,11.276651799723192,10.774833938200146,17.92078191192285,10.416507731585485,11.919570286597438,11.258839920104828,13.4663279977827,5.303185827851827,13.839321161525294,15.887271254481588,0.0,17.857513843990983,16.477154262684365,15.915054731079454,11.724565301094836,8.599429481961238,8.85142056311493,7.413000502452824,8.685249825614104,4.231278980491618,12.059896122052404,19.502564774405094,5.1292711261198685,12.429676225099758,10.063884922115784,12.818773562796558,11.612286891554964,8.510256382845382,13.653782022431631,9.568995896983449,21.91384898436368,9.259691131295728,14.675552078772396,18.497754216464003,,,,,,,1.26
,,,,,,,,200.0,60.0,1379.0,0.05,0.05,10.0,0.13,454.0,436.0,457.0,452.0,459.0,446.0,471.0,459.0,435.0,453.0,462.0,457.0,436.0,455.0,446.0,13.525001809773006,26.35855441597801,35.822556891112825,23.06480982757581,21.65514561009322,16.050212237417036,19.826529468669865,21.58175918707616,19.270937400734443,26.327488621932854,14.4862590450854,32.96241922001161,6.086987830599871,14.107580706001777,11.250966814238716,25.507577941737637,7.728392084454492,18.825523132482797,27.2131841379845,15.397195437800576,24.230459594818758,15.042166290837352,21.423643859442787,16.882589081559253,13.310268840784202,30.44470063013885,33.47030657661206,5.203165043319406,25.739595164210066,17.297857663303006,15.309688039096518,12.464819657549436,8.476267453755426,15.43799991175544,14.322743880828888,25.6008063124903,5.70119292212442,19.575716870612524,22.26741149503326,9.929805709642489,22.279503562620626,11.6027825212205,28.639464060019694,13.67383096508311,35.21791508079279,12.559984005179892,20.46488653708344,28.5261827449094,28.709296616767435,8.874924587806893,23.917139595140377,20.69346901533565,24.876944192372772,21.715917634196025,19.483980149444445,26.96710245914101,21.4448096158206,23.96270897315377,23.832465637009904,19.81416188344281,23.208573739423034,26.44366912777528,19.28396039502057,5.236562940451243,29.01527367458564,13.90685826521602,17.442384673582286,21.599698467272447,30.49057647139202,19.597488567135056,20.62057764503985,20.53974030715998,24.322594058696776,10.14155397121628,24.50724126851811,25.871030111301412,5.330206616895325,31.741375473441757,25.60121444895522,25.8663039846458,20.31799713421796,12.960188736544607,17.02634605210327,14.822362103384684,19.165781287604908,11.254626042737009,22.551987844191988,30.84859446535527,10.564371625428183,23.1435407015834,18.5901368958216,22.306681977741896,19.7964345743435,13.975534605912204,24.25425921205089,17.212106176641583,35.60918100414548,15.951848661604744,27.184599752209007,28.598871812995288,,,,,,,1.2
,,,,,,,,200.0,60.0,606.0,0.05,0.05,10.0,0.13,454.0,443.0,457.0,445.0,442.0,457.0,445.0,457.0,474.0,444.0,449.0,447.0,442.0,463.0,439.0,19.85111236217628,31.53724230263277,46.05982572584026,27.704867843998287,30.984009301969785,22.25590281269026,25.08856254913988,26.07122542127272,28.27898729709429,36.18115796802574,20.571540169685782,43.15114044574485,10.752078150164063,19.09640212094434,18.78348002504673,33.259194092924176,12.831949688624569,26.376788267855485,36.83568539518985,23.195193365396023,27.97606410552872,21.27424726547117,25.561529222363767,18.908547383927267,20.86840159102699,36.018369543762866,42.43880053199369,12.551403255139782,32.042650902942995,27.53680318158373,20.576947468566264,17.23075139477127,12.806448769995898,23.27345036296008,18.491039717326075,31.92889229139788,12.46114093672968,23.70384349040194,27.157689629121336,13.116976140119348,32.28949988315303,12.460602154989184,38.59377035495839,17.549937480233602,41.49337129155074,17.20869688447364,28.342532922569266,34.90337714904035,34.94154578168304,19.334747233273983,31.99992957091069,28.400679346616208,28.152472257916973,26.44382442606979,28.659600427414865,33.636804290837865,25.79339378857073,28.64690009070678,33.14815361975014,22.415467024171733,27.551165039484427,32.43015939304919,25.072461649293917,11.702342424655209,38.09968155951762,19.19370642768193,24.884377062327683,30.735830747466903,42.10995433639203,24.339479423532097,30.78927564921729,29.86509141203957,32.73200436803085,15.048411723907416,32.790495345258094,33.00819300810189,14.613174732348073,44.489472686134334,28.92871816771339,36.97922015461385,29.42414446097904,13.779339352922443,27.070610493673698,16.39682013487508,29.6320848833064,18.480111421748287,29.797803658113864,39.70329436904095,14.018542355208409,33.90996808434287,25.1125634518678,34.28133251452665,28.86869914481951,21.038585757631434,34.22287797726015,23.6954062583414,44.09696678197309,19.238759296571267,37.664218434228765,39.44720044378277,,,,,,,1.12
,,,,,,,,200.0,60.0,679.0,0.05,0.05,10.0,0.13,453.0,453.0,454.0,443.0,442.0,447.0,445.0,477.0,454.0,466.0,459.0,445.0,438.0,451.0,422.0,32.056658478017034,31.15922348532322,43.689572787824375,31.427964426850306,32.94672829064955,26.60570570983764,27.07758739782962,34.091326475836524,33.861076075947004,42.10655480708929,29.92818426585371,38.58045732559953,14.552304626820256,20.120122090271547,21.429714978988475,31.0705144200429,18.031103406267004,27.132730400874703,37.71089674054388,30.44153128164391,32.3283207440329,25.80547054355909,32.813350879995,19.644505241333903,25.411627199833063,35.0812505989728,45.20480851604184,13.661942058836196,36.28551208007276,31.129725283278614,22.91357245611686,16.89992245107178,22.38151981067485,28.629093781911525,21.750046254973636,33.57478017727855,17.807538905262845,31.03381925987302,28.390626729872665,16.293011168054612,30.067794528638885,18.733311276548243,40.19304281966349,22.665551908975743,41.42148193124461,23.84164279376781,31.75733512092088,29.973857000541265,38.44630938926285,25.385026800949657,31.958723756094475,30.350741010472053,27.109266992950594,28.78859444956458,30.466031834120468,37.82961355656358,30.68244827510347,33.59652793498592,33.36560362076988,26.09539293702332,28.638805518633465,35.49784962366282,26.515516276373525,15.26499898925665,41.1769749748475,28.241813933107988,34.09682781593616,28.640707864501284,39.94069404796124,30.654155439695227,36.19737704465117,32.67859826114319,33.40150188077939,15.084787862231794,31.448957046584383,33.692585963537255,17.37638244417802,46.203594902778455,30.7647367257586,42.76891296375575,25.879054883350346,15.701107917602156,30.37835430146479,19.776479682629283,29.20253848877191,21.114700987844277,37.74042745290702,37.875863319827474,13.029112789815098,32.86324913677458,25.68598015293581,34.66827911027222,27.19743702480083,24.05211764428953,35.611018568852714,28.13090157341413,47.24639215241239,21.014642544622923,42.4011579360244,41.64976134053087,,,,,,,0.8
,,,,,,,,200.0,60.0,529.0,0.05,0.05,10.0,0.13,428.0,440.0,434.0,442.0,438.0,440.0,448.0,443.0,442.0,451.0,448.0,449.0,454.0,438.0,444.0,36.05705383306209,35.290816143733224,43.43133546274248,29.34827121132858,33.774408724206026,37.00685971251042,33.83301547736981,38.723514817072086,35.16467565008137,37.86556751809227,32.02673540413437,43.07336327871578,17.387514137520977,25.570226366181483,31.455688071011235,31.256621439339995,30.404839586586576,35.55173240218097,34.91991404816194,37.92452442375832,35.85587993626949,25.667903008475157,34.84417136520088,27.618791013485733,27.72021169837311,34.31528792550754,45.40318815471032,21.55387172889583,43.19937296382341,29.94638558366874,22.775061342462426,16.805524261244997,28.16597363519401,35.04621867858338,26.19686568444944,32.42704387403268,21.419998158184576,35.33683354597062,33.71601567839997,18.89249395104669,30.566108419600997,25.14031666247121,39.39953346293554,22.963000370874777,41.197571199924525,26.06679323269376,30.464164979425977,32.54055104961931,38.234595349095024,27.317739799834577,33.84630830164616,26.72898304299085,30.66129637584572,34.549933079291975,36.43571831407817,37.61737276114755,31.14621535599874,37.740271488457886,30.118496116137557,29.190239352434315,35.581826484610126,39.25646920628013,28.88714170158172,20.77280815512826,39.62938002016392,36.33594186122908,40.4540833675796,29.912294266673143,42.96709912926698,35.11470374867602,37.07851166848342,35.7618446603231,37.43292672820365,22.156009314036623,32.582092096632415,35.14127037499557,16.52023837425265,43.597011192141714,32.758850112131626,41.79231694640061,30.614579982304555,16.830752153308374,35.021602872188694,25.481255259632803,36.07841894305432,28.121658976142157,40.80953030072568,38.29636691156352,17.14346621744655,31.75392770786655,29.248438360326453,41.36918405428779,28.844628240974966,24.455501310215023,36.87600381406314,25.45915298311533,49.32089536294118,23.93563292883032,43.76001888796026,48.20653751478233,,,,,,,0.74
,,,,,,,,200.0,60.0,258.0,0.05,0.05,10.0,0.13,433.0,445.0,456.0,443.0,443.0,435.0,454.0,455.0,437.0,438.0,438.0,433.0,463.0,459.0,442.0,38.08875378154621,33.96554978372345,44.940968719228735,26.30919826536588,35.18925082549357,34.63679615408177,30.030259380701747,35.84177492597658,31.45012209359981,39.18491370642472,34.82126311670495,42.83892823920401,20.214221813106807,24.597482860253702,31.246875827321052,31.193273121990117,38.54490420925515,39.19367192554759,34.80157344542424,36.25767666656111,32.48895256037555,25.20517088365191,36.24320496864045,26.87469695814318,28.96843407214964,30.73227800033695,44.71950396216642,24.635632902283668,37.62050828094839,28.001776982713363,24.74257849213601,21.5621264188104,26.44760198848413,33.53321979312813,29.073938690492053,31.71993030434663,21.19334287549844,31.07183174941284,29.637129492015205,24.002274587981727,31.246350621236022,27.73048857477973,43.20937688905521,17.914807345725364,36.01330488766803,25.06186021833464,28.89017744599388,29.79307095876793,38.19310813245656,30.13374072586935,31.414761478285453,26.656011608099785,30.04828589553688,33.23552998399995,39.60545432876562,36.50940549521852,26.604499556492357,36.24837682262038,30.266379379989,30.33793001764649,29.96385864599042,39.00763448363063,25.452031744874414,25.084541941182017,36.21567836921144,36.624828163549175,36.66649122786436,26.529265476333357,44.54602358347545,34.44623470950989,40.40481009986844,30.986350132994108,39.13219598035839,20.907777321122303,29.33967388721181,35.00298608522141,17.90268964520665,37.04946871497727,31.057471054062265,42.01810413392192,28.42571121801936,17.673442123320132,26.51852177096113,28.60550275092604,37.8597888497373,29.00520039731873,39.09627682029006,31.62811253368439,20.97358544381977,32.12804571801847,25.46493246593891,38.76784812800051,25.20720267807794,23.025957978090624,40.37848319977658,29.17632301312893,40.3200843602874,26.58030515928332,49.54847168810333,48.31888704600162,,,,,,,0.76
,,,,,,,,200.0,60.0,861.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,28.14311867814645,29.869594380115277,32.24868427552536,24.501975368962384,29.413105006840077,24.106955543577644,24.99198725062825,30.305657419011872,27.43261318712512,29.89568209448125,23.216850374917648,33.194010778378754,20.33419382410994,23.11461848676021,30.561635283219434,25.668274416020097,36.08897547571541,29.93904511078852,29.77982505819308,30.75986912959309,25.08865819209602,20.923269346392992,33.81537931969317,24.2968151003147,27.087180853388396,26.47164236777379,36.1167166128761,24.885295686089155,29.381345607935994,19.723076169498658,18.632818900757663,14.194695918602228,18.182983386645844,30.478693661948736,25.993302413493563,26.40245509720667,22.715201880265973,23.791514920164055,28.138940225865397,21.251619893496667,23.66393579636144,24.777139536476987,37.740441896535,15.54704387596268,34.957774267245576,20.178940694894116,26.68547199376185,23.911533342131783,30.86361705563093,31.2597186263778,24.823346368249076,22.23624931136716,23.018596789067004,25.811174273074656,29.25522330290677,28.48703995578078,20.4245746563024,30.63424365969764,24.221561047839632,25.279748968295728,24.07544535220864,35.54693563083946,22.17474372612596,23.79323201121738,27.3722870706616,30.82720752806514,27.72932133033452,21.569071034763805,41.52832034366261,28.44310516317429,35.351109663498804,25.91668891693412,32.353689426717594,20.054231018169133,24.745714924801813,29.7009789402673,15.728455914051851,30.95930618407601,25.895286341193184,31.54617564259689,21.007335556842627,15.599723508753744,21.516549293965458,24.66774759113919,26.068744347952155,25.89607978622552,27.57646776303156,25.332847627711608,16.5384742478,25.99113019255234,21.425928794964705,35.39130690907975,17.99927564725178,27.123827084227763,31.073709833610184,26.08278410924675,26.042543727193703,23.6429851031396,38.8711286557707,39.16382342562169,,,,,,,0.9
,,,,,,,,200.0,60.0,44.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,16.41923469543187,17.531114148761333,16.842533324818262,15.48716612956408,16.941658585822243,14.690039317738515,14.888307115360012,16.175642974206617,18.75286482863787,17.274653288613308,11.949360597592255,19.6027047216672,11.847004175114414,14.394561394428685,16.597662211180783,15.7782667701592,21.038287495273583,15.035731179429972,17.275021208700625,18.85789416754469,15.826333664150734,12.9628770700194,19.12324016785339,16.466534311015984,15.217099112234582,16.152355125877136,22.00872963700564,14.196879403771623,16.773628038051676,15.37019288769512,10.61076196174543,10.4220724141459,12.67583923887318,18.096002598645075,15.305498812478952,16.827339049651307,11.8379878101299,12.873652394951296,18.74513989797272,13.265794339143357,13.21560951869825,14.209775066340592,20.584398595838863,12.134187546162249,19.09651922457201,12.610581220337988,14.828079879052192,11.395785626844576,18.166698846801037,19.421747044754024,13.74855102148799,12.93677157205141,15.2468504628877,12.971154566114512,16.84011725599407,17.657696296551006,12.775929929425814,18.804255549338468,13.9898042953207,16.681306094131617,14.53376258384606,20.722304183329623,15.227038462471072,13.876811918204154,16.509500312772378,18.637834929138915,14.702179951710022,13.539507550807556,23.16149107997052,19.32119519271945,22.17082878532895,14.015552364310375,20.03829699983092,11.28345947845584,13.880870119484,17.684743525508487,10.53061040619138,19.66723273803157,15.42694683369512,18.931014863463524,10.912396106299877,7.413052727160283,12.655676448524272,16.282435512269913,15.583129978646822,14.873724092686386,17.304302321559298,17.24594385805898,10.230124879613498,14.944801823539782,10.76370821267734,20.34256041061248,11.418420688151684,17.806482596231174,20.405815657091285,15.376965454552897,14.988189173346578,15.459639944444357,21.51671334161503,21.845609530813103,,,,,,,1.02
