days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,7.0,100.0,200.0,60.0,211.0,0.05,0.05,10.0,0.13,846.0,810.0,818.0,798.0,829.0,829.0,816.0,0.81,1.97,0.0,5.3,0.63,0.74,4.85,4.35,5.18,2.2,0.0,4.74,0.71,6.09,5.61,7.45,3.66,1.65,0.0,2.18,0.73,1.43,0.38,0.0,6.21,2.7,8.57,3.07,5.44,4.29,7.74,0.0,0.0,5.25,2.31,3.84,1.02,1.01,0.07,5.12,3.52,5.0,5.1,0.41,1.24,5.04,2.13,7.33,3.9,6.71,1.49,5.06,7.09,2.6,3.67,0.0,4.82,2.53,5.09,0.1,3.37,1.69,8.39,0.0,0.89,2.19,1.39,2.65,6.96,3.35,0.56,0.83,1.83,6.12,0.94,5.05,2.47,3.16,3.69,3.44,6.66,8.86,4.0,4.88,2.88,4.3,3.83,3.21,5.2,2.13,4.77,0.0,4.54,0.0,1.16,0.5,3.65,4.89,4.37,7.24,100.0,100.0,100.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,732.0,0.05,0.05,10.0,0.13,791.0,834.0,835.0,811.0,833.0,833.0,826.0,1.9,8.13,2.18,18.53,5.48,4.28,18.06,15.37,18.63,9.52,0.0,19.56,2.14,23.39,20.75,27.21,14.9,6.41,0.0,9.78,1.99,7.19,2.28,1.69,20.93,13.15,27.66,12.22,20.57,16.28,26.47,0.0,0.69,19.05,10.68,13.7,6.72,5.4,3.34,17.23,13.46,18.17,20.23,2.98,8.3,17.67,8.49,26.18,13.2,24.27,8.56,18.25,24.09,10.07,13.95,0.0,16.63,10.51,19.96,1.72,13.89,5.3,29.76,1.68,4.35,7.96,7.06,9.96,27.89,11.81,5.94,4.53,7.82,23.83,6.01,17.06,10.49,11.1,12.98,11.69,24.19,30.85,13.66,16.47,11.53,14.38,13.22,12.32,18.38,7.9,17.44,0.0,14.94,0.0,5.22,4.54,16.3,16.04,17.19,25.21,,,,,,,1.22
,,,,,,,,200.0,60.0,296.0,0.05,0.05,10.0,0.13,821.0,835.0,795.0,847.0,835.0,805.0,821.0,9.74,17.93,4.33,39.49,15.55,18.59,44.13,40.28,38.27,26.79,0.0,45.84,6.34,50.69,48.55,60.7,40.15,14.22,1.72,25.43,14.19,21.25,11.73,7.31,45.57,29.68,65.06,30.62,47.89,42.06,60.37,0.0,10.48,43.63,30.37,32.8,21.1,11.0,10.7,42.53,32.91,43.93,42.33,9.76,25.58,44.36,20.56,58.83,30.7,48.92,28.04,45.12,54.15,24.0,37.1,0.0,40.78,29.52,40.61,8.18,36.96,12.07,61.43,8.44,18.84,23.0,17.54,20.94,67.81,27.95,20.15,12.97,18.62,48.3,20.64,36.48,25.26,31.28,36.25,23.11,52.24,72.54,31.1,38.19,32.13,31.75,31.05,27.54,40.74,20.79,38.81,0.0,32.16,4.08,11.26,14.45,37.83,39.27,36.87,56.08,,,,,,,1.26
,,,,,,,,200.0,60.0,624.0,0.05,0.05,10.0,0.13,802.0,795.0,824.0,819.0,853.0,832.0,827.0,37.22,37.58,13.91,70.03,29.57,46.23,75.99,69.24,66.96,45.06,10.57,69.29,18.03,85.02,84.59,97.23,78.07,36.49,11.65,49.19,30.42,49.48,23.84,21.3,82.86,64.52,109.78,52.6,81.52,62.2,97.8,0.0,10.24,68.67,58.36,61.23,45.91,20.35,18.2,71.23,56.15,77.09,72.08,25.81,50.57,69.04,44.93,88.97,56.85,74.29,43.87,82.54,84.36,46.24,72.27,0.31,75.36,57.8,65.11,19.86,70.16,28.84,99.77,30.06,40.09,42.74,34.81,35.13,116.44,47.83,41.91,24.7,36.32,75.08,36.41,65.19,46.37,57.83,73.8,57.32,80.75,120.97,46.74,62.02,66.11,63.39,57.18,44.6,72.17,42.82,70.58,1.07,58.16,15.25,33.0,38.36,53.44,68.27,68.41,83.39,,,,,,,1.2
,,,,,,,,200.0,60.0,440.0,0.05,0.05,10.0,0.13,827.0,814.0,814.0,825.0,816.0,848.0,845.0,64.94,59.14,40.95,82.45,48.52,68.31,101.47,82.9,84.11,77.99,23.44,76.87,41.52,122.13,115.53,123.71,100.09,55.58,20.79,55.77,36.07,77.26,49.46,36.84,111.63,80.59,124.41,64.53,95.58,88.83,125.05,0.0,23.45,90.76,80.63,86.55,62.44,30.65,32.28,102.49,73.23,104.89,79.8,45.25,70.13,96.4,66.3,123.76,85.35,102.0,57.67,109.73,101.92,67.32,100.16,13.82,108.91,76.52,98.22,40.98,85.9,43.68,132.72,63.17,65.99,62.88,47.96,53.65,140.02,69.83,58.8,45.27,58.86,102.09,52.35,89.28,71.65,83.52,99.63,82.74,100.94,142.85,77.6,86.23,91.82,74.87,78.34,57.97,101.78,72.53,110.23,10.65,87.09,18.47,53.71,52.92,62.99,90.22,89.47,100.99,,,,,,,1.12
,,,,,,,,200.0,60.0,1433.0,0.05,0.05,10.0,0.13,838.0,804.0,840.0,850.0,836.0,802.0,861.0,78.09,60.57,66.98,83.02,57.88,89.37,110.04,73.41,82.4,72.8,22.24,63.08,48.44,120.0,117.25,107.38,101.76,50.44,44.97,53.7,44.57,95.92,59.17,52.82,110.05,88.76,110.13,61.95,95.31,103.43,100.06,0.0,30.52,102.34,88.65,107.24,67.3,34.11,47.04,109.71,69.7,115.4,63.64,55.71,91.16,109.48,84.66,131.53,90.1,94.73,55.29,116.53,96.1,70.29,99.95,24.19,108.79,88.03,100.82,62.67,93.24,63.59,126.39,64.99,70.9,86.6,45.96,71.04,145.78,78.0,82.35,58.2,69.96,106.87,54.91,108.32,91.0,95.2,111.18,82.31,87.4,143.8,88.87,86.63,96.95,70.96,77.59,56.35,104.01,73.07,109.15,14.07,88.01,38.87,56.43,61.9,84.12,96.23,92.64,103.24,,,,,,,0.8
,,,,,,,,200.0,60.0,1279.0,0.05,0.05,10.0,0.13,856.0,819.0,793.0,821.0,834.0,843.0,809.0,82.7,84.85,98.66,103.05,55.36,85.25,119.39,81.89,80.43,88.32,33.87,53.44,40.27,119.49,118.26,108.41,103.26,57.44,63.98,68.23,56.45,88.3,59.48,67.88,102.26,104.08,120.71,58.08,102.13,131.24,106.99,22.98,55.47,123.34,93.79,135.25,55.92,54.92,62.89,108.22,91.61,128.64,61.32,58.84,101.02,121.31,88.6,129.31,102.06,81.79,71.3,148.31,113.28,89.24,112.97,38.47,99.18,96.27,99.81,71.18,109.41,87.18,124.83,75.5,97.29,92.1,42.47,87.05,128.99,97.83,96.62,82.63,67.02,99.29,59.19,121.18,89.2,105.3,119.15,98.33,102.03,154.05,84.08,81.96,95.89,87.73,81.45,78.45,115.24,75.18,114.88,37.13,91.32,54.71,73.53,67.13,96.36,101.47,99.77,101.69,,,,,,,0.74
,,,,,,,,,,,,,,,840.0,803.0,800.0,827.0,823.0,788.0,855.0,83.8,96.8,108.24,106.44,53.33,89.71,94.89,71.07,85.84,94.42,36.84,53.71,41.71,103.4,110.3,101.55,97.35,66.57,62.7,77.94,59.97,81.94,63.8,82.17,106.55,112.69,111.0,65.64,103.11,132.47,96.58,25.95,66.7,117.2,86.14,124.33,63.26,66.32,65.43,92.57,88.31,116.47,68.33,74.87,91.16,121.32,86.55,122.71,106.24,79.43,86.66,147.2,103.14,97.2,94.09,49.92,98.61,93.64,93.2,74.18,108.75,102.01,114.23,82.11,91.44,73.15,48.05,83.07,115.92,99.05,93.63,105.62,72.95,89.42,53.01,115.53,91.34,117.64,116.93,92.35,91.09,145.56,91.49,72.85,82.14,89.71,79.14,88.61,110.06,80.17,85.12,49.91,85.39,72.18,70.99,66.85,89.12,91.45,105.46,108.09,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,71.15,88.81,94.82,102.7,40.28,89.06,64.78,52.44,62.35,81.94,32.17,59.93,41.51,72.6,94.67,86.37,80.8,46.38,57.62,49.32,51.74,74.26,53.74,65.35,77.71,96.36,77.26,52.23,86.53,96.51,81.59,27.09,56.06,86.9,85.82,82.55,51.92,59.69,53.36,55.24,67.86,86.31,56.93,47.53,73.16,88.42,58.56,96.69,97.08,68.61,71.19,114.83,81.24,81.29,84.21,39.81,86.17,76.71,79.92,57.21,94.7,89.26,87.43,61.82,64.85,73.27,41.28,64.62,105.94,74.02,80.38,84.43,69.06,76.87,49.27,94.2,74.69,92.67,89.83,76.5,83.02,115.38,68.63,53.32,58.91,80.17,55.99,85.81,101.94,76.23,69.34,45.65,72.44,50.11,55.18,46.74,67.76,81.53,82.43,63.7,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,42.94,58.95,60.91,56.47,36.25,53.13,39.55,33.66,39.58,45.79,28.89,37.86,27.67,37.8,55.07,47.45,36.34,28.6,37.67,35.0,30.09,49.21,37.31,40.75,51.4,61.35,44.65,35.04,62.19,58.97,45.48,18.56,33.34,48.07,43.58,51.45,33.74,28.1,27.34,33.64,42.67,51.85,34.93,26.81,44.79,43.23,34.85,54.66,54.0,46.91,42.4,74.63,53.65,51.42,43.6,30.59,52.04,46.35,54.19,37.09,58.3,51.48,51.3,37.65,43.06,50.1,26.11,38.34,61.5,52.94,47.62,46.64,33.75,55.15,39.19,45.1,42.68,51.78,43.05,48.49,53.78,62.25,38.61,38.74,37.4,47.75,40.61,57.77,68.21,56.03,45.4,31.99,53.8,36.53,38.33,28.78,40.09,48.51,47.72,33.39,,,,,,,1.02
