days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,7.0,100.0,200.0,60.0,922.0,0.05,0.05,10.0,0.13,827.0,802.0,859.0,824.0,799.0,842.0,858.0,0.27,2.57,5.35,4.07,6.35,0.0,4.17,1.98,1.4,3.13,3.49,6.58,0.82,5.13,2.54,0.0,3.86,4.81,0.0,1.95,8.22,2.83,0.15,0.0,7.28,6.0,3.06,0.0,4.11,4.17,1.11,4.95,0.93,1.35,1.86,2.54,5.02,1.56,0.0,2.26,3.73,3.35,0.5,4.23,4.82,1.66,4.39,4.73,3.24,2.06,0.0,2.01,9.97,2.55,2.81,1.0,0.83,0.0,5.92,7.79,9.2,1.12,3.15,6.53,0.0,4.06,4.45,0.0,4.64,2.11,5.64,4.22,2.82,0.0,1.95,4.84,4.35,3.77,2.14,1.1,2.23,1.91,0.56,5.2,4.78,7.54,4.81,1.06,3.12,7.27,4.12,3.47,2.19,3.91,2.13,8.88,4.17,4.34,4.89,5.55,100.0,100.0,100.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,486.0,0.05,0.05,10.0,0.13,792.0,826.0,832.0,846.0,853.0,845.0,808.0,1.86,11.66,18.12,15.55,23.14,0.0,15.98,7.38,6.24,12.63,12.64,22.72,7.17,18.04,11.01,1.05,13.79,19.25,0.0,9.02,26.09,9.86,3.12,4.32,25.96,21.19,13.84,0.0,13.26,15.51,6.0,20.14,3.26,6.97,7.54,12.1,20.09,5.57,0.49,9.3,14.28,13.68,3.74,12.65,17.81,5.81,15.64,15.88,14.21,9.74,0.0,8.53,33.15,9.29,10.88,6.86,5.7,0.0,20.96,26.92,31.7,4.05,10.5,23.73,1.72,15.14,18.61,0.0,17.46,8.99,18.34,16.9,10.11,0.57,7.74,18.75,15.8,16.66,10.96,4.63,9.86,9.59,6.01,20.73,16.25,27.64,17.43,6.81,12.65,24.59,16.0,15.07,7.18,15.16,10.25,32.67,16.29,18.15,20.87,20.94,,,,,,,1.22
,,,,,,,,200.0,60.0,1079.0,0.05,0.05,10.0,0.13,816.0,823.0,791.0,841.0,770.0,838.0,834.0,6.71,32.1,36.09,35.9,48.53,0.0,39.5,22.84,22.3,24.86,31.27,54.66,21.84,45.91,33.25,6.1,34.58,46.15,4.66,24.5,57.42,23.83,13.54,20.36,60.16,49.93,33.91,1.97,35.08,36.99,17.55,46.47,9.21,19.65,20.85,28.35,42.82,15.98,5.17,25.42,30.83,33.59,14.72,31.87,37.81,15.68,43.19,32.03,36.78,26.36,0.0,25.22,70.04,25.25,23.34,17.28,22.81,0.0,48.45,61.8,69.36,15.99,22.35,55.59,5.01,34.63,42.41,5.95,36.85,28.13,40.35,44.53,26.33,4.73,17.35,44.33,37.16,36.01,29.97,16.37,25.41,28.8,16.08,47.1,37.28,60.34,37.47,15.76,29.62,50.82,33.14,34.39,18.94,32.17,27.06,68.85,32.51,50.8,46.89,51.93,,,,,,,1.26
,,,,,,,,200.0,60.0,2047.0,0.05,0.05,10.0,0.13,817.0,836.0,839.0,867.0,829.0,793.0,826.0,26.99,48.92,58.95,63.29,73.48,0.0,68.37,40.64,50.02,44.45,47.7,80.98,38.61,94.18,60.56,19.65,67.76,72.94,24.01,45.52,102.42,38.48,42.66,44.35,96.17,88.3,57.28,7.62,59.23,65.42,39.15,81.19,20.45,38.75,40.91,51.66,72.74,27.8,18.21,47.87,42.52,57.7,38.43,56.89,63.6,26.56,72.78,54.93,61.98,43.17,4.04,47.09,116.35,56.54,45.31,34.18,45.07,0.0,85.29,99.6,106.92,27.82,35.62,90.5,13.44,56.33,70.73,15.86,65.12,48.76,74.39,76.59,48.27,9.13,35.16,67.45,63.77,68.72,51.74,35.97,52.41,50.53,33.41,75.73,59.75,100.01,57.35,36.84,63.63,80.84,49.37,63.86,40.05,58.17,45.22,113.06,58.67,94.57,75.59,87.01,,,,,,,1.2
,,,,,,,,200.0,60.0,752.0,0.05,0.05,10.0,0.13,800.0,845.0,802.0,837.0,792.0,789.0,845.0,57.8,72.79,74.9,99.02,103.97,0.0,85.77,56.91,78.15,62.37,73.05,110.2,64.46,129.73,87.95,26.52,98.9,92.72,44.84,65.22,138.12,60.22,55.15,74.71,117.7,107.3,82.96,32.72,91.58,81.45,45.83,104.22,41.69,65.49,55.12,73.34,95.48,52.96,41.64,63.37,47.78,80.34,64.04,76.17,91.59,38.57,92.04,87.76,83.47,58.05,20.38,71.21,165.2,90.16,60.63,57.25,69.06,2.3,113.32,107.28,129.37,51.79,60.07,106.49,29.77,81.53,93.48,26.85,89.28,67.1,104.04,107.42,82.01,36.98,60.13,90.07,84.53,79.14,83.34,56.53,72.07,67.31,66.24,95.14,97.28,129.13,75.62,51.13,87.02,99.92,68.62,86.52,64.94,83.69,66.35,125.24,81.03,113.81,100.58,105.49,,,,,,,1.12
,,,,,,,,200.0,60.0,1784.0,0.05,0.05,10.0,0.13,854.0,817.0,850.0,800.0,840.0,790.0,822.0,78.51,77.65,83.03,106.7,109.34,0.0,102.06,61.02,99.53,71.54,85.87,116.08,73.77,122.79,87.86,36.49,101.0,95.09,51.36,81.58,132.71,85.75,74.86,86.43,108.51,99.73,86.24,40.58,88.59,81.5,59.97,102.69,51.01,71.18,68.72,75.01,87.98,65.06,56.78,66.42,48.3,105.44,71.25,87.48,101.61,50.42,89.61,94.51,90.13,65.11,28.43,70.6,169.61,89.24,78.64,73.27,71.32,10.56,100.68,103.68,124.53,58.98,81.14,117.11,45.18,93.46,100.92,44.82,101.53,53.63,109.92,100.38,84.71,58.31,79.87,87.19,103.34,79.3,94.32,59.67,66.52,70.12,80.97,99.18,95.44,127.65,68.12,63.49,97.47,95.12,76.73,83.3,72.5,88.86,61.41,108.4,100.33,105.92,90.93,94.24,,,,,,,0.8
,,,,,,,,200.0,60.0,1085.0,0.05,0.05,10.0,0.13,823.0,814.0,786.0,829.0,818.0,797.0,825.0,83.9,83.15,106.44,134.2,117.37,0.0,107.9,67.62,114.36,72.25,93.0,121.4,91.2,118.09,89.8,37.5,115.94,83.07,68.76,89.02,138.8,110.13,93.94,102.44,124.6,116.36,104.77,50.36,86.16,83.45,71.43,113.12,66.91,87.37,78.94,83.83,95.66,76.9,64.69,86.18,69.19,98.81,71.19,92.4,103.0,62.58,88.59,87.5,101.69,65.04,39.28,64.32,174.62,102.83,103.44,65.74,72.07,18.95,92.76,109.18,126.2,77.29,102.12,108.29,55.15,110.33,115.79,60.95,101.53,70.43,121.89,112.45,105.27,65.73,100.8,90.77,114.74,77.35,97.87,55.63,78.8,92.74,93.83,118.72,109.13,141.46,79.54,53.66,103.25,104.81,92.02,85.5,73.99,104.94,60.95,118.59,107.03,111.6,96.03,87.89,,,,,,,0.74
,,,,,,,,,,,,,,,815.0,849.0,839.0,842.0,822.0,815.0,864.0,77.21,75.53,122.22,122.19,112.03,1.74,114.82,63.83,100.96,83.52,82.94,130.21,77.59,106.55,81.63,43.85,115.36,87.24,68.27,87.08,132.13,115.99,89.46,97.91,119.82,115.07,120.56,58.21,94.17,93.69,81.91,111.97,78.1,106.77,83.13,89.91,96.62,65.14,55.87,94.25,81.28,99.87,54.76,86.85,87.49,64.65,94.35,79.78,100.36,62.51,36.06,66.52,141.09,124.29,97.98,61.69,65.65,29.84,81.82,104.47,116.59,82.41,103.46,108.61,65.9,110.93,117.42,51.14,101.96,80.41,122.71,97.7,107.67,48.93,103.98,75.05,120.97,75.65,100.8,45.76,80.37,90.28,91.32,120.12,103.15,139.66,82.95,50.71,88.79,88.3,87.96,90.78,92.14,102.87,65.48,113.46,105.54,94.44,83.2,73.38,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,65.49,67.85,93.06,91.58,72.65,21.5,91.2,64.32,74.21,70.99,59.75,105.63,64.42,87.5,80.04,39.43,91.29,74.97,54.37,67.21,105.9,91.21,72.02,80.15,85.05,92.58,111.4,46.67,82.46,76.77,67.33,77.03,79.13,88.84,62.98,73.24,75.56,77.79,48.67,81.64,59.1,81.63,52.07,69.08,76.45,51.44,82.65,59.98,74.32,44.89,49.81,56.91,107.02,108.26,79.52,41.42,64.28,36.93,77.25,82.34,107.82,77.91,96.72,98.01,56.25,93.5,87.55,41.54,84.52,62.23,100.71,81.99,80.23,47.68,86.32,61.11,99.13,54.86,81.61,62.68,77.8,85.26,71.41,104.16,79.68,106.61,69.23,65.21,63.8,69.93,85.08,72.53,70.53,77.83,67.15,78.77,97.85,78.52,56.28,63.94,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,38.56,37.81,45.4,58.96,46.22,19.47,40.84,45.86,38.95,48.45,38.87,63.03,34.98,43.1,51.88,26.05,55.28,42.41,32.54,36.17,58.04,57.68,35.3,45.14,50.32,57.28,63.2,21.54,48.19,45.01,37.59,42.97,53.26,46.45,32.58,45.89,42.89,52.77,32.38,54.32,36.47,55.18,38.91,45.18,54.08,30.73,48.54,39.45,49.33,23.39,31.34,29.82,53.13,61.54,46.53,28.36,37.77,27.22,51.65,47.88,49.66,42.53,48.49,55.63,25.74,55.7,49.2,21.92,51.63,47.16,61.12,50.44,45.69,33.34,46.97,40.29,56.36,25.67,40.91,43.35,47.96,54.49,43.11,61.8,55.8,60.11,30.89,45.25,44.25,36.44,58.28,40.32,36.9,45.51,42.51,41.92,59.24,41.9,38.67,48.69,,,,,,,1.02
