days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,7.0,100.0,200.0,60.0,957.0,0.05,0.05,10.0,0.03,836.0,787.0,820.0,833.0,851.0,812.0,833.0,5.94,5.41,5.76,2.61,2.38,3.53,3.38,2.08,2.36,5.33,5.94,0.0,3.84,7.19,1.05,7.28,7.89,5.12,1.23,1.2,0.0,2.96,0.0,4.98,2.87,0.0,0.16,3.25,1.63,4.15,7.01,4.19,0.99,2.13,0.75,5.93,1.65,2.89,2.83,5.99,0.87,2.58,0.7,4.6,3.78,1.74,4.17,2.64,2.46,3.63,5.02,2.86,2.86,2.17,5.65,2.35,6.21,4.97,2.85,6.2,0.64,3.14,5.27,0.0,5.35,3.69,5.17,2.64,0.0,4.8,3.32,2.43,0.79,2.02,2.89,7.19,3.82,3.85,6.43,1.87,4.71,3.99,3.86,6.51,2.09,5.69,5.71,4.72,0.0,5.36,4.76,4.39,0.0,4.08,1.94,3.0,3.24,0.0,5.05,0.73,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,1380.0,0.05,0.05,10.0,0.05,837.0,845.0,813.0,821.0,844.0,826.0,826.0,20.96,21.05,20.67,11.37,9.99,14.62,16.2,10.21,9.83,19.29,21.81,0.0,16.3,22.67,4.4,26.28,27.1,17.72,6.02,6.89,0.0,10.8,0.0,19.37,12.4,0.0,4.68,12.71,7.13,14.01,24.61,15.52,8.09,8.52,5.8,22.0,7.68,9.47,9.99,22.47,4.91,10.11,2.76,16.31,15.48,8.44,14.95,10.42,10.27,12.93,16.44,9.49,11.67,10.04,20.95,8.53,22.49,20.57,12.73,21.98,4.41,10.93,21.08,0.0,21.06,14.14,20.67,9.84,0.0,18.09,10.55,11.0,2.18,10.48,11.98,25.49,14.03,13.78,23.96,9.24,20.52,13.94,15.07,24.71,9.49,20.39,20.15,16.89,2.35,20.12,17.08,16.81,0.0,17.65,7.25,11.71,12.5,0.0,16.07,5.32,,,,,,,1.22
,,,,,,,,200.0,60.0,2065.0,0.05,0.05,10.0,0.08,846.0,814.0,829.0,804.0,832.0,782.0,833.0,41.66,49.6,46.84,28.26,26.1,35.31,38.78,25.69,24.81,42.52,45.42,2.73,46.58,50.19,19.47,61.29,54.06,39.0,23.58,21.76,0.19,21.63,0.0,45.0,32.1,4.97,14.37,32.67,23.01,38.35,53.93,32.82,21.61,25.57,18.57,50.93,25.79,27.06,24.66,50.0,14.57,22.25,10.21,40.88,38.07,22.99,30.65,22.08,24.34,33.83,39.37,24.72,27.69,23.72,48.6,20.06,42.15,44.66,26.74,48.95,16.56,29.72,50.76,0.0,53.72,34.59,49.82,24.68,6.49,39.69,27.59,24.67,12.8,30.76,30.1,59.21,36.37,36.5,53.89,23.75,55.04,35.77,39.13,55.05,24.83,45.34,45.1,37.43,7.99,46.31,38.63,34.72,0.0,39.34,15.04,31.94,35.51,0.0,32.69,18.16,,,,,,,1.26
,,,,,,,,200.0,60.0,816.0,0.05,0.05,10.0,0.13,833.0,856.0,842.0,823.0,821.0,806.0,812.0,72.47,82.92,82.33,46.04,47.32,68.89,69.62,46.35,43.71,78.31,68.89,0.0,77.57,94.13,38.79,104.93,84.98,62.2,54.39,41.69,7.95,53.51,6.19,76.11,52.06,22.34,31.07,54.56,51.31,65.68,92.35,59.33,35.3,49.52,40.45,87.58,47.6,42.86,42.68,84.61,33.72,41.18,24.24,72.09,76.85,41.98,51.67,34.09,41.73,60.83,66.86,51.28,46.89,44.96,84.33,47.13,65.84,73.75,45.48,73.61,32.02,53.19,83.29,9.48,99.72,60.07,84.45,43.68,14.04,69.81,49.76,46.82,30.22,48.23,62.17,107.69,71.34,61.99,86.61,42.5,95.1,59.59,73.05,89.15,57.48,80.43,70.48,61.86,5.62,76.8,64.81,61.44,0.0,65.0,38.58,57.38,64.62,0.0,66.28,28.55,,,,,,,1.2
,,,,,,,,200.0,60.0,2113.0,0.05,0.05,10.0,0.18,793.0,829.0,827.0,815.0,811.0,824.0,834.0,108.68,108.31,103.48,63.74,52.02,99.78,101.27,61.27,63.44,103.26,72.98,17.22,101.55,123.27,54.94,144.96,104.87,85.78,77.15,61.91,31.37,76.86,27.42,109.05,80.29,42.67,52.99,69.22,75.82,93.26,113.75,86.53,52.99,64.3,48.92,118.84,69.01,62.67,63.41,123.34,42.29,65.71,33.11,88.34,105.91,49.99,64.46,50.08,56.82,77.33,94.59,72.49,67.36,75.58,103.78,68.42,79.17,114.01,57.63,110.79,64.23,78.25,104.09,31.53,121.62,77.15,112.57,58.59,29.6,84.69,68.95,65.26,57.55,61.63,90.1,140.08,104.14,85.79,111.6,41.85,129.41,76.52,84.17,119.88,90.03,103.72,77.44,79.01,0.07,112.33,89.98,78.78,10.45,91.58,59.33,82.2,85.92,0.0,95.29,37.07,,,,,,,1.12
,,,,,,,,200.0,60.0,282.0,0.05,0.05,10.0,0.23,821.0,853.0,865.0,833.0,839.0,820.0,788.0,107.61,112.49,113.04,69.75,59.14,103.1,99.71,73.65,81.45,89.54,73.18,30.61,108.62,129.35,59.93,141.53,103.59,76.09,72.93,75.79,43.23,92.22,48.18,113.75,78.6,63.67,59.28,60.65,81.12,109.75,110.83,90.16,74.48,71.17,43.87,116.48,59.09,56.82,70.43,132.48,50.59,66.25,38.62,96.49,121.56,61.12,59.37,50.68,76.04,75.83,111.02,84.67,67.62,82.42,120.49,67.07,73.44,107.66,65.54,111.65,75.49,102.07,103.67,51.39,109.93,74.96,123.17,71.24,39.35,84.2,78.23,60.33,62.63,64.44,74.13,132.96,108.73,94.57,122.75,40.02,122.95,79.41,91.72,110.75,90.71,104.26,79.4,78.94,0.0,109.92,108.25,81.28,18.7,92.19,58.57,86.69,85.9,14.53,93.63,53.59,,,,,,,0.8
,,,,,,,,200.0,60.0,1810.0,0.05,0.05,10.0,0.26,824.0,825.0,828.0,836.0,853.0,826.0,834.0,121.22,112.21,113.11,83.05,64.99,106.0,98.45,91.19,103.38,95.07,74.49,45.97,106.18,134.73,69.69,141.46,103.76,70.68,91.17,94.57,62.23,93.88,51.13,132.52,86.54,77.03,57.38,62.71,100.62,138.19,120.56,104.51,91.08,87.88,59.32,109.7,72.4,62.83,86.1,134.3,68.78,76.12,60.54,102.43,130.58,86.67,68.27,70.91,71.86,94.65,117.21,88.72,82.56,92.4,126.06,76.11,96.88,98.16,68.31,121.59,83.6,119.44,126.19,53.65,118.71,78.69,131.49,99.3,40.37,94.36,100.68,53.11,74.71,69.43,73.64,145.55,111.61,89.74,143.61,72.8,135.34,85.37,116.4,113.98,105.3,120.84,89.22,79.73,0.0,105.92,124.34,87.82,31.97,116.27,56.77,107.54,105.24,23.83,110.49,56.74,,,,,,,0.74
,,,,,,,,,,,,,,,810.0,791.0,796.0,820.0,846.0,835.0,816.0,107.63,114.37,103.15,80.26,61.44,108.14,88.67,88.06,97.94,108.74,59.96,42.7,106.57,128.73,72.01,125.51,116.74,57.48,72.6,90.2,74.18,79.01,36.65,105.35,93.2,79.99,66.86,66.78,101.65,145.26,112.93,104.37,87.55,95.55,53.11,97.43,80.45,66.49,94.68,113.71,72.21,83.34,57.15,108.83,124.52,89.99,59.25,84.66,78.28,99.17,95.86,82.02,77.69,80.78,119.98,69.86,101.81,84.53,68.92,126.9,92.84,114.35,112.89,58.84,126.61,87.07,125.85,95.19,50.66,96.84,96.5,47.96,70.69,72.55,74.06,141.8,91.97,91.9,133.59,76.08,118.77,71.19,123.58,108.79,107.36,122.12,93.45,84.0,26.74,125.08,104.46,79.88,48.7,111.93,61.97,101.77,100.82,35.2,97.86,57.56,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,78.1,92.4,74.25,71.47,57.55,88.66,82.35,76.53,70.25,92.09,63.76,35.25,113.51,78.65,67.51,90.83,104.21,59.57,72.36,74.85,67.99,73.32,35.15,84.96,72.94,63.13,46.97,61.21,86.3,107.4,87.46,65.87,76.33,91.43,42.76,71.1,68.15,63.46,74.35,90.39,64.9,67.78,54.58,77.25,107.56,80.71,57.28,77.53,70.96,77.39,88.1,73.28,68.53,72.95,98.75,61.66,98.95,71.41,66.2,105.07,67.78,93.81,91.9,42.43,93.36,87.77,89.78,79.86,49.87,70.89,79.91,37.38,72.0,79.47,46.78,109.62,67.99,94.05,105.15,68.26,84.04,72.15,100.69,86.73,95.3,102.76,81.69,61.74,35.4,111.0,83.22,59.94,50.03,96.59,60.64,88.14,82.64,36.89,75.5,41.93,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,46.69,54.19,47.16,33.61,39.78,52.13,50.34,42.76,54.26,52.36,38.03,29.21,69.0,52.08,41.59,53.59,49.14,37.19,46.9,44.59,43.27,42.36,29.56,48.55,34.66,39.48,31.34,30.42,53.48,56.98,55.05,38.29,50.32,54.03,25.95,35.66,46.96,44.31,44.73,56.53,39.73,46.22,31.92,51.88,64.88,48.2,38.78,40.96,39.0,42.34,57.63,43.86,45.49,35.58,55.88,43.78,56.65,41.4,38.85,56.08,42.43,52.9,56.89,24.6,56.11,53.21,56.55,42.37,34.01,36.53,42.31,27.3,46.09,49.14,31.16,65.36,44.75,52.83,61.85,42.02,57.93,39.48,57.87,50.4,48.96,61.14,48.62,38.94,18.66,55.99,55.79,29.07,35.99,55.76,49.45,54.56,48.91,19.63,38.3,35.93,,,,,,,1.02
