days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,3.0,100.0,200.0,60.0,1964.0,0.05,0.05,10.0,0.05,1938.0,1922.0,1897.0,0.0,3.94,3.04,0.39,1.3,0.0,7.67,0.24,5.47,4.6,0.96,3.48,2.0,2.45,4.35,1.12,4.83,4.64,2.09,5.2,2.34,7.72,1.67,5.98,3.39,0.0,3.47,5.52,4.98,2.61,9.0,1.32,0.0,5.67,5.19,4.72,7.27,3.66,7.72,4.4,5.52,5.52,3.89,4.9,4.17,5.11,2.2,0.3,3.78,2.87,4.38,0.0,2.45,0.0,2.78,3.09,0.3,7.46,1.34,0.0,4.69,4.45,0.0,2.04,3.38,0.7,3.81,3.4,3.0,5.86,1.53,2.31,3.43,2.76,2.76,2.55,3.09,6.98,4.0,4.05,0.0,4.87,7.2,3.01,5.02,4.12,3.11,2.94,0.0,0.0,0.0,4.74,3.85,3.26,1.64,3.38,2.86,0.0,3.14,4.2,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,1544.0,0.05,0.05,10.0,0.13,1960.0,1901.0,1861.0,0.83,16.32,10.95,1.63,5.87,0.34,29.75,2.18,19.02,18.66,5.19,14.19,9.86,9.33,17.74,6.94,15.77,15.01,8.35,21.21,8.76,25.18,11.05,19.99,12.58,0.48,13.09,19.32,18.36,10.08,31.48,5.48,1.62,23.31,19.48,18.0,24.79,15.46,26.88,17.76,21.54,19.01,13.46,19.77,16.94,18.73,10.68,2.98,18.08,10.52,16.59,2.14,11.44,0.0,8.78,12.46,4.6,25.4,3.59,0.0,17.67,18.62,1.09,10.22,13.55,4.67,14.59,13.51,10.83,19.98,7.85,12.27,12.9,9.92,9.29,11.76,10.86,26.35,16.95,17.09,0.07,18.42,26.67,11.42,17.61,14.77,14.05,12.7,0.1,0.0,0.0,17.52,15.68,11.13,10.49,11.15,12.28,0.87,13.26,15.98,,,,,,,1.22
,,,,,,,,200.0,60.0,1052.0,0.05,0.05,10.0,0.2,1973.0,1839.0,1870.0,7.3,42.77,20.34,2.63,26.47,7.23,62.12,7.86,39.98,43.59,17.62,38.56,23.3,24.31,41.02,22.8,39.36,36.55,20.09,53.39,27.17,52.8,28.94,45.48,30.81,3.25,30.5,37.68,34.84,23.36,71.07,13.78,12.28,57.37,41.72,41.5,54.79,37.75,59.21,41.7,50.63,40.47,29.21,45.65,44.71,43.86,26.78,16.29,43.74,27.61,33.5,12.17,27.94,0.0,18.67,26.11,11.93,56.86,16.75,1.15,44.84,45.42,2.32,29.48,33.11,17.83,37.61,38.28,26.21,45.64,19.92,29.4,33.35,24.76,19.65,31.46,26.14,58.82,46.27,39.24,6.52,41.92,62.47,33.18,44.45,32.01,37.75,34.62,4.48,0.0,0.0,40.62,37.25,28.77,31.52,26.55,28.28,8.4,35.1,35.63,,,,,,,1.26
,,,,,,,,,,,,,,,1930.0,1860.0,1915.0,22.57,81.65,38.74,26.25,50.05,16.89,95.11,23.84,70.48,70.83,39.35,65.41,32.23,45.38,70.82,38.02,68.72,56.97,32.88,92.67,54.95,89.88,60.04,82.33,62.3,14.27,50.18,58.59,68.4,43.62,113.83,26.42,28.92,95.95,67.54,79.02,89.32,65.82,92.44,75.42,86.88,68.7,62.87,78.1,78.71,72.91,46.52,43.49,72.17,43.1,66.02,33.37,49.1,4.16,39.95,49.09,22.92,99.73,31.63,4.42,79.29,85.35,11.44,50.14,68.12,35.78,74.61,63.96,45.17,70.49,41.41,58.84,57.32,47.18,34.0,66.45,51.48,100.38,78.88,70.49,25.43,71.14,94.75,63.05,71.6,65.56,63.31,52.55,13.09,0.0,0.0,76.68,72.25,58.81,58.31,42.12,50.53,26.82,70.27,64.39,,,,,,,1.2
,,,,,,,,,,,,,,,1968.0,1868.0,2013.0,30.53,121.93,54.21,46.07,66.39,36.59,128.44,31.81,93.25,87.95,57.99,77.88,42.26,60.95,102.28,50.82,86.2,85.64,34.79,115.13,83.08,125.38,71.23,105.0,82.47,32.17,64.3,72.34,101.64,54.9,153.09,39.11,56.22,119.47,87.02,108.44,105.36,95.59,125.68,94.0,121.32,91.95,90.61,100.08,95.63,85.34,69.78,81.65,91.48,57.54,81.67,55.32,78.41,17.76,59.23,69.63,37.54,126.58,60.83,14.56,110.45,118.98,19.61,70.76,81.15,45.46,113.07,97.96,62.69,102.27,61.17,73.85,86.04,66.67,51.12,82.33,60.52,120.36,105.7,106.36,44.81,95.95,129.06,101.49,95.0,91.41,79.03,57.37,29.75,0.0,4.06,116.05,102.1,71.35,83.71,66.07,63.05,53.33,105.51,84.97,,,,,,,1.12
,,,,,,,,,,,,,,,2033.0,1924.0,1904.0,44.88,131.96,59.14,42.46,63.87,51.48,131.67,42.25,102.19,89.02,68.18,87.15,47.18,71.16,116.3,74.92,74.41,88.96,27.86,125.85,83.73,130.1,66.94,104.7,87.49,40.07,58.4,84.45,106.52,52.37,160.09,47.69,56.3,129.3,83.02,109.23,100.72,101.04,123.33,94.55,125.06,114.4,97.54,103.04,87.11,93.21,75.5,87.81,85.48,64.66,98.32,68.34,75.71,25.8,63.04,79.09,59.39,126.63,78.22,32.95,123.93,120.98,32.73,75.25,83.37,52.87,109.66,89.54,67.78,98.28,66.75,66.49,93.39,70.83,64.29,84.01,58.68,127.87,107.8,118.28,64.04,106.42,126.92,104.11,108.14,90.32,79.54,61.25,33.95,0.0,37.7,134.83,102.59,76.85,85.02,69.65,77.89,63.65,106.63,81.53,,,,,,,0.8
,,,,,,,,,,,,,,,1917.0,1943.0,1914.0,49.42,138.64,83.9,54.89,91.09,73.54,135.81,59.18,107.54,102.41,74.36,93.0,71.65,74.91,117.3,91.45,77.8,109.18,26.99,132.51,108.69,154.07,68.03,107.23,104.13,45.52,60.11,90.79,127.99,63.03,151.5,66.72,74.56,146.83,69.71,119.5,107.32,101.26,134.04,93.46,107.91,124.76,112.88,121.38,100.19,85.59,85.24,87.77,99.82,78.8,103.62,74.75,77.82,34.4,69.63,87.78,71.46,141.9,85.75,48.2,136.39,119.81,58.73,78.78,111.26,58.2,125.37,104.98,89.26,99.2,77.81,84.37,105.24,71.02,93.16,97.73,61.9,149.32,131.35,129.42,64.33,117.06,135.55,104.1,113.19,100.38,79.7,79.46,50.28,8.39,62.96,138.76,99.18,98.0,98.57,89.26,78.6,84.77,115.72,86.41,,,,,,,0.74
,,,,,,,,,,,,,,,1951.0,1896.0,1952.0,50.58,124.94,88.97,66.9,87.12,81.92,118.83,69.66,98.44,109.5,69.46,79.27,101.55,78.6,120.29,80.69,77.34,95.88,38.61,126.62,111.9,136.96,71.27,107.34,94.14,47.36,80.8,93.39,125.37,81.86,128.0,61.58,70.43,155.0,69.57,122.62,99.35,93.22,133.59,81.43,109.16,112.52,103.84,102.51,85.33,82.74,80.67,94.78,107.96,80.07,97.08,70.34,82.19,50.49,69.46,94.26,71.95,125.5,99.6,54.33,140.28,109.75,70.34,65.73,107.77,62.87,131.0,98.0,88.17,101.65,86.6,80.71,98.6,65.65,89.95,92.48,53.22,156.55,125.69,133.3,52.29,110.7,132.99,104.66,93.1,114.77,96.7,86.4,60.88,22.42,47.76,132.9,94.62,99.21,93.01,84.4,66.95,115.41,107.25,88.24,,,,,,,0.76
,,,,,,,,,,,,,,,,,,38.72,94.59,78.59,69.35,69.09,89.52,107.15,56.32,74.98,88.38,73.98,64.92,84.59,62.04,92.37,70.77,60.08,66.58,45.82,96.64,85.6,113.06,51.27,95.2,79.73,41.07,73.81,81.26,96.81,60.0,102.41,50.52,60.3,133.33,56.55,87.83,91.61,80.06,103.9,76.28,88.11,73.94,95.57,75.77,59.12,77.8,73.83,76.14,88.13,84.47,78.06,49.81,67.5,41.48,49.67,84.07,68.43,105.7,93.41,38.67,121.21,88.0,58.96,41.82,84.88,58.94,102.64,87.21,65.83,82.62,81.7,68.59,71.09,74.81,73.35,68.6,61.6,128.2,100.38,101.79,41.67,78.11,109.09,89.01,73.32,91.98,85.23,73.99,49.16,34.45,48.17,117.73,80.51,77.97,78.83,71.28,61.18,99.2,87.73,75.02,,,,,,,0.9
,,,,,,,,,,,,,,,,,,27.74,56.12,41.17,41.54,44.46,59.53,57.31,35.92,48.18,46.66,42.88,34.41,42.49,36.27,51.06,48.56,39.63,37.19,34.39,57.75,48.05,62.73,30.39,56.33,38.65,25.98,48.04,50.89,62.9,33.17,56.28,40.61,38.7,72.99,38.7,43.42,56.07,50.04,56.59,41.68,47.45,42.74,64.38,40.21,37.39,48.46,48.72,41.17,44.44,49.36,37.08,25.64,43.93,20.98,38.42,42.41,44.29,58.4,64.1,24.27,68.14,48.66,43.7,35.0,53.22,35.46,56.4,48.22,46.09,48.17,51.16,34.09,36.83,40.22,39.6,43.46,44.43,69.67,60.43,52.02,31.58,41.31,61.31,55.9,40.66,63.68,46.04,46.77,38.3,21.0,28.59,65.02,42.64,44.58,50.74,39.52,32.24,61.66,52.2,46.72,,,,,,,1.02
,,,,,,,,,,,,,,,,,,9.62,15.93,12.87,15.11,12.34,19.31,17.34,11.43,13.26,14.57,12.62,14.19,12.25,10.6,15.51,17.38,14.8,12.0,13.47,18.84,15.08,19.55,10.87,19.03,13.31,10.38,15.86,17.53,20.79,10.75,19.21,13.89,11.02,22.4,13.03,16.67,17.76,12.12,15.34,12.5,13.49,16.73,20.11,12.5,10.17,16.29,17.36,13.17,12.21,15.39,14.93,10.05,14.4,10.58,13.86,13.39,12.94,17.85,21.58,11.67,19.45,13.42,13.46,13.48,15.98,13.63,15.32,15.69,17.05,16.6,17.08,10.49,9.28,12.54,12.8,17.49,12.88,23.56,21.48,14.79,11.87,12.33,17.89,18.65,11.97,21.52,15.76,16.01,12.04,8.66,9.53,20.34,13.36,16.27,16.15,10.63,10.31,19.42,16.92,14.43,,,,,,,1.08
,,,,,,,,,,,,,,,,,,4.46,5.91,4.9,6.79,5.2,6.88,6.89,5.33,4.26,6.7,5.25,5.6,5.25,5.02,6.78,6.65,5.75,6.1,6.56,7.93,5.07,7.46,5.57,6.27,5.07,3.53,7.28,7.31,8.52,4.07,7.86,4.97,4.39,7.57,5.48,7.35,6.89,4.1,4.7,4.84,5.23,6.41,7.24,5.63,3.65,6.07,6.55,5.21,5.54,6.67,5.89,4.23,5.92,4.89,5.19,6.19,4.32,6.17,8.51,5.92,8.04,4.71,3.3,5.56,6.2,5.43,5.38,7.11,6.51,6.7,7.42,4.8,3.33,5.47,6.25,6.94,5.39,9.83,8.7,6.06,5.25,4.75,6.51,7.42,4.25,7.91,6.69,5.03,5.04,3.32,3.84,7.66,5.71,5.38,6.43,3.06,4.55,8.13,6.32,6.79,,,,,,,1.18
,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
