days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,3.0,100.0,200.0,60.0,855.0,0.05,0.05,10.0,0.05,1969.0,1833.0,1876.0,2.08,0.28,0.29,3.59,1.55,1.42,2.87,1.67,0.53,4.35,4.34,5.49,3.43,4.88,1.27,6.25,3.8,4.59,0.28,0.0,3.04,2.3,3.35,2.56,3.63,1.6,4.09,4.42,2.66,6.92,1.77,5.67,1.59,0.69,2.02,5.6,3.69,5.87,2.4,1.69,2.31,0.0,2.15,8.94,1.75,4.26,6.61,2.04,0.0,0.0,1.67,1.89,7.31,4.61,2.96,1.6,0.74,0.46,1.67,1.7,2.57,0.0,8.08,7.93,1.32,2.63,2.06,0.0,2.84,4.12,1.65,4.04,0.0,0.14,0.0,1.14,3.52,0.71,0.16,3.3,0.0,0.35,6.59,1.19,4.26,1.8,5.87,4.32,4.56,5.42,1.45,3.28,1.88,9.0,5.91,0.89,5.57,3.29,4.4,2.59,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,1227.0,0.05,0.05,10.0,0.13,1880.0,1988.0,1811.0,9.4,4.4,3.67,16.48,8.89,5.05,9.93,7.58,5.21,16.98,16.5,22.03,14.63,17.99,5.88,23.41,13.05,17.8,3.52,2.06,10.9,10.18,14.98,11.31,12.45,7.27,14.32,16.0,10.91,25.33,8.1,22.2,7.78,6.2,8.31,21.41,12.39,21.68,8.67,6.68,9.5,3.1,9.67,33.36,9.45,18.34,24.66,8.14,2.26,0.0,5.07,9.47,25.36,18.69,13.08,8.46,4.32,2.11,8.11,9.34,8.24,0.0,28.77,29.18,4.61,10.42,7.17,0.0,12.67,14.61,7.46,13.87,0.0,3.47,1.57,7.45,13.23,4.62,1.95,13.39,0.0,1.76,25.09,4.4,15.29,8.99,21.44,15.07,18.28,21.37,5.33,13.25,7.95,31.05,22.38,6.84,20.43,14.43,16.25,12.4,,,,,,,1.22
,,,,,,,,200.0,60.0,1450.0,0.05,0.05,10.0,0.2,1998.0,1877.0,1845.0,24.76,15.44,13.31,37.47,24.35,17.16,31.69,22.31,13.25,42.64,40.59,44.95,34.73,45.62,13.15,54.51,34.4,39.42,17.69,9.53,28.25,20.44,34.47,31.65,34.09,16.16,35.0,34.87,31.64,57.85,19.94,54.76,24.67,15.72,24.27,43.57,33.84,52.65,26.89,23.75,21.15,14.98,27.7,80.71,22.87,41.97,54.13,20.53,11.87,5.93,15.09,26.3,56.53,48.61,32.13,22.55,14.76,10.05,20.9,24.47,22.45,0.49,64.35,65.99,15.61,28.74,20.01,0.0,34.01,31.93,22.36,32.59,1.77,11.02,9.64,26.93,28.99,11.92,9.68,37.71,0.35,10.61,58.06,9.02,31.11,24.05,44.03,38.37,43.18,45.03,17.26,31.16,23.33,70.19,52.09,21.82,46.06,32.98,35.64,35.86,,,,,,,1.26
,,,,,,,,,,,,,,,1988.0,1973.0,1920.0,44.41,37.13,23.11,68.31,51.09,32.96,52.89,45.33,26.64,76.25,70.08,71.45,51.37,71.69,34.7,89.23,60.44,61.46,36.4,20.24,47.91,35.09,54.04,69.07,59.55,35.23,59.07,59.23,49.16,87.07,43.69,92.09,50.84,32.96,33.93,71.66,57.62,91.4,53.59,46.6,41.55,35.01,55.54,124.72,42.02,69.97,89.72,42.47,23.35,23.85,27.63,43.47,94.68,75.98,66.73,41.39,34.32,23.75,37.83,39.48,43.85,11.21,110.24,97.84,37.45,55.37,41.87,0.0,61.78,58.55,28.41,52.38,12.12,15.87,24.41,52.03,49.7,22.72,17.6,72.86,2.67,36.33,93.93,17.88,58.84,46.22,69.61,65.19,71.15,72.39,37.44,56.51,40.37,109.28,88.77,35.67,67.49,59.81,54.59,62.09,,,,,,,1.2
,,,,,,,,,,,,,,,1920.0,1884.0,1953.0,65.47,71.16,29.67,106.2,71.43,58.78,60.88,72.53,45.4,113.71,92.46,90.29,67.36,94.02,62.89,119.84,73.17,89.81,63.11,29.86,56.88,47.09,75.12,83.89,82.86,47.3,81.42,94.3,68.35,121.69,62.38,115.26,73.52,58.81,47.98,97.62,89.68,122.1,72.01,64.42,60.51,56.77,69.66,147.13,63.19,91.04,113.74,52.96,49.32,43.3,48.77,49.15,112.55,110.2,90.78,54.3,51.0,52.65,70.87,45.28,63.25,31.58,146.8,113.86,59.92,78.35,64.62,7.99,100.77,88.08,34.03,63.73,23.39,20.75,44.3,72.65,77.07,41.68,28.66,101.06,15.14,43.32,129.39,40.68,85.46,63.88,93.72,88.82,104.35,101.3,58.03,81.56,51.52,139.82,97.95,55.17,97.2,82.28,71.36,87.26,,,,,,,1.12
,,,,,,,,,,,,,,,1917.0,1985.0,1905.0,81.24,81.01,44.3,113.89,79.15,74.49,55.15,79.64,58.62,116.1,97.22,93.25,79.1,93.74,62.64,127.01,73.18,99.17,67.65,36.21,77.08,48.14,97.05,83.76,92.18,64.01,86.02,103.5,80.44,119.65,75.25,111.23,77.78,55.19,68.17,95.73,88.29,127.18,89.85,76.33,78.23,65.48,82.21,151.89,59.24,95.03,128.07,63.75,54.71,44.33,48.1,67.44,112.51,119.07,125.38,58.9,61.6,67.92,74.72,49.03,73.32,50.33,146.57,120.51,60.5,75.93,58.5,25.35,121.81,79.32,43.2,69.77,26.96,28.46,59.06,79.67,88.89,59.55,32.05,101.49,39.79,43.05,126.71,50.59,89.8,82.57,94.92,88.72,114.83,112.41,64.26,84.11,65.97,144.64,89.7,56.88,110.2,98.95,93.55,90.96,,,,,,,0.8
,,,,,,,,,,,,,,,1863.0,1971.0,1906.0,97.07,92.41,53.61,115.86,92.55,89.44,61.43,96.84,76.8,115.56,84.68,105.17,91.94,83.06,55.42,125.07,71.07,87.54,81.65,44.56,93.27,46.2,108.74,91.92,97.73,59.72,95.36,129.08,93.64,104.64,85.74,107.37,65.78,62.6,93.02,86.17,79.75,127.36,99.19,70.11,98.55,69.17,98.9,148.67,72.75,119.31,130.82,75.26,69.61,48.35,71.22,84.16,126.47,118.01,123.55,57.42,81.22,79.97,78.35,44.69,88.91,76.41,137.9,119.99,60.39,82.25,69.6,52.32,130.77,73.63,66.38,59.0,42.92,42.84,79.47,68.25,86.55,63.57,38.42,97.34,56.94,54.61,137.74,61.41,83.02,71.93,108.66,85.41,113.31,129.79,58.5,82.91,84.26,148.97,98.05,89.82,117.73,114.7,104.66,103.84,,,,,,,0.74
,,,,,,,,,,,,,,,1975.0,1891.0,1961.0,94.72,84.55,79.21,111.53,89.37,91.94,70.49,106.74,93.82,116.29,78.08,103.57,90.55,93.56,60.23,128.04,79.72,81.82,88.91,53.19,87.69,51.37,102.42,79.82,90.01,72.99,96.86,129.27,96.02,106.41,82.25,86.36,45.72,80.27,118.04,87.03,87.72,106.2,105.15,62.86,101.81,60.9,95.8,128.7,79.88,95.63,125.09,70.04,62.86,48.86,71.13,87.45,126.91,109.33,119.95,72.75,85.39,66.32,68.54,46.79,92.11,89.68,127.16,99.48,69.82,87.67,88.59,65.4,125.7,90.46,70.46,60.8,57.38,42.51,72.27,57.98,94.2,61.27,50.84,102.9,69.66,60.86,123.29,66.93,84.13,65.9,116.8,75.53,120.66,125.54,64.14,82.65,90.51,124.01,95.72,94.41,97.87,104.44,100.84,109.25,,,,,,,0.76
,,,,,,,,,,,,,,,,,,77.91,73.5,63.55,78.97,76.31,84.63,74.05,67.3,76.68,90.36,80.69,80.95,69.61,78.79,59.07,97.06,73.3,65.52,69.62,38.05,69.27,49.11,83.83,73.25,72.22,54.63,91.11,86.49,82.18,91.15,73.4,59.15,39.7,60.79,96.77,62.23,76.91,84.86,84.53,53.67,95.31,44.13,75.47,95.33,61.97,60.92,96.88,72.65,49.27,57.39,62.29,71.65,108.08,86.43,90.42,57.84,68.52,61.19,56.79,46.51,72.53,70.11,103.75,68.68,66.98,76.5,78.61,61.33,90.94,81.92,57.7,52.75,51.49,37.07,64.39,47.98,67.35,46.39,51.21,85.0,43.08,57.74,89.01,63.41,73.61,48.56,92.56,71.97,95.83,99.58,68.86,62.2,85.5,92.99,83.0,74.12,88.26,86.23,74.2,89.24,,,,,,,0.9
,,,,,,,,,,,,,,,,,,46.69,43.67,40.84,44.96,40.61,51.23,43.9,35.35,41.95,56.74,56.42,49.51,37.19,43.97,40.46,57.95,47.6,45.04,44.25,24.79,40.87,35.43,56.59,41.12,50.0,30.78,48.83,50.38,51.25,50.62,43.24,34.13,30.46,40.11,59.86,37.41,49.46,53.16,55.21,40.02,61.76,28.72,49.6,55.11,36.0,31.2,63.76,46.62,29.16,32.86,36.87,52.68,56.85,47.71,51.78,37.13,44.73,42.54,42.39,28.81,37.83,42.03,58.56,41.85,39.35,49.88,43.7,39.17,49.73,48.02,31.69,29.55,42.73,22.49,38.65,27.06,33.23,34.59,32.05,48.46,22.28,32.43,52.01,30.52,49.5,31.27,56.94,50.0,57.99,59.79,41.95,40.38,50.37,54.83,54.87,48.05,57.5,49.2,42.95,56.18,,,,,,,1.02
