days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,3.0,100.0,200.0,60.0,1829.0,0.05,0.05,10.0,0.13,1902.0,1876.0,1877.0,0.0,2.6,0.0,4.46,1.14,3.08,3.5,4.17,0.29,0.0,3.91,3.18,2.59,5.01,0.0,6.05,5.5,1.78,1.02,5.05,3.18,5.27,3.33,1.01,0.75,0.0,0.99,0.29,0.0,3.43,0.0,2.95,2.94,4.03,6.4,4.82,3.56,5.05,4.23,3.88,7.48,1.29,3.07,3.74,7.05,3.89,3.92,1.02,4.52,3.17,5.37,4.89,0.0,0.1,0.46,0.0,0.71,1.43,1.82,7.64,3.23,4.67,3.56,3.9,2.02,5.22,0.18,6.26,2.39,3.09,0.0,1.52,1.26,3.25,2.22,4.17,0.0,0.0,7.94,0.0,0.0,1.72,5.5,6.38,2.4,1.41,1.9,4.03,5.16,5.08,3.75,0.95,3.73,4.34,1.38,0.85,0.0,2.21,2.48,4.03,100.0,100.0,100.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,1621.0,0.05,0.05,10.0,0.13,1889.0,1876.0,2003.0,1.3,10.85,0.0,14.55,6.97,13.2,13.78,12.91,5.24,0.0,15.19,13.09,10.88,21.11,0.0,20.6,20.42,8.33,4.79,18.15,14.49,17.23,12.27,4.73,3.01,0.0,6.68,3.94,0.47,13.3,0.0,11.43,12.3,15.54,23.31,17.8,14.65,17.1,14.0,15.19,26.34,6.69,12.69,15.0,26.47,16.31,12.43,6.32,15.83,12.03,21.45,19.58,0.0,1.56,1.89,0.0,6.15,6.96,9.72,25.98,12.71,16.23,13.53,14.54,7.07,17.52,2.12,22.83,9.37,12.57,1.05,8.22,7.23,13.11,9.92,15.3,0.0,0.31,27.04,0.0,0.0,9.82,20.75,24.5,9.02,7.21,8.65,15.18,20.0,19.88,15.32,4.96,15.0,16.48,4.87,5.4,0.0,10.72,10.71,16.55,,,,,,,1.22
,,,,,,,,200.0,60.0,3410.0,0.05,0.05,10.0,0.13,1907.0,1916.0,1939.0,10.7,28.77,6.47,31.91,19.13,32.87,39.01,32.25,19.64,0.0,34.28,31.96,25.67,48.35,2.08,49.3,42.4,23.79,17.03,39.87,31.19,40.32,33.94,16.66,11.87,0.91,14.43,12.38,5.7,30.8,0.0,28.95,38.18,36.42,52.53,42.01,39.5,40.64,27.84,34.48,60.57,19.89,31.1,38.14,60.79,37.78,30.38,17.26,33.61,27.06,57.32,43.93,0.0,7.84,3.65,0.0,19.66,18.37,27.13,57.75,33.68,39.61,31.39,30.06,15.91,38.41,11.41,50.91,24.59,32.64,13.8,25.39,24.15,34.97,26.67,41.24,0.0,4.5,59.48,2.16,0.0,26.62,52.85,56.04,21.89,23.83,20.53,37.02,47.04,44.65,39.75,13.84,35.37,41.57,12.15,18.23,0.0,30.69,28.59,43.48,,,,,,,1.26
,,,,,,,,,,,,,,,1853.0,1952.0,2035.0,22.57,59.19,13.19,58.15,41.17,51.06,70.49,59.82,44.55,3.69,54.43,57.06,53.99,77.42,6.9,79.69,72.37,35.87,42.63,66.14,46.56,78.44,63.55,29.5,27.11,11.7,30.85,31.19,15.1,49.93,0.86,54.32,63.92,67.53,81.83,72.64,68.77,58.91,50.92,71.39,89.29,39.01,46.02,57.53,101.24,76.08,53.71,21.09,51.0,49.19,100.65,74.43,12.71,17.22,21.32,0.0,38.34,42.55,44.13,96.07,54.84,67.28,43.83,59.14,28.03,68.38,20.88,89.31,46.91,59.11,38.53,49.59,44.93,65.42,53.5,74.2,5.83,22.06,92.39,1.52,10.14,42.81,82.27,96.81,36.95,49.38,33.1,64.73,84.76,72.12,68.62,37.12,74.26,79.31,25.44,33.34,0.0,76.39,59.41,74.46,,,,,,,1.2
,,,,,,,,,,,,,,,1929.0,1824.0,1967.0,45.32,77.99,30.14,70.75,66.02,72.54,90.58,83.92,56.09,25.87,80.76,79.72,71.38,108.83,15.85,101.88,87.96,51.38,73.39,88.57,64.72,102.93,87.38,50.11,30.32,24.51,44.09,56.37,31.52,67.71,6.64,65.75,84.31,92.6,105.29,90.12,96.35,90.97,72.0,90.76,114.07,53.47,62.68,75.62,123.54,94.75,79.04,30.66,63.79,67.16,150.59,108.86,24.93,30.69,34.88,6.22,68.16,74.8,64.94,113.54,77.8,100.34,47.74,85.93,53.3,95.38,41.67,127.57,82.39,77.78,63.66,68.74,69.22,94.18,76.93,101.31,21.22,34.91,122.73,19.1,15.01,54.74,95.56,131.5,32.21,69.23,49.87,86.27,103.48,89.89,87.45,54.87,105.28,109.57,46.2,56.51,0.0,114.77,76.57,92.2,,,,,,,1.12
,,,,,,,,,,,,,,,1998.0,1946.0,1961.0,56.93,78.54,33.34,71.3,75.12,77.41,90.86,86.39,67.53,42.49,97.94,89.08,66.12,100.1,25.01,82.71,97.41,64.87,75.96,86.49,86.09,103.84,94.16,48.05,25.91,43.62,54.49,61.67,43.08,79.47,19.95,63.98,89.14,86.62,120.83,86.36,105.64,102.27,88.33,84.85,105.7,65.96,72.84,82.28,120.78,110.96,86.46,44.73,68.55,72.44,155.54,111.02,24.42,42.17,41.3,40.41,91.35,89.77,66.33,119.7,86.45,112.17,53.55,85.59,55.61,97.73,34.85,124.68,97.83,82.57,77.66,86.97,79.66,109.89,91.58,117.94,20.78,46.61,114.34,32.83,31.22,68.78,85.75,136.25,30.48,85.82,50.41,99.5,93.43,85.98,93.6,60.35,105.43,105.71,54.35,66.74,1.7,135.65,79.8,97.14,,,,,,,0.8
,,,,,,,,,,,,,,,1983.0,2006.0,1824.0,78.58,92.84,41.42,65.33,92.47,84.65,105.17,92.84,69.44,39.89,109.04,109.69,76.64,107.02,27.67,95.71,108.12,70.35,89.18,98.22,99.87,98.25,96.12,53.31,58.73,59.72,72.5,76.9,50.91,103.24,39.55,65.84,95.33,75.69,126.62,102.02,120.16,99.53,95.4,92.38,104.61,76.26,79.83,97.25,128.64,139.51,94.2,62.93,78.91,77.79,155.14,111.43,32.87,41.3,56.21,68.44,94.75,106.29,80.79,118.0,94.43,129.07,57.59,100.34,76.98,99.68,47.98,119.17,93.54,97.01,84.65,86.97,96.22,113.89,99.55,109.31,58.59,66.94,111.35,50.08,55.45,85.7,95.67,140.91,47.76,97.24,66.39,104.81,103.86,93.24,119.31,76.12,113.21,108.77,65.13,85.5,27.4,146.47,100.77,99.28,,,,,,,0.74
,,,,,,,,,,,,,,,1860.0,1884.0,1970.0,79.74,107.7,49.76,75.85,107.61,98.77,104.28,104.4,73.61,68.41,106.7,113.1,106.78,104.06,35.85,107.94,105.81,79.61,89.62,95.64,116.12,84.02,115.16,51.96,82.76,58.11,82.88,73.53,60.92,112.39,39.16,58.47,112.38,83.3,121.48,91.45,121.55,84.18,104.26,81.02,102.03,100.1,81.37,77.56,122.88,151.57,94.88,67.63,92.89,89.39,147.12,102.7,36.69,60.3,64.42,80.45,101.29,106.36,61.22,120.48,88.44,122.78,62.98,73.06,67.48,95.26,52.32,112.53,90.46,90.38,83.63,71.14,108.53,128.44,100.23,100.32,62.54,85.62,109.23,64.19,54.5,90.13,93.4,128.95,67.63,109.95,83.38,97.28,117.64,110.16,113.64,76.2,110.95,110.53,60.62,81.34,30.49,136.11,104.07,109.41,,,,,,,0.76
,,,,,,,,,,,,,,,,,,58.74,93.0,56.32,68.55,84.36,76.0,77.88,95.0,64.85,69.26,73.64,79.65,95.05,86.12,43.58,87.36,78.26,64.1,77.23,84.53,96.97,62.03,81.11,53.95,63.37,29.58,74.6,55.58,48.65,106.7,37.83,57.66,122.26,70.32,87.72,64.54,88.11,73.72,90.17,67.05,89.85,75.29,77.65,76.0,90.16,118.65,92.08,62.38,80.41,90.89,109.87,84.7,47.0,72.12,42.08,69.69,83.0,75.0,41.06,93.29,79.09,90.09,54.08,66.18,47.17,70.45,48.76,103.17,65.73,64.52,82.48,52.41,72.15,111.58,84.84,80.91,56.24,72.12,83.43,51.32,50.1,77.45,65.76,110.96,63.82,85.39,67.73,87.32,89.62,86.32,108.33,74.33,101.25,81.45,56.37,66.67,32.26,103.95,87.7,86.73,,,,,,,0.9
,,,,,,,,,,,,,,,,,,34.28,56.28,34.79,43.31,40.32,46.99,47.63,50.79,37.32,43.69,39.0,43.5,54.34,48.73,27.49,49.75,48.12,43.73,39.04,46.1,50.92,35.31,50.42,30.13,34.87,17.96,40.67,34.36,33.01,62.43,31.51,34.72,69.46,41.95,55.92,44.35,48.68,43.54,54.88,36.71,61.67,48.55,47.87,50.14,43.93,61.9,54.27,43.34,49.1,54.31,59.47,46.85,41.65,43.23,26.31,47.08,50.16,46.42,26.38,49.06,43.04,50.08,30.64,42.21,30.19,52.02,27.77,60.18,50.39,39.1,46.88,36.49,35.14,57.66,44.83,44.04,33.68,44.27,48.38,26.52,37.21,43.24,33.89,62.16,44.37,48.73,46.66,53.26,48.7,47.97,63.18,44.43,55.96,46.96,33.22,40.66,26.9,54.5,52.15,43.73,,,,,,,1.02
,,,,,,,,,,,,,,,,,,11.12,17.36,11.49,15.66,13.18,16.24,13.34,15.8,12.39,17.82,12.83,14.14,17.9,17.42,11.13,15.44,14.89,13.52,13.99,15.36,14.63,12.62,17.66,9.58,10.45,9.64,14.41,12.83,11.56,20.64,13.78,10.91,21.82,13.04,20.84,16.28,14.92,12.98,18.23,13.99,18.5,18.2,15.15,15.28,11.68,18.81,17.05,13.71,14.82,17.87,16.66,13.49,15.2,12.4,11.62,14.7,15.86,14.33,10.97,13.95,16.52,16.09,11.29,16.51,10.04,17.37,9.71,20.88,17.49,13.96,14.94,11.51,9.55,18.34,15.48,13.23,11.61,16.77,17.93,10.36,11.6,12.11,9.66,22.27,13.67,15.35,14.87,15.86,15.5,16.32,19.76,12.98,18.17,17.26,11.09,15.06,11.29,18.56,14.03,15.26,,,,,,,1.08
,,,,,,,,,,,,,,,,,,4.74,6.49,5.49,7.06,4.75,5.8,6.28,6.82,3.66,7.2,5.54,4.96,6.63,7.23,5.17,5.25,5.64,4.41,5.81,6.81,5.2,4.8,6.65,5.48,4.96,4.28,5.94,6.16,3.85,8.33,5.82,5.24,9.3,4.73,8.09,6.93,5.41,4.47,6.81,5.47,7.3,8.02,6.38,6.44,5.52,7.13,6.77,4.98,7.17,6.91,6.76,5.56,5.8,4.58,5.05,6.06,6.63,5.21,4.5,5.94,6.89,6.57,6.03,6.94,3.84,5.88,4.8,7.65,6.89,5.5,5.99,4.39,4.26,7.83,6.21,6.07,4.5,6.96,7.19,4.5,4.09,4.24,3.44,7.73,5.69,5.78,5.96,6.35,5.45,6.47,6.94,6.45,6.58,5.93,4.96,6.03,4.57,6.11,5.88,6.69,,,,,,,1.18
,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
