days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,3.0,100.0,200.0,60.0,1400.0,0.05,0.05,10.0,0.13,1964.0,1843.0,1954.0,5.24,4.58,0.75,1.65,5.33,5.11,2.35,4.56,1.43,6.27,3.75,3.21,4.19,4.19,2.63,2.02,0.0,3.92,0.0,2.6,4.48,2.75,4.33,2.63,0.0,7.73,1.34,8.37,1.66,4.92,3.91,4.63,6.15,2.51,1.79,4.57,1.86,2.6,4.55,4.86,3.44,5.31,4.37,1.1,7.14,1.37,2.01,2.96,0.02,3.58,4.3,6.44,2.22,3.85,4.37,2.82,2.7,4.46,4.96,1.51,3.56,6.27,1.15,4.45,3.4,0.67,5.95,1.48,3.61,2.32,0.4,1.2,4.84,3.54,4.55,0.0,6.95,1.07,5.45,0.0,3.19,1.55,5.74,6.12,3.43,2.58,1.38,7.53,0.0,1.78,0.0,0.0,6.15,0.0,5.61,0.65,3.31,3.61,6.7,0.0,100.0,100.0,100.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,2113.0,0.05,0.05,10.0,0.13,1988.0,1950.0,1923.0,16.4,17.58,3.06,8.35,20.98,19.14,8.59,18.51,5.88,21.13,13.8,10.56,14.96,14.49,11.76,7.74,0.0,14.31,0.0,11.36,16.15,10.11,16.55,9.8,0.0,25.55,6.84,27.85,8.97,16.17,14.98,18.08,22.95,9.76,8.94,16.26,5.18,12.04,17.05,17.39,12.71,20.55,15.66,5.79,26.08,8.09,8.65,13.41,2.82,12.95,16.44,21.64,9.07,15.31,15.65,12.78,10.55,16.7,18.08,4.13,14.99,20.63,6.62,14.89,11.82,4.45,20.91,9.36,12.64,10.65,4.97,5.52,17.1,13.95,16.32,2.49,24.24,7.09,21.25,0.0,11.69,8.71,23.41,21.64,13.43,10.1,6.93,25.11,0.0,10.52,0.0,0.0,21.97,3.09,23.02,2.52,14.35,12.99,23.71,0.0,,,,,,,1.22
,,,,,,,,200.0,60.0,3037.0,0.05,0.05,10.0,0.13,1860.0,1995.0,1992.0,37.29,42.5,8.75,20.58,52.58,42.06,25.99,37.41,14.27,47.62,35.8,28.48,32.85,32.87,29.84,21.22,0.0,37.67,3.45,33.3,39.88,25.68,37.22,22.51,2.0,57.68,19.99,62.89,24.22,39.36,37.52,36.83,46.87,26.83,24.06,37.84,16.98,30.48,37.09,39.93,32.54,45.27,34.23,17.72,60.87,22.53,27.9,35.1,11.88,30.53,35.82,47.46,24.76,34.09,36.58,34.22,23.95,40.0,36.24,14.12,37.28,48.92,19.71,36.32,31.51,9.88,51.34,23.91,33.36,31.17,9.64,13.1,35.85,38.57,38.96,17.6,54.38,18.69,45.82,5.02,24.13,23.87,52.34,51.97,29.43,24.12,16.61,56.42,4.04,26.55,2.39,3.06,47.35,15.44,55.11,8.52,30.12,29.3,56.8,4.79,,,,,,,1.26
,,,,,,,,,,,,,,,1870.0,1957.0,1902.0,57.63,73.35,22.0,27.11,91.1,69.85,50.79,62.69,23.97,89.37,55.67,60.25,57.0,64.0,47.23,36.69,13.65,73.0,18.92,49.78,76.83,34.67,59.48,45.33,5.08,94.69,43.94,105.37,44.31,77.82,73.29,63.39,72.67,48.15,40.01,64.72,36.19,44.66,64.95,72.14,66.31,69.68,55.37,18.48,109.81,54.2,66.55,61.93,31.13,48.82,65.89,77.36,48.34,49.42,62.18,58.93,42.29,70.89,64.45,26.29,68.88,78.58,46.31,69.58,58.02,20.71,80.14,39.65,65.96,58.82,21.16,28.58,68.12,64.47,72.17,35.89,96.47,42.34,79.87,33.5,53.75,40.56,84.72,81.86,58.14,41.28,21.0,101.42,23.62,47.25,14.34,1.88,72.2,30.09,81.4,28.21,49.31,53.78,102.6,18.73,,,,,,,1.2
,,,,,,,,,,,,,,,1911.0,1902.0,1876.0,67.68,102.5,56.53,46.22,118.83,94.21,70.4,90.7,41.12,124.34,71.02,88.81,69.55,88.47,69.91,57.57,29.63,99.81,27.48,59.73,100.45,56.81,89.61,56.57,6.56,123.59,57.73,138.72,48.17,102.15,92.15,85.99,85.53,70.25,56.88,84.84,52.65,46.77,84.15,96.13,87.83,98.81,79.98,29.36,132.51,79.27,89.72,82.82,34.21,57.33,91.12,102.15,75.97,70.86,84.44,81.63,48.48,97.31,82.42,55.21,97.98,105.5,71.24,100.05,79.76,38.02,95.56,57.0,92.08,82.47,35.97,55.08,87.41,87.14,100.89,55.11,118.39,77.72,107.67,57.77,78.41,60.72,107.66,108.83,74.85,56.31,24.49,134.82,50.81,59.01,30.06,3.59,89.74,46.09,107.09,41.47,78.36,71.69,139.24,36.52,,,,,,,1.12
,,,,,,,,,,,,,,,1918.0,1977.0,1966.0,68.89,108.07,63.43,52.67,110.43,103.94,87.58,102.96,49.49,124.08,81.66,88.58,81.46,100.29,71.05,80.05,35.19,95.24,29.11,73.73,103.65,49.93,106.1,62.95,23.95,114.58,71.56,135.74,56.83,99.94,105.24,113.37,73.73,81.86,54.59,82.62,48.24,57.01,90.14,83.33,72.56,108.72,82.89,33.96,123.05,78.25,85.46,81.46,35.76,65.45,103.79,106.41,89.77,76.29,87.71,92.86,58.39,106.04,85.12,64.1,92.79,109.13,78.0,116.32,97.68,49.5,95.71,60.58,95.31,99.73,57.43,67.83,88.11,93.86,113.36,72.21,132.01,88.85,112.17,61.53,77.76,66.81,117.12,119.33,78.67,59.86,27.19,125.83,76.91,83.43,35.15,12.06,99.94,70.81,121.75,57.86,80.98,78.93,151.02,55.19,,,,,,,0.8
,,,,,,,,,,,,,,,1903.0,1921.0,1863.0,69.94,106.6,95.48,59.51,108.72,102.56,104.34,122.01,61.62,107.38,86.96,87.83,96.31,106.24,79.89,95.32,48.31,112.67,45.32,77.18,120.36,59.93,117.7,75.18,51.77,109.89,78.89,122.33,62.54,103.81,112.65,122.82,77.63,97.68,66.76,99.44,83.06,73.21,102.57,105.51,68.51,117.57,93.09,53.41,131.53,91.6,85.8,85.94,41.45,74.89,117.92,101.14,112.61,80.36,111.14,107.47,65.4,112.85,103.84,83.02,100.68,113.03,105.1,116.79,106.62,59.86,102.81,71.43,112.3,102.16,73.09,91.57,97.99,93.37,123.02,79.94,126.02,109.74,114.87,56.97,80.12,109.23,115.49,116.24,64.32,68.93,43.17,128.64,84.13,86.47,52.75,15.35,115.92,93.03,119.39,76.41,99.79,100.96,152.93,68.39,,,,,,,0.74
,,,,,,,,,,,,,,,2019.0,1867.0,1952.0,68.27,109.82,98.69,58.9,91.48,106.29,113.06,117.87,74.29,95.77,88.25,76.83,76.11,95.42,83.15,89.45,61.61,94.45,44.74,72.15,112.07,63.48,109.7,78.72,68.57,110.42,87.02,119.86,63.31,94.79,118.23,123.37,67.95,92.3,74.89,115.13,93.21,66.3,105.74,102.5,57.62,118.49,99.01,60.74,120.02,103.74,96.01,92.03,47.51,83.57,119.85,99.17,98.81,60.98,118.59,94.54,75.77,103.35,94.57,82.52,105.45,115.99,108.31,115.6,89.48,63.51,101.81,73.93,108.61,92.25,67.92,112.45,101.01,82.35,115.06,97.36,122.38,107.43,111.87,37.76,91.05,108.84,89.0,117.1,62.59,66.35,36.49,124.54,81.64,86.14,63.94,24.72,121.26,97.15,95.41,83.31,87.1,118.13,133.27,76.41,,,,,,,0.76
,,,,,,,,,,,,,,,,,,59.19,96.32,73.7,58.09,81.76,100.02,85.29,89.76,66.97,83.96,81.97,80.36,63.27,85.07,76.31,74.22,54.17,71.12,36.34,68.01,92.73,60.69,87.9,71.91,69.01,79.14,74.66,98.2,47.09,74.68,81.0,104.84,56.87,70.97,56.81,93.85,76.99,49.63,83.06,75.95,47.17,106.06,83.19,44.6,108.08,74.03,84.59,81.05,51.8,74.55,104.78,68.47,70.68,50.0,92.27,71.68,65.73,73.23,86.66,71.44,89.93,101.85,77.76,99.98,64.61,55.09,75.64,71.81,91.0,65.52,55.72,91.37,73.09,77.24,87.66,75.84,97.57,92.26,74.59,35.26,85.71,80.2,66.56,95.17,46.3,69.94,29.73,103.04,72.86,73.23,52.65,27.27,103.85,79.61,79.87,76.51,61.39,104.53,103.3,77.14,,,,,,,0.9
,,,,,,,,,,,,,,,,,,31.49,47.74,47.32,35.55,49.06,53.44,46.09,50.92,45.82,48.8,55.71,50.11,37.55,44.17,46.65,49.71,45.65,41.57,24.94,46.65,56.13,37.13,41.52,43.4,45.08,46.73,41.47,60.92,33.97,37.65,45.13,59.39,37.32,37.09,30.28,52.33,50.31,28.69,43.59,52.16,30.9,51.33,51.36,29.37,55.49,43.35,45.15,50.99,32.05,42.82,56.46,40.92,39.46,38.21,47.9,46.55,41.54,41.05,50.53,46.21,53.14,60.38,56.04,63.24,33.2,41.71,48.39,44.9,57.22,40.84,40.68,41.74,40.81,50.41,51.46,38.95,58.72,52.78,40.25,27.67,59.61,44.39,38.85,59.78,36.12,40.16,17.33,57.94,44.32,51.65,35.55,25.62,58.63,47.6,50.65,51.27,31.88,60.06,58.22,50.15,,,,,,,1.02
