days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,3.0,100.0,200.0,60.0,3908.0,0.05,0.05,10.0,0.13,1981.0,2003.0,1973.0,5.37,3.83,4.76,6.93,4.35,3.85,2.26,2.55,4.42,2.54,3.46,5.56,1.12,5.01,4.61,1.38,1.89,4.65,2.76,1.09,4.16,4.13,7.48,0.0,3.84,2.02,1.86,2.33,0.18,3.57,2.37,3.99,0.0,5.48,0.91,7.22,0.0,5.23,4.47,5.43,2.34,4.67,2.5,5.99,2.24,5.89,4.44,2.03,3.61,5.45,2.02,7.7,0.81,0.49,0.0,4.19,3.51,4.5,1.94,0.2,0.8,4.77,0.52,2.91,1.62,0.34,4.45,4.02,3.27,0.0,3.76,1.88,0.0,4.23,4.3,1.1,5.08,5.51,2.26,0.58,1.7,0.2,3.66,0.0,5.06,0.99,7.04,0.05,1.96,2.91,0.7,2.08,3.72,0.84,3.34,0.0,2.42,1.73,0.44,2.67,100.0,100.0,100.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,2099.0,0.05,0.05,10.0,0.13,1939.0,1847.0,1925.0,18.96,15.98,17.98,25.85,15.42,15.14,9.48,10.84,16.88,10.24,13.45,19.99,6.29,18.06,16.65,5.87,9.17,17.08,11.86,5.03,16.58,16.4,26.2,0.0,12.99,10.78,6.56,8.75,3.36,13.42,10.56,15.57,0.0,19.47,4.41,27.09,0.1,17.07,16.6,19.51,10.74,16.22,8.96,21.12,9.09,17.99,17.74,9.39,14.36,18.41,7.87,26.82,4.14,6.48,2.68,15.06,12.72,17.38,7.81,2.84,3.99,16.02,3.62,12.04,7.16,3.81,14.75,15.27,11.17,1.83,14.89,9.45,0.0,16.32,17.23,5.93,17.08,22.83,8.42,3.09,8.0,4.96,14.9,2.87,19.96,4.03,24.61,2.62,8.3,12.91,5.18,10.71,13.8,5.35,16.66,3.55,11.52,6.87,3.72,10.66,,,,,,,1.22
,,,,,,,,200.0,60.0,1165.0,0.05,0.05,10.0,0.13,1885.0,1966.0,1870.0,39.83,33.36,46.98,59.24,41.08,42.37,25.23,30.31,38.68,22.92,34.11,46.73,14.2,46.57,39.32,16.9,22.47,40.88,25.66,8.01,42.2,35.71,57.48,0.0,30.92,24.98,17.55,17.44,14.77,33.04,30.25,33.01,0.0,41.76,13.04,61.52,5.22,40.67,37.2,47.07,30.01,36.99,22.26,50.46,21.32,37.49,42.52,26.88,34.97,43.06,21.41,55.9,6.95,20.57,10.6,40.4,31.81,41.0,18.78,12.99,10.83,36.31,16.98,27.19,13.55,14.69,32.77,38.59,24.79,7.86,34.79,27.73,0.0,37.55,41.97,17.28,39.22,53.46,22.17,4.98,18.57,13.62,37.33,16.78,45.5,18.34,52.48,7.92,30.28,30.8,18.11,29.46,33.67,21.77,35.59,10.91,33.55,16.56,15.31,37.96,,,,,,,1.26
,,,,,,,,,,,,,,,1980.0,1918.0,1904.0,69.37,50.0,80.13,94.73,68.07,68.1,48.81,62.47,62.14,44.18,75.19,75.76,25.2,77.6,69.02,29.65,45.12,67.32,49.04,16.25,74.03,56.77,97.21,9.13,53.58,48.58,29.83,35.07,22.45,58.88,44.6,49.57,0.0,66.79,21.36,101.12,20.89,78.66,55.25,83.1,69.81,60.25,41.33,81.52,46.73,67.57,66.39,55.81,61.64,74.41,40.65,89.22,20.03,40.15,26.93,73.68,57.13,72.12,44.91,30.64,28.23,66.37,33.2,50.37,28.37,31.01,56.15,57.84,44.22,18.18,68.46,55.96,0.0,61.27,59.35,33.61,58.79,82.74,49.51,4.21,39.85,30.29,78.52,37.71,70.05,46.67,82.31,13.69,49.23,51.32,46.45,49.26,60.6,42.87,57.9,29.55,67.35,30.33,38.45,66.96,,,,,,,1.2
,,,,,,,,,,,,,,,1909.0,1886.0,1871.0,93.21,56.33,97.3,108.76,94.81,93.87,65.07,77.66,81.45,59.43,108.67,112.57,50.53,96.88,83.16,55.14,72.46,87.0,66.6,31.37,108.34,71.77,129.72,25.14,67.44,67.31,62.05,58.27,33.03,92.1,54.09,73.92,0.0,90.4,11.62,141.29,41.55,96.59,63.59,94.45,95.9,77.59,52.4,92.01,62.39,84.41,76.06,75.3,70.83,100.96,62.38,112.06,44.59,47.86,48.28,101.16,86.33,105.96,58.36,46.39,50.49,79.71,50.16,60.25,41.21,46.53,73.36,86.15,64.35,23.34,102.9,86.42,12.09,84.15,86.12,49.21,77.43,110.82,87.25,6.56,58.87,45.35,99.97,58.44,90.42,71.31,125.21,31.35,71.15,69.52,73.51,52.79,73.8,59.7,86.0,46.17,84.37,42.22,46.18,95.32,,,,,,,1.12
,,,,,,,,,,,,,,,1883.0,1890.0,1950.0,80.46,80.79,101.59,108.01,97.5,108.1,79.59,81.88,69.68,60.63,97.82,131.22,71.19,101.95,85.24,69.44,86.36,96.62,64.05,37.57,97.33,74.9,139.96,50.76,69.92,78.06,67.29,78.79,48.14,89.94,56.0,92.35,8.88,105.82,30.28,152.47,55.04,112.82,73.96,94.76,79.63,100.6,60.05,85.63,72.0,76.32,82.8,77.39,68.93,92.86,69.1,114.96,74.85,45.62,55.15,98.45,88.01,109.7,60.43,66.19,55.11,95.36,51.99,75.36,54.47,72.36,80.0,82.24,74.99,31.14,97.84,101.55,21.68,112.36,97.6,50.19,90.17,115.01,97.62,18.77,63.45,49.12,119.54,61.63,82.32,80.85,121.46,34.19,83.86,86.63,68.24,54.1,78.25,60.39,99.21,52.38,91.72,38.83,51.72,87.77,,,,,,,0.8
,,,,,,,,,,,,,,,1967.0,1960.0,1964.0,89.95,103.24,112.75,106.48,114.95,122.93,88.83,88.77,83.66,78.24,107.85,126.85,69.05,124.05,74.42,75.02,90.9,108.91,50.88,51.39,98.98,80.79,148.77,69.3,95.78,88.57,84.16,88.38,54.48,92.2,61.64,116.64,17.91,119.21,30.4,156.01,56.83,130.04,74.12,100.65,91.92,121.65,59.15,69.47,75.05,89.43,81.52,78.59,67.1,97.23,56.32,128.12,90.07,63.04,63.92,111.98,110.76,135.08,65.69,80.9,72.14,111.29,67.74,108.73,49.12,93.46,90.83,94.04,88.78,51.29,93.04,95.26,41.49,125.19,107.11,62.88,92.7,127.51,105.36,29.91,68.61,49.96,146.06,82.7,85.96,88.28,124.46,49.42,76.4,98.42,77.93,74.93,95.38,67.85,110.41,85.82,117.24,34.38,67.74,89.4,,,,,,,0.74
,,,,,,,,,,,,,,,1952.0,1915.0,1877.0,102.0,95.19,117.96,93.45,111.39,113.88,87.84,107.89,94.21,85.67,107.22,112.05,70.79,112.73,65.51,82.03,82.51,106.73,50.9,54.42,97.82,75.75,155.6,77.74,111.33,114.38,89.84,88.8,65.24,103.94,84.22,127.09,45.34,114.98,29.79,149.54,57.71,128.84,51.96,98.03,77.98,117.78,76.48,97.34,80.83,87.07,73.43,62.03,50.76,95.39,53.65,133.41,81.86,72.85,48.86,107.65,108.91,124.67,60.03,86.01,58.02,122.43,83.69,116.04,50.96,98.29,93.7,90.16,85.6,61.63,97.7,85.22,53.08,113.95,122.31,62.51,108.55,129.95,81.23,42.09,64.77,42.87,137.09,79.56,96.4,84.43,126.91,64.9,76.92,87.17,80.89,78.02,89.21,65.02,106.01,81.52,117.44,44.89,65.64,74.73,,,,,,,0.76
,,,,,,,,,,,,,,,,,,70.79,81.97,112.63,80.36,83.2,80.89,75.2,93.03,88.3,73.23,82.81,89.2,64.4,80.28,62.84,63.25,64.93,88.34,51.48,54.84,86.42,56.0,125.0,67.67,95.33,93.11,58.38,81.41,57.16,82.98,77.26,102.16,55.64,94.61,29.29,108.23,40.69,112.28,46.04,85.18,73.23,91.56,74.51,83.58,77.48,73.33,65.18,59.81,40.3,94.45,41.58,100.69,71.43,64.01,35.12,73.51,98.44,98.31,57.45,78.89,52.46,94.99,90.28,77.35,57.75,71.79,72.29,79.83,82.58,60.0,92.82,62.82,46.14,95.78,96.25,58.85,98.52,109.75,58.81,49.3,51.61,46.1,99.54,65.47,83.14,78.49,107.8,72.51,69.66,80.35,71.66,63.54,66.02,67.67,87.71,72.44,87.25,42.48,54.57,64.12,,,,,,,0.9
,,,,,,,,,,,,,,,,,,40.68,49.81,62.49,50.86,40.07,55.38,47.64,45.56,56.06,47.17,37.5,60.34,39.09,47.38,42.57,39.09,43.28,55.9,33.02,39.61,52.06,33.19,70.33,34.05,46.06,51.09,35.0,53.21,40.44,53.71,45.4,54.79,35.12,55.72,21.46,63.95,24.56,64.34,27.84,44.01,49.7,59.48,45.27,52.34,49.36,39.34,32.75,37.81,28.18,55.33,33.23,56.89,35.1,41.3,25.78,44.68,49.95,54.75,38.12,52.13,33.92,49.09,52.4,48.86,33.76,43.56,41.61,38.84,51.49,37.18,61.34,36.69,42.76,53.83,50.97,32.68,55.66,67.34,36.47,34.06,32.57,19.45,59.5,43.18,51.82,51.4,53.64,32.87,38.63,48.04,47.0,33.52,45.22,39.46,51.76,45.4,54.26,31.28,31.61,37.67,,,,,,,1.02
