days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,10.0,100.0,200.0,60.0,111.0,0.05,0.05,10.0,0.13,671.0,655.0,681.0,672.0,663.0,650.0,664.0,646.0,667.0,636.0,0.6,6.36,1.84,2.57,2.54,3.14,2.85,1.57,4.2,4.43,7.43,6.89,3.98,5.34,6.07,4.1,2.76,5.41,3.93,0.09,3.75,0.55,4.22,4.65,0.07,0.16,6.5,4.97,5.13,3.22,1.0,3.25,0.0,7.87,2.16,4.71,1.53,0.0,0.0,3.81,3.74,3.24,3.47,2.76,2.43,3.36,3.9,0.0,0.9,1.9,4.93,1.06,5.41,3.16,3.53,4.23,2.67,4.47,5.4,0.16,4.05,3.45,1.01,4.35,0.99,5.6,3.66,2.7,2.8,2.17,1.97,3.91,4.02,4.93,2.76,0.0,1.35,2.54,3.14,2.13,3.03,1.84,3.09,5.02,3.37,0.0,1.88,0.0,5.19,1.23,7.14,4.37,3.59,1.48,8.05,0.36,1.41,1.06,1.55,9.1,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,357.0,0.05,0.05,10.0,0.13,673.0,661.0,685.0,698.0,664.0,686.0,654.0,675.0,651.0,703.0,4.68,22.73,7.77,11.34,9.98,11.97,12.69,6.16,16.39,16.84,26.42,23.85,13.86,18.8,21.47,16.7,12.31,20.4,15.31,2.7,13.13,6.05,17.33,18.93,3.84,3.94,22.96,17.14,20.03,13.17,4.41,11.27,2.44,29.67,11.68,17.07,6.57,3.28,0.0,13.23,14.89,14.9,12.75,12.28,11.74,14.67,14.09,0.0,8.36,7.0,20.09,6.22,19.17,12.36,13.23,14.47,11.54,16.13,21.23,2.82,15.74,12.66,5.57,15.61,5.98,21.28,12.73,10.89,11.83,9.32,8.12,15.3,12.56,18.49,10.68,0.0,6.17,13.13,14.31,9.97,14.19,10.18,10.87,18.18,12.7,0.0,9.37,0.0,20.46,6.93,24.83,17.47,13.16,6.81,30.45,3.6,4.97,6.21,7.74,31.07,,,,,,,1.22
,,,,,,,,200.0,60.0,1090.0,0.05,0.05,10.0,0.13,653.0,671.0,644.0,659.0,671.0,681.0,664.0,632.0,679.0,685.0,15.16,53.31,20.79,33.68,26.58,30.85,31.39,15.54,40.45,46.63,52.8,52.11,30.92,43.22,49.26,40.82,34.63,45.36,36.41,12.31,32.25,17.14,37.21,45.35,14.79,15.51,57.08,34.86,44.57,34.05,14.97,29.01,16.67,63.11,34.36,42.26,18.77,11.99,0.0,37.19,33.03,35.33,30.93,31.37,28.84,34.23,26.76,1.93,24.09,19.0,53.95,19.88,42.1,30.87,33.27,31.93,31.89,34.39,40.45,11.07,34.47,29.89,20.6,33.51,18.95,45.09,24.32,32.53,29.98,27.52,25.03,39.77,30.49,43.04,24.01,2.56,17.38,34.66,38.68,29.51,41.19,26.65,21.54,37.24,31.51,6.87,26.36,0.34,46.76,19.98,54.76,38.13,26.49,15.11,69.37,18.71,17.83,19.88,20.7,64.88,,,,,,,1.26
,,,,,,,,200.0,60.0,1102.0,0.05,0.05,10.0,0.13,678.0,690.0,661.0,697.0,679.0,674.0,669.0,663.0,671.0,688.0,28.79,93.2,35.44,54.49,47.16,53.71,62.65,28.54,79.08,85.08,95.0,81.2,59.1,76.32,85.0,57.55,62.24,80.92,60.37,20.66,58.52,34.43,70.08,64.51,32.71,39.45,85.51,67.17,69.06,58.49,34.17,69.1,29.47,95.88,65.26,60.57,47.78,24.89,0.0,61.43,62.05,53.04,42.0,50.15,47.98,52.61,43.89,9.12,47.65,31.35,102.69,39.06,67.19,42.23,59.84,46.29,66.8,70.03,66.11,25.28,61.96,55.97,51.73,57.54,39.18,75.55,35.18,62.68,56.1,47.06,51.47,64.45,54.34,73.43,43.06,13.3,33.54,58.06,71.05,59.35,79.39,62.02,39.55,57.28,62.45,25.79,53.23,12.18,76.27,38.84,75.43,59.21,47.98,36.55,107.25,47.65,35.51,40.01,32.27,109.28,,,,,,,1.2
,,,,,,,,200.0,60.0,421.0,0.05,0.05,10.0,0.13,673.0,694.0,662.0,663.0,676.0,647.0,664.0,683.0,664.0,675.0,45.06,130.17,52.82,59.28,82.36,69.05,70.54,46.89,108.69,119.04,128.13,108.22,71.78,102.51,115.93,83.37,75.46,115.86,98.49,39.55,95.78,54.76,106.44,85.14,57.19,45.58,117.22,87.76,94.48,66.31,60.26,83.98,47.92,118.72,81.89,82.15,71.65,50.36,10.35,93.39,83.57,74.16,47.73,73.85,67.31,67.51,73.53,27.57,57.27,46.03,125.04,70.47,95.78,52.22,79.02,65.33,92.59,91.77,74.56,45.66,82.93,89.72,81.7,77.5,63.55,88.5,51.97,88.5,66.65,63.3,67.03,72.77,67.05,98.72,62.54,29.54,43.72,67.71,103.87,77.98,106.03,95.72,57.34,63.42,90.95,38.06,86.47,30.71,113.38,59.98,104.38,82.52,62.97,47.78,122.29,70.76,40.51,70.25,60.87,139.57,,,,,,,1.12
,,,,,,,,200.0,60.0,293.0,0.05,0.05,10.0,0.13,653.0,697.0,648.0,654.0,651.0,697.0,661.0,646.0,653.0,635.0,59.13,130.38,60.6,68.49,98.6,73.19,64.47,52.02,114.11,118.83,128.92,105.97,67.74,99.65,136.12,91.39,76.76,116.37,102.74,55.07,98.9,68.12,112.04,80.04,66.08,58.05,120.78,99.36,93.1,63.63,71.33,101.84,71.04,115.9,81.62,61.89,64.42,60.7,27.71,98.57,95.04,60.63,65.5,91.45,73.65,54.25,92.92,42.35,61.36,64.6,127.79,75.38,99.86,71.61,78.51,78.27,103.82,110.07,78.73,68.62,83.66,97.58,86.48,81.78,76.46,81.03,47.67,99.17,68.35,86.55,74.18,69.3,72.34,98.12,61.64,35.06,60.83,69.28,104.35,83.15,108.77,94.09,68.27,78.5,107.35,52.91,91.99,27.19,116.7,63.96,114.11,84.22,83.85,48.6,130.97,72.05,54.67,90.87,81.85,127.06,,,,,,,0.8
,,,,,,,,200.0,60.0,548.0,0.05,0.05,10.0,0.13,630.0,660.0,664.0,648.0,681.0,667.0,674.0,647.0,674.0,643.0,65.14,112.45,81.89,76.57,107.95,89.06,65.7,54.51,112.41,118.66,128.25,104.21,66.01,109.44,151.91,90.37,98.94,124.84,104.77,64.21,103.66,68.3,114.13,93.8,72.41,77.99,115.28,120.9,108.27,76.22,79.95,112.0,90.12,112.66,82.51,83.28,69.55,62.95,30.26,110.45,87.77,71.16,75.16,86.16,66.71,65.46,104.82,62.66,94.79,74.78,138.58,82.89,96.07,88.62,75.01,74.69,108.53,112.27,79.96,77.97,101.63,111.06,83.95,92.68,86.85,92.45,64.7,98.26,81.28,108.86,88.25,65.11,83.77,106.8,74.77,56.15,64.52,91.75,106.99,100.04,113.93,125.24,81.76,88.91,121.56,59.45,96.26,42.01,114.56,67.17,106.81,102.95,94.4,65.84,138.8,78.2,61.32,102.7,92.36,126.77,,,,,,,0.74
,,,,,,,,200.0,60.0,529.0,0.05,0.05,10.0,0.13,645.0,684.0,701.0,680.0,674.0,672.0,689.0,644.0,675.0,684.0,60.9,102.99,90.7,69.68,92.41,82.28,70.32,45.56,100.64,120.96,127.14,81.44,72.16,96.82,152.9,91.09,110.44,132.33,96.91,70.28,108.25,72.97,112.22,80.79,90.47,78.84,114.04,108.28,111.77,86.0,81.46,105.72,94.06,123.55,83.79,94.81,67.39,67.63,53.03,116.36,105.45,70.13,70.47,68.71,64.2,64.04,104.55,69.15,94.56,72.37,115.69,81.18,89.07,84.73,70.56,70.72,108.31,95.73,87.46,71.76,110.64,105.04,75.65,85.8,101.58,87.34,70.78,101.09,76.41,114.65,81.39,76.19,82.09,90.8,80.03,62.18,65.09,92.19,115.4,86.46,115.15,109.68,73.44,81.04,142.18,75.3,82.59,58.53,99.75,66.72,111.54,88.75,99.88,73.81,150.36,89.56,59.69,99.96,82.35,117.54,,,,,,,0.76
,,,,,,,,200.0,60.0,145.0,0.05,0.05,10.0,0.13,,,,,,,,,,,56.13,74.39,88.33,55.88,79.4,72.13,44.44,58.38,82.46,96.79,98.56,66.88,56.72,63.42,125.62,79.24,88.61,109.2,72.2,73.11,108.81,54.92,90.13,70.01,63.55,72.69,85.52,103.12,85.59,70.71,79.98,98.51,79.7,96.2,59.32,75.9,53.73,46.45,58.34,99.61,86.81,61.02,57.03,68.36,61.37,77.36,84.35,57.04,80.25,58.55,104.97,55.7,79.37,83.15,55.56,64.65,86.71,71.04,73.16,64.73,89.92,82.42,64.43,86.49,88.85,75.1,68.35,95.54,67.54,99.03,68.4,67.7,61.33,77.58,65.46,75.77,59.29,88.84,93.96,66.99,81.73,94.61,63.93,53.52,127.4,83.06,63.63,52.13,86.86,62.7,92.87,74.32,80.29,74.85,124.16,79.54,53.04,75.88,55.16,91.0,,,,,,,0.9
,,,,,,,,200.0,60.0,756.0,0.05,0.05,10.0,0.13,,,,,,,,,,,32.84,49.22,48.69,33.42,38.8,38.99,21.07,33.77,49.26,57.47,56.72,41.27,29.96,44.2,73.62,48.24,49.74,65.06,52.19,39.83,70.32,33.08,49.44,41.04,40.47,40.86,49.26,56.72,47.62,37.52,45.77,56.84,49.63,52.64,44.53,45.87,35.16,26.07,36.96,58.04,50.06,43.19,39.19,41.41,41.28,56.98,46.02,35.27,48.24,33.24,57.4,34.35,47.9,48.31,36.13,45.15,51.94,43.41,38.76,36.94,47.35,47.61,35.1,51.99,47.6,45.19,48.5,59.8,39.73,51.81,47.99,35.63,39.82,49.94,35.49,46.82,36.47,50.61,60.12,41.57,37.56,55.06,43.72,34.45,81.26,53.21,38.29,40.39,51.05,41.07,49.02,43.81,53.25,57.66,67.37,45.71,27.46,41.55,21.38,46.31,,,,,,,1.02
