days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,10.0,100.0,200.0,60.0,361.0,0.05,0.05,10.0,0.13,660.0,663.0,663.0,682.0,668.0,690.0,680.0,660.0,639.0,653.0,5.06,0.58,2.43,2.78,9.32,5.22,0.1,3.02,2.63,2.9,5.38,2.92,0.0,2.23,2.27,0.8,0.94,2.85,3.16,4.25,1.31,3.33,2.58,0.0,0.81,1.69,7.06,0.0,1.08,4.23,0.15,2.7,9.68,0.0,2.37,1.75,3.23,7.28,0.82,4.54,4.01,1.68,1.64,3.32,1.15,4.95,4.11,2.31,4.08,5.99,0.0,0.0,0.0,7.43,0.31,4.49,7.36,4.21,3.83,1.05,1.16,0.0,4.0,0.0,1.82,3.32,2.28,0.41,3.79,1.3,2.28,5.53,5.26,0.0,3.12,4.35,7.43,2.99,4.89,1.59,0.0,4.56,4.83,4.52,3.75,1.5,4.3,6.14,3.87,0.0,5.6,0.0,1.82,5.6,4.23,2.86,2.89,4.35,0.5,5.88,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,27.0,0.05,0.05,10.0,0.13,663.0,715.0,665.0,671.0,645.0,659.0,654.0,682.0,669.0,656.0,19.7,6.13,9.28,10.08,32.25,18.95,2.1,12.95,9.83,11.87,19.96,10.77,0.89,10.02,8.59,3.75,2.39,10.99,11.93,15.85,6.91,11.81,10.38,0.0,4.23,8.36,24.8,0.0,5.03,15.84,2.91,12.55,34.92,0.0,7.08,7.63,14.08,24.83,4.97,16.25,15.94,7.7,8.37,13.08,6.62,20.08,14.85,10.43,17.0,20.45,0.0,2.48,0.0,27.35,2.82,14.39,25.42,15.82,15.53,5.33,8.18,0.0,12.53,1.73,9.45,13.65,8.86,4.27,16.24,6.5,8.85,21.46,18.86,0.0,13.86,15.74,27.42,12.83,17.76,5.87,1.04,15.4,17.98,14.53,13.6,8.19,15.34,22.72,13.91,0.0,22.13,0.0,7.71,19.97,14.22,10.58,12.41,17.05,3.84,21.34,,,,,,,1.22
,,,,,,,,200.0,60.0,1803.0,0.05,0.05,10.0,0.13,670.0,640.0,649.0,668.0,668.0,667.0,669.0,673.0,691.0,680.0,45.12,19.2,29.07,20.69,72.68,44.12,7.51,33.62,23.59,28.35,44.97,27.51,7.22,26.4,21.72,11.55,13.78,30.95,27.29,40.93,19.14,28.15,27.83,0.0,8.39,25.08,55.13,0.0,16.41,39.03,11.8,29.44,71.74,8.23,21.79,21.05,34.0,55.33,18.75,39.5,35.81,20.37,26.28,30.64,20.45,50.3,33.43,30.27,41.46,44.66,0.0,13.91,7.77,65.18,14.32,38.46,56.28,38.24,37.53,11.34,28.46,0.0,31.28,8.78,28.3,33.9,19.57,15.23,39.8,15.08,18.26,47.59,42.55,0.0,37.33,41.83,64.36,34.95,45.9,22.04,11.27,34.73,45.95,31.83,38.23,25.07,37.31,53.58,35.7,3.62,50.92,0.0,26.9,44.44,35.11,27.14,28.69,40.5,13.52,49.58,,,,,,,1.26
,,,,,,,,200.0,60.0,710.0,0.05,0.05,10.0,0.13,642.0,674.0,708.0,697.0,665.0,658.0,648.0,644.0,672.0,704.0,77.84,36.63,54.28,37.86,114.34,78.08,20.37,67.51,50.33,53.07,84.35,57.4,17.79,43.21,43.97,15.52,36.06,50.5,41.15,74.0,42.39,50.64,54.29,0.0,18.87,49.61,85.32,1.92,35.92,69.88,24.73,48.03,113.62,17.92,41.47,39.65,56.42,96.33,41.25,75.17,63.1,36.87,53.84,56.94,27.85,81.45,59.72,51.0,60.15,76.18,14.3,29.42,23.01,108.83,42.18,69.47,88.58,68.48,77.16,27.26,57.27,0.0,59.16,34.68,53.68,59.06,38.23,32.88,65.89,29.09,39.11,76.73,62.13,0.0,65.51,76.03,109.52,58.27,76.1,40.56,24.16,58.82,83.63,63.27,69.31,50.36,72.51,84.59,62.6,13.03,88.09,0.0,52.62,70.72,66.49,46.82,47.01,71.2,41.38,85.69,,,,,,,1.2
,,,,,,,,200.0,60.0,966.0,0.05,0.05,10.0,0.13,664.0,682.0,677.0,675.0,658.0,662.0,634.0,655.0,695.0,663.0,89.23,48.58,72.91,64.15,136.22,100.71,29.72,83.91,64.68,74.37,125.38,76.24,39.75,61.22,63.71,18.08,49.42,78.89,59.86,99.98,68.82,67.11,61.04,0.0,41.06,63.58,105.67,11.91,59.98,91.83,33.37,72.33,136.43,32.16,69.55,72.09,82.83,130.15,64.35,95.77,70.78,52.9,79.82,88.18,41.04,108.88,70.6,79.21,79.07,94.02,32.62,32.71,45.98,129.44,63.11,96.26,117.27,100.8,105.21,37.0,76.44,3.4,66.11,50.43,73.76,74.44,53.88,60.2,92.68,54.78,70.14,91.21,80.39,0.08,89.41,96.81,149.21,90.04,94.22,69.97,54.87,86.08,108.71,85.73,84.37,67.56,100.71,113.48,91.47,32.53,110.63,0.0,74.88,87.6,78.11,64.24,61.96,93.49,80.34,107.95,,,,,,,1.12
,,,,,,,,200.0,60.0,982.0,0.05,0.05,10.0,0.13,680.0,659.0,696.0,681.0,656.0,679.0,656.0,679.0,653.0,673.0,88.64,46.22,94.24,66.7,130.83,92.92,44.36,78.36,69.83,71.97,124.25,74.19,41.16,85.1,78.08,40.31,54.14,82.58,67.1,99.35,73.29,77.11,52.33,1.5,36.24,79.68,111.94,14.58,71.07,84.52,39.8,96.93,145.6,34.18,66.67,73.78,75.61,131.24,77.7,108.34,73.1,59.34,83.53,96.11,55.99,110.36,70.95,73.47,91.02,82.57,52.86,39.38,63.92,134.38,83.08,97.5,121.68,96.64,94.11,34.46,65.42,27.82,70.53,67.03,78.74,80.42,52.54,68.93,93.02,63.13,79.16,96.69,89.9,13.09,81.53,101.21,155.78,88.6,96.29,81.89,69.77,89.9,112.9,88.33,57.86,67.16,98.08,115.02,105.9,53.47,118.65,23.8,89.28,100.62,65.31,66.62,65.79,82.47,88.09,118.97,,,,,,,0.8
,,,,,,,,200.0,60.0,54.0,0.05,0.05,10.0,0.13,614.0,655.0,670.0,697.0,678.0,691.0,672.0,659.0,680.0,680.0,102.14,71.11,115.54,86.12,141.38,81.92,82.49,91.05,82.15,78.52,130.16,81.63,45.26,90.33,87.27,57.38,52.47,96.46,94.1,118.58,91.77,82.15,39.39,21.76,56.4,85.31,122.82,9.66,87.74,79.45,56.19,112.36,150.71,42.56,76.21,76.06,82.4,122.5,86.01,114.16,72.83,69.64,87.6,106.95,55.81,122.07,78.02,80.45,107.63,85.91,59.47,60.42,82.38,129.96,79.79,95.1,120.74,103.6,101.84,57.95,61.12,28.98,92.22,69.54,94.38,102.89,56.45,74.34,91.97,86.11,93.0,131.93,94.95,41.35,83.21,96.73,152.72,94.47,110.11,98.69,84.61,91.32,107.99,98.67,71.34,79.73,96.4,126.99,116.02,62.71,117.58,55.95,96.19,115.22,73.54,84.66,68.94,97.76,94.44,123.51,,,,,,,0.74
,,,,,,,,200.0,60.0,743.0,0.05,0.05,10.0,0.13,680.0,686.0,699.0,648.0,674.0,669.0,696.0,690.0,692.0,667.0,96.12,63.87,113.71,76.99,155.86,86.7,93.97,86.88,100.37,82.99,113.58,73.49,55.63,88.28,89.78,56.2,47.73,116.96,112.81,117.73,96.52,81.81,40.99,15.38,55.13,73.98,132.65,28.93,78.33,73.41,53.64,112.16,135.11,34.16,82.13,81.02,85.57,106.54,97.77,108.76,57.88,69.97,94.63,104.92,57.2,123.0,76.64,90.8,113.48,72.28,63.33,74.02,79.56,116.59,81.16,95.62,107.03,98.09,97.42,62.69,69.35,56.07,110.21,77.96,105.31,93.94,67.21,80.72,76.71,87.95,89.29,140.26,93.22,41.35,78.96,82.7,146.38,90.51,107.58,76.78,78.54,76.22,99.27,109.08,73.1,75.57,100.37,134.79,108.85,69.22,111.31,67.8,97.98,101.16,77.01,113.14,59.7,85.73,102.96,112.39,,,,,,,0.76
,,,,,,,,200.0,60.0,280.0,0.05,0.05,10.0,0.13,,,,,,,,,,,88.75,61.81,88.93,60.9,128.74,66.45,64.88,70.87,73.63,68.44,84.73,50.6,51.74,61.14,74.91,51.01,47.56,97.75,94.7,109.45,90.27,77.15,38.97,24.35,49.17,65.06,106.38,33.79,75.98,60.54,42.59,85.76,109.13,25.94,73.42,63.05,75.06,93.23,80.53,86.07,42.99,59.51,67.64,85.49,52.61,96.41,75.87,78.09,91.56,69.95,40.18,55.75,62.72,78.9,62.22,80.52,84.44,84.09,88.09,49.31,67.62,51.67,90.8,67.85,85.08,80.54,55.74,70.44,66.6,82.71,59.32,112.56,75.2,43.79,68.95,58.79,128.41,74.46,81.13,63.74,54.32,57.42,83.55,79.57,65.92,53.76,75.94,98.55,86.01,46.64,103.16,63.25,82.54,84.91,68.74,90.52,69.57,76.26,86.1,103.22,,,,,,,0.9
,,,,,,,,200.0,60.0,149.0,0.05,0.05,10.0,0.13,,,,,,,,,,,54.64,40.14,51.62,40.75,67.62,35.73,28.83,35.23,42.48,46.26,43.16,25.91,29.79,30.76,41.62,22.11,34.99,51.28,54.15,63.72,53.18,53.35,23.76,21.84,40.18,41.18,57.22,27.88,48.24,34.16,24.98,54.13,63.78,16.37,43.81,33.44,54.06,59.33,51.26,55.71,31.97,33.61,32.51,45.7,37.34,48.9,51.16,42.6,50.99,41.33,24.13,28.97,45.25,50.34,36.52,45.78,46.52,49.16,46.95,33.94,35.29,39.98,50.64,40.05,49.88,37.24,39.05,43.37,43.04,57.38,37.67,65.9,51.17,38.84,46.37,37.49,70.31,38.78,42.65,33.64,35.54,31.7,42.49,50.81,38.16,32.04,40.37,48.59,45.78,31.18,64.46,34.72,50.52,51.58,35.99,52.51,46.08,46.1,49.24,60.99,,,,,,,1.02
