days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,10.0,100.0,200.0,60.0,754.0,0.05,0.05,10.0,0.13,671.0,686.0,670.0,664.0,652.0,638.0,644.0,679.0,664.0,702.0,2.76,6.46,5.07,6.49,4.81,0.0,3.98,6.96,0.0,1.43,4.93,7.95,2.77,1.81,4.02,4.03,5.15,5.16,3.84,7.13,2.47,2.17,6.23,1.76,0.0,3.4,1.52,4.79,0.0,1.23,5.33,0.0,7.26,0.2,2.23,2.03,2.56,1.57,1.37,5.61,4.64,6.6,7.03,1.37,2.23,3.04,0.58,3.99,6.22,4.08,2.92,1.35,5.62,2.86,2.05,0.84,4.42,3.97,4.12,1.24,5.65,6.03,1.68,7.65,0.0,5.61,2.07,4.01,1.65,3.81,4.12,5.28,4.55,0.87,3.87,2.41,1.61,4.97,3.51,3.93,5.61,4.99,0.0,0.16,0.11,4.74,1.77,0.75,0.0,5.13,4.24,0.13,2.38,1.21,4.77,0.32,6.54,6.23,4.14,3.56,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,1307.0,0.05,0.05,10.0,0.13,695.0,686.0,703.0,670.0,684.0,647.0,684.0,710.0,663.0,674.0,10.24,22.53,17.33,24.25,16.7,1.51,16.57,26.0,0.0,8.93,18.82,28.33,11.0,7.89,15.87,14.6,17.59,19.33,15.44,26.06,11.6,10.32,22.18,9.42,0.0,15.32,8.58,16.62,0.47,5.3,18.67,0.0,25.84,4.13,10.54,6.5,10.82,6.96,8.83,20.03,17.2,23.4,23.48,9.24,9.74,13.5,4.45,15.17,22.88,15.38,10.92,7.65,20.63,12.77,8.97,3.98,15.3,15.27,15.97,5.38,20.32,22.73,9.01,25.92,0.0,21.15,9.67,15.08,6.74,14.95,13.81,18.92,14.46,5.05,12.87,11.3,8.21,19.6,12.58,14.97,19.28,18.92,0.64,2.6,4.12,17.38,8.87,3.54,0.0,20.03,15.61,2.28,10.04,6.87,17.9,3.86,23.63,22.08,16.73,13.63,,,,,,,1.22
,,,,,,,,200.0,60.0,843.0,0.05,0.05,10.0,0.13,658.0,667.0,665.0,644.0,681.0,685.0,704.0,670.0,643.0,713.0,28.9,55.15,41.29,55.05,39.43,13.71,40.68,62.2,2.28,24.54,48.59,59.76,29.34,22.49,36.51,37.02,41.18,47.53,43.15,56.79,22.69,28.31,49.95,26.81,2.55,38.6,23.98,37.0,5.93,18.87,43.71,0.0,54.09,22.94,24.62,20.41,28.57,21.23,26.27,43.16,41.28,47.87,48.56,22.45,27.97,35.18,15.12,35.45,52.19,34.33,25.24,20.98,44.89,33.88,26.33,9.55,33.77,39.62,38.93,13.89,48.25,49.48,24.36,58.77,3.59,48.97,31.84,39.67,18.38,35.29,30.79,47.07,33.1,11.26,34.04,29.99,24.96,42.15,29.13,32.36,47.01,39.39,4.27,7.56,16.19,42.61,21.02,6.84,0.0,47.54,34.63,9.33,26.44,23.18,42.2,11.45,48.73,52.2,42.73,28.39,,,,,,,1.26
,,,,,,,,200.0,60.0,365.0,0.05,0.05,10.0,0.13,655.0,688.0,638.0,653.0,703.0,674.0,664.0,670.0,665.0,642.0,41.43,90.5,73.43,85.0,73.18,30.62,80.13,103.93,2.74,49.08,83.11,91.56,56.43,41.39,71.29,53.91,63.27,69.5,82.38,101.31,31.67,44.61,84.29,46.91,15.95,69.46,42.06,65.05,8.9,39.75,76.44,0.0,86.18,48.93,48.14,46.01,52.67,44.48,46.75,62.44,67.34,82.43,85.1,41.37,52.72,60.37,28.66,60.39,80.82,63.43,56.67,35.23,83.45,67.24,52.9,22.25,65.97,52.86,69.71,38.32,79.21,81.81,41.78,101.49,23.74,76.22,57.16,75.86,33.98,65.58,48.52,84.75,45.31,33.25,65.25,55.06,46.36,74.87,53.73,63.32,81.8,62.23,13.72,22.74,39.36,79.34,33.11,16.9,8.57,78.9,55.65,19.57,58.48,41.08,63.44,14.6,84.31,81.89,74.46,44.77,,,,,,,1.2
,,,,,,,,200.0,60.0,520.0,0.05,0.05,10.0,0.13,664.0,670.0,684.0,632.0,650.0,669.0,702.0,695.0,685.0,693.0,54.42,122.81,110.35,105.71,98.26,43.45,106.72,129.58,18.21,76.43,106.34,112.25,78.15,63.67,95.11,66.13,86.63,94.11,108.53,133.37,56.66,60.38,95.31,70.04,38.79,100.12,67.7,85.39,21.98,64.62,94.59,7.39,111.25,77.77,67.64,70.14,78.18,75.4,60.13,75.06,81.92,104.7,107.18,70.89,67.01,87.85,51.75,89.35,87.73,85.09,91.05,55.2,109.31,94.39,85.17,36.35,89.15,70.57,87.79,52.49,109.14,99.05,70.88,122.69,42.55,87.34,82.09,103.56,53.72,93.64,61.21,110.04,69.68,66.18,82.98,80.72,63.25,97.81,75.05,89.47,102.47,84.4,24.15,33.15,62.69,114.05,51.81,33.11,12.96,109.44,84.44,23.78,77.74,49.59,85.35,26.71,103.52,97.91,96.94,68.38,,,,,,,1.12
,,,,,,,,200.0,60.0,541.0,0.05,0.05,10.0,0.13,698.0,668.0,674.0,680.0,669.0,680.0,687.0,652.0,667.0,672.0,47.17,129.51,120.41,93.94,90.09,65.72,110.25,124.33,22.64,82.04,110.88,97.35,73.9,78.93,95.31,82.57,92.27,106.85,106.22,144.96,62.77,76.99,88.44,81.06,42.41,106.49,76.46,75.73,34.87,73.03,92.47,21.79,105.44,88.3,68.57,74.47,84.81,86.18,76.08,68.3,89.77,114.74,108.41,78.09,80.29,92.33,56.96,85.13,93.97,94.28,88.54,58.06,124.54,102.43,96.54,47.4,103.23,69.01,94.94,67.37,106.38,98.11,77.59,127.9,46.34,96.36,84.72,103.71,50.99,91.68,73.03,124.18,75.05,62.73,89.45,83.96,68.09,104.37,80.28,92.64,109.78,84.01,58.84,48.03,66.36,104.47,68.13,55.89,25.01,110.85,84.21,35.44,97.73,59.24,92.75,46.78,96.26,90.24,96.32,81.26,,,,,,,0.8
,,,,,,,,200.0,60.0,642.0,0.05,0.05,10.0,0.13,665.0,702.0,708.0,648.0,629.0,695.0,674.0,691.0,691.0,630.0,57.63,125.38,113.77,103.92,96.42,68.32,112.7,132.44,41.17,91.51,124.11,107.68,84.15,89.83,101.03,99.05,111.08,103.19,123.06,136.98,66.68,85.26,102.69,100.45,52.57,108.62,86.98,73.87,65.76,85.41,88.56,45.42,114.1,81.7,64.58,83.76,110.07,96.38,77.19,70.25,96.4,127.31,115.59,91.6,102.5,99.59,71.83,89.33,89.51,107.41,90.0,52.84,147.06,94.31,104.74,68.2,117.88,70.48,100.82,92.97,108.13,83.93,74.59,146.98,55.31,103.06,99.6,122.24,51.02,96.46,80.28,126.83,80.13,53.3,88.79,93.08,72.68,143.32,102.58,88.18,138.3,80.35,58.37,83.81,61.92,93.07,81.06,78.04,26.93,122.87,82.15,47.18,108.12,74.69,99.98,61.65,107.29,92.73,107.66,85.76,,,,,,,0.74
,,,,,,,,200.0,60.0,1461.0,0.05,0.05,10.0,0.13,678.0,632.0,652.0,689.0,639.0,663.0,666.0,678.0,651.0,696.0,72.42,117.21,89.86,117.03,91.14,61.69,113.7,131.0,51.43,96.86,116.97,88.69,103.88,86.25,115.77,84.4,107.74,94.35,108.95,104.6,43.1,83.42,134.9,96.28,57.97,104.33,89.71,57.9,75.78,100.2,81.2,47.22,111.18,79.95,55.2,93.93,116.44,88.43,77.62,75.79,94.57,110.68,110.56,81.28,115.23,103.38,61.67,99.01,105.58,105.55,91.7,56.76,144.6,79.81,117.36,75.97,102.36,78.83,105.98,86.87,101.74,74.69,68.51,139.58,54.7,107.39,96.12,125.71,59.98,94.01,73.59,132.26,72.46,57.67,78.53,103.05,69.18,141.06,110.35,82.67,140.63,77.43,55.73,91.85,64.17,104.04,88.55,87.52,27.68,121.31,92.95,68.97,105.66,98.7,90.26,72.96,112.47,108.44,126.15,78.57,,,,,,,0.76
,,,,,,,,200.0,60.0,385.0,0.05,0.05,10.0,0.13,,,,,,,,,,,49.9,91.16,78.29,93.03,88.81,45.13,96.75,105.83,59.5,76.58,87.64,64.92,78.93,73.11,97.56,81.5,100.26,85.99,75.68,68.4,36.57,70.4,101.51,81.78,44.1,85.65,82.57,52.38,69.14,84.08,68.91,48.28,96.79,74.89,36.49,74.67,95.52,75.98,51.91,69.21,82.9,77.59,88.39,62.24,96.38,79.37,49.52,85.88,79.55,77.35,70.63,51.97,112.33,59.82,91.93,74.39,81.64,79.16,84.48,68.91,78.73,59.43,50.83,102.07,58.55,90.05,79.17,102.92,50.37,77.82,60.62,97.05,54.23,54.05,68.78,87.52,68.75,113.03,89.85,70.45,102.5,61.87,42.87,84.03,74.01,87.19,66.29,85.14,49.13,82.47,73.76,63.77,84.55,89.31,74.92,57.21,89.0,87.57,93.87,61.89,,,,,,,0.9
,,,,,,,,200.0,60.0,1706.0,0.05,0.05,10.0,0.13,,,,,,,,,,,28.91,48.27,43.67,50.69,57.86,32.59,49.42,60.34,41.43,47.15,50.11,31.6,52.24,45.04,65.9,53.22,52.14,58.15,45.06,36.85,21.46,41.41,60.41,57.47,23.76,44.66,49.22,33.85,36.3,48.64,48.96,33.19,52.51,50.43,23.5,41.54,52.71,42.37,34.56,42.23,55.91,38.78,39.33,36.55,49.49,55.33,38.21,48.08,49.06,49.96,43.26,33.07,58.12,38.32,44.57,48.52,51.02,43.68,50.23,51.08,47.26,32.68,33.27,61.52,36.43,51.45,41.46,62.89,26.56,49.12,35.34,57.78,32.9,45.4,41.21,52.06,47.11,57.61,48.03,44.3,52.3,37.27,16.33,52.37,35.98,54.3,40.37,50.95,37.26,44.97,43.97,33.46,47.22,45.6,47.95,35.97,52.0,39.7,49.41,34.61,,,,,,,1.02
