days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price,energy_offer_price
4.0,16.0,8.0,64.0,480.0,60.0,10.0,100.0,200.0,60.0,111.0,0.05,0.05,10.0,0.13,658.0,671.0,664.0,678.0,676.0,678.0,644.0,666.0,663.0,662.0,0.922728177952784,0.0411809404003493,0.0,0.0206152874622973,1.2615059158133866,0.9037009751370964,1.735271107983901,2.08264606316728,0.6873757212646985,0.4527494167729641,1.304647136127722,1.5041533412050505,1.5214738403698376,1.3123541285681717,0.0,1.3505697798794405,1.8426388027119105,0.9481248485129116,0.8511543455715335,0.6166539454301412,1.965298269170598,0.4113757201841557,1.376492007590277,0.4723841726593389,0.5121654448172382,1.4194085604369873,1.518525166513608,0.9568281051627818,1.5006676425143632,2.454140619304684,1.4684462773754468,0.5263185998344084,0.901380605706626,1.2209578520420497,0.2203765755337611,2.417397546956324,0.0,2.123854458673002,0.7208107288531083,0.7397053727642497,2.529665776667157,1.4468922162135942,2.412499509976988,2.658494599324002,2.193116008650545,0.0,1.6384577632117867,1.6716127748519185,0.0,0.8240757189280177,1.7139094854503862,1.4920126998707377,0.2675269338658297,0.2393290370080845,0.6972172396251619,0.7781513376523299,1.892745805523235,1.9723089327544423,3.1672947520068324,2.334513079411151,0.979382486796204,1.8725916409124,0.7196442279100881,0.7826522579007575,1.107892411725409,1.4527407005019788,2.4864379649014667,0.0,0.3972630271982806,0.0,1.3175663737622594,0.0,1.4401659693819255,1.3202330386455423,1.3967336810606723,1.5183784517481889,1.5572106846177185,1.683264987310327,0.7967954361758581,0.569143078039868,1.8343486340952289,1.7820602971558124,0.4982321775109847,0.8685767731265495,0.0,0.0,0.4115881333820712,1.0011032824633754,0.0,1.6146958357875971,1.3829767297725897,1.9852759209775572,1.1659093836823555,0.8884057663428724,1.1426156111578103,1.9777875210654112,1.946691105821955,0.6628294178421126,1.7849924908008878,1.431944500849157,100.0,250.0,250.0,0.95,0.95,0.95,4.8,0.0
,,,,,,,,200.0,60.0,514.0,0.05,0.05,10.0,0.13,673.0,663.0,650.0,665.0,657.0,672.0,653.0,681.0,683.0,647.0,3.6363901740434126,0.8541075299498968,0.0,1.1927675726578184,5.131322409687945,3.8294232747729,6.627410411741515,7.509977323798234,2.7817368578995483,2.553032547868353,4.073466680567181,5.216886975530708,5.429863631829797,5.022686949094502,0.8411619286475296,5.53126251474169,7.014734302597944,4.298920699119107,3.5949619032788798,2.7945036871236875,7.75125171125032,1.9967577359464783,4.572284148914993,2.230020054867285,2.996934645983981,5.160172249654632,5.750148512001871,3.5220385573083424,4.999519104504534,9.123980301704172,5.864323515966313,2.250884193719137,4.2577296994609775,4.916244032774328,1.6490922050161023,8.136085435374572,0.1382989775282732,8.070369107465554,3.0767123792809814,3.411420428799257,9.812002805936723,5.580164709089974,8.689656076000407,8.560057178598065,6.907206665318967,0.4307416404745403,6.034274563999159,6.282183876030898,0.0,3.659204860436081,6.898628927455798,5.49532580910651,1.6796864280641404,1.7364549745972009,3.261934626050293,3.62147958229142,6.598289709510353,7.671463138980692,10.917666914875976,8.41515968867796,4.839792802357424,7.298118810138304,2.8127354710610497,3.7268051663266624,4.2254303428801965,5.891004834794014,8.876124061055686,0.4344605816898554,1.4832860548428783,0.4234803553659807,4.719671693974732,0.0,5.985849779353027,4.6064728010813205,5.251089211643008,5.360673822900066,5.704967465976798,6.509010961567873,3.573510632483706,2.690423269647855,6.833657106996265,6.746546295923563,1.982723417071567,3.1410657805844777,0.8094953167210033,0.0,1.7526542089682997,4.593640745794489,1.466874523284682,7.120943176570881,4.903361292479653,7.4923478106227055,4.209903043026161,4.0697376430519325,4.068609231343194,7.300709988605845,6.550230572961599,2.5109224354380366,6.854503365495807,5.269212792538096,,,,,,,6.1,0.0
,,,,,,,,200.0,60.0,482.0,0.05,0.05,10.0,0.13,644.0,675.0,671.0,700.0,660.0,693.0,670.0,686.0,659.0,661.0,9.825538657333055,5.351747270709739,0.0,5.863433976362304,14.70068389237031,9.5712099274006,15.670522625996997,17.119699676449795,8.750178219091552,6.534205942817746,9.974613550219583,11.793954739614438,13.931388058038694,11.995179703109995,3.7578978775976593,12.930900530513249,17.86534947002533,8.303384419665738,9.38596879871631,8.408264987099521,17.892827398673575,4.755555512577505,11.794141399425229,5.628689267920944,7.938883861275844,12.985987466659186,12.26151601732488,8.690547387115643,11.362316822968577,18.420640697676586,13.78570249342074,4.76134944955057,11.767747822981203,12.268169757768138,6.561147214297472,17.876829949616777,0.7517000879029645,19.39549718235819,8.794833260208016,7.628756718146946,22.78921271913777,13.636636377535838,18.57319493508727,19.35444249916508,15.920027792931366,3.127644776491288,12.635548721811045,13.817342390673293,0.0,8.25445272710592,16.525329758827887,13.487441035820211,4.703439892965501,4.894452650432499,8.631100701552315,9.258308415292367,15.326770598538754,18.49388123281293,23.645957017803404,19.39968801798848,14.219208042321942,16.292272266284485,7.413756386047677,9.21519057709581,10.300779976073118,13.15987963587987,19.3534865365788,2.880044001425923,4.666062416183722,3.178793344798625,12.182203608213143,0.0,15.5281625202606,11.203916004134651,12.105230486311113,11.721160014444752,15.192755982016152,14.203462404529708,8.230160500997371,7.758305939883183,15.494385221742576,16.25019338924944,5.547849387188876,8.317815369512186,2.1984241026131377,2.0096916605530737,6.354328408071813,8.941870708232667,4.782529763272329,17.97505422625578,12.986453058817338,18.586827271645102,10.988025559004704,11.595391280471471,9.282949625333623,17.25947963082888,16.308256429001787,7.801322254299389,15.909720077124918,11.371135677792765,,,,,,,6.3,0.0
,,,,,,,,200.0,60.0,481.0,0.05,0.05,10.0,0.13,678.0,693.0,685.0,672.0,681.0,682.0,678.0,658.0,658.0,693.0,16.310024777910368,11.449297165918182,4.095291979304381,14.603100753128766,26.02102645102806,16.58436061715184,28.198580932705468,32.35594987878402,19.42765559792576,15.62610140630176,17.539681939836196,20.635568579794416,25.831724575878567,22.51400826464167,9.359117694807454,25.48010401777557,28.509778129796256,17.49734356510874,17.17541559110405,16.719307976390397,32.50856258330233,10.209843832392377,21.33562637805982,8.923760140085882,11.337679081643437,21.10082567263648,17.135215991268232,15.930857641810844,18.22831830108371,25.71612353127317,22.81859774961054,10.231284239596432,24.32563060054964,20.50122644176397,14.2902753436451,28.85086922598649,0.9857661268027622,32.7148873294017,17.857080019362073,12.232765454146923,37.51988508307485,23.71136264054271,27.721183038291827,31.1047108257856,27.735427116473463,10.526135315146604,19.619156828616163,24.488997606055623,0.0,19.87861778284009,28.232415239792505,23.50936889031305,11.110414747305107,13.708077098681,14.66627481938304,14.42407999973965,24.573791501505305,29.81619107530825,35.28548250140333,30.810563547785947,25.90258951443193,28.13091703565508,11.978172128133934,18.88366391395544,19.982846067758427,20.136098635857365,32.4228254297444,9.004519410115925,8.613502257562711,5.140579891217641,24.173843189466982,4.686001121892202,31.488530556648957,20.13665090296766,24.09506757512533,21.216446210196487,28.934559010263257,24.67414904984737,18.22518017379324,14.17063105302628,26.33375054896711,30.621272150226307,12.108475812848091,14.752916553785973,4.769397353977621,7.792524876921139,15.813799162623978,16.571232685808873,10.355480602528338,31.276563421061837,22.53719350803927,32.03154376644508,21.12421171380488,22.741876140332728,15.541388242703531,29.77885775880592,30.01277153587296,14.59130058649018,27.584943992214843,17.638137914125995,,,,,,,6.0,0.0
,,,,,,,,200.0,60.0,202.0,0.05,0.05,10.0,0.13,654.0,690.0,674.0,681.0,684.0,674.0,676.0,680.0,675.0,725.0,21.257685343973883,14.680959668953234,8.233659141570454,19.380524798166935,33.57557507575999,23.57034458735211,36.68702144115066,38.56171991460716,27.737658404240683,25.2727458686351,28.802489340750704,29.00196122109232,33.29501570663937,28.16703454603236,19.783554148514785,32.004468912670475,36.76200333974492,21.8413049134203,23.727024638764053,21.16431338260485,42.2342051388122,19.470613664571687,27.616279901588207,15.67708707587015,15.175048802493109,29.56501733836292,21.59126085255008,22.6967991042449,23.49795182899973,36.10500165527011,32.42258125905604,13.802804367560972,30.65690214568589,35.83790965910736,20.61649209876471,38.87965685774796,10.6225013279155,41.49651278676303,28.00054135896988,20.382632508848943,47.71815756818752,30.53568189891928,42.61465428892941,36.21916927755322,36.35938990782265,13.167378114903306,22.67604053142047,29.40826617514429,4.053195802615647,28.671238640651385,41.143764656309045,32.8259648979914,14.001850922697368,21.488836388510663,23.294517554122123,23.584736242139293,31.618779113024548,37.94361061182393,38.0726154629949,35.612910252792936,35.946221983925525,36.73331160056347,13.315497656117143,25.015956490712128,30.305708459695584,31.109654878613917,42.48932598911807,14.522664062401793,13.195366093822503,7.709978548546265,37.100217783647366,10.294954568120312,40.69144433713301,31.22452522063739,28.776376750431535,24.849242498389405,34.85981294158903,35.852848924363904,24.375788590045904,18.19309140734608,31.561836063532446,40.1066823826157,17.14560472175914,25.644010592048584,11.214454790785648,12.886792975004656,24.330853985795457,21.823594893617944,11.851940081421006,37.83046461455055,29.339147954062973,40.30790648694531,31.539027557020045,28.83866728041101,22.90256095103427,38.54977642056752,36.5395130238752,22.13835342443027,37.852693263314784,26.82828824691932,,,,,,,5.6,0.0
,,,,,,,,200.0,60.0,355.0,0.05,0.05,10.0,0.13,689.0,675.0,655.0,686.0,671.0,684.0,689.0,662.0,669.0,662.0,26.82399928898376,17.17768420241756,12.848185306189238,25.872188806411216,29.424049117323086,25.239225566130923,38.08135860193332,40.61284500690181,31.026515981195715,31.2086428702075,28.9678121221286,31.479780594407803,36.73144902824456,30.091864627108134,26.281736695572267,29.22218255522709,31.18173906406583,20.25387531562476,26.71159412455065,17.17377472578124,44.74062453785999,19.522990833529025,28.426152604905727,20.48938640483793,15.801903380003663,28.76395656079307,24.04501309192603,24.41849267875297,26.760876646058232,37.45638202290492,35.27004346069763,17.21670054943338,30.63104879338928,37.02866140797246,19.2630510896502,41.218998284103165,9.245175092211324,47.15438846958109,29.46324805204704,27.334794097887663,49.96383440547811,35.24598007873823,40.12785064525615,36.624219042164434,34.50603793661911,12.949762212113551,21.464798770337254,28.99889053039182,6.3285929989965855,26.492397797124813,40.95312694924444,34.3577771919673,12.807996088170142,24.576565781070418,25.394645704260736,22.434837199532023,32.47600765461485,32.75494871793786,33.24866094616271,33.708638577953835,38.16282516893665,37.96058004486417,15.106578814616386,23.977294564005533,30.2799238713373,30.71806564560308,41.26427230444812,12.44339199391706,15.897994336688392,7.605043173957881,39.18710284209488,17.009661215506014,37.912726467462456,32.113081147425675,28.904252135238035,26.06829632772568,30.59233494094672,39.8946153844509,26.11684153353954,16.85630387607437,30.65014778307772,36.42878283662806,17.06055040164138,32.45926563450758,15.068106142736056,13.957906816004128,29.873051721715985,21.62164011715797,13.56258271964548,33.42362558401801,32.428073985354565,42.36609591226355,36.910745838545054,27.39625632197781,24.35262209001727,46.03830043093669,32.995691497277136,26.30112411520827,35.963302251640506,27.230712374650185,,,,,,,4.0,0.0
,,,,,,,,200.0,60.0,824.0,0.05,0.05,10.0,0.13,671.0,661.0,644.0,639.0,656.0,695.0,664.0,724.0,656.0,646.0,32.98691916210525,24.2093146519314,15.794799910275314,31.44550853102656,29.29204818793037,24.497068586649632,36.82660941306842,45.46913552341445,33.4398329212477,31.328688158641985,30.511955831566148,28.942570378235374,42.450445370958704,32.647609172314155,27.635202579667684,34.612936923642486,33.104913707955106,27.77342779273945,33.56285923694312,25.13987035254605,50.262879139336256,20.984796058271257,25.853491636760594,29.21129506196611,19.088109136296534,31.49531123939584,27.271320665122204,29.477626381207894,25.073268141322767,38.92338864325546,31.37713974134141,20.102835126107102,29.50994053719887,38.80611917896989,20.43909930768397,43.33052601785064,14.805883111388498,49.26798592130749,33.00695573440159,34.53576447372578,51.44925542670456,44.94813005764086,41.34621211871021,36.20138601972998,36.38219770153524,15.998940603267664,21.55618801849608,29.034140342128502,16.395696173602875,30.799083994135454,43.137177889261245,31.995410516196085,16.863712954402324,29.421291760626115,32.04210198868223,24.267342260021834,36.95380824114928,32.03100796405819,29.64846911117374,33.97989649529417,43.28721102344946,34.944208345296694,17.214297577971326,26.225238016695727,29.5560512161089,33.61422391666498,37.39564835034671,22.57931747836621,20.246352741295237,11.54489825831408,42.14327438765112,22.41186614924136,42.60290340585615,30.64370960090157,33.707878979381135,29.01147394730976,32.52419223939701,43.57020011556314,29.601267234793276,23.01024145245485,28.75151653878993,34.49342861931659,17.524776728988744,35.79304262124706,21.38525587691503,18.128232190558883,33.94874161566263,22.595972761934345,18.54718593293505,35.305329693616805,33.09357284665722,36.4633963483186,34.07115967484215,26.878347402640117,26.011341817316087,45.806778857379584,33.61893650836527,32.12634155733212,33.516378309513684,30.07872355106994,,,,,,,3.7,0.0
,,,,,,,,200.0,60.0,1072.0,0.05,0.05,10.0,0.13,656.0,677.0,659.0,665.0,658.0,657.0,663.0,684.0,683.0,671.0,32.87775095475888,31.72422749131276,21.41525997716411,31.850866817417145,29.305024678936896,23.7091918327583,41.5671282062664,38.52629234202024,35.24021933676505,29.19150662615159,28.47662093619827,30.606191936259307,33.40476561559286,31.475136642740317,24.687025049515825,33.85582166908914,30.12943695912098,31.977184846445223,37.57603550227976,28.87216398144598,44.68405646618446,21.612612147803897,23.85122652122844,24.690934208091203,25.269884643596463,29.504172702583773,30.710402456954643,32.571546027187466,21.127535381632445,34.4909631086386,25.94661660192329,15.383853573033832,28.95173194693785,42.26330306507679,24.3317551798381,45.99204464320007,22.90872545867621,46.10618164737033,34.11081320680299,32.44602219364548,46.35311000910163,43.467121018592906,31.8262289993823,31.74456718071365,38.61207423425188,21.15750339033164,21.52760071014297,25.610892784421804,19.815048042653714,32.0112056284457,37.12555032006731,27.37141282790256,21.314648008697706,30.09085741616326,30.75401009530156,22.158787592018637,32.32455511500161,32.70266167473187,27.23219195881428,33.24445410022432,33.97425738098021,35.0498297965217,13.632670656079965,25.46356628637448,28.450711959031885,33.28179498257463,33.90285469675944,22.37751859142157,17.562464280885305,16.907977435035864,39.40069702904901,25.082873081583536,48.4504232121986,26.194956594223864,38.86952904383636,28.979653296554705,30.007000758479197,42.29927980922282,33.797619734517845,26.1148974568405,27.212208372567307,31.580439960176143,18.836143657997507,30.10906650982998,23.858102311628944,17.64962941373319,32.3286706857653,24.0006486500726,23.574391702092694,36.21508193282531,34.54902563785831,31.86674156829832,30.959217136408075,28.29828699628749,21.6473940691076,45.52813640345776,35.704326561833106,34.944633662343755,35.31805300318555,28.665289392528337,,,,,,,3.8,0.0
,,,,,,,,200.0,60.0,476.0,0.05,0.05,10.0,0.13,,,,,,,,,,,24.84112191652017,26.357583958999985,16.024552488149894,28.22793393112389,24.10401144147876,22.75962180126573,35.08920912038354,24.5981816078066,26.146689427803903,28.11245535462625,25.46426111491296,26.965441779769485,25.984141980970644,27.9583444062562,20.953993106699876,27.44662711531588,24.88651696444538,30.856020314653463,32.13564920590443,25.02499379320431,37.91655853764952,22.095462018416708,25.185692907942585,22.9844202701341,22.60740623778786,24.77269514692174,24.8036605406806,26.530367903895364,19.13703367518557,26.277300565060948,16.88248064183234,13.672261289196973,26.508549635579534,34.34255272050816,19.98372879234944,38.89182175360516,23.204980344928934,35.406710583258125,28.257286143484773,29.107370634117835,35.50838510573071,29.4668946623302,30.772737966569277,27.627128336835007,31.124148549167156,19.414549653474637,18.05260516927434,24.83288993733896,18.11178577069179,28.1564421551068,31.2670610668366,15.54924642816952,21.772178289177084,23.73866875173724,23.549784974780707,21.912286792080177,23.84872737630729,28.669526015057865,22.311731287872945,28.239801729946773,23.71266998271857,28.74257771793496,16.978390057205313,24.826775173700216,26.40710860558037,27.379711768300304,28.666114745059225,16.928125347815985,15.45592882407919,19.07044640070459,32.106523485264646,24.818834895717448,43.55670795184855,24.084708236446957,33.63462144544543,25.081512708709177,27.61530635607331,32.042961510482584,30.26909699915174,21.452854982330223,22.446990232236296,28.52057807311894,15.354681842643746,23.312080400239903,21.63743661573388,16.144263496413995,22.339349317621373,21.78103701112868,24.17639890186011,30.02099551485489,27.37879510232433,24.18728964465009,29.15490337270121,23.323985066279125,20.127634263718,37.754677658624495,29.826797596541223,25.97490654985981,27.700929250172884,27.484356974841884,,,,,,,4.5,0.0
,,,,,,,,200.0,60.0,700.0,0.05,0.05,10.0,0.13,,,,,,,,,,,14.330815146142156,15.377679665595226,8.891995962707796,18.004413550493904,15.334951270369046,15.13611403981762,20.1788696494767,14.961804260670196,15.76118047108851,16.3846826784716,16.22917343205892,16.50179241747575,13.766424972300172,17.42492107562284,9.585598102780152,17.035714323063292,13.307861649154182,18.257419851415488,17.89283946269568,14.53178457912294,20.29404004375028,14.882356271167804,14.911144504987288,13.53026761837448,14.798239801108563,14.549238859979326,14.85658116972597,14.659454402933868,13.47367416439692,14.82290485061496,11.251907857373093,10.39564873392485,13.90649006375787,20.74342434849411,12.11951846885634,23.600458205161896,17.031552625039687,17.26339254539549,19.663128855840306,17.504649525034587,19.40007342810592,17.120391318684145,16.445821588888677,16.639038882433812,18.60036674918413,13.082172234152027,10.35419308041384,14.995437016307362,11.624349671624776,19.337743346298502,19.8656465572976,9.68433072093839,13.644717395169026,14.201162757841209,13.930183531638397,12.870685337630414,13.81833501154646,18.175447824092405,15.740690829616558,17.76774492260594,15.090325567123044,17.236026053204306,12.08219058301159,16.51493150352581,18.94560309639205,14.612346585486364,15.970163757005745,9.87086117669242,12.927202099321187,9.748924829420364,17.228851024658614,14.93530282304741,23.301162010130632,11.207107305566131,20.02615176953702,14.208601666461208,15.225255320488571,19.529828397887098,20.42829513193819,11.521693154156443,14.546393594844206,18.312492371521,8.74691377357043,13.9164964929913,13.93007103449228,9.979868525595217,8.474710926347274,14.84936500971044,14.05004968662765,16.590306589709236,16.093851967803964,12.91950312082049,15.203806312679596,13.415899694197227,15.768296696184237,23.16001330912835,16.549474158852828,13.943503224280056,17.78557282607996,15.579821857610684,,,,,,,5.1,0.0
