days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,10.0,100.0,200.0,60.0,941.0,0.05,0.05,10.0,0.13,668.0,668.0,714.0,672.0,661.0,657.0,681.0,677.0,670.0,641.0,2.6482755530679327,0.0,0.5017976240578557,2.453699143575289,0.954602467592468,0.8430015755497842,0.0,1.6344642229844402,1.0997981572256277,1.3929191471337352,1.1072808487586183,0.906628750157198,0.901482210866159,0.0,1.423911037427,0.2216590965009373,0.0,0.1817732097389348,0.2775122876422262,1.8768195953282527,1.551448300649879,0.123628288447906,0.3412222469261756,0.7446719318861044,2.006015504943702,1.1643156991745496,0.3878901866432136,2.247280303200447,0.0,1.2061179276794105,0.0934473709848356,0.4227658486451691,0.9167127634242164,1.215959711876477,0.7820544238827968,0.9369526094170232,2.0281433430984865,1.4616022831379722,0.0,1.0121565294006438,0.9501339270675364,0.2655046306985948,1.4438674000724427,1.416758815980399,1.6346226118838292,0.5356574779614246,1.896735725809972,1.2644509579781502,1.4343729395035705,1.5502221648781809,2.28195235523316,0.2670533150998569,0.7859462866641984,0.0,0.261306220559975,1.4955693828740528,0.9261151586944364,0.0,0.9671493135069194,1.8351207562408256,0.9313515153071644,0.3181594860484186,1.8155240265042656,1.433056934412322,2.497658664879353,1.598862792709923,1.1743493218649697,1.0523492771689704,1.4414853973216413,2.462914972192109,2.03966870286589,1.135288661170902,0.3086497669234291,0.0,0.3850466212714941,1.4267620322977508,0.7081132331860875,1.1140310526567845,1.7490537767358507,0.9421067715740202,0.4342951567897209,0.0,0.9364736021661908,0.0775661976577272,1.665143273924008,1.2325758866888623,1.1323187119162272,1.4245616117101307,0.8243801477103844,0.2332076637941686,0.5891775256387866,0.0,2.0056357833549594,1.919091196732696,1.3859892040961332,1.8600856875642104,0.0,2.110250500838112,1.6691799121552289,1.7985406477989232,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,514.0,0.05,0.05,10.0,0.13,661.0,681.0,707.0,673.0,648.0,677.0,674.0,658.0,672.0,649.0,9.945132728778,0.0,2.3656306791122725,8.493812104447333,3.188415617081194,3.105687957862836,0.3326307034896545,6.6283049998436585,4.7767306225798825,5.449081865054309,4.26299412654778,3.8117044570892022,3.263755129772248,0.0,5.605906071492636,1.3678724705588912,0.0,1.5576272470273396,1.6655277704408329,6.107591371179305,5.877311629660386,0.8127685921523233,2.2430359064239944,3.588278163104296,6.385316813950036,5.351353470591482,1.8267105892186757,7.677680671007901,0.0,4.554853727631483,1.097847424765245,1.8878987079432463,3.65739501353649,4.664005534471155,3.746488352068471,4.220918092125274,7.092180401518858,5.502101586245384,0.2602369230418238,4.169175213503563,3.3415909572071607,1.7348571846707213,6.013575354533842,5.365954864124678,5.87654576197771,2.093668465500396,7.366093148440733,5.095502870520692,5.560353111489128,5.807130870012198,8.510356159103157,1.3241808281148577,2.833284405658932,0.0,1.9205102512512704,5.800113053945687,3.367429881095651,0.0,3.60139843173966,7.530654906928484,3.7716785860951942,1.7958844038308648,6.4234895124557685,5.119474440467017,9.410422487125151,5.0895291947807015,4.773373424015137,4.15053253080849,4.934039969897664,9.035785516223289,7.77345685877277,4.499158843008198,1.225725604319348,0.0,1.8465921328241004,5.570548837184164,3.191146162608989,3.770149571599681,5.976319354373835,4.248412987483117,2.980706764948047,0.0617930456425566,4.114904166641672,1.2756044770570112,6.235438369530909,4.876290565889717,4.094142968196085,5.397655906562033,3.703426262544225,1.7942496610410257,2.474815244828922,0.0,6.698676143396334,6.641454483396036,4.719935485907547,7.731290831750604,0.0,7.373541710401852,6.473831016308569,6.775551461102712,,,,,,,1.22
,,,,,,,,200.0,60.0,565.0,0.05,0.05,10.0,0.13,652.0,674.0,685.0,660.0,660.0,683.0,642.0,639.0,670.0,672.0,21.95958076914291,2.556548797318676,8.046789651113901,18.5956774124058,7.799196754532653,7.487419002974358,3.930812192429174,15.34099711476749,11.659120172962997,13.463617643201102,8.30526584210562,8.973070047102668,9.263050996403614,0.4958196038808071,13.211586264145154,5.949253525448763,0.0,4.469838668392921,3.875795683853556,14.48636676829638,14.654591715409616,3.9057644257908377,7.867961356704129,9.464249309730524,14.42241401586937,13.804546881133998,4.895975084328384,18.617760314847985,0.0,10.161306041361447,4.348420396239705,4.899280533420319,8.453074628203375,10.87501152436191,9.185648157795374,11.253660344784098,17.837403675698944,12.671698144236004,3.545596473782301,11.863732087381436,6.95898930917386,2.20996309467941,15.35632645465892,12.71656727323412,13.000305777905057,6.8576073129097,18.341220794239277,10.543386744573493,13.320836906795677,10.989446374255374,17.72745046359354,4.084973352339056,8.642268666315662,0.0,6.495559677824371,13.828719551677512,6.979176835835621,0.0,9.156466785449382,17.254587705039157,8.257917233682173,4.675829297673748,12.443942942493326,11.5851793778581,20.61610659001177,12.981352196248984,13.812347179301089,10.290840886241098,12.014351941796894,23.36555082292417,17.727306711392306,7.921944664287171,4.532246259636689,0.2842764330689562,5.886438997922728,13.844950293707855,7.578638950907508,8.291606040849512,13.549710038687516,13.036110545804409,9.772657164066,0.328927072098103,10.476709632635234,4.386307623991867,13.767441352168351,12.05544697444861,10.0780235395877,13.015664908879977,9.55261825352858,5.327910298763923,7.806701939411129,0.0,15.81147296422099,14.631800358941698,11.457205655095724,18.29683485361979,1.4688122894177449,17.55199293864704,16.320912526908707,17.16360906929677,,,,,,,1.26
,,,,,,,,200.0,60.0,1048.0,0.05,0.05,10.0,0.13,661.0,676.0,676.0,706.0,669.0,658.0,675.0,672.0,669.0,682.0,38.247061414809,9.473447903428587,14.382263521833112,33.06492054921856,13.237760575020951,12.240638575933255,12.513629787100395,28.569022568843952,21.52524238550552,23.9390654538654,16.707408685041393,17.7775520219554,17.660862766840776,1.463016367750519,20.21956311245101,13.147639797199028,0.0,10.58394193984364,11.132026540205343,22.26966673776462,25.5833488331715,11.137612622575247,17.013228121123905,19.104160204191384,23.78083997654619,21.723489379163464,10.744628177579775,33.299989499447385,2.728443520339153,20.378532687424126,6.30624578330442,9.2181119025272,14.506346678663409,14.92820592817044,14.379610868690786,17.36969155429549,30.36066425685586,21.659805529975305,12.06086076908655,22.66186790263184,14.532704366275627,5.355229750410034,24.506681505956493,22.63903129008299,22.157539633688817,12.908057071385189,28.82920267512509,18.012343542601812,25.2907750392962,18.93140997135694,30.41207751245777,8.639438150366457,17.945118237694675,2.8542720846075422,13.255078048239932,24.8150037362488,11.986968480695054,1.7659195875777698,16.54419650301,28.79291637614393,16.23179265419394,9.25867942655259,19.34480024461497,17.93850437178017,29.98806668985924,21.861746483874107,21.758006943735246,18.054033286295407,19.20994184178232,36.50448189553829,29.316194115886272,13.619699713389824,9.220308879492384,6.3481650475227696,8.774949753759653,22.44490203311712,15.303824620025129,17.27160605468308,22.06567360073344,22.872545569672635,18.240066165753785,0.297521066228692,20.04760041417408,10.353451336435205,23.596695513478405,19.957780743025253,19.78424705815626,25.710848325302383,17.149097966391757,11.666892598066264,12.82647953708824,0.0,27.92949857219319,23.765845117358108,19.115849613657435,34.78220818418575,5.94891727036717,25.98020612993072,28.0842231617005,27.093115950658436,,,,,,,1.2
,,,,,,,,200.0,60.0,430.0,0.05,0.05,10.0,0.13,666.0,665.0,687.0,668.0,652.0,678.0,687.0,671.0,694.0,689.0,48.73077957837243,17.535298991845035,21.58411282013675,43.05272246050075,22.340142257080554,14.86153615088719,22.58171006437744,35.02768401959084,29.83717971750168,36.37283416251783,22.633777973572528,25.74788216998636,24.651178567300715,8.811358991540954,29.11918406517901,22.010679943435907,0.0,17.450487661258613,14.686573514024918,29.224242602637705,33.73361947270456,17.898052155580633,24.07150449138741,27.2833554156379,30.674899631994684,31.07579430882996,17.097337157727676,43.204364376134095,7.867101207155044,25.24676289823884,9.68998294542604,19.636159501277685,21.57478031658757,17.662528978439727,19.523338181086224,22.13800088505375,42.17005898835136,27.61774200357313,19.428543083984472,29.07153538842054,19.88015316535825,4.6202185265725255,35.979591780733685,32.83969969505775,27.601751792674428,20.848115344236632,39.2345091495831,22.94725673427134,35.934898083325606,28.71534116804646,34.281649259446006,15.693408325530331,26.02753903744481,8.61907812086856,15.71806928813682,33.94602841036205,16.97486726573494,7.683005244286567,19.41498645315495,38.320374763911545,23.02290439542271,15.244538261414148,23.68924237885203,22.503798449044137,31.345445245563376,28.078057641468625,26.10275238170136,28.27381203162746,26.704906390449512,42.22245952696101,38.31960084638675,15.889911190350936,14.897414887658371,13.347668010996644,17.09646172909136,30.304120546183288,20.497307464051985,25.168816517972044,28.06920517596329,30.82978602559977,25.280885747265348,6.056609169043633,31.776027402051067,14.862516534642884,29.398011829587784,24.671624552817097,29.781631493889652,33.58160841082278,25.39025516532824,20.47910382054573,19.184885149298143,6.365336935030175,35.03348081774682,30.51733133317049,24.460641281318267,46.66051968614665,10.638796240379396,34.029582542605795,34.270971373249054,33.51276133122587,,,,,,,1.12
,,,,,,,,200.0,60.0,111.0,0.05,0.05,10.0,0.13,693.0,684.0,688.0,664.0,685.0,683.0,655.0,665.0,660.0,678.0,45.05300535088584,15.82498579670623,24.041824106111797,39.80825467957085,29.947285051302863,15.708181741842976,24.93916866204869,30.63611927197966,34.755754660223005,38.72498950598556,26.3871620131121,27.456998165536422,29.17520589281552,14.443484199435108,33.72760190875794,28.32133743788998,5.59221561805273,21.720313174721586,20.198793168643466,24.858685022969727,31.009373587410945,23.145992336543,24.89926877960465,29.09102368244428,27.1211496293961,27.9375097609688,19.95770016909436,42.76804994784685,19.938714107076937,24.925908806125413,12.720466460970185,19.598470626177622,21.723659769482985,21.988984978938337,25.140255844081757,25.39350317657537,39.64491193106958,30.619518377780185,19.331692019141435,30.61726220536522,24.283043945057383,12.422892255218995,38.20249782052549,29.32112188932552,30.828677068884332,21.55851846257709,40.39040641905929,23.48550654252476,38.143429966369496,29.142708060951247,35.91726793829437,18.741996447096355,29.713111551006097,12.391129724820912,17.131976559953625,39.30275974377256,25.43263353474876,12.97340591436004,24.308032536861155,39.23317819140579,32.76131820969548,19.361340982900906,24.31624922185248,21.92966556776796,31.38722927941199,30.76260566162242,30.10297536870071,34.05969439103159,27.029253097489327,38.81942379697378,38.02032534158481,14.948147277796478,23.749770428058177,21.514974539633,19.412051913026417,26.146329006302462,19.1623792059462,27.86603751189017,29.330597531660278,30.895637740348747,26.578193034621428,9.430241117857928,35.046316824448574,24.369884213174277,24.739762859260374,32.863860079862896,37.71138614927796,37.98140643294592,30.230031380569557,27.12464209868533,19.27652412576288,9.365250257891132,38.735154173531264,37.349962719367504,24.352651649684255,47.481401746098726,11.171594067370448,36.30825244662055,35.99797583137283,34.5592658629922,,,,,,,0.8
,,,,,,,,200.0,60.0,719.0,0.05,0.05,10.0,0.13,667.0,673.0,689.0,666.0,681.0,690.0,677.0,662.0,699.0,664.0,40.20606063038196,20.8830733028884,29.559739881198,42.52802504183648,37.738258823480265,15.201807325893755,25.979051502429275,33.03205909303612,33.78903489237052,38.23244273186391,30.5600695332439,25.94282225838456,37.758528563216736,15.414902110057296,37.00475407572134,32.42167789811565,6.291502410818042,23.955036760573904,26.39909086431168,27.125241318778794,30.242633997607676,29.30743696919373,30.55028148169538,34.54904909411195,30.448243499398203,35.51637765564798,22.008241551590032,41.26059183925494,27.68522608555484,29.61038111491221,15.00382881672613,20.664429342090163,23.31239357898692,27.533806864743266,31.26617358376715,23.636781961428305,34.74725493618624,35.68358236092257,19.40620428370441,31.60333391281467,28.386487251338558,15.56604787273792,39.36285430132138,32.17050294789795,34.16677908610128,20.09552045417333,39.86109536943943,23.164490539601864,44.20680728364087,34.54207336587585,33.1078965367543,28.66860638387786,35.32113223436436,21.559279916134223,15.831977164532685,44.07017107387532,29.449398218170234,14.66997627395996,26.62555333501862,40.604391614335135,39.69490272074027,24.017517716730296,26.620376155942765,19.415182577216388,33.455423888967125,35.77720443827788,40.65208540744658,36.96110464277351,29.107675836697144,43.14817403998602,37.916505176386565,21.16563468851244,24.38900873665685,29.68773177360181,20.533503187185797,30.344285448596903,22.08136281014929,29.59220606430608,33.67534643501359,33.770728191528164,28.96183534222178,12.59878116209134,35.00108221531902,29.45916626572408,29.064032578127044,39.07275366219632,34.29045463190245,38.50314112887443,42.644682351606775,32.98790692967842,19.227106939682145,20.195561562151514,41.08763588036716,36.26453231530002,26.63486748460907,48.78884571176823,14.62057261638772,39.28023493931117,33.30537878987573,34.68102787617859,,,,,,,0.74
,,,,,,,,200.0,60.0,375.0,0.05,0.05,10.0,0.13,674.0,667.0,683.0,663.0,645.0,694.0,709.0,680.0,670.0,676.0,34.0279311127157,20.13498364413031,33.75568118650945,42.74539956100588,33.253007901222375,16.2083932389799,29.15569582270894,33.009017002639204,30.4770428843226,38.04748975407334,33.635699376218945,22.816195150442795,32.38112031663836,16.38581365485924,39.63401817354042,35.68037457476083,10.723430097226045,25.43444573581171,22.162241256069425,25.919351633429248,32.84757200249638,28.84109505528897,32.233378477489644,33.61824693607417,29.60652858404505,35.08090875555733,23.746979038292203,36.41357645378691,32.280265485412386,29.09282382336429,16.552805092486814,22.23185142799893,26.770334830723133,31.225401953252074,30.822166755962947,27.144830894383773,29.325846594890088,29.626974784556488,18.858312224132124,29.1198222569396,26.7021786715298,14.389071561493964,37.347429451900304,25.7719452936274,31.46083059296873,22.731926538211997,35.89348508331729,28.333182580092394,40.18919488484956,34.14155852664982,31.10333155831001,26.840084254859885,31.576482480093578,21.40224289920579,22.010110949869283,41.96808084209598,30.22893846629479,18.59987282294357,22.202500362498384,39.21005847853805,38.96358331058398,20.851136538792197,25.557275607275265,17.733675505957393,30.66063614948329,32.84839487923788,42.53809821478666,35.06499682005663,25.80434624408981,35.37904005395914,37.09778879562317,21.276700461214297,25.92975952445545,32.11857128923247,20.1877754676273,28.27450103214717,20.983398866947383,28.59560784787111,31.41177062328943,33.33338462149095,30.8024457067276,14.237339665260366,38.77954620925032,33.158203993268806,28.21706571800918,39.4814120638864,36.18367821525774,32.97156432656425,46.18135958555944,33.47189598003133,19.045907891903056,20.58554942683838,40.349742218166725,31.25152137028756,26.58519985358101,48.60536815943208,13.256402403966364,43.73616693678504,31.11994903489647,28.4759148540834,,,,,,,0.76
,,,,,,,,200.0,60.0,458.0,0.05,0.05,10.0,0.13,,,,,,,,,,,25.96076873847434,16.66844037495651,30.46076592176788,38.01462392386855,25.997718206333765,16.34073230942873,25.545983777919567,31.70025346638733,25.621972678427813,32.13422648424631,28.06769613853432,15.586489580977652,27.380412123624527,14.69236122948519,33.004698449730675,33.11998265575533,11.265391652103574,24.762866024263104,18.62817498994919,21.68999749930625,28.360000418280183,21.981482594838635,27.05223775009061,28.84200449412313,24.06758546782008,33.01748527536857,17.663196820197232,29.77399284262903,32.285332453491286,24.275880770102905,13.166985155039956,21.27124666282735,22.812251649895348,27.517246108114296,28.59491869661131,22.34040008620681,26.158900226030024,18.90608238566471,19.178419778630875,24.432767547944326,20.500459956719094,12.356632860851452,28.103718071128604,18.630702260360287,22.179169106382723,21.402398141081825,29.734809682525853,23.984548792881125,27.68348604392009,26.035858564701247,22.22328974909676,22.74373485818762,24.183381736334503,18.46038317612733,19.653912312499163,31.65381800591521,24.065543902970123,18.83003815251253,17.15217556280416,27.49551452453682,33.19083608238288,17.63977249704596,22.831866027461125,17.21713260091377,25.12391058401367,23.316897319293066,33.01297241441243,25.948914056803297,20.17100247498486,23.86720207937457,29.08442733801865,18.76612153936492,24.146409063451514,28.623782728349017,18.02758023964688,24.813082846125475,18.81850958480616,21.91451919992174,26.62740684960824,28.95695699761195,25.34377020467953,16.24468607506705,29.70163745378964,27.008487734886543,26.72470500635272,28.43234003945302,31.83358875626648,24.42910493520265,39.44532221328305,28.71920488078899,15.434839126320826,18.78730491998809,32.422748173495705,25.767843285170404,26.366795848968565,36.26337132127204,11.449360805668665,37.63121983840361,27.020595267210503,24.275686744169523,,,,,,,0.9
,,,,,,,,200.0,60.0,38.0,0.05,0.05,10.0,0.13,,,,,,,,,,,18.506123284352583,9.97083143355392,14.802398063429289,23.600326632758613,15.58821219224146,9.46880393116544,16.509573287987436,20.09936686991544,14.88016091221922,20.16401095992209,15.017993571679286,9.08142333524345,16.119485443109554,8.027446858946956,17.544295052597203,16.336681711195947,8.062706895810782,13.281951132119415,13.782739910712651,12.286374039020483,16.165621065050207,15.97905259557581,18.729842791030517,16.780189210115044,13.156620221572142,18.65740358371863,11.713950747641563,18.4049758274744,19.044553306852592,15.099574808396168,9.047050553860204,15.304504262226654,14.972096938874548,16.711843503736656,17.32608502891803,13.709055221859623,15.458712260049106,11.628316506024778,12.303495573786224,14.70876078407441,14.242290057418298,9.493928513911536,16.26727222735134,13.321481961408168,14.240112605033085,13.395380616007232,17.424574269245777,13.159496890956618,12.170069143287597,15.96181238253928,14.814452543747269,13.517487083164085,16.249988688036265,12.30148045376844,9.97842873357724,18.448729996852997,14.787197943917237,12.9490035181719,11.19386658615798,16.05686302128725,17.45555939496087,10.9098842470128,16.339664717078218,11.56220495083754,11.499364022430475,16.15457394561445,19.64530875206399,14.08087978528068,10.158250794709636,13.552267537299588,17.175154138166068,13.113640190469429,12.720866228900396,17.37286210874433,14.427340450353892,18.375455215653464,11.784141223194467,12.653402601401252,17.347505441989792,16.10567659659181,15.442792854840803,10.153324702519056,17.919592330043727,14.060226578573545,14.56408943497959,20.139399575945564,18.34796867723687,14.183287957859571,21.73014859596486,17.297409382619644,9.0782239367697,9.143101892001788,18.785392577444828,14.577657567331215,14.806559359389226,16.391962028083647,8.382033714033376,21.113469338303176,17.894869659713752,15.85630502503797,,,,,,,1.02
