days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
4.0,16.0,8.0,64.0,480.0,60.0,10.0,100.0,200.0,60.0,335.0,0.05,0.05,10.0,0.13,709.0,669.0,672.0,658.0,691.0,677.0,681.0,682.0,674.0,684.0,2.72,0.5,1.82,0.62,2.94,4.17,3.76,6.2,2.1,0.52,2.05,2.57,4.93,1.08,0.07,2.86,0.0,5.11,5.37,7.31,5.64,1.7,5.22,2.08,0.0,2.87,4.16,0.0,3.07,5.84,1.41,2.78,4.17,1.92,0.85,0.0,0.0,2.77,1.34,1.06,4.58,6.77,3.47,0.0,3.51,2.97,3.06,3.36,1.83,3.82,4.71,0.56,1.98,4.76,1.11,5.51,0.74,3.0,2.17,2.75,4.39,5.15,1.21,3.77,3.71,2.68,2.54,2.43,5.35,7.77,0.0,1.31,1.26,0.0,4.27,0.0,0.0,3.44,1.84,2.24,0.0,7.3,7.09,1.92,5.56,0.0,3.12,2.82,6.59,4.48,5.95,2.15,3.66,7.58,0.0,8.09,4.57,3.03,2.64,1.77,100.0,100.0,100.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,442.0,0.05,0.05,10.0,0.13,691.0,666.0,659.0,654.0,702.0,681.0,661.0,682.0,675.0,690.0,13.02,5.24,7.51,7.06,12.93,17.63,15.53,21.3,8.98,5.69,8.73,10.68,17.8,3.47,2.84,11.78,0.53,17.13,20.8,27.05,22.09,6.52,18.74,8.78,0.0,10.46,16.43,0.63,13.29,21.06,6.49,11.49,15.1,7.19,3.55,0.0,1.14,11.6,7.38,3.82,16.91,24.77,13.11,0.27,16.08,12.72,11.74,12.49,9.75,14.28,16.63,1.95,9.54,16.82,4.8,21.96,3.73,12.0,10.58,12.57,16.7,17.62,8.37,14.99,14.2,10.85,10.32,9.18,20.32,26.4,0.42,7.38,6.2,0.0,15.82,0.0,2.98,14.32,7.74,11.13,2.17,25.16,24.01,7.52,21.44,0.18,10.04,10.89,21.71,16.1,20.31,10.8,13.56,26.62,0.0,28.25,18.3,8.14,10.18,6.94,,,,,,,1.22
,,,,,,,,200.0,60.0,1162.0,0.05,0.05,10.0,0.13,649.0,646.0,667.0,660.0,676.0,645.0,696.0,684.0,676.0,680.0,33.76,16.3,18.93,19.41,30.49,39.3,40.74,42.79,24.25,14.32,19.8,25.71,43.49,14.96,11.76,28.31,7.16,38.0,48.57,58.03,45.44,16.68,36.26,20.73,4.04,27.3,37.27,9.33,33.7,50.22,16.91,29.42,35.78,18.8,11.42,0.0,8.08,24.72,19.14,13.53,40.59,56.76,31.14,2.87,38.8,34.09,30.48,26.39,25.26,33.11,41.39,8.62,31.42,37.06,16.97,53.6,13.19,28.59,27.84,32.52,31.6,40.4,24.54,33.14,33.06,30.67,28.64,21.38,41.83,56.03,1.03,24.14,20.07,0.0,40.63,3.27,17.86,34.95,22.81,30.9,9.16,53.21,56.13,24.33,49.1,7.4,22.24,28.4,42.27,38.14,48.23,22.6,35.78,56.48,0.0,63.38,42.08,20.19,26.75,22.68,,,,,,,1.26
,,,,,,,,200.0,60.0,872.0,0.05,0.05,10.0,0.13,662.0,651.0,638.0,685.0,650.0,679.0,666.0,653.0,644.0,676.0,48.51,35.67,37.58,35.85,66.88,71.96,60.63,69.81,49.57,30.39,36.42,46.68,77.47,32.32,30.67,50.02,27.96,69.09,82.7,98.77,65.48,30.9,48.17,35.97,12.22,56.5,56.78,11.98,71.76,78.46,31.01,58.12,66.91,37.02,26.67,2.81,21.28,39.69,38.06,30.3,67.88,98.41,58.91,16.11,78.82,64.39,48.45,55.0,49.68,60.12,78.5,10.65,63.41,58.52,29.77,82.84,27.07,49.45,52.37,61.29,61.16,73.16,52.72,66.2,60.49,60.74,51.26,39.39,69.11,91.45,1.86,45.02,46.77,8.89,73.64,11.73,33.94,59.67,39.35,54.93,16.03,93.2,97.49,45.64,88.68,28.02,47.88,48.72,68.34,64.49,83.9,45.76,52.31,89.93,1.47,107.98,73.79,35.74,50.67,36.63,,,,,,,1.2
,,,,,,,,200.0,60.0,1171.0,0.05,0.05,10.0,0.13,670.0,644.0,699.0,690.0,683.0,655.0,705.0,671.0,666.0,682.0,60.81,49.33,53.43,55.01,98.63,103.17,77.86,90.76,67.15,52.69,49.82,67.5,112.43,49.69,48.29,85.64,53.21,92.88,123.9,119.04,85.26,47.63,63.85,42.52,17.44,78.1,68.34,18.34,101.48,103.52,44.32,84.8,91.65,55.26,43.72,21.65,45.7,46.44,58.46,43.11,86.76,126.18,81.32,35.92,102.56,90.04,64.06,75.32,77.67,88.21,98.0,18.91,83.16,69.98,39.24,112.81,44.89,73.69,78.62,81.6,78.82,83.11,76.1,100.07,81.35,82.98,71.49,51.51,85.38,123.02,26.73,64.64,61.18,33.16,105.49,17.52,52.25,78.74,44.19,62.88,35.84,123.85,128.77,61.75,112.32,47.05,61.71,71.61,105.0,77.58,109.83,60.18,76.52,125.29,17.15,142.99,88.73,59.17,80.45,49.77,,,,,,,1.12
,,,,,,,,200.0,60.0,269.0,0.05,0.05,10.0,0.13,661.0,670.0,655.0,662.0,664.0,665.0,670.0,644.0,657.0,660.0,65.4,40.33,58.91,71.96,103.83,105.34,86.84,105.19,78.67,60.55,46.39,75.06,119.18,63.98,50.13,92.41,66.53,92.97,124.83,128.39,92.93,54.83,64.33,54.62,20.67,94.21,84.83,29.2,108.53,108.95,45.28,105.0,85.21,68.69,40.15,31.12,50.53,54.93,64.5,56.95,81.42,127.51,86.52,52.88,107.74,108.83,69.47,77.1,83.85,101.02,112.07,26.73,77.06,72.92,28.33,113.37,54.1,74.9,99.25,85.0,71.5,67.87,91.8,97.45,81.9,90.81,70.83,68.51,85.39,128.76,39.14,63.82,79.04,47.2,119.12,37.87,66.8,88.23,49.65,67.21,48.73,143.04,130.45,75.36,114.3,60.53,72.05,76.95,123.85,84.93,114.59,69.4,86.3,118.91,42.51,129.48,91.1,80.71,88.95,51.0,,,,,,,0.8
,,,,,,,,200.0,60.0,207.0,0.05,0.05,10.0,0.13,659.0,641.0,662.0,667.0,662.0,684.0,674.0,676.0,679.0,667.0,74.98,52.27,58.62,86.96,126.17,117.24,93.78,121.08,90.99,60.09,63.91,95.59,127.88,84.75,58.03,79.69,67.82,87.91,129.96,135.12,89.47,73.34,78.42,76.28,25.44,87.0,107.02,39.61,102.17,108.47,65.04,118.3,79.13,81.92,48.77,39.43,61.65,65.09,75.43,68.6,101.26,128.44,99.1,64.07,121.69,110.98,75.59,67.36,98.1,98.53,123.34,36.67,81.67,74.38,33.77,129.13,64.2,81.59,127.28,84.69,88.95,67.72,104.68,109.2,79.16,108.28,78.39,87.89,97.11,142.76,45.56,71.09,85.81,58.51,112.45,60.07,72.97,109.75,76.5,73.72,74.38,148.19,145.15,85.37,123.94,69.66,80.96,81.19,135.98,111.08,112.64,67.83,107.21,139.62,43.45,135.74,89.16,109.14,99.47,66.81,,,,,,,0.74
,,,,,,,,200.0,60.0,579.0,0.05,0.05,10.0,0.13,657.0,657.0,693.0,683.0,672.0,690.0,639.0,677.0,697.0,669.0,78.01,59.67,61.83,102.49,110.06,131.4,113.22,107.12,106.19,44.44,69.57,80.01,117.16,88.2,56.45,77.92,68.33,99.74,116.91,128.92,78.48,69.38,106.93,90.73,37.35,73.09,103.02,67.44,103.17,99.28,72.82,112.58,79.49,82.14,61.26,66.05,58.18,81.22,82.92,64.95,110.02,110.79,97.41,68.38,113.91,98.61,78.08,81.41,102.34,90.69,115.22,51.07,72.22,76.41,66.0,121.08,77.65,84.29,121.21,91.76,78.26,72.11,108.28,116.41,63.08,101.19,68.13,92.68,115.2,135.34,62.88,91.61,80.66,88.99,106.62,76.99,83.38,99.82,78.39,74.46,67.21,142.16,140.16,72.04,123.85,67.12,81.0,75.65,120.11,102.59,101.15,65.3,83.86,134.21,45.3,132.41,85.5,115.14,92.23,61.95,,,,,,,0.76
,,,,,,,,200.0,60.0,123.0,0.05,0.05,10.0,0.13,,,,,,,,,,,72.93,62.35,42.21,85.82,78.54,114.77,91.14,92.57,86.16,42.76,66.34,48.79,91.88,69.77,39.49,60.75,59.97,85.48,96.3,102.31,88.5,58.82,88.26,72.03,44.81,42.26,87.28,57.58,88.27,82.59,63.64,91.58,61.57,74.14,55.21,59.15,59.78,71.65,72.53,60.44,90.34,92.3,77.22,59.05,88.17,71.94,65.96,65.39,84.07,87.91,108.03,53.54,59.53,70.36,65.82,94.45,70.36,69.17,101.27,90.31,58.95,51.56,97.49,100.62,45.71,80.48,53.51,73.02,103.13,109.94,49.65,74.76,65.62,85.95,76.94,75.36,52.83,82.39,64.49,70.49,59.67,110.98,101.31,66.05,112.8,63.68,60.55,56.15,97.48,77.68,74.03,43.53,77.24,108.61,40.81,94.89,74.33,87.22,75.57,39.83,,,,,,,0.9
,,,,,,,,200.0,60.0,993.0,0.05,0.05,10.0,0.13,,,,,,,,,,,47.46,40.92,20.87,38.13,44.61,68.08,52.45,59.94,48.1,33.63,46.34,27.96,60.94,37.6,31.7,35.57,39.48,49.58,53.29,67.11,55.42,29.69,54.07,43.1,30.62,28.21,49.71,31.85,52.34,44.9,38.46,51.5,33.86,54.67,38.37,41.3,35.33,46.08,47.29,37.78,55.36,59.16,55.48,36.0,47.66,45.7,39.34,39.65,49.5,48.64,58.51,37.82,34.12,35.52,40.37,51.39,35.71,39.45,56.93,49.28,30.23,32.95,56.33,51.19,30.8,48.64,32.98,43.86,63.03,55.95,36.24,50.88,40.49,49.27,45.4,45.71,33.66,48.18,45.32,48.4,40.06,65.03,49.4,40.26,72.21,47.6,35.74,30.41,63.07,43.37,39.5,21.92,50.55,64.43,32.21,54.31,43.03,52.19,42.86,20.04,,,,,,,1.02
