days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
3.0,16.0,6.0,48.0,480.0,60.0,3.0,100.0,200.0,60.0,163.0,0.05,0.05,10.0,0.05,2445.0,2459.0,2461.0,3.09,2.16,6.2,1.17,3.13,0.24,4.33,3.38,1.76,2.06,2.95,6.15,5.28,2.76,0.0,0.0,5.06,1.6,6.22,1.43,0.3,8.79,0.0,6.62,8.73,1.14,1.25,1.36,4.43,2.29,5.09,0.0,5.36,0.18,0.0,4.42,0.0,0.0,2.86,0.0,7.49,2.11,3.64,2.86,3.75,7.01,5.73,0.93,3.84,5.67,2.95,2.25,7.18,6.28,3.3,2.15,3.31,3.19,2.15,5.09,0.0,1.26,0.0,1.58,0.0,3.42,2.31,4.06,6.34,4.42,5.63,2.18,2.96,3.73,0.0,3.89,0.0,6.99,1.17,2.85,5.16,4.33,5.76,2.95,2.63,6.76,4.41,3.31,2.75,5.39,3.75,5.42,1.83,6.04,3.25,0.0,0.0,6.97,4.29,0.0,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,927.0,0.05,0.05,10.0,0.08,2381.0,2439.0,2569.0,11.4,9.42,21.42,6.3,13.06,3.81,15.78,13.83,7.73,10.03,11.47,22.29,19.98,9.22,0.23,0.0,20.1,8.37,22.84,6.63,4.03,31.15,0.59,28.05,30.96,6.02,6.03,6.46,13.21,9.96,16.6,1.93,17.19,0.43,1.36,15.15,0.0,2.39,12.25,0.0,25.46,9.12,13.58,10.99,15.53,26.03,21.15,5.16,16.27,21.38,11.92,11.69,26.39,21.12,11.8,8.16,15.34,11.92,7.72,17.39,2.13,6.68,1.46,8.22,0.56,12.63,9.19,16.87,24.23,16.95,20.54,7.96,11.52,18.21,0.0,15.82,0.54,25.14,7.59,13.23,19.8,18.75,20.47,14.93,11.18,23.71,18.32,13.69,12.02,19.0,13.39,18.8,8.55,22.19,12.1,1.72,0.0,25.22,17.69,1.54,,,,,,,1.22
,,,,,,,,200.0,60.0,4926.0,0.05,0.05,10.0,0.13,2701.0,2592.0,2468.0,34.38,29.7,49.48,15.99,32.21,18.14,33.41,31.3,30.3,22.6,27.91,47.26,45.24,20.44,6.55,6.64,47.32,26.01,50.52,21.3,12.04,68.06,6.13,69.15,69.41,19.61,22.52,16.16,29.47,26.8,39.25,10.08,38.92,1.37,5.04,32.25,0.0,11.87,33.85,0.0,55.96,23.33,33.15,27.54,38.28,55.38,47.52,15.51,36.74,50.67,31.39,27.98,57.17,45.59,30.12,28.61,38.17,31.6,19.21,40.7,6.48,17.34,10.87,23.92,6.42,28.89,29.44,37.71,51.0,36.16,45.55,21.32,29.64,45.66,0.43,37.36,7.97,57.05,22.44,30.88,48.49,46.26,42.4,37.61,26.23,52.56,45.3,31.24,30.42,38.09,29.14,43.33,21.49,51.86,27.22,12.21,0.0,59.58,41.49,11.39,,,,,,,1.26
,,,,,,,,,,,,,,0.18,2580.0,2639.0,2519.0,67.55,63.9,80.92,33.45,53.12,29.9,59.25,56.16,48.43,44.77,48.65,71.59,78.79,34.5,21.72,16.95,81.03,60.72,79.46,46.95,25.51,113.39,12.15,110.47,108.66,39.42,47.88,30.92,48.9,47.84,65.64,27.44,54.44,1.28,8.68,52.79,0.0,24.37,57.12,5.76,83.47,40.5,63.39,54.55,68.83,88.09,75.14,42.87,71.86,80.32,59.68,46.0,86.2,74.49,58.03,52.8,61.19,52.13,32.23,68.19,18.92,40.56,30.76,52.3,17.79,52.87,59.97,69.6,72.52,55.02,87.03,46.18,50.47,70.39,14.0,60.39,15.63,83.2,48.51,52.16,84.76,91.0,67.9,62.61,51.18,88.02,68.39,61.61,64.3,63.58,53.18,67.36,29.99,79.45,51.13,28.18,0.0,99.21,64.63,31.23,,,,,,,1.2
,,,,,,,,,,,,,,0.23,2494.0,2542.0,2570.0,79.43,94.19,109.25,44.52,92.36,42.71,76.6,71.87,57.2,72.74,64.7,75.82,95.92,55.0,42.44,33.72,102.53,80.0,105.66,62.11,47.87,154.37,10.18,141.2,135.2,50.83,80.43,49.61,71.69,62.94,90.22,54.07,63.67,1.7,16.37,72.51,5.57,47.04,77.0,10.14,108.29,56.22,82.7,59.08,91.57,112.9,102.96,54.64,100.34,92.21,83.07,65.96,103.44,80.1,73.06,79.29,73.37,87.95,55.03,88.43,24.75,55.36,57.7,81.99,31.6,67.79,83.07,85.66,96.05,80.97,115.8,67.26,74.44,93.99,33.24,85.89,42.7,101.05,71.42,67.02,104.44,104.67,90.67,82.02,75.52,116.51,90.91,85.71,98.41,91.65,79.02,86.28,48.96,111.75,78.5,50.49,0.0,108.66,96.23,49.64,,,,,,,1.12
,,,,,,,,,,,,,,,2505.0,2606.0,2494.0,69.91,95.08,105.16,43.73,87.88,55.91,82.93,71.15,71.7,72.5,75.36,83.15,92.83,65.95,43.93,50.88,104.85,80.37,114.03,63.05,56.38,135.12,21.32,141.45,123.54,56.06,86.49,49.65,80.07,66.08,94.89,71.28,69.99,14.58,38.08,72.2,11.32,63.74,60.38,45.1,95.33,73.08,94.12,72.0,95.67,94.3,103.6,78.12,106.9,108.66,83.67,77.22,103.65,75.77,63.44,91.13,88.83,76.56,60.8,102.89,34.39,68.87,57.25,94.26,44.32,71.98,94.34,79.72,112.59,90.66,114.98,73.96,100.15,85.66,40.91,70.85,57.08,99.28,70.04,83.81,108.42,107.71,99.79,93.06,74.46,106.13,90.49,102.97,105.05,110.9,79.52,94.4,56.49,101.83,84.48,53.71,0.0,112.19,101.32,46.15,,,,,,,0.8
,,,,,,,,,,,,,,,,,,98.14,111.9,102.09,31.99,92.63,50.82,97.56,80.75,77.71,85.94,73.86,87.43,123.57,80.29,37.82,46.84,118.75,93.05,123.57,82.71,64.64,133.73,25.44,151.39,124.59,65.41,104.42,66.04,74.71,77.0,93.94,87.89,74.36,23.45,53.23,100.43,26.17,65.08,80.76,68.27,96.09,71.3,105.05,84.25,90.62,101.96,116.95,98.5,123.08,114.97,92.69,84.89,103.98,83.7,61.22,105.07,104.7,66.77,70.47,107.96,52.83,76.13,61.13,103.56,49.92,83.0,111.36,82.91,129.69,104.31,108.76,85.01,110.78,96.31,54.17,73.11,64.78,115.49,85.08,97.92,118.39,123.19,105.1,111.38,77.75,108.6,94.07,101.33,115.95,128.19,88.51,98.47,80.41,111.23,77.37,67.04,17.65,117.94,105.52,50.89,,,,,,,0.74
,,,,,,,,,,,,,,,,,,117.8,127.7,92.91,56.08,93.77,40.82,85.31,89.98,69.84,95.21,74.43,92.41,117.89,64.79,54.64,81.79,113.31,93.56,115.98,78.68,74.15,131.22,26.2,152.15,123.93,75.12,108.31,63.56,75.51,66.82,93.45,102.4,84.52,28.84,68.77,110.35,55.32,84.18,80.14,84.84,112.15,73.99,106.9,84.98,105.98,107.27,107.16,101.12,108.51,104.5,100.36,85.57,105.24,84.64,72.58,96.77,110.65,60.54,77.22,114.26,49.32,92.84,75.09,107.11,57.6,95.3,111.75,89.39,129.05,80.71,99.54,86.48,120.97,83.28,57.81,76.54,64.84,111.08,87.23,94.01,121.75,117.98,108.32,108.37,78.54,87.46,92.35,95.72,97.24,139.89,96.48,95.7,94.14,103.59,79.46,69.57,44.9,111.26,94.39,44.85,,,,,,,0.76
,,,,,,,,,,,,,,,,,,96.31,94.17,79.54,42.91,85.64,49.69,68.1,92.16,53.78,81.79,81.85,71.89,84.49,59.53,49.58,78.68,89.42,87.6,81.34,77.96,62.69,105.14,45.33,137.96,106.97,78.99,87.11,48.08,70.1,62.17,89.01,84.38,64.08,29.43,70.09,92.8,62.12,61.73,68.01,62.61,93.46,58.95,95.63,66.26,97.26,103.42,91.58,72.21,77.95,91.86,89.63,72.3,75.96,82.74,76.73,73.33,92.06,56.91,60.46,98.23,49.67,80.72,52.66,82.03,44.91,79.26,88.42,73.12,97.39,73.65,64.92,87.57,89.38,68.51,39.3,70.95,62.28,98.94,67.55,75.18,97.3,73.9,79.66,76.5,62.14,64.15,77.06,72.56,73.24,99.52,91.92,75.95,71.03,89.49,57.37,54.61,56.87,94.05,75.09,57.38,,,,,,,0.9
,,,,,,,,,,,,,,,,,,49.96,58.21,45.48,29.26,57.05,33.42,41.39,52.84,27.27,49.79,57.24,51.86,43.8,41.82,28.08,52.48,50.8,51.82,50.53,50.24,36.75,62.17,27.75,84.68,57.34,48.5,51.13,29.63,41.57,35.21,47.44,47.27,36.65,25.93,41.56,55.65,43.64,39.12,37.74,39.99,59.86,36.87,62.31,41.29,59.6,55.44,54.5,43.72,36.14,51.3,54.79,47.89,38.32,57.16,44.88,48.8,62.09,33.55,29.8,54.35,34.27,44.23,25.69,51.96,28.15,37.24,45.11,43.09,58.16,45.08,35.52,46.51,43.48,33.98,25.32,47.13,38.75,63.67,39.98,33.19,52.6,41.25,50.24,36.04,37.84,37.31,49.51,41.14,37.61,51.36,55.38,40.81,43.01,51.86,33.73,31.72,37.06,51.45,45.86,32.28,,,,,,,1.02
