days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
3.0,16.0,6.0,48.0,480.0,60.0,3.0,100.0,200.0,60.0,1163.0,0.05,0.05,10.0,0.13,2561.0,2691.0,2521.0,2.92,4.34,1.51,4.91,4.73,2.06,1.08,3.2,6.3,0.0,2.72,0.0,3.17,4.32,0.0,6.24,3.76,4.24,8.64,0.0,6.38,2.28,4.67,7.72,0.21,4.83,5.76,1.65,2.48,6.65,1.92,5.61,5.01,4.7,2.29,2.38,1.12,5.67,5.14,7.53,5.64,4.23,1.52,3.37,4.87,3.47,1.03,0.69,2.91,7.09,2.76,2.52,5.65,5.27,2.41,3.81,4.9,0.0,3.71,2.25,0.0,3.1,0.41,4.8,1.82,1.86,4.95,4.42,2.58,3.98,5.32,5.61,4.98,3.01,3.43,4.79,5.49,4.44,4.63,1.62,3.05,1.66,3.19,2.48,0.31,3.5,3.53,3.59,3.24,0.0,2.85,3.3,1.74,0.46,3.23,5.78,2.42,4.73,3.7,3.59,100.0,100.0,100.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,766.0,0.05,0.05,10.0,0.13,2607.0,2472.0,2556.0,11.59,16.43,7.84,18.27,20.64,10.48,4.83,12.11,22.99,1.0,9.15,0.0,12.68,16.45,2.21,21.21,13.66,15.83,29.02,0.0,22.26,9.41,18.4,26.58,4.02,17.78,22.25,6.64,11.33,21.79,8.29,21.19,17.19,18.99,6.99,8.97,5.41,20.93,19.3,27.98,21.08,17.58,6.34,13.42,16.56,13.27,5.44,4.41,10.45,23.95,11.65,9.15,17.61,19.27,10.57,13.3,18.54,4.15,12.27,9.3,0.0,11.18,3.51,19.73,6.42,9.0,17.2,18.18,11.24,14.52,18.35,20.57,19.27,13.14,13.99,19.87,19.0,18.51,15.55,8.53,10.76,6.32,12.04,7.27,5.09,12.4,14.46,13.84,14.36,0.0,12.09,12.96,8.65,3.04,15.1,20.06,10.23,16.74,14.21,13.82,,,,,,,1.22
,,,,,,,,200.0,60.0,614.0,0.05,0.05,10.0,0.13,2713.0,2399.0,2582.0,29.34,36.56,14.82,41.82,45.16,26.74,11.81,24.97,50.89,6.32,27.55,9.16,29.43,36.08,11.35,46.65,31.5,37.67,64.72,3.04,46.49,23.75,45.23,61.54,15.57,39.66,53.05,18.91,28.21,48.05,20.65,46.61,33.4,44.26,18.08,20.76,19.52,49.29,42.4,64.07,47.89,46.08,16.61,31.14,45.1,28.04,18.45,20.73,24.26,51.21,27.1,27.1,39.82,44.64,29.37,35.03,46.08,14.79,33.6,23.98,4.27,27.76,14.74,42.9,22.54,26.14,41.61,42.6,26.18,34.14,45.99,47.23,48.29,31.03,34.88,44.66,45.41,45.79,33.7,22.31,26.99,17.36,30.45,14.09,15.94,33.41,33.7,30.66,32.5,0.0,33.14,31.18,29.14,13.96,36.58,49.58,26.2,33.46,36.93,33.57,,,,,,,1.26
,,,,,,,,,,,,,,,2567.0,2396.0,2545.0,59.31,69.99,34.17,68.45,60.72,49.16,25.86,38.22,89.65,15.28,59.53,16.25,55.46,63.88,18.46,83.55,59.1,59.11,96.42,11.34,69.44,50.12,74.72,104.63,32.91,57.16,83.53,48.38,52.91,82.78,33.99,81.77,62.02,78.72,40.41,39.13,53.21,82.69,68.48,105.18,79.87,77.57,26.86,55.21,72.75,53.49,37.91,49.33,45.51,83.91,57.33,56.35,59.92,67.52,59.39,54.97,82.29,33.92,59.57,48.91,11.92,43.48,32.58,73.33,35.89,44.63,77.55,62.4,49.15,57.25,72.47,73.23,80.19,64.47,62.86,79.78,78.9,74.53,72.25,41.4,50.48,34.8,57.75,26.63,32.91,54.48,59.29,49.96,57.94,8.61,55.93,59.12,64.43,33.97,60.63,97.53,42.74,55.31,55.87,70.35,,,,,,,1.2
,,,,,,,,,,,,,,,2537.0,2410.0,2553.0,96.97,97.86,66.77,87.48,80.43,64.65,43.83,67.45,119.13,23.53,84.82,36.97,79.63,95.46,26.79,115.66,84.12,80.95,104.42,26.29,79.48,74.57,92.56,138.39,46.26,75.99,90.62,91.05,78.52,111.11,53.72,108.81,84.8,101.92,61.25,63.92,80.73,105.87,93.14,138.25,96.91,100.72,41.59,75.43,97.3,92.43,46.58,68.88,66.74,110.72,76.04,72.29,78.96,100.85,65.0,66.85,107.19,46.85,78.77,85.42,22.71,53.43,66.44,95.1,62.08,67.98,108.36,80.77,77.48,70.94,98.02,97.22,102.13,107.07,89.62,108.95,93.49,106.53,98.51,65.84,73.29,53.1,75.28,34.96,53.69,72.39,84.68,75.44,76.72,14.54,83.06,107.73,92.97,63.35,77.86,138.52,58.72,70.75,92.06,87.53,,,,,,,1.12
,,,,,,,,,,,,,,,2629.0,2710.0,2574.0,104.28,104.83,71.88,95.38,88.66,68.32,47.95,74.36,119.75,38.26,97.05,36.24,84.93,104.56,30.8,104.0,89.61,81.11,111.47,37.73,88.63,84.01,87.57,143.02,58.13,75.74,90.31,108.15,94.23,124.46,63.12,115.93,93.04,118.25,56.54,66.54,92.03,113.1,102.51,138.99,104.59,113.48,72.23,81.64,104.07,93.24,63.61,75.78,71.47,108.99,71.85,59.14,90.15,106.16,75.31,84.62,101.83,59.47,81.86,86.99,25.49,49.37,72.97,104.55,71.31,80.04,105.32,74.5,91.61,57.58,116.09,102.2,105.62,115.94,111.99,100.14,92.9,114.87,99.06,73.46,82.58,59.93,93.62,35.08,62.62,57.89,101.92,83.64,72.13,31.83,86.5,124.55,105.02,71.55,94.67,132.11,71.8,79.11,103.43,89.86,,,,,,,0.8
,,,,,,,,,,,,,,,,,,105.88,105.68,91.75,106.42,82.65,81.98,78.62,68.95,118.58,50.93,100.61,42.01,94.71,110.56,36.36,90.93,104.23,85.68,115.03,53.28,84.98,104.22,95.65,145.98,76.54,79.16,92.57,103.71,100.35,138.33,79.07,135.55,99.66,133.27,77.75,83.05,89.36,116.38,92.4,144.24,103.41,113.72,100.48,87.66,104.2,90.99,79.62,86.66,70.8,136.32,80.99,49.72,97.3,106.98,88.93,107.92,130.99,53.27,89.69,104.57,50.57,76.31,92.98,118.08,82.99,82.23,125.03,86.13,73.37,63.53,146.56,120.05,107.95,131.18,126.57,110.32,93.16,124.54,97.26,80.34,85.02,78.84,100.42,36.3,65.9,78.1,100.78,86.35,86.07,37.12,104.66,139.82,102.06,85.07,115.2,116.85,79.88,82.92,111.92,97.49,,,,,,,0.74
,,,,,,,,,,,,,,,,,,96.86,90.33,83.64,109.33,96.79,87.4,73.93,81.25,124.92,67.41,81.52,43.17,89.29,81.35,57.05,90.05,104.04,91.5,110.55,57.93,109.39,101.72,94.86,137.89,74.72,75.07,105.64,98.53,94.58,124.41,81.08,137.6,94.46,134.55,69.66,73.63,94.81,128.91,107.72,126.84,104.53,85.03,105.39,91.29,108.46,89.93,72.81,78.05,72.7,130.45,98.85,61.84,100.01,111.67,84.32,119.12,110.67,68.32,96.76,95.28,70.41,94.67,91.84,114.89,70.16,68.95,127.41,105.79,78.14,66.75,148.07,103.7,126.01,125.48,126.31,107.52,86.19,111.57,86.37,82.52,84.31,79.64,97.02,48.44,45.11,97.66,96.22,100.12,74.75,54.35,107.07,134.64,82.93,77.38,93.74,103.33,73.51,94.91,100.05,90.84,,,,,,,0.76
,,,,,,,,,,,,,,,,,,79.0,67.86,65.94,81.55,75.25,67.55,66.19,73.67,108.12,56.75,72.58,36.43,81.01,59.29,53.81,73.66,80.12,67.03,79.3,49.48,105.44,77.27,73.47,108.44,73.78,74.98,85.8,90.27,75.02,85.51,63.47,95.66,78.79,120.73,61.0,66.17,73.57,108.92,70.63,85.92,88.11,69.37,71.12,77.44,88.44,84.84,67.27,56.01,64.41,95.45,82.81,52.86,72.83,92.64,73.27,108.1,92.71,54.47,81.94,79.47,65.61,82.39,87.18,87.8,58.31,56.35,113.88,95.75,57.36,62.19,104.84,80.39,96.44,93.36,111.31,79.86,63.99,94.93,67.17,67.82,69.21,77.97,67.25,41.57,37.43,81.1,83.16,82.45,68.92,44.85,85.27,92.34,68.91,59.09,61.23,77.33,67.84,76.31,75.63,73.43,,,,,,,0.9
,,,,,,,,,,,,,,,,,,49.19,32.9,39.43,44.15,41.45,32.74,45.17,52.39,71.59,35.37,42.02,29.82,46.42,35.02,38.85,48.68,48.4,41.72,40.29,32.61,59.48,45.71,44.04,57.75,39.99,41.7,46.36,47.28,44.29,45.64,34.06,47.38,40.5,74.52,45.75,38.65,32.79,61.36,41.87,46.48,45.9,40.52,40.47,53.65,53.76,54.2,39.14,28.08,40.83,49.46,47.6,35.94,48.15,56.02,48.9,65.1,50.52,26.71,48.74,48.09,42.68,51.7,52.53,50.05,37.67,37.99,65.57,59.81,36.73,36.33,55.78,47.46,50.82,56.4,57.55,50.78,24.03,53.5,43.1,41.09,49.79,47.24,42.54,26.94,33.75,56.18,44.77,51.82,41.49,22.3,48.69,50.8,44.81,42.42,46.66,46.25,43.56,45.05,35.98,43.03,,,,,,,1.02
