days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
3.0,16.0,6.0,48.0,480.0,60.0,3.0,100.0,200.0,60.0,1213.0,0.05,0.05,10.0,0.05,2580.0,2588.0,2625.0,1.2016945551779965,0.6268066381324295,0.7937110457782288,0.2339195207978432,0.7328418572547853,0.5687298363848823,0.2795285207846762,2.466065525610288,1.1528339666748688,0.8724382492161151,0.0,1.9926358543041576,0.0,0.0994720673675928,2.2417261045419865,1.4487525201943547,0.5741859878805982,0.2434050294057387,2.187183425584332,1.7715658698086016,2.036523343870174,0.1942626111325345,2.229055607654913,0.8617079153593464,0.9903835079863093,1.4184237683833232,1.9571196026890083,1.0982395231446105,0.7478652418957412,1.228112318901795,1.8509584597088504,2.1948696556291507,0.6931397605041393,0.90869400109781,1.3087465441755517,0.5416517091490423,1.467238607373512,1.6039298848800758,1.4388896633213388,0.3406528830649469,2.0702160613403664,2.2299622719161665,2.360395911500107,1.0673428997653474,1.5141895982969436,1.0809935204782035,0.6270070988926062,0.1953354024428992,1.0877206559670407,1.8742700530688283,0.4256676846656998,1.2927693497401689,1.2314281211279487,1.2083547316327246,2.2633203501237213,2.27697507043244,0.9362590983651188,1.0375996093176956,3.4099101333723016,1.012978863942561,0.6107334993604581,0.7490227370010982,0.5372218922675651,1.997419545586646,0.5558689742723532,0.8716156296523865,1.2588904822429188,1.0168823470041872,1.42664386444812,1.9938510578805,0.394530370080222,0.3892908655965291,0.0,0.0,0.6986617665550889,1.9802506763636445,0.3103994324744098,1.0707757070221189,0.502220759780041,1.94010393756143,1.0507355298198355,1.237310073111924,1.005855284546182,1.9222935117131077,2.2193544666062213,1.5221357264047288,0.740182371523312,0.4870254246668105,1.2752940135853152,0.4237774388167298,0.0,0.6654517393482922,0.0,1.3773936117295114,2.0535719262911467,0.0,0.928250857641592,1.3236757373429904,1.2640296450454125,0.7559956760229989,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,3239.0,0.05,0.05,10.0,0.08,2582.0,2409.0,2349.0,5.493123158309372,3.0218918691592567,2.927598192024208,2.0016472720028164,2.747435316658723,3.1905715581053946,1.826835728783267,8.937959166256128,4.591133199086246,3.8357013863772575,0.1658214237240391,7.261325498558804,0.0,0.6353850768704077,7.592021053416618,5.323846769417413,2.679004450279276,1.4946848365179255,8.306997179777591,6.338840289856366,7.292872152589359,1.825082149765,8.092423025556236,3.3324897132741933,3.323872608325069,5.094419587974269,7.446564351830776,4.620620097456713,2.6817936499769512,4.9532674084352974,6.981567053475851,7.858234478297192,2.4103311149982414,3.400245115827901,5.1023095576858655,2.127492793098157,5.634472461790416,7.148109399632903,5.335279488536742,2.0843582585001683,8.02927819015607,7.438804927716288,7.710790557607024,4.401132525409606,5.542949709484836,4.535741069177897,2.9531763358745184,0.9873391041694544,4.31445025872657,6.802074171995905,2.19711976556356,5.344377367585987,4.90692285013433,4.534792239712042,7.904954723229629,7.60794864393402,2.781236935529616,4.324692783259961,11.748657596765192,4.188994995968397,2.7350180637447323,3.270009882049238,2.519096677424674,7.748701238605333,2.634793258720711,3.543139655212833,4.052286936335951,4.392289590352594,5.546823497143093,7.011307272485484,1.4812659032467246,1.5530137864345828,0.8385604037594585,0.0,3.302906948280489,6.691935713142707,2.0142892163130672,3.314951522196938,3.1100002550624124,7.16778554034442,3.1436551292777826,4.733402616136949,3.916353368782181,7.148415482948393,8.081002497873238,5.361043698461048,2.4736659432117327,1.8239536040293036,5.21390911480691,2.073615141277177,0.0,2.741631201811217,0.2391763840427092,4.9103431594743965,7.059569678524206,0.0,4.018654980351141,5.182191095838226,5.139448930043236,2.8386069221446526,,,,,,,1.22
,,,,,,,,200.0,60.0,1220.0,0.05,0.05,10.0,0.13,2596.0,2522.0,2597.0,14.087953003756647,6.564573855370481,7.009895424657577,5.79833345991681,7.320918756490809,8.503381919517176,4.007136152966896,18.178734525006085,11.849830878392751,9.384227401900796,1.3206371966360142,19.302891996261717,0.0,1.3203199136648347,18.53458776081056,12.604414807526808,6.436157797964235,5.57207711307789,18.32865428378961,15.858709040657375,15.387531459716117,5.839826052827224,18.21229486301033,8.94758766015246,8.284788656520961,11.1446545008804,17.674222921276595,10.672998429296248,7.831260571922776,11.12767208763875,17.278888096374637,19.03341982126479,6.220001437045994,8.85925840210205,10.783462402413074,7.909625576496298,13.891002818352009,13.961802748007416,12.759020670670488,5.998433998750045,17.479782799273828,16.07313324672851,17.735815341928006,10.912658558825088,12.879972902601118,12.080470305274904,7.051170073687844,4.106781142713807,10.151256688903352,15.081812259979577,6.356933515745199,11.368056362238084,12.558000593082204,11.158713918786349,18.045267640572177,16.333770543209166,6.910445193011037,12.097098737279568,27.007611577241143,9.471185993168405,7.1201425059005,7.974024264946991,6.634946538707824,15.385321800104045,6.411403875097484,9.338936501240536,10.355038638334223,11.781218199671288,15.028980578746848,16.624279025970488,4.588559548940926,4.856419913880523,3.441770111278734,0.0,10.020765689704952,15.551287547457877,5.195745902021091,8.389494476989805,8.435763884735135,17.849973178412554,9.489871210908202,10.703927506225437,9.143832646208493,17.676591849837195,19.198321930143223,12.624669827698131,7.606230979746464,5.4390272153802535,12.878532613759408,6.180747512338344,2.0814854485529635,7.015951362901751,1.8143815716922265,10.924559674923774,14.520279588664174,0.0,9.62716146137595,11.51802816245518,11.006748972498068,5.965749105389939,,,,,,,1.26
,,,,,,,,,,,,,,0.18,2445.0,2577.0,2577.0,29.55601370438411,17.54582538379291,14.10284563506576,12.548523146995487,12.215411941084955,14.996067242061528,9.10439832551332,27.085253564347443,18.71828988765337,16.869004691667755,4.810941679624023,29.329973486427,0.0,4.8307833886107066,31.89120346720369,21.248179851043798,7.217273830890228,14.621644382082003,28.11257685690832,28.516301866515924,27.876168648210843,12.47798502259533,27.46393448773846,19.369475255180824,14.771466191048225,20.03759486602649,26.755972991392284,18.117007292357272,14.294916534590865,21.75120432437368,27.004316008246,26.901465691195867,12.185003834088908,15.380192463075009,16.55690856289405,12.952860287723595,24.8046666984808,23.21724609010709,23.98554294702461,12.13026551932275,26.77334521942437,27.26853112343221,28.05037465446186,18.660423188859987,19.868602562453333,24.153617486730504,14.185333750998328,11.140897287623163,17.95315386026879,24.933931245470944,11.099302287665996,21.10424547219913,20.97595171857547,17.17997562989734,30.52395862083967,27.31144999263932,14.623452299389296,22.089613315275084,45.68630873117216,15.577290562586604,12.874026668182273,14.861937839125735,12.267619419137525,24.59034528994836,13.353705783296617,17.578467266884,20.152361397044277,23.29413054491767,28.912600418861757,27.390426749136413,10.866241382374616,6.236356021657313,10.71353812711418,0.6152450274914429,16.134763334390612,28.607473639006024,11.343298348800577,18.034236041819597,14.405874966364816,30.82415348828552,19.871795602864445,17.834121664529256,15.139378057943157,29.298952485801745,32.35063280648729,19.707104991787137,14.205317476761667,12.36496831387648,21.74917997840093,11.739492038926493,5.600380999843258,13.918786311035966,6.74974628731903,20.144842258492424,26.989765198883397,1.879136564210086,14.227675851814332,16.35293831182559,20.95724781136281,11.3242012573002,,,,,,,1.2
,,,,,,,,,,,,,,0.23,2470.0,2420.0,2646.0,37.906225952273054,24.61801928179377,22.94494468293905,22.618700889567258,11.236251093656518,19.25008635926994,13.01546633762752,36.12508342823512,22.473262235449383,22.85797217558479,14.927132083980185,36.14086402654529,1.318977949971531,5.863182434740394,40.61294453279722,22.85456715518845,8.940095454920737,21.169056013869344,40.79106600860049,37.02201533628882,38.73171397877398,23.36338592686509,34.93032253694235,27.54624680738216,21.821533901062143,28.951344325165344,33.452441414002074,23.658293556310493,23.771041419754805,27.17507280767399,33.35524535647477,35.81376401213759,17.872582111546897,17.173069264356066,25.021289709912946,21.15933599689042,33.05781779477756,30.665921121854687,33.500965325848554,16.418333841646724,35.07182406442595,33.98789240797605,33.555240012792275,23.896819852585285,26.509784560170896,33.673239313429576,23.913254782414786,20.765341887982565,24.11960268130785,29.63229186601477,17.54919942508748,29.679425339003014,29.593240455286,25.29900327132396,41.07776655810987,38.09082398894931,25.029359043141103,30.23663254931407,55.42641497689308,23.45451494440859,18.8276575007382,19.38639329882011,25.0098806611685,28.373318466572663,22.958342476513,23.76063029401173,30.280447373439262,28.63854071410585,38.11556090677968,34.00264298404291,22.504023041437147,6.241157408410613,18.769593644094083,0.989330271930941,23.19810039787169,35.02882274670647,20.101425598345443,27.503469273386223,19.311038840616813,35.088511537069785,30.820726421743444,26.214625763217512,19.521802034296776,36.939392350328106,44.64010098351135,25.904698577451263,19.20595052451117,18.81595145797345,32.54745199087088,19.621782070782743,10.628007223570435,22.357967099193782,14.639012507741404,31.38706715004151,35.64145643518499,10.64278832804514,19.84138932276078,23.920952731998614,31.19629581679269,16.42654093038162,,,,,,,1.12
,,,,,,,,,,,,,,,2595.0,2646.0,2647.0,41.04572266727026,24.358753183042115,30.263995194477648,30.866557422689954,14.27092313218643,24.2249059267462,16.89751770494873,36.46853636406602,24.17368548045438,23.936310452697352,23.092366705399414,35.45284537794568,9.575749308376295,13.496765182747728,41.06193609093181,24.585119320505942,17.24701573140466,23.79819036599026,49.41272837880622,31.95333103227264,39.73800868378603,28.606032825869352,33.412550926536234,29.39893481811689,19.767529158458945,33.96861138882844,32.25512484589493,25.019541424088374,30.522360358102745,27.096653487764797,37.55922801640199,40.180129491315526,22.52326727871007,17.531869296593328,31.05985978464502,23.69894786540605,36.124587499468426,33.167101817010064,37.26505942771855,18.13021001398847,35.22243890147347,35.98948228643413,35.76123868358397,23.062641847028395,31.64788333052488,33.65886848902288,23.696353192118224,24.518866818991206,29.749266963030248,29.78427630031243,27.892496448240355,28.02600210485035,36.160335131134346,31.632752896608597,42.72159361164327,38.13913774617968,25.746801435175037,38.27616309929134,54.59639672105721,20.73005426623635,21.27564581357888,21.120616076684133,25.325700540177568,23.737341910664615,27.98186873580265,27.94353000674361,35.894424387834086,28.710552436355982,39.85920186119616,33.107421763536784,29.1774953523012,8.251718717740346,20.31842966105197,2.3850594381059382,27.79712469683035,31.240002352521007,17.804408208343574,31.67115014505532,23.60288136570828,32.83300003404496,32.98194358616426,27.25523186018484,20.516044089755187,36.085765092916986,41.842976895227885,27.85021233444657,21.14496843000771,23.284215402693007,36.60792226120857,21.583604974016826,14.560025127589546,26.85785316259741,25.677681930256394,33.1882986019029,36.51757306996984,15.259149284118006,22.741509637764278,28.569789656828068,27.731688478580484,17.801001819999605,,,,,,,0.8
,,,,,,,,,,,,,,,,,,43.694456362301096,26.595764063524125,29.53004573254435,36.33011224822367,19.400470052824677,30.11829116499547,22.096373273237106,40.46162938553188,30.962188695571555,27.05660137492868,29.231610239720776,35.61018945158008,12.47567441003082,19.855715453133715,36.30348777799243,29.50592545837088,22.47630271740688,25.41614303139562,56.17787880253949,35.18236253609734,39.62054729228313,32.894908802506265,33.09391134654942,33.51811522727538,19.22985758435507,35.61903530067321,28.816600860842943,24.46804624193837,39.33462956516149,32.529990439668616,41.721548500016205,43.51527283470805,30.20532884204264,22.54234075540684,32.6000935496903,22.13672829919676,35.87960006400448,38.03677575021582,39.778588337726,20.888950488844245,36.550181008083655,39.75284866133906,35.29789512735372,26.5428263814898,29.92648993091208,37.18589949622904,26.36574323373017,27.284700565684112,27.263465802186197,25.94715590391144,33.403584545815846,24.84996779857581,36.857611021026855,35.85994393798795,48.67735109570466,44.073085255292185,28.303626913786985,38.494790958617486,52.47720715763955,21.820134780191403,26.365581204188665,26.15862435642332,29.643497579482165,27.585277745974757,34.9038747051647,33.700098841281715,40.30975205074102,35.896246637190515,45.223901170855335,34.70167460873013,32.536010593047614,15.03904674246036,26.01151973005529,5.262253184215979,29.70386421758482,34.313640653611,26.43453200992331,35.876281547880296,32.717371504887815,32.059021134014166,41.0294276378514,34.9348237782987,23.2032197025168,39.69986697163381,43.00842972020473,35.733752990524415,23.813663818329506,27.901523497766867,40.0307236409346,28.77650373175112,20.217216093142923,31.157864117294476,36.15426689213106,34.2614451514057,40.37131142416557,12.419273520763149,30.989620936186583,29.39193532848984,39.13502380067676,21.39250947550393,,,,,,,0.74
,,,,,,,,,,,,,,,,,,41.62417428380158,25.174762520932656,31.688788421012763,38.22444896788264,18.504598923132864,34.53772602649643,20.970488592979837,40.04151550944251,32.310442550030864,29.075265194999098,32.508716738352945,34.2767254260111,17.43413062673731,23.618500286743892,32.84231574184854,32.74082728975188,24.474741945647096,29.576767833297783,48.48171909744794,34.566018955581384,33.89911554618733,33.180712242682496,35.096955571812,24.95335713956033,24.643688553233837,32.1878193411208,28.18535192605381,25.599331646957467,42.51106432707736,29.01069402398024,36.32352498608234,36.28725901314837,31.071219256431636,26.42548768982844,27.58901309167257,19.49745649542597,33.98609278456891,40.14659807698276,41.04686766869426,17.852528749203067,36.998165687145686,40.95689843810485,32.7132620141743,33.271066353074524,32.17227588904717,32.5417088951414,19.811732794177573,26.129122574205294,27.91584358766894,24.263963088318917,33.969719497158714,28.017738212627805,30.73515443158621,35.0091867572727,44.88494176793997,41.62301734081102,25.062486936790695,40.88663577987512,44.6608259949965,25.480855976679283,23.59802549425656,25.97301082798149,28.2326758758946,28.77543123455229,33.08999397297097,30.873879272237,41.34324348727382,35.874682494992086,39.692887335267535,33.918183592439284,31.54744249040001,22.345750232536805,24.92758693151968,10.119123008039818,34.52995989731091,36.54274142343912,30.733636416806927,36.06764258876913,34.32257030866381,30.364021128908284,40.24292485614319,39.22100534349735,23.434043365298137,36.54374168553129,43.43516731389092,41.82747533723708,25.29102922237717,28.05640274104292,40.51719256556273,26.160138724383945,20.3704090297915,33.45797567749946,35.18274918125905,35.32873465336652,41.11409775637858,19.50624351126331,32.934418037152426,29.422120667880197,39.558296604198745,27.57309359082368,,,,,,,0.76
,,,,,,,,,,,,,,,,,,30.65346669227405,22.141062287711783,29.492365199099645,30.167298581087653,17.144214582191896,29.907929366258333,16.929075369850576,32.18772223394264,29.59978486968795,27.190394327154227,31.556047137149363,25.28167386054023,16.599718832818702,18.074618562409988,26.95840588166152,26.15106430296891,24.04266220262439,28.004469261684577,35.55531013226086,29.492038555552234,28.81306426462065,29.52373842001503,26.591071742651053,22.659994872095822,22.129922796241303,28.18011461832817,25.114070765273567,20.637724991124195,36.80577005253927,18.03673032835959,32.06558679657244,31.44268382472319,25.587899126659785,19.55737904451191,21.66402372584786,18.675969807591763,28.568092861562175,36.879349723945886,28.09655362167821,12.308856101238492,27.38006820271285,35.213085084904264,25.30412082611785,32.359106101575456,29.805507761722417,24.899913569810355,14.529702465720174,25.18510152443118,25.72974112535124,20.443567470736884,27.79146836529478,19.766267455242,26.389232206577283,30.54649223488551,32.31897799085922,33.49214959539925,17.70589778600766,32.76166383856838,38.03538850760973,24.87142900616069,20.90689094576268,27.39239637650476,25.05159212326966,27.50311806534785,26.495023142685152,27.64673162260134,35.50368069223986,32.58489047046217,33.396710233551,28.59291113718492,26.495521844667643,22.09259830611855,22.330071936586155,10.820835495852368,32.48501373922479,27.71023755141616,26.68380106686795,32.35994089941007,28.533238462005528,22.841890716587933,32.872236255435176,32.440811355012805,21.02314217714256,31.20472682442317,34.68616919165266,33.609343919512426,22.190102509145355,25.06521912687,32.01684932372668,22.50069714648496,18.14442131840089,26.55137561054752,29.149838733494228,27.901068490104,28.42936789794006,20.52501451873539,29.92817327044645,23.653773514619832,35.41169212763903,27.26427175048423,,,,,,,0.9
,,,,,,,,,,,,,,,,,,15.805645922492664,15.21676970770801,19.34072326971081,17.554142062846854,10.969631493008324,16.70785679466289,6.535491106942846,20.163944129588558,17.048971882387157,12.85044395855425,18.26132407081233,15.249956381033217,15.162040719518776,10.062056601513095,13.37084848608952,14.815429365452994,15.89335215184823,18.36881411441036,21.478070589804275,16.896732419701355,17.83743851640449,18.39209907812244,14.934161234872716,14.481476237868376,12.340391531936383,19.786773214009266,15.222771362763206,13.486155458489804,21.910886853443355,8.515414843451632,17.75981255826563,16.470317191428258,15.39499129819888,10.755526456454051,13.3892714244242,13.376082199016706,15.589893916248528,20.6064870017194,18.886886468441197,7.25117934930645,13.748196191960368,20.501694881579223,16.925203568313577,20.78338580268471,16.587626924428427,13.792288963516365,7.629016692213674,14.917512903448907,16.885013202473676,12.52773228123907,14.964717805727435,14.445609793354487,13.897187272232308,17.531916754094105,17.53947350871687,18.336376628362608,12.267377967349702,21.590620644507307,21.42216213487025,18.904232788154008,16.392035122711338,17.830477332773132,14.777958776408628,15.685002936805288,14.06827326480224,14.323530562481398,22.55703836738845,20.46414462717724,21.24621517110297,16.71237842360502,15.60063483073639,9.437831925870723,15.390877850290517,7.849627804397183,19.17722697543441,13.482623436798008,17.883711575639257,19.140918505706427,14.107655097000295,13.408755282965227,18.42742602519468,19.415229805172817,12.911566902495258,17.448641016280295,18.45737708655961,18.97390937270648,14.3021297150683,16.650033392256745,18.50233280880416,15.294940522538017,11.143267423967226,15.424509857414112,16.985938910976806,16.506319674312664,16.291821160124755,12.091065719651764,16.574973002439993,17.397031656298132,21.556183483963565,16.86753620373279,,,,,,,1.02
