days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
3.0,16.0,6.0,48.0,480.0,60.0,3.0,100.0,200.0,60.0,3193.0,0.05,0.05,10.0,0.05,2506.0,2710.0,2597.0,2.84,0.0,2.22,2.03,4.45,2.21,4.46,0.0,3.08,5.52,0.0,2.89,5.5,3.43,2.21,4.21,3.22,3.46,5.37,2.98,2.01,1.63,3.65,1.38,2.88,1.89,3.82,2.08,1.86,0.0,2.0,3.03,3.33,1.56,0.0,4.36,2.51,2.71,2.13,3.76,4.18,8.61,1.54,0.85,0.1,4.23,2.22,0.0,3.08,4.36,3.54,0.78,5.5,0.0,6.53,7.94,3.92,0.0,3.2,0.38,0.78,2.89,5.07,3.21,0.64,2.96,1.87,6.87,3.82,0.0,4.75,1.1,4.3,5.03,2.62,0.16,0.0,4.52,0.26,4.01,0.1,1.73,1.25,1.75,3.22,5.0,5.12,2.21,6.03,3.34,2.21,5.91,2.7,0.72,5.6,0.98,3.57,0.0,0.0,3.12,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,5026.0,0.05,0.05,10.0,0.08,2557.0,2649.0,2502.0,11.47,0.0,11.65,8.02,16.91,7.59,16.8,0.67,13.79,17.66,1.5,11.57,21.96,13.5,8.68,19.16,12.98,13.39,22.05,11.31,8.76,7.22,15.02,6.85,10.68,8.08,15.03,9.74,10.51,0.0,8.04,11.13,10.92,7.64,3.71,15.77,9.34,11.76,8.69,14.11,14.01,28.33,5.39,4.92,1.68,13.83,10.25,2.54,12.89,15.85,12.0,4.88,19.28,1.43,23.46,26.26,13.94,0.21,12.15,4.69,3.92,10.54,19.81,11.83,6.0,12.08,8.54,25.92,16.05,0.4,17.95,4.29,14.83,19.86,12.63,3.87,1.73,17.41,4.65,16.07,3.16,7.37,6.16,7.07,11.56,17.91,19.4,9.14,20.79,14.01,8.88,20.5,9.8,4.26,21.04,3.72,13.45,3.98,3.23,12.98,,,,,,,1.22
,,,,,,,,200.0,60.0,4932.0,0.05,0.05,10.0,0.13,2444.0,2522.0,2685.0,26.97,5.84,30.76,17.7,39.95,16.94,39.01,10.48,33.14,43.1,11.13,27.38,50.66,30.08,20.96,45.1,29.82,28.14,53.55,27.17,24.54,20.32,40.74,24.42,32.63,19.8,34.88,21.98,27.81,0.0,19.76,25.87,29.36,22.87,18.71,38.59,22.32,29.37,26.57,36.63,33.2,65.17,17.59,15.1,10.22,28.44,29.95,12.32,33.72,35.67,31.63,12.19,46.82,13.56,50.84,59.06,33.15,3.62,27.45,18.4,12.14,29.47,45.47,31.42,19.12,30.86,24.02,54.52,40.3,3.59,41.17,13.37,33.82,44.78,32.59,15.01,6.85,40.51,17.85,40.59,7.46,18.17,14.48,20.28,31.0,28.55,49.57,29.63,48.06,34.09,24.85,50.76,26.73,12.97,48.53,13.61,33.5,10.56,8.59,32.19,,,,,,,1.26
,,,,,,,,,,,,,,,2407.0,2560.0,2513.0,48.33,28.56,56.72,26.83,61.79,26.49,62.73,32.5,53.49,75.6,32.27,48.17,85.12,61.59,34.0,70.91,43.58,46.85,86.58,60.81,52.23,43.41,71.07,48.61,55.82,34.53,55.66,41.98,59.73,0.0,40.14,51.96,59.62,43.39,38.38,66.46,33.66,49.47,48.16,61.35,57.05,121.01,22.03,38.0,26.39,47.52,57.18,28.96,63.52,63.17,61.96,28.66,73.42,39.71,81.66,102.51,53.06,12.83,65.75,43.68,25.05,59.08,64.15,57.24,34.77,59.06,52.4,95.52,69.78,15.35,69.28,38.2,63.67,81.46,56.51,30.02,19.9,59.34,31.62,72.05,22.24,36.14,38.2,44.38,56.33,57.75,87.88,55.4,79.47,58.03,44.86,93.52,39.58,25.52,83.64,35.73,64.16,20.92,30.23,53.85,,,,,,,1.2
,,,,,,,,,,,,,,,2496.0,2615.0,2706.0,65.27,61.84,82.65,37.37,86.35,36.68,93.86,52.12,70.49,84.85,53.68,72.91,112.09,78.76,53.81,99.8,65.2,63.3,117.53,77.0,73.27,77.9,89.64,67.32,79.19,50.58,58.39,70.17,83.79,0.0,56.46,77.89,68.65,63.41,57.22,98.78,45.62,66.57,58.98,78.81,81.02,155.81,35.97,68.21,43.84,66.9,80.64,49.4,90.14,89.39,87.39,51.09,97.28,73.34,103.81,123.62,69.36,20.62,99.17,72.26,33.59,78.47,72.47,83.74,46.83,82.06,72.93,123.17,79.33,35.65,102.53,50.26,94.04,102.97,70.5,49.39,32.24,82.65,53.45,90.97,43.12,44.41,46.07,68.95,64.01,86.01,103.42,68.15,104.03,75.3,57.24,125.47,64.08,35.11,106.45,55.92,93.7,39.69,46.18,77.72,,,,,,,1.12
,,,,,,,,,,,,,,,2581.0,2533.0,2514.0,72.24,67.28,77.91,45.86,96.16,34.82,96.58,65.54,77.43,91.93,55.86,77.68,110.72,83.84,52.85,104.4,84.03,60.01,113.42,76.53,76.99,76.35,87.96,83.35,82.91,57.89,60.23,79.55,92.52,6.26,51.84,77.84,79.92,64.66,51.07,120.79,52.01,78.01,72.81,76.27,82.45,157.08,52.28,80.86,61.6,84.57,100.14,67.11,106.4,91.75,81.37,56.33,92.45,69.79,104.07,119.81,76.12,35.48,108.2,81.25,50.04,89.16,85.87,98.1,45.03,100.57,91.66,128.58,79.87,36.48,105.5,47.5,106.47,105.98,83.86,69.24,43.32,80.32,61.51,87.93,50.86,55.09,51.99,72.43,56.15,95.53,96.58,72.26,95.19,81.09,59.75,119.67,76.66,51.13,116.69,59.88,92.61,58.98,49.76,89.22,,,,,,,0.8
,,,,,,,,,,,,,,,,,,88.51,63.4,99.77,53.43,97.86,40.29,106.63,77.11,79.13,96.27,73.0,89.68,116.28,97.05,61.14,90.53,94.29,81.2,119.88,81.67,89.23,81.13,85.88,98.26,95.04,71.47,70.97,105.29,101.42,22.43,62.5,76.75,86.82,72.08,46.17,125.33,44.22,92.89,87.31,81.79,88.05,154.75,80.84,109.1,87.53,98.59,127.44,83.07,111.43,101.58,103.91,67.21,104.21,79.12,102.03,126.66,96.65,53.13,128.9,82.26,50.27,111.81,64.36,111.29,57.53,120.72,103.89,127.18,82.13,45.97,113.37,54.88,113.18,119.15,89.92,84.16,60.64,97.22,63.9,99.96,65.82,68.83,68.39,84.66,66.02,103.58,105.73,91.18,87.97,83.76,71.96,114.36,84.72,55.26,113.38,74.75,104.37,73.9,70.98,101.96,,,,,,,0.74
,,,,,,,,,,,,,,,,,,81.32,57.23,94.06,58.64,91.31,51.43,105.25,88.71,71.41,112.49,73.26,98.1,115.26,64.97,63.01,75.61,100.53,87.79,118.72,74.79,88.51,83.47,92.97,89.69,86.8,65.29,89.79,86.17,85.31,39.87,66.89,78.87,73.6,79.73,66.39,124.8,42.9,87.56,109.88,68.85,107.15,143.5,91.04,124.65,105.59,94.47,128.27,85.26,111.22,89.67,119.18,63.3,98.51,77.01,91.0,118.84,97.18,50.96,132.44,83.4,53.89,116.79,64.99,102.78,66.06,122.85,104.45,119.47,70.19,46.52,124.46,68.89,113.54,107.72,79.28,78.29,73.61,92.33,70.15,88.91,84.12,70.63,74.06,96.32,68.82,109.11,100.01,95.42,82.54,83.4,82.68,93.09,92.82,70.75,105.75,63.87,115.56,82.63,81.62,97.08,,,,,,,0.76
,,,,,,,,,,,,,,,,,,67.13,57.79,88.48,53.03,57.16,57.24,90.62,62.53,55.49,88.28,57.63,71.21,89.8,41.29,64.22,59.7,83.47,81.26,89.56,59.35,60.57,68.0,67.39,83.19,82.06,53.57,82.7,68.82,71.0,40.85,74.98,69.89,74.83,74.45,69.54,82.96,50.07,78.05,88.37,58.93,91.44,103.62,69.5,96.64,100.79,88.05,105.22,72.84,75.22,69.68,103.87,53.9,74.71,64.62,75.26,102.44,84.98,42.65,104.95,75.94,50.26,87.99,59.2,87.8,67.37,104.86,88.11,100.56,42.22,43.45,94.98,72.97,87.13,90.43,77.93,64.37,62.15,74.33,70.02,64.85,66.7,45.37,64.67,78.97,61.23,83.16,86.99,85.57,79.75,84.36,67.52,63.86,95.92,59.64,87.82,51.59,82.2,69.12,73.16,75.4,,,,,,,0.9
,,,,,,,,,,,,,,,,,,46.72,38.41,44.42,41.64,31.28,40.88,54.46,34.96,38.79,51.25,28.29,46.16,51.43,24.01,35.96,38.81,54.34,49.42,53.52,28.44,38.31,44.31,39.41,48.0,48.64,36.44,50.98,38.8,45.9,44.49,40.13,41.74,45.97,38.95,42.4,46.7,28.72,51.5,44.39,45.73,60.05,56.68,38.03,52.6,62.96,51.65,55.6,49.5,42.36,42.23,54.41,36.96,51.55,46.86,41.6,61.1,46.39,23.58,60.66,48.91,38.13,53.05,39.03,53.69,43.99,55.0,48.32,58.33,28.24,35.52,57.51,43.41,51.95,58.62,49.91,43.41,36.16,49.6,45.85,29.46,40.88,24.17,42.75,45.68,40.26,46.66,47.71,45.4,51.29,48.36,47.26,34.8,61.03,43.92,45.45,29.4,46.2,48.87,37.99,49.69,,,,,,,1.02
