days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price,energy_offer_price
3.0,16.0,6.0,48.0,480.0,60.0,3.0,100.0,200.0,60.0,1784.0,0.05,0.05,10.0,0.05,2547.0,2577.0,2447.0,1.8074658554256384,0.8241884966011088,0.6990461667135128,0.2039452233932531,1.9908753651243232,1.132385287712768,0.3522121914997421,0.697744145499009,0.998925871709056,1.7327914438657022,0.4966623189814888,1.576999738014504,0.6059280956335854,1.4244689331955749,1.774533944349964,0.1800625515329829,1.2382986557929343,0.0,0.0,2.0189050108260758,0.0383412293936472,1.1849889833749017,0.0,1.5873197892252917,0.8769213085942975,0.7199609672992984,0.2692864844890872,0.9291764515800368,1.6299228207145426,2.338913111013234,0.2691064178185969,0.2497474942031573,0.8613309021266133,0.3410939947537261,0.3771310654914439,1.8590684424805428,0.0,0.3251023993986591,2.3949814990369327,0.1833011567308602,1.2032610038577305,2.2694703741610813,0.0,0.2601376850343977,1.804507855776635,2.1290661018185606,0.3619045736932755,1.0307556736310912,2.868504022600641,1.2594852305221678,0.4480178329962153,0.1442508411396871,0.0,1.6427499046697072,0.7261692012125361,1.8744644315544676,1.515636989581674,0.8822755822318553,0.0,1.3863473048360826,2.3248797968642307,2.855861681245785,1.121868097229307,1.7274441621571417,0.3714154436981723,1.2288657980433868,2.209591512309101,2.217698104806627,1.379125812044418,0.522845102244177,1.8507584363163336,0.0,1.5538199866809004,0.0,0.0,2.662185943293361,1.176552649944338,0.9720927471844,1.3961700728160535,1.6570655840272983,0.4148983497544153,0.0,0.1390809708001602,1.150223010959556,1.3022680219542928,0.5880185032479722,0.5813125875199949,0.924677170226906,1.5466236715787276,0.5814788171180891,0.8988611993269395,0.7314265552491984,0.0,2.5275520353071235,0.2771184228432702,1.899662840837887,1.7662819851805125,0.0,1.9168844581275384,1.1125115314288614,100.0,250.0,250.0,0.95,0.95,0.95,4.8,4.779
,,,,,,,,200.0,60.0,599.0,0.05,0.05,10.0,0.08,2639.0,2623.0,2557.0,6.372100677569815,2.9612833974774246,3.419268802694484,1.514646303822543,8.07293701792965,4.662998740985644,2.5788236733059557,2.7068679856915128,3.666419364483307,6.23487172608354,2.722231300439744,5.502922116962848,2.288649964395036,6.055110830203925,7.07595369921625,1.5617500914345444,5.586158832890675,0.7879711112536039,0.0,7.347633171520725,1.0036666634176503,4.693854579812751,0.0,5.891954601343808,3.842392745820845,3.266524354877548,2.074687572257837,4.417915237359551,5.511035593528812,8.546386306929236,1.6400137554250929,1.894735615666776,3.997324750627612,1.5789122308846606,2.848628474889173,6.955249754724211,0.4756211173477971,1.771304449968215,8.626984738797274,1.0939083782429089,4.037489915454803,8.418790324606082,0.4317463204971177,1.7560241470166127,6.852653526943298,7.346138740012593,2.2776573822923707,4.338604507751847,9.226174419420715,5.41227119299562,1.9372127916780488,1.134349711367121,0.0,5.525751161688499,2.9593297453250598,6.942431662476407,5.488515982751863,3.0474448316009206,0.0,5.5649093129261065,8.417810863692207,9.296860731041612,3.820732338578739,5.7531121355796975,1.938325959756212,4.586646385366654,8.355060919495685,7.251136072772177,5.665649148303013,2.39804389454116,6.96810244286198,0.0,5.964439049544951,0.5993145892890843,0.0,9.41417096393072,4.972233967146788,4.042422445081031,5.299658797737672,5.994426757119534,2.495658325313229,0.0,1.4923069776871252,4.055236816638053,4.897602043656688,2.9790159989058447,2.30347335177518,3.60865085635996,6.006315245040145,3.101553357951498,3.4178738085874647,3.431374163911859,1.1403359030522866,8.883580866250867,2.3071192107507703,7.128962700629982,6.979484205257057,0.0,6.786690153411245,4.337165944172005,,,,,,,6.1,6.079
,,,,,,,,200.0,60.0,1016.0,0.05,0.05,10.0,0.13,2514.0,2541.0,2607.0,15.551638391496304,8.094813773180533,10.182012880647555,5.167919943528076,19.218540103116617,11.286451703265993,7.697410323540579,6.590382727516668,8.480648285574652,14.19654512283882,6.646368036937401,13.90691632644387,6.009538777289592,13.07104993893024,18.68716150514895,4.671842276259941,11.982801655583216,3.758035408406703,1.589633779172667,16.938729216271277,4.6186737989305495,11.323957011352924,0.956547313818934,13.598903396602743,8.865700856715682,8.582265539293557,7.461208088140642,11.2162094801981,12.947339756155015,17.812682842926414,6.946107781562743,8.29810353614855,10.547797533831218,3.0320237787898288,10.091446885996458,14.764564742606618,3.5190576478095057,6.568810733326515,19.104117055064897,2.2655762045520103,9.4441703624031,18.13373231400097,4.66896362365315,5.6236345006842505,17.607545845161397,16.61708214896143,5.349810484080591,9.8581054055747,20.79190290966316,11.631679385380076,5.990407165095579,5.3147979012186495,0.881396253444684,12.471615173360512,7.531150197035361,15.354663220060424,13.00862151678976,9.172057627422026,0.0,13.331685964535096,19.092720211851603,19.20821279031193,8.649764480219709,13.070720397529389,6.160607223941037,12.510222822546403,18.392978460247388,16.46761472911552,13.170159102724217,5.92521896290725,17.35005074536549,0.0,13.53407543267108,2.821100049691373,3.765763936915393,19.53505483555086,13.633194613556284,9.694062258324156,13.091330082485754,15.323827046790552,7.062656826950042,1.312001765721348,4.45567256140038,8.150048542985108,12.782114131391548,7.628345345330455,6.054745451568811,9.051821291091764,14.703548845722512,9.659820433928822,9.304302021224585,9.722022212970032,5.151633995663651,21.15142594749826,6.453765425633334,17.10706820725433,17.45156389975362,2.2005892707199304,16.15026106419017,12.138894017208797,,,,,,,6.3,6.279
,,,,,,,,,,,,,,0.18,2686.0,2576.0,2608.0,30.919914863645392,15.20177266942921,20.45660527920546,13.19009060808368,29.560535594473933,18.20377024394779,11.951677065002048,11.665892867593149,10.754556811452078,24.69226557946161,15.657273255628922,21.50732056391955,11.5538451653733,20.70552692002133,33.54546127000437,13.395258912727916,23.290459103933195,9.641749704074028,3.6378949530888103,27.60624589862093,9.150818513842822,18.35603795473392,5.2967476915262335,23.0253829089268,17.65072590617667,15.927094838072518,15.07833026296312,18.576223845600044,23.110892443824312,25.81031422604708,16.214887997064906,18.26699796066126,21.37828113591411,10.266857490088544,17.916619819715613,23.898824834669515,10.12531791340969,14.096204859982713,32.622839738972104,4.320848209163103,18.471849900722848,30.84860572755599,12.906709439393806,13.897002942098336,28.145125748347525,26.11145628360627,8.580136941068695,18.006074546470913,30.172411728777348,25.056599558224484,12.7582974501585,12.328925004570529,4.747101424674277,21.45744808665604,13.47023693810896,24.22271606222524,23.498860803832496,14.88673211107007,0.0,21.378140762587115,31.19037450190755,31.699073922642487,19.00423880832684,21.750210067846456,13.457579960810529,22.418276164928887,30.76133382650462,27.88253274160849,24.089630761257038,8.621623860935742,28.69320810113105,1.593327072348959,22.9202834454898,7.412412317407425,10.901009060970148,32.3843784233314,23.48804169620768,18.3841411414302,22.8947461932913,25.710100138407952,16.39833318707276,2.986040228436757,8.748616126837492,12.963463436544153,22.97989016275012,15.070766788301937,10.813549816902826,17.0330728817284,24.13192527380024,14.031458971055176,15.890947125102295,17.209432649855405,12.45497085972477,35.982154218617964,10.334318795841687,28.997322596527656,28.5563777304222,6.9620024811051175,27.71248450956692,18.924346173207432,,,,,,,6.0,5.979
,,,,,,,,,,,,,,0.23,2532.0,2477.0,2486.0,39.27195081801926,20.006387228319834,27.055646132041545,26.803766654023917,37.05372779416772,27.327503642332477,16.883386032026092,18.58568274846933,13.9669331061525,33.370324452305056,27.804997433789172,31.420362901812872,16.044226466886336,23.77012346543856,37.991739379542935,16.39327787382633,32.922610704678554,19.36143147391509,9.463314719398094,35.3330663510519,14.853664932543854,25.76273231155445,9.731613391670418,29.43517520755041,27.66524387090926,21.895469529873136,23.134064802065463,26.67819546772565,30.160963694327524,34.04544328039175,23.056770038828382,27.645969917192083,31.095577272318486,18.996638669587472,23.74713587349861,34.62499575330032,16.879032941087484,20.268408071922558,43.11408554742419,12.841865970562052,21.67927873881472,38.23647634931051,23.01213471013676,19.83925564039335,36.53325072548771,34.982373854635576,14.221332162785345,23.349928289277173,37.8182715303973,29.082942425374387,23.43312932629587,16.14528457727205,12.81384359985642,26.778714128724364,18.538178800297537,34.157051022283724,34.71782296329559,19.42390429049924,2.374930090055857,30.132503329949703,42.26687922972863,42.57787630987914,21.62187406892452,30.5912905735478,21.548679406719383,27.07032320205437,42.64122078311814,41.97979069660309,30.723459156742734,12.249473169349724,30.97935040644882,6.988123290026785,31.53513230581664,14.384812221407248,19.327664319273545,42.1707834141065,28.428081329613253,23.088929179741463,29.979931896125144,35.50711648160167,25.01761065854104,6.391917240247302,14.091287167542712,22.28435119938494,33.99994045586787,18.82340939493513,16.970674789128072,24.689741364019827,34.88466218268456,15.966579349804997,20.55225395259271,24.077775047940133,17.107630175701516,41.28808528745959,17.015151547738068,37.96181383600682,37.073390063982735,14.939463517460794,35.27250590343088,25.09065736843781,,,,,,,5.6,5.579
,,,,,,,,,,,,,,,2566.0,2503.0,2598.0,35.67170103489296,24.69666901636692,32.53230860179034,30.2468032042741,37.39667144874149,27.07371283660433,17.063427903139882,21.70083809728219,18.51831484902707,36.390578849833126,29.907130746556213,34.69478682101074,23.0732488482308,29.24044458479693,36.74271797892423,16.120463572373062,33.53137133007446,21.728766763167307,12.182657763818655,39.44837009756496,18.36226107087509,24.203413261039245,17.698682393692263,21.479241259704654,29.252650932946807,21.69378425055257,24.64426938020551,29.8372460035337,31.13797125870623,34.06201961893049,25.11478006217636,29.241647110654668,35.479361597589964,21.04407242327719,22.835914180695127,32.70246914297287,20.83649783950673,21.616268155066496,38.70149959193145,13.419761008157115,24.43975513495127,37.40859262546747,24.156195456186456,20.092777095718088,32.00774862314006,33.165071096074065,15.760856798721449,21.904015039980774,36.22524726251863,27.857797157745917,26.341265509258456,18.63888211442109,22.703108099693942,32.220589045222304,18.183464525141588,35.24993593486954,38.6225193503689,23.582397264984174,13.976156128607997,35.17232002080832,41.88949491775134,43.17150495778595,26.12067669896504,31.33370736837862,19.85906705191117,31.007677270553963,40.363695827802495,40.77386537492384,34.69105984462017,12.925528676560134,30.03063012248213,10.187475562987162,35.09766262675954,14.90131414881251,22.316224532647368,37.719164940883125,29.023141891415744,21.2641287087146,30.118489830595816,35.35798057352475,26.99785118090755,12.202513806605417,19.6029214013882,25.704690973821567,37.1701932903795,22.61839466476976,17.495922375070297,28.67497807364764,38.93798685296533,15.43749631483515,24.9694022794862,30.3606744686023,21.62841678015725,41.01665707307002,17.698166562578464,35.68705645967836,37.32009607416838,19.927780491785956,37.20342533784842,30.157517229828947,,,,,,,4.0,3.979
,,,,,,,,,,,,,,,,,,39.90541083485201,32.945074702282604,33.228809631295746,34.18805623559282,39.684379339682806,26.75665599751162,15.662584738480431,22.58563620246565,20.947671826549737,35.68096130586196,30.696881080348923,37.79376101997032,22.641710490717863,36.33573988086638,40.5141584841346,19.910031202835487,34.651507670141974,25.300396165073327,16.38446202215634,43.683797465568105,23.888450477068023,27.71455799742323,25.81727427225363,22.570267593570268,32.46625332221899,24.80237100508181,30.96978289753017,30.332233384482443,36.19694805124881,36.69995410691127,27.8597455419086,32.22475278556766,40.51678870325095,22.453059520676504,21.19947305302327,34.98476527144843,26.739433740322387,22.76876469395802,42.694376961269256,21.55925436556756,28.771230525824237,34.89281496350927,29.358469081234936,22.047809495934573,33.51719344160384,26.81801441002722,20.2891144423763,20.399973508291644,41.21894374920003,31.529160577870257,26.939274621236912,20.641490147145024,21.964299767767244,39.168253643502936,23.483038082363077,37.2536692060831,44.38867437728223,28.61557417273481,14.43581947163273,32.43887307509769,41.371893939820666,46.03018607797628,29.017009942000577,33.98705992318891,25.66097796469504,38.52505072166883,44.04912759292313,37.29246318953445,36.48647071768531,20.386019179741048,32.31045793174148,6.684276299836334,34.68818649889191,18.36179415277901,23.432230277547067,35.464791896791176,35.16167102765814,23.723973135245863,34.081893165762885,37.23977986551603,25.635802546015316,12.575566505553486,20.59363589244042,27.012319774845757,36.91558847093577,21.37435002403061,18.90408757393489,30.02857746767104,38.49241076735766,19.99660875281609,29.56893246712417,33.88170881996072,27.039645874987087,42.91975342350747,20.468374327487616,36.93658406105123,40.10701280028362,22.809321697821176,38.53432581090734,33.49841904488175,,,,,,,3.7,3.679
,,,,,,,,,,,,,,,,,,39.93011421509583,33.60443706775078,31.75634632984881,35.74661926162203,36.75568356155533,29.408403309146426,12.92166373917907,25.1240804536326,22.82112382347688,38.77531235414359,30.10585906354877,32.14544737008854,23.60284484007657,34.6153824157683,40.41391770902196,24.67724862306591,28.12607079909034,26.035099674987883,22.524908291349952,41.18324044724191,21.879458234119078,29.67499125714856,25.55437666019013,22.85803302300489,35.00681169783138,20.72671280171493,25.27397637517384,30.20873885289293,33.97105863287614,36.55397763957215,26.944219337583807,34.765980856187895,34.838355266164804,19.102682783790247,24.07449708805885,33.106172388070824,29.17506370737137,24.23732447038344,42.1697050150668,29.495347919921823,31.12872439728693,35.13716458755782,31.41192051018831,18.576278767310846,35.11800329978677,27.52248546301766,16.574858426596364,17.06371750805002,41.47195407177446,31.051094886273777,28.095497065548017,23.983880547446752,23.206432537273944,42.5617740561398,23.755506683912543,38.85678357069518,45.40544999635208,26.126492921727277,16.13677647113352,33.17613510142564,41.84410036157593,43.50963706337028,31.471464155319502,35.877601830091216,26.782544151426634,30.653876348817843,39.82889454758337,38.70310310960679,37.18135210179224,16.466332609974355,31.19215007841386,11.30631113150154,31.38506803407864,15.422629169565994,25.72282914441274,28.55627097787352,37.732846935324375,25.37851304769321,33.63228942830107,31.974432774364463,27.281774383809623,15.080359143717416,16.078534228425696,34.13257759297567,34.00811742855206,21.41635362346903,18.523960339326056,27.37366630959267,32.700406733461165,25.71473399213766,29.95575941718617,32.351120520598954,36.2529326173253,43.03841491929287,22.62051173851259,38.349853710677145,41.45382696537872,28.5440480051398,39.11463784300663,33.70199085763881,,,,,,,3.8,3.779
,,,,,,,,,,,,,,,,,,33.63630986962137,28.759605993201365,27.07381784485715,30.659400591704888,31.45745947209675,28.683717753223608,12.110355076244812,21.435631209513293,22.59064632603701,32.056494095421705,25.703814520948136,24.103264940502683,21.10001966642144,31.103455502699696,37.49685394632746,22.403962136072423,25.239208444459376,27.462703015320205,18.795076575030684,33.28895937011567,16.836896809331048,24.789321083039468,22.86525307726728,24.542757372077933,26.82871609023088,19.65074504214935,25.32142727799632,23.937016891066374,25.631836369505343,30.531983006313567,21.271486419797903,27.958000927645102,29.494782734476036,15.12786988441322,27.52667623567821,28.92983936378869,27.57090865499812,23.012334691505718,35.12231588440286,27.32882685025253,24.663169726866627,27.057568415640095,28.062716860000204,14.3582447778559,28.0199268453622,26.037584858614377,18.580524031746904,15.869132477862246,33.94351185879984,25.52092081519793,20.152772707818617,18.39556643152986,17.829452272832082,33.26538058264767,20.815292105538084,29.754965255211268,37.98635398720182,22.9223645526244,20.98672184650528,28.462770936691506,38.1631926741556,33.30158203887565,22.76501420985399,31.606135813022195,20.6337850574073,21.42998631677977,30.094694333374395,30.983992110303955,31.53998841969397,15.042034876195276,24.521056333205006,14.657919503384536,26.808938647230825,15.987593155981042,19.880900185181744,21.6349875138698,26.650649730337676,24.15240392761669,29.87393585947509,25.13515769721441,24.089783983606505,13.878753657317883,15.33093567244469,32.825493519654934,27.153124578254577,17.95086933629491,16.697297797298212,24.48671855636381,25.893717509565224,24.378609422643947,22.89916158515581,29.288712953710338,31.009517588914683,35.82368783658795,20.72912337497509,33.873271300457695,36.74291536467523,27.20845731080436,29.88064110891644,26.191598883767664,,,,,,,4.5,4.479
,,,,,,,,,,,,,,,,,,17.17500873019121,17.416839821438394,15.551424558073592,16.280063098793043,18.60686264031396,15.69407123279794,11.091170627347182,13.12364612940766,15.19630655944328,17.501844248996946,14.141673521343169,15.6791930930524,13.535749413780394,17.96551722736429,20.133839326538943,14.85278183378524,17.349973130904168,18.609151950669613,13.24876094425358,18.6869296225328,12.334875993427987,12.406097645491066,14.212674843645468,17.14858809006491,14.603048020372173,14.93322690615365,16.160235349404278,14.939513923247972,15.376330319813809,16.56529943645084,13.087802272967908,15.61844282001852,16.88048139224917,8.135633425066578,17.53007487460042,16.204020746533825,19.62744560519851,14.438952561175494,20.41615943448108,16.105837310105418,16.134394305923642,16.739308682501274,18.557434681719503,12.187292637129662,16.678264603822626,17.855348267776584,11.857089259541318,12.155388058669704,20.96276160390497,14.322036296619494,12.799675984727854,12.553135134052848,14.99811951039417,19.419761706772285,15.507083901508452,17.87612426875206,21.95587941918832,15.712862995507104,14.213555408486814,16.9304801883398,22.80609266387788,18.240761984874315,14.580814047203951,17.252487973147872,11.541923805480073,12.648080075786666,15.874307788632368,17.558110218762312,19.273781788308227,9.776395951006789,15.063057122128937,11.885183576603072,16.05817711301763,10.857712201747848,12.671102182511117,12.072456279123063,15.754413208924854,16.17381603807839,19.552040167313223,17.001920469920606,16.628938053190517,11.942827746025056,11.830279522677374,20.12956137674057,14.790978608853129,12.926986045838976,9.62135384129662,17.244140697775407,17.13176731822234,15.743031477134103,15.130026477685046,20.292992094160645,19.324827436788475,22.458817941050487,14.145014422364415,20.237102340442043,18.57282831879449,18.77143673818709,17.41473543882502,14.294468455284234,,,,,,,5.1,5.079
