days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
3.0,16.0,6.0,48.0,480.0,60.0,7.0,100.0,200.0,60.0,283.0,0.05,0.05,10.0,0.05,1069.0,1032.0,1175.0,1141.0,1108.0,1098.0,1081.0,5.19,5.93,4.11,3.46,4.33,0.68,2.09,0.0,4.19,1.89,4.97,3.14,7.88,3.92,4.05,1.83,0.44,1.79,1.24,0.0,1.85,0.85,3.0,0.09,3.81,0.0,0.0,3.08,3.55,2.98,1.04,2.53,5.3,0.0,1.01,2.03,2.53,2.21,5.43,7.25,6.22,2.45,7.55,6.45,4.92,6.52,4.14,4.23,1.1,7.02,4.5,0.0,4.14,0.0,5.1,2.84,1.46,2.83,2.21,9.05,3.6,3.36,2.88,6.19,4.26,2.11,3.05,0.0,5.57,2.03,2.55,3.57,3.42,1.79,2.73,4.98,0.0,2.48,3.16,2.64,0.0,5.61,0.32,6.95,2.2,3.34,0.47,1.53,1.7,0.0,3.9,4.5,1.42,4.26,2.57,1.63,2.47,1.88,2.88,7.31,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,1438.0,0.05,0.05,10.0,0.08,1078.0,1033.0,1057.0,1102.0,1100.0,1102.0,1032.0,18.34,23.51,15.92,14.88,14.87,4.11,8.82,0.0,15.34,8.37,16.99,12.79,27.21,16.31,14.86,10.45,2.07,7.59,7.71,0.0,8.62,4.98,12.05,2.83,15.28,0.0,0.0,12.6,12.55,12.68,5.32,10.57,19.05,1.8,5.68,8.71,10.01,8.55,19.64,24.66,22.53,11.03,25.25,22.27,19.91,25.45,15.1,15.92,7.25,24.81,18.33,0.0,16.33,0.0,18.93,11.96,6.11,12.25,9.24,32.81,14.17,12.68,10.99,21.8,18.2,9.5,12.45,1.27,19.38,7.39,9.07,14.9,11.78,5.94,11.5,16.49,0.62,12.13,12.68,10.59,0.0,19.75,3.47,24.28,10.77,14.21,4.5,8.26,7.78,0.0,13.29,18.08,7.19,16.52,9.0,6.57,9.98,8.85,11.47,23.43,,,,,,,1.22
,,,,,,,,200.0,60.0,2007.0,0.05,0.05,10.0,0.13,1076.0,1089.0,1026.0,1043.0,1086.0,1042.0,1089.0,45.59,52.9,38.56,33.73,32.59,12.85,23.37,0.0,39.07,21.41,36.29,33.7,57.62,43.08,42.19,29.15,10.38,17.62,21.99,3.77,19.13,13.73,31.56,16.21,28.17,0.0,3.71,34.99,29.58,29.46,18.06,29.5,48.89,13.37,20.19,23.4,21.61,24.69,49.57,55.96,52.23,29.27,52.83,48.86,41.28,53.64,37.06,38.99,19.7,55.6,48.25,0.0,37.24,0.0,42.76,32.96,21.26,34.14,21.13,72.62,32.93,31.37,33.0,47.45,38.32,25.21,34.52,8.05,41.58,21.94,26.92,31.58,28.11,16.17,28.4,37.37,2.45,27.75,33.43,29.97,4.9,48.1,9.75,53.89,29.61,32.03,19.73,21.9,23.43,0.0,30.17,47.45,18.75,39.76,24.82,20.71,27.0,25.89,30.41,47.52,,,,,,,1.26
,,,,,,,,200.0,60.0,2198.0,0.05,0.05,10.0,0.18,1046.0,1097.0,1058.0,1077.0,1131.0,1071.0,1034.0,80.5,96.37,71.66,60.81,54.63,30.45,40.68,0.0,70.3,40.04,66.84,61.53,90.61,65.98,79.07,54.79,24.18,39.0,41.81,20.95,37.85,30.62,54.01,32.06,47.45,14.45,20.63,64.3,51.35,43.97,47.83,52.19,87.1,27.39,41.47,36.98,38.03,54.81,93.8,92.74,86.08,50.19,87.55,91.69,68.94,85.28,76.51,66.77,38.47,85.96,83.55,1.1,62.38,0.0,75.01,66.1,57.57,59.69,46.29,116.39,55.33,58.41,66.48,84.35,54.94,41.75,61.65,19.77,75.66,46.88,54.36,47.09,46.82,38.72,55.62,67.96,17.35,44.48,55.56,52.71,13.09,79.15,25.69,93.58,55.66,61.55,38.91,41.93,46.14,3.93,53.5,81.07,38.21,75.53,50.96,48.2,42.21,65.2,56.36,91.59,,,,,,,1.2
,,,,,,,,200.0,60.0,143.0,0.05,0.05,10.0,0.23,1082.0,1116.0,1077.0,1063.0,1048.0,1143.0,1125.0,104.38,121.13,85.86,95.73,74.48,51.95,51.49,10.67,91.72,42.88,82.88,86.45,104.97,93.46,113.7,70.28,46.17,56.7,68.2,46.94,53.74,44.59,64.92,47.68,79.4,18.81,42.7,68.47,64.83,54.75,69.9,78.62,110.65,41.05,74.36,55.28,57.26,88.53,112.55,129.0,108.45,73.5,112.92,118.5,89.5,107.85,110.62,84.67,42.44,116.04,100.3,27.16,82.22,0.0,109.66,88.69,90.13,71.46,62.14,132.14,86.65,87.77,103.79,109.63,80.18,47.65,82.48,24.99,120.01,63.1,71.57,71.05,58.86,60.83,84.78,99.45,23.21,60.81,79.16,51.3,23.19,108.11,41.14,118.54,72.79,88.37,63.82,64.55,80.75,10.86,72.81,108.25,53.96,80.38,69.38,74.93,55.17,95.25,73.23,110.5,,,,,,,1.12
,,,,,,,,200.0,60.0,1566.0,0.05,0.05,10.0,0.25,1095.0,1023.0,1063.0,1167.0,1093.0,1133.0,1090.0,117.62,105.22,89.41,104.29,79.81,53.23,57.3,27.65,94.78,44.91,91.91,84.45,113.5,95.92,121.15,59.55,68.47,58.66,89.37,53.83,56.21,50.45,67.68,67.24,86.23,21.86,59.25,74.31,73.46,70.7,76.07,79.7,108.28,46.81,73.48,64.2,74.97,94.63,116.35,132.79,102.67,76.8,115.55,127.39,104.2,114.94,103.7,92.5,44.77,121.05,107.99,43.16,85.99,10.74,114.92,94.48,91.98,71.12,78.97,130.23,77.44,96.36,97.22,129.06,89.02,65.18,80.64,23.12,137.71,61.04,76.7,78.53,66.3,70.51,85.29,112.84,24.57,60.75,85.64,68.07,24.02,116.5,36.02,117.32,83.04,75.62,66.61,70.96,96.76,10.98,86.34,107.86,61.68,82.13,60.83,62.68,63.32,102.9,85.77,104.42,,,,,,,0.8
,,,,,,,,200.0,60.0,2681.0,0.05,0.05,10.0,0.3,,,,,,,,111.03,110.24,97.15,115.73,90.88,73.62,76.15,47.3,87.09,57.28,106.95,94.53,117.94,100.49,127.85,73.6,90.99,78.16,93.38,67.85,52.69,57.09,88.53,89.44,107.08,12.91,82.16,95.01,76.37,74.91,101.07,74.34,113.49,51.86,75.42,80.6,74.68,97.85,128.87,135.77,96.02,86.63,129.87,118.78,115.32,135.16,109.95,105.18,54.11,137.36,125.53,60.05,102.2,21.23,129.68,106.86,119.24,91.35,100.22,124.77,89.99,102.37,89.2,142.33,97.83,72.22,100.77,31.77,152.53,78.78,96.05,86.01,73.12,71.46,106.08,128.82,33.85,77.05,112.08,77.92,38.15,140.51,44.91,129.97,92.96,75.35,60.51,92.66,101.92,12.32,102.63,110.46,74.31,97.75,69.83,67.09,76.21,107.35,89.29,117.31,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,119.72,97.37,95.47,107.05,91.78,78.43,71.69,42.15,90.46,70.06,110.22,92.48,121.45,82.7,109.57,73.34,91.51,76.43,81.57,76.89,40.01,64.89,91.15,77.26,91.77,39.61,98.12,108.42,75.13,60.12,99.92,71.68,113.77,47.73,86.66,84.56,61.35,90.88,123.89,137.14,75.71,88.3,115.05,124.58,105.01,131.9,101.85,113.76,42.32,129.92,113.0,50.13,107.26,19.86,126.1,101.36,115.41,93.0,114.97,120.45,77.33,93.51,86.81,134.86,81.95,83.28,86.64,53.39,153.18,93.95,94.46,80.93,71.83,73.29,112.07,138.82,54.99,68.26,118.35,72.86,54.64,118.48,50.8,125.56,84.21,79.04,58.3,77.58,101.0,24.1,100.33,99.1,88.56,103.49,68.45,62.55,94.52,88.21,79.18,116.1,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,98.03,84.84,80.31,90.67,71.88,67.03,65.18,38.16,84.59,65.02,95.65,70.38,89.97,74.24,84.14,60.73,88.67,72.31,65.51,62.34,54.18,45.37,87.45,62.23,68.78,40.68,81.6,84.49,62.76,54.61,67.29,56.81,94.71,54.63,69.68,84.9,43.59,79.24,97.69,110.61,61.45,75.2,98.71,100.45,80.9,98.37,93.84,95.78,39.01,101.43,96.7,44.15,90.25,21.47,106.18,79.51,87.84,87.19,100.33,95.14,76.02,70.06,63.63,128.18,56.65,75.21,83.86,44.11,116.12,89.96,85.18,63.93,60.3,64.46,89.81,99.69,64.79,44.47,102.05,41.81,34.79,90.76,54.02,102.94,66.14,69.29,40.37,72.9,88.25,29.51,83.63,83.16,82.42,82.36,59.96,58.15,83.23,59.66,77.45,106.46,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,50.26,51.66,46.56,51.46,46.84,42.4,47.0,28.18,49.28,45.78,64.92,48.78,49.84,52.18,44.57,42.13,55.97,43.08,37.17,41.52,30.84,26.67,50.46,34.38,44.98,31.18,51.41,56.83,39.57,28.87,40.96,29.36,57.21,36.55,38.21,50.03,25.29,42.44,50.97,71.57,35.25,39.25,57.11,63.05,55.78,50.97,56.13,48.71,30.72,55.86,59.39,31.73,49.4,15.52,59.57,56.39,47.18,49.79,53.25,53.32,45.64,32.47,31.16,70.18,32.04,47.55,49.16,26.09,68.19,52.62,51.28,37.39,46.9,39.84,50.49,51.1,39.46,27.48,64.28,35.75,27.38,43.66,43.44,53.65,40.5,41.8,30.16,49.33,50.18,17.29,59.18,47.98,43.53,45.94,35.06,35.31,51.58,37.14,50.01,60.22,,,,,,,1.02
