days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price,energy_offer_price
3.0,16.0,6.0,48.0,480.0,60.0,7.0,100.0,200.0,60.0,1446.0,0.05,0.05,10.0,0.05,1071.0,1090.0,1102.0,1143.0,1092.0,1056.0,1068.0,0.9580686874215524,0.0,0.8900517017515162,2.161920885934368,0.5354983157423059,1.16298689670334,1.0695339731833724,0.7519527917519148,1.3373067450953453,1.309823921408238,2.0034613613709764,1.0504681074505056,0.434831731192987,0.5048748630071016,1.5983722344900602,0.6918031169267271,0.4392073770111651,2.774892211503557,1.613815176017475,1.4383233720863582,0.9067982850365304,0.8724883177468583,1.6150430621917649,0.0,1.2444888648475054,0.8972445947432175,1.5022726443744645,0.2369486474438776,1.971256441630408,0.0,1.158593208471957,0.5946398112080684,0.2790747735082123,0.0692413124525835,0.4832093893586343,1.056056320833982,1.4836269480786113,0.6331485809203166,1.067198279087574,1.3179190121725934,2.01863903061408,1.6688260634379248,0.5029075871609325,1.1477781654383394,0.5244451674081155,0.7992125128439433,0.0163725025281268,1.7301641536521324,1.0239476302623554,0.3532945659734849,0.8407859632996642,0.2038953292032875,0.6486714779373494,1.7806248877573985,2.8046041781552544,0.0,1.60576444474697,0.9090273156833348,0.0315828581767446,1.0339299995524718,2.366555113706716,0.9703987661282816,0.5283694809317762,0.2136795573516602,1.1522406784752892,1.6721532213657273,0.3255770302018322,0.3166829477566572,1.2568084657371186,1.1101012976105102,0.6627646505903813,0.594933155102674,0.8680137695775985,0.0,1.0180413398292338,1.578526896175513,0.9249726146602324,0.4077328223731621,1.2657564809619062,0.6663834171326424,0.5872946206168612,1.4184137656990574,0.618642140767026,0.1707313012429163,0.0441660991665457,1.1901756415367728,0.5744181426584221,0.4303025690201904,0.9754952764559458,2.040658546567867,0.7509476593581995,1.8869157577465476,1.666516265713069,0.502959849169857,1.4286047750309778,0.121575255005663,0.0,1.141865154876783,0.3385265678081867,2.530547847920648,100.0,250.0,250.0,0.95,0.95,0.95,4.8,4779.0
,,,,,,,,200.0,60.0,77.0,0.05,0.05,10.0,0.08,1136.0,1109.0,1139.0,1099.0,1124.0,1058.0,1101.0,4.496185757248976,0.3221603811531128,3.0296492191140425,7.821944710084075,2.6797521593011826,4.796830684437151,4.365589672845302,3.386700712472724,4.880646213071423,5.264925372838194,6.909476138759287,3.957409454737349,1.788728457021664,2.4076466394798723,5.051062304925089,3.4231235321006226,2.495843809739524,9.137474637194307,5.446220186435927,5.33881927263797,3.748807473213034,3.501014248851344,5.955930414542722,0.3719703397572567,4.970624204910708,3.219266806496527,6.092018545169978,1.698020350810852,7.23081819864626,0.0,5.326720746833009,2.8875802706300657,1.279992633945433,1.0863976485274534,1.9379064268072528,4.205303815429828,5.781638366188209,2.6212720174313238,4.067434071982406,4.815253179376036,7.556720051791851,6.197881389746762,2.169404198387046,4.927454320298427,2.6635001225254205,4.135455881628152,1.1249306317268797,6.1991367136905735,3.858874001138736,1.2395379538867195,4.13313997150924,0.741743613077495,3.019847297221651,7.229175471059731,10.028301142364336,0.5397105512785063,6.4701859364144365,3.688819613521341,0.4621066062627976,4.086280886412402,8.587889839685012,3.856038595956152,2.291854253623924,1.9717892038657667,4.459069043659476,5.583368723927234,1.800648136061204,1.875593267866929,4.837048618069523,4.927943771424969,3.0878458610708406,3.2221795095634738,3.79848720829355,0.3163459589573607,3.87965781038334,5.623513344519023,3.957970763282888,2.477796387641854,5.554860900479593,3.107399957086002,1.776644878993423,5.327795113017078,3.1896438647809338,1.0092622005906384,1.8584037593579152,4.603922748299571,2.5434935213239807,2.8571293453288904,4.024427994510784,7.737939630067539,3.120384030249096,6.620840400479701,5.497161636630942,2.5933765376463134,5.297582222957005,0.3271696385557385,0.3717809157716738,4.56571222947658,1.9503600919081492,8.767075376643202,,,,,,,6.1,6079.0
,,,,,,,,200.0,60.0,560.0,0.05,0.05,10.0,0.13,1129.0,1110.0,1081.0,1082.0,1097.0,1115.0,1178.0,10.574187336460668,2.0884863707833445,6.739437889160088,16.355342994021502,7.524679702360087,11.46710014950758,8.603467670489227,7.220740284654892,10.46161659420305,11.53426811266164,16.204435497822814,11.014028257905723,6.965375022108803,5.914134496491864,10.06641796259057,11.35930118596411,5.426937757350212,20.316672513052843,12.833370007273142,12.769977506383512,8.623738096848303,9.647217724442998,15.31791776015903,2.166818063583573,10.293987248878905,5.462359468102065,13.824654348243886,5.495893796215077,17.140225184174405,0.0,13.57447483168594,6.885914518798742,4.968210057428424,4.836097264871112,5.127478179016935,11.15772820970044,15.502340292536372,7.706289346268886,9.435077603404553,11.812737932699427,17.484206227705283,15.76017370648071,7.298949452064082,12.842838282184472,7.188651213990493,11.380096469924643,6.111892344834574,14.211516197082208,11.696918355023008,4.153633286070459,9.880734452412348,3.3573679514831065,7.651376504469373,16.532823377317886,21.64679054702118,4.041431978066048,14.784383083465386,8.397789911638176,2.8187808594248454,11.069632911771398,19.22610416175643,11.33696967917758,7.762319429715122,4.942978896754108,10.638448382221087,13.447229047797624,6.118241107581569,3.9858022711319703,11.534277494460126,11.798202279278456,9.490431760281986,9.165003847744767,10.954747825814536,2.3429274927621933,7.455806570359785,13.016233630092152,11.230816213605944,6.115594970859199,13.0619630083128,8.273409758157545,6.206450069215609,15.291897421803204,6.374762978481218,2.9871193711984,5.020840075651449,11.940904975479992,8.780990611875854,8.689241217916347,10.598851425216973,17.889411430353825,9.390675033421475,16.084206506084872,11.377550589568743,6.41242209412134,11.272918292956248,2.7852445508925605,3.87450126279141,10.12414023743366,4.316095590500254,19.836565798049094,,,,,,,6.3,6279.0
,,,,,,,,200.0,60.0,2217.0,0.05,0.05,10.0,0.18,1164.0,1111.0,1120.0,1028.0,1109.0,1124.0,1115.0,20.602295819547937,3.366815290985356,13.348158167508169,24.82732062742121,16.325067801636614,16.53430266934405,16.144629121162506,13.61859482780354,20.30891572623634,23.232333032193218,25.78576656557913,20.615183293444325,18.47222619790399,13.608722991578716,15.184845936532705,22.398803970066435,10.121814644071208,34.42638326519583,20.26077661999903,22.32914342264761,14.109769544544436,16.62359913651145,26.188082369913825,7.85621906221845,20.108578880774008,9.938714657293804,19.428033291613485,11.334473774214043,31.76365069263304,0.0,25.336063793483756,13.94026539122203,9.701559981524964,10.849960381066586,11.98226160298409,18.47685704603809,26.63195258614369,15.397636543090144,18.0118249008848,20.880683049135044,29.19941941851245,26.33074940778983,14.234954854806531,21.317628133461245,12.051078614261309,20.02937005788975,15.146465809613357,23.39443270160425,21.495599246361596,8.562058776818352,17.179324927805318,7.861214572637886,15.728958101996732,24.78495967050779,31.332794119376604,8.144207454339572,26.188191931317817,16.714794598913425,7.449144314957147,19.988815298814306,33.526138410859616,21.064916946671623,15.213093501461737,11.50421289179652,21.35416628068525,21.005864821240923,14.733799728407387,11.000152644522569,21.078299990131008,20.469691472929547,14.83431452636894,12.661267020663342,19.33880724897116,4.93049727455366,14.16213418381274,20.91936726845229,20.72280230816782,12.909670801356729,21.725585699953573,12.842984767551227,13.283720529236328,25.58399711378085,11.746314888975174,5.101332273234087,10.183790007252204,23.317242260812023,19.709307829527276,17.38523745931741,20.95851932803145,28.35968785509793,16.090232015602282,28.133390539028465,17.540164711796933,10.083614430796263,20.440954171294727,8.60941438138116,9.433934290739366,14.530301637837454,10.467400367051518,31.956154996405147,,,,,,,6.0,5979.0
,,,,,,,,200.0,60.0,382.0,0.05,0.05,10.0,0.23,1090.0,1107.0,1088.0,1112.0,1027.0,1088.0,1086.0,28.220355314242944,8.432048443240758,20.529444341917472,26.00275374485973,22.650617242896413,26.543622745492147,25.03838393346265,21.71694399827141,27.844927929966666,27.82936850049876,34.15546717914624,25.37919253308412,24.95667971338756,18.713203812436355,24.116232039975664,24.433603663294093,13.922395486689284,42.96855943835086,24.869470754716545,28.713931286483835,20.70175918216931,21.791301786202315,36.18057793731305,11.414224646956187,26.85917785926312,12.704151347113864,22.5253696121452,19.62724513612977,39.6309967972606,0.0,35.95832455843203,24.03143538963855,15.911364582318733,16.0514662621634,19.559910255217293,25.182970973673942,32.84108792894183,17.54281486507251,22.155226786789346,33.77767013159723,36.78399275077985,32.74436697328957,19.435965949667537,26.898026694203303,16.03129360430496,24.58622037000527,23.79998979204965,33.146888893668866,31.97074519563654,13.15882778732642,23.56568610075984,14.226141946436057,25.37823531268152,32.27153322560375,38.18181523662439,13.577326331302803,35.83219330093054,19.62999311225606,11.965704904480551,30.092541195395597,45.505550387992535,28.5389654642077,24.59137754368042,20.1415136111136,30.3037623408686,27.291877008724303,29.68763160913057,19.978146318527067,27.832404376254573,28.515243244983584,22.42165173717655,18.56180370012753,27.98734297909353,11.258819695071171,16.749856761860343,23.202739177111088,29.14607932181444,22.16789793219765,26.311210272851465,20.197325779149384,15.414643350772243,31.54590125181596,18.05108987905308,9.394705906761002,17.371442787109622,32.84699176848832,26.89858340790161,23.13674606196639,31.85537870909713,33.95752639020325,17.08253230867114,34.07246312062797,27.821405026573387,14.370100100939547,27.49008043741715,19.409031327561443,10.52385678826404,20.092848034105,14.341053837265722,43.78718590985075,,,,,,,5.6,5579.0
,,,,,,,,200.0,60.0,377.0,0.05,0.05,10.0,0.25,1071.0,1072.0,1071.0,1113.0,1094.0,1104.0,1120.0,29.58973649034761,13.985225181313025,21.81766292328202,23.1689994259908,26.399942501252635,26.673869866769493,27.65579689131326,24.8616122998702,28.215129205705125,29.752121275071943,33.92169267652456,27.21783721601044,31.170125965754952,22.33503408996228,24.98776284976631,25.384147975098784,14.8070484147117,43.991282322927695,28.036709582576943,23.849935761247824,26.46474694484391,28.47813903033769,37.35821189135404,12.99751790035322,25.931189378272933,18.339735620823195,29.04482554688149,24.14986256632096,41.03659527164574,2.437217085215393,38.47379400316531,28.4338230773544,19.062609165805046,20.94021841031291,22.804253384167588,29.139812173608227,31.498460475816657,19.35906479587053,26.714390379607423,30.746320913441878,33.41514493027713,38.46211987682738,16.010233695879872,29.84501629443483,17.827688398446053,26.2283540630034,25.530180714748138,37.85258762314476,38.72876859427152,17.434391453964917,26.93602880516984,18.00538942803794,26.83096083828444,29.155173707449173,36.70144606871673,15.357044610179532,33.75732748140161,23.367314504812228,16.837638006726976,27.81155152496702,47.25874260216797,27.08910790997375,27.07021203649406,24.022767713471787,36.27849592426661,26.538392494173525,34.95734331570793,22.06406538182876,27.18444419559446,27.040226836783784,25.910507990184215,22.15140817802976,29.501269413066872,12.766851792757883,17.761836546875728,27.70087896842205,30.73943225111096,22.634106111129576,29.089558585234368,23.45004714356148,15.798792578293316,32.26729191506512,22.09110317830069,15.886480278435798,17.04446655429637,35.215841432788785,29.21916063362405,19.31442310991813,36.82766487884613,34.73531326495964,20.422624335821563,34.06713227846143,31.19985987873472,14.954155270951617,30.00608850899044,21.083259850239696,7.643699466446314,24.15616374480754,12.675712786738233,41.19537143189467,,,,,,,4.0,3979.0
,,,,,,,,200.0,60.0,992.0,0.05,0.05,10.0,0.3,,,,,,,,27.142788804677977,15.041046545452389,27.406830035716133,27.895862281611844,32.910064847524424,27.60152633575345,35.140931557036254,23.239352010483174,31.77172190554185,32.67207673718105,35.41445570370747,31.50917389187192,31.761900135043412,29.072978098634028,29.01655500748714,28.880012919579123,15.993691829217877,43.5514605910958,37.22364842540068,25.25680826772192,27.752650232277134,34.43387956536488,42.41225982939578,18.155586252853013,26.164921470811475,20.419791058815363,37.23110288324476,28.331749935022508,40.22684629605328,4.436173512220146,34.9575848689059,31.882756886755185,20.78447868997885,18.943911394854183,27.84576497356378,35.43991570076536,35.82871530246098,21.22609306351664,32.423636853369075,35.40765722941077,30.851473188978566,38.886706464201644,23.592688790414776,33.25750771692987,19.811880907807364,29.985980213287924,29.080185651094435,41.92258432744454,44.16125031588436,18.883654335666648,33.59017657695046,17.078698731831473,26.11548803584733,32.16627371159821,38.72036508539336,23.720931625918173,31.272719118433475,28.97598065391348,19.529910085775587,29.23084711238897,50.72450713149734,24.44973249129018,29.408993765418305,30.805584626495943,36.10082865434292,29.460566546320496,36.13824269907623,18.220130188694164,29.528130692558943,27.32759472074171,30.140637776889584,20.217073283008467,30.17777900159648,18.598497813135737,17.247617854145254,29.23406804334593,33.63506140871129,26.906282260842254,31.9765556644548,26.00725223293396,19.11147114345361,39.15787547206213,26.53343719648076,23.266520393636277,19.73861698627645,42.27380268675612,34.950129640699444,22.941492650137523,40.414842980875264,38.3489035735125,22.431595902683764,37.39334231455914,32.5891376826349,21.92753250304397,31.0591033946837,20.01321946278285,9.746963776712116,28.915682422285883,14.160022996158643,48.355226580150905,,,,,,,3.7,3.679
,,,,,,,,,,,,,,,,,,,,,,21.9046177341276,18.20528017099037,27.426384982777765,29.209991664832664,27.314033828763836,28.205651753506075,38.07029872766983,24.802507330844847,36.187029018505385,32.63483955738594,31.715154839037744,31.543579079225587,29.94478737727485,31.131853168308822,28.38769176224429,32.35598127236295,19.901805054575814,37.51959172470237,36.72302113811661,29.883182697065088,30.57860210192688,37.06410825615795,40.695185697903575,22.98598949744918,25.128783672336475,17.762779563104775,31.26503157331544,31.21053186591443,37.31666563957808,6.995324368745386,35.46815525958783,28.488986675788745,25.813615819436787,19.45741357970988,25.95279059459905,37.28208327122147,37.27840889107688,20.13414631027373,35.454433947828896,31.396184840147388,33.191584435822975,34.67975060771367,23.63319613273157,33.29714854069304,19.84341376912203,30.88155811085357,29.588350764357088,37.41627847980661,42.40636649231151,22.22892257038005,31.38186683659683,17.631282342285314,28.02091202869151,31.252111593241104,33.05062706215382,28.36258957341797,31.70003739996701,27.483940434030814,21.94582051010681,27.229759362597942,44.37317941988556,29.03160631970654,29.492179029734864,30.503282997343256,31.433669927354263,30.047923808183377,29.459258652803648,19.0784149934347,25.530226023677677,32.961167830742674,28.476428990412284,17.009271165687775,30.725348448953053,22.174272705370207,16.256653686536858,29.561423989822725,29.0448414836267,24.419341614929493,34.595209473098386,27.55855130209689,16.567543586821113,36.48193636794313,25.53134491131136,18.755315500301464,17.264666580856908,38.594983846245945,32.23631029395874,25.627199558614212,32.29789932694604,35.129161831600044,19.80029969922834,36.10723322683843,33.476773141729495,24.14742990446557,33.55061100451815,21.96974525585677,9.95860653915885,27.439002987902487,15.058167843367924,46.448888267652976,,,,,,,3.8,3779.0
,,,,,,,,,,,,,,,,,,,,,,16.287936340085935,16.80685474410071,23.03559343093565,23.620590179162598,26.25900561428292,24.418704471223517,30.350725208279627,23.058261437974263,31.686532053940876,29.04042606210501,21.91580847040812,24.965198452137905,27.095465013725335,26.107054912745,24.23959591509874,26.307077032700526,22.94070921205949,31.461887396489207,32.035545162863016,23.39623993264325,26.41795918764228,32.19218959505674,31.581939730972078,19.580545847912816,27.03448345902836,19.151220886945968,22.116048028194545,27.881266188000463,30.59137415622645,10.170977099393202,27.575253564929746,23.25354469162793,24.71374717915861,15.658529736857718,16.21816911730743,33.20582212203461,30.3455727348458,18.896025257795053,27.05571028664641,23.91974911783078,31.970089332468675,27.09050243286325,21.484159974395467,22.974261588801927,16.141470268383166,22.620779756164826,26.461337926278198,26.89317483967818,33.76658749018526,24.966580450772422,24.2668288380358,18.201119479523047,27.18440655127448,22.70316619458957,27.40703698335644,26.496029241680752,27.766296606126783,24.498794469800835,21.365064862220844,16.75918717950603,35.010495590269365,21.860101264605643,26.15802513822681,24.85465075450485,26.076116438663128,22.8663633486989,26.480288652411996,20.368610051843632,20.228417443872065,26.77547225865449,21.928925109730656,15.835393974924722,27.53624130237778,15.994510904286615,10.9630434979875,26.84221438537875,26.602972969343185,18.45247928278024,31.292601486886635,21.64833982564928,14.402708315743526,31.98122157073469,24.48068577362798,15.164330237700383,19.69170226187772,33.24109346307176,23.6142646948224,22.39468652169296,25.293614164009117,25.69652816995307,18.58513946894721,27.53346777217937,26.594430349296307,28.23109213706593,31.80285251599632,17.886563902988236,9.019464503431054,26.04704722482125,16.909716850229966,34.39303206504039,,,,,,,4.5,4479.0
,,,,,,,,,,,,,,,,,,,,,,10.18552207394692,9.793340149694975,15.973327965078312,14.415305212622624,16.928898365023098,15.195507700472833,15.656448178663412,14.250409269451032,19.894893470339483,17.809902871907497,11.81314673042816,12.669701298200028,16.827586217185797,16.812331092877482,11.836129233881309,11.632209683964144,13.092150909259066,18.162229356287718,18.30747390015357,11.231822827740723,15.458605561551924,15.971344058740817,18.60008435881929,9.295216912997835,17.52570795472322,13.072997604006297,10.461824316326346,15.657018486880297,19.82831911033628,7.489123652466731,17.565870860515314,14.089800553724809,14.694605420867251,9.929995070988252,11.531063207822072,20.80304926772896,16.05831266150077,11.30900757013614,16.373674141639466,17.456469486324533,19.416288712160032,16.079487048435467,12.582855443796568,15.721575822076804,12.979754793393203,14.140171607921705,12.833545567318204,14.088070157662758,19.4284689735064,16.135055477239067,13.525275942470952,13.490068774481225,18.02606746064871,14.361630904043952,18.85870782118165,14.160956246345853,18.364401185490507,14.341985922489783,14.537916833338713,11.84106800506932,20.58380874089149,14.55179225215665,16.6965789328262,14.933955284752146,13.463233975612674,17.714083299172636,17.356157060168346,13.790060477394237,12.033707265828207,17.529346719840994,16.28079238605657,11.006521210602491,14.347861620108668,11.334287215366851,8.175415456633617,16.85000852511339,18.647965265411734,9.643950226861197,20.128402519710352,14.000123604957718,9.622204027413089,16.60026355449672,14.745664985490588,11.22822100472604,11.062459508097476,18.30882783101684,13.791370909306709,16.59987517328574,13.766272017173373,14.645918166595257,13.324812129710145,13.093059661364729,16.8602535920778,18.24455126761632,19.340726082376538,10.432869092618176,9.08536267072445,15.802502380672044,11.279162920983104,22.535089145591,,,,,,,5.1,5079.0
