days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
3.0,16.0,6.0,48.0,480.0,60.0,7.0,100.0,200.0,60.0,841.0,0.05,0.05,10.0,0.05,1084.0,1041.0,1078.0,1106.0,1089.0,1103.0,1143.0,5.87,5.62,3.17,6.42,4.03,1.13,2.66,1.49,3.13,2.0,0.63,3.3,4.62,5.53,0.0,5.21,4.65,4.74,5.5,4.15,2.6,8.45,4.72,6.99,3.63,3.5,3.73,2.75,3.59,3.71,0.87,0.0,0.0,3.28,1.29,3.15,2.71,1.31,0.0,4.75,6.31,5.71,4.67,1.31,4.66,2.86,3.95,2.87,2.36,1.46,4.38,3.19,4.6,0.94,3.44,3.3,1.24,4.19,7.43,0.0,0.91,0.0,3.18,7.3,4.2,1.52,5.33,7.37,7.16,5.83,5.34,2.9,3.29,1.94,4.26,3.69,4.36,2.52,1.03,5.74,3.45,7.12,0.72,3.61,4.44,6.44,0.0,2.27,4.97,7.27,0.0,0.59,7.41,0.0,3.32,4.87,0.0,0.0,2.09,4.94,100.0,250.0,250.0,0.95,0.95,0.95,0.96
,,,,,,,,200.0,60.0,607.0,0.05,0.05,10.0,0.08,1131.0,1053.0,1118.0,1095.0,1105.0,1145.0,1133.0,19.19,19.27,13.33,23.24,14.49,6.61,11.62,9.35,13.62,9.77,3.96,14.2,17.36,20.99,0.0,20.54,16.91,18.46,20.51,15.8,10.23,29.33,19.0,24.79,13.5,14.66,17.88,14.36,13.62,13.78,4.1,1.38,1.33,12.51,7.79,11.08,12.73,6.08,0.0,17.42,23.77,20.99,14.99,6.15,17.78,13.01,16.21,12.09,8.77,8.61,17.6,11.39,15.51,3.4,14.51,13.68,5.36,16.42,25.12,1.75,4.76,2.16,13.39,25.7,14.22,6.91,19.9,25.85,26.51,20.4,21.22,12.49,10.31,9.35,18.1,14.48,16.23,10.27,4.6,20.11,14.48,23.48,5.32,12.6,18.27,24.2,2.78,8.07,18.97,24.17,0.0,4.78,24.59,0.0,14.97,17.93,0.0,0.53,9.32,17.76,,,,,,,1.22
,,,,,,,,200.0,60.0,1326.0,0.05,0.05,10.0,0.13,1103.0,1085.0,1034.0,1007.0,1139.0,1113.0,1105.0,41.93,45.86,37.48,51.49,36.96,21.04,30.25,21.15,36.34,26.64,13.95,36.08,38.12,48.97,4.73,46.66,36.93,49.71,47.1,37.6,23.29,62.25,47.04,57.67,28.52,30.51,42.72,34.05,34.62,32.06,14.95,7.13,9.52,30.46,22.98,31.47,32.33,20.54,2.75,43.11,46.34,48.82,35.2,20.53,41.31,36.5,37.21,30.66,25.35,21.78,41.67,21.75,35.56,17.44,33.34,32.06,21.03,41.47,54.62,12.29,17.7,13.15,30.58,59.25,29.6,23.43,49.84,62.32,65.29,40.86,49.61,27.82,23.33,24.66,39.57,39.89,40.38,25.33,13.56,44.25,38.03,49.51,21.77,28.99,41.21,58.94,10.85,15.95,39.96,51.49,0.0,20.74,54.4,1.16,35.76,45.9,7.2,9.44,27.33,44.26,,,,,,,1.26
,,,,,,,,200.0,60.0,708.0,0.05,0.05,10.0,0.18,1129.0,1183.0,1075.0,1123.0,1147.0,1086.0,1071.0,75.07,75.48,63.08,80.89,49.58,31.66,51.92,27.29,58.33,50.52,31.36,57.79,58.48,84.69,15.85,80.75,63.51,94.25,75.33,58.81,47.12,97.14,83.3,89.39,48.58,37.14,69.59,55.54,67.12,60.9,23.83,14.8,37.13,47.3,42.66,52.41,65.31,44.0,10.48,75.12,80.18,89.14,66.67,35.25,72.71,63.71,67.32,51.17,45.94,33.42,68.05,47.45,56.93,39.31,50.47,60.0,43.46,66.61,80.85,27.87,48.78,33.91,56.67,99.19,49.82,48.99,87.49,102.62,102.01,77.52,79.52,44.67,43.02,44.86,72.05,66.95,68.68,45.04,28.97,66.14,67.05,83.7,41.71,48.62,72.68,93.65,10.68,34.18,68.6,87.43,4.73,50.94,84.78,11.54,65.09,70.62,27.52,12.43,57.63,77.38,,,,,,,1.2
,,,,,,,,200.0,60.0,2023.0,0.05,0.05,10.0,0.23,1114.0,1049.0,1118.0,1098.0,1057.0,1076.0,1102.0,95.31,98.53,95.33,99.35,59.89,52.7,65.78,37.97,75.42,68.43,45.09,80.5,83.66,105.05,36.05,88.16,74.32,115.66,102.15,84.39,64.96,134.15,105.38,108.77,71.67,60.98,96.98,64.49,101.78,85.43,26.91,19.12,54.26,61.86,51.27,77.22,84.21,71.91,11.51,103.1,111.64,114.06,80.72,57.81,97.74,84.44,89.38,82.98,65.18,49.72,99.39,73.59,62.95,51.8,71.46,74.46,65.19,86.28,101.5,37.99,70.9,59.55,86.62,139.51,64.01,72.92,100.32,114.07,128.21,96.76,110.88,59.74,59.97,54.26,97.98,99.7,88.67,70.68,57.2,81.04,96.12,109.47,49.0,66.75,95.13,115.92,28.52,55.56,92.6,117.37,16.97,75.31,110.45,31.56,81.24,84.2,40.27,39.96,86.39,107.69,,,,,,,1.12
,,,,,,,,200.0,60.0,951.0,0.05,0.05,10.0,0.25,1072.0,1063.0,1155.0,1108.0,1099.0,1081.0,1114.0,104.91,106.09,105.38,102.39,59.61,54.88,59.29,37.21,84.19,66.57,46.83,106.02,78.96,100.18,61.05,86.55,78.44,113.83,97.91,81.77,74.09,113.7,108.8,106.53,91.17,54.74,78.79,71.57,110.25,93.35,32.24,27.1,60.54,74.15,59.59,86.32,77.33,65.04,29.23,117.81,116.34,105.81,86.71,59.19,94.73,95.08,82.84,108.81,70.51,62.85,114.31,78.01,69.68,71.53,83.28,78.2,70.99,88.37,91.74,28.78,74.05,63.58,98.13,132.4,74.19,58.85,93.13,88.86,116.39,90.64,123.42,61.18,65.91,60.4,98.72,102.06,86.83,81.88,56.56,102.44,101.58,98.33,59.8,87.76,89.16,107.87,37.08,51.99,91.17,112.01,35.41,80.8,105.54,45.57,89.24,84.47,41.19,39.95,78.78,117.19,,,,,,,0.8
,,,,,,,,200.0,60.0,119.0,0.05,0.05,10.0,0.3,,,,,,,,128.15,104.71,119.08,110.8,76.44,57.57,77.43,38.09,87.88,77.57,57.35,126.03,92.84,113.39,85.77,98.33,71.86,124.62,88.27,94.82,78.55,116.91,113.89,114.91,105.9,64.51,92.21,77.3,113.86,105.74,53.1,36.29,76.68,85.88,83.03,86.47,77.95,76.37,43.46,129.08,117.23,108.83,108.42,60.45,99.69,114.82,92.75,115.34,68.77,72.69,133.07,100.5,93.85,89.21,93.72,70.9,75.96,93.68,87.69,55.6,80.02,60.22,100.37,122.68,81.64,72.09,94.36,91.51,107.95,113.31,129.14,81.46,79.63,65.41,115.22,117.63,97.66,83.92,85.61,118.4,103.48,89.51,75.61,120.49,93.9,112.09,43.96,67.06,88.03,113.77,52.84,82.52,99.2,65.89,92.84,100.3,63.71,55.64,79.47,152.89,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,115.24,90.67,110.85,81.52,77.19,52.29,90.88,29.95,85.25,85.2,57.2,113.62,93.46,110.58,91.28,107.3,88.55,117.14,92.11,102.47,91.64,106.54,95.15,129.57,92.7,78.64,87.36,85.49,110.14,102.98,61.75,57.15,75.02,104.01,78.09,82.37,77.47,85.38,27.88,123.94,109.45,106.77,99.44,64.69,99.59,108.5,86.63,120.1,79.62,67.29,130.28,112.3,104.87,78.02,102.79,59.39,70.39,86.45,74.25,96.74,74.13,50.66,96.12,112.12,86.05,70.26,87.0,94.34,108.53,123.73,117.42,87.63,77.08,62.31,109.8,105.72,93.87,77.97,108.97,110.67,101.81,80.85,91.58,107.83,90.91,108.58,44.75,74.65,81.07,107.54,64.79,90.94,85.54,88.85,98.23,90.15,71.33,62.51,49.91,148.52,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,94.36,70.33,93.97,71.12,62.9,51.49,73.44,24.08,63.57,72.22,58.47,87.56,72.22,88.85,72.32,87.17,80.05,88.89,68.14,81.14,72.1,83.41,74.06,105.68,78.34,76.28,64.76,74.39,99.49,89.01,58.79,50.13,69.55,86.38,72.3,72.79,76.49,77.46,22.99,91.82,89.65,79.89,74.2,58.19,80.13,86.4,69.74,92.02,72.92,72.13,109.13,85.18,81.53,58.7,83.15,44.03,65.7,80.55,67.63,78.32,64.89,54.27,77.26,80.27,69.03,50.15,70.41,81.93,90.2,93.73,94.54,75.29,59.73,53.15,87.99,75.56,72.44,81.68,93.67,92.87,75.12,65.26,79.32,75.93,62.28,85.33,32.61,54.87,60.08,86.53,53.52,63.61,81.69,74.97,79.82,81.48,68.7,67.14,40.71,116.07,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,53.21,43.23,52.23,38.18,36.84,40.32,37.67,14.9,40.62,49.67,33.46,45.41,44.43,52.1,45.23,49.14,48.59,52.27,47.17,56.98,38.08,49.85,37.95,60.62,51.74,41.21,38.41,48.99,66.05,51.94,33.46,36.31,44.52,51.47,45.01,39.47,48.5,61.99,24.29,55.23,51.61,40.51,41.46,35.11,48.07,47.68,43.55,56.05,46.27,45.84,68.14,57.82,52.03,32.43,40.35,18.61,44.82,55.39,45.48,43.62,42.97,34.52,43.09,56.74,41.87,33.34,38.24,48.0,55.82,54.0,59.7,41.1,34.42,39.3,56.76,52.05,46.13,56.53,47.43,53.94,38.66,33.73,58.36,42.97,35.94,49.16,28.1,34.02,37.43,53.95,44.35,38.54,55.71,37.42,56.63,55.49,47.49,44.01,26.93,62.66,,,,,,,1.02
